Player,JerseyNumber,Position,GamesPlayed,KickReturnsTotal,KickReturnsTotalGrade,KickoffReturnsTotal,KickoffReturnsTotalYards,KickoffReturnsTotalYards.1,KickoffReturnsLongestReturn,KickoffReturnsYardsPerAttempt,KickoffReturnsTouchdowns,KickoffReturnsFairCatches,KickoffReturnsMuffed,PuntReturnsTotal,PuntReturnsTotalReturns,PuntReturnsTotalYards,PuntReturnsTotalFairCatches,PuntReturnsTotalLongestReturn,PuntReturnsTotalYardsPerAttempt,PuntReturnsTotalTouchdowns,PuntReturnsTotalMuffed
Jalen Reagor,#83,WR,10.0,71.3,7.0,70.2,7.0,221.0,98.0,31.6,1.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Demario Douglas,#81,WR,14.0,65.2,11.0,-,0.0,0.0,0.0,,0.0,0.0,0.0,66.9,11.0,56.0,10.0,25.0,5.1,0.0,1.0
Kevin Harris,#36,HB,4.0,59.9,1.0,59.9,1.0,20.0,20.0,20.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Kyle Dugger,#23,S,17.0,58.9,0.0,59.0,0.0,0.0,0.0,,0.0,1.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Myles Bryant,#27,CB,17.0,55.7,16.0,59.9,1.0,11.0,11.0,11.0,0.0,0.0,0.0,54.4,15.0,105.0,12.0,15.0,7.0,0.0,1.0
Ty Montgomery,#14,WR,13.0,50.9,9.0,51.8,9.0,219.0,43.0,24.3,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Jabrill Peppers,#05,S,15.0,46.7,4.0,-,0.0,0.0,0.0,,0.0,0.0,0.0,42.4,4.0,26.0,3.0,18.0,6.5,0.0,1.0
Marcus Jones,#25,CB,2.0,45.7,3.0,-,0.0,0.0,0.0,,0.0,0.0,0.0,41.5,3.0,21.0,1.0,21.0,7.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,
