Player,JerseyNumber,Position,GamesPlayed,SpecialTeamsTotalSnaps,SpecialTeamsKickReturnSnaps,SpecialTeamsKickCoverageSnaps,SpecialTeamsPuntReturnSnaps,SpecialTeamsPuntCoverageSnaps,SpecialTeamsFieldGoalBlockSnaps,SpecialTeamsFieldGoalKickSnaps,SpecialTeamsOverallGrade,SpecialTeamsKickoffGrade,SpecialTeamsPuntGrade,SpecialTeamsFieldGoalGrade,SpecialTeamsPenalties,SpecialTeamsTackles,SpecialTeamsAssists,SpecialTeamsMissedTackles
J.C. Jackson,#29,CB,3.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,64.7,-,-,-,0 (0),0.0,0.0,0.0
Jalen Mills,#02,S,6.0,21.0,0.0,7.0,12.0,0.0,2.0,0.0,64.7,-,-,-,0 (0),0.0,1.0,0.0
Keion White,#99,ED,14.0,135.0,0.0,0.0,79.0,0.0,56.0,0.0,64.2,-,-,-,1 (0),0.0,0.0,0.0
Atonio Mafi,#68,G,16.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,64.1,-,-,-,0 (0),0.0,0.0,0.0
Bryce Baringer,#17,P,17.0,150.0,0.0,1.0,0.0,99.0,0.0,50.0,63.7,60.0,68.2,-,2 (1),1.0,0.0,0.0
Anfernee Jennings,#33,ED,13.0,93.0,43.0,0.0,7.0,0.0,40.0,3.0,63.7,-,-,-,0 (0),0.0,0.0,0.0
Myles Bryant,#27,CB,15.0,95.0,1.0,0.0,41.0,0.0,53.0,0.0,63.4,59.9,54.4,-,0 (0),0.0,0.0,0.0
Pharaoh Brown,#86,TE,16.0,209.0,69.0,0.0,12.0,91.0,0.0,37.0,63.4,-,-,-,0 (0),2.0,0.0,1.0
Lawrence Guy Sr.,#93,DI,17.0,161.0,0.0,0.0,40.0,0.0,71.0,50.0,63.3,-,-,-,0 (0),0.0,0.0,0.0
Sidy Sow,#62,G,14.0,42.0,0.0,0.0,0.0,0.0,0.0,42.0,63.0,-,-,-,0 (0),0.0,0.0,0.0
Alex Austin,#28,CB,5.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,62.7,-,-,-,0 (0),0.0,0.0,0.0
Jake Andrews,#67,G,16.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,62.6,-,-,-,0 (0),0.0,0.0,0.0
Trent Brown,#77,T,10.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0,62.4,-,-,-,0 (0),0.0,0.0,0.0
Cody Davis,#22,S,11.0,202.0,29.0,41.0,52.0,66.0,14.0,0.0,61.9,-,-,-,0 (0),5.0,0.0,2.0
Mike Onwenu,#71,T,14.0,45.0,0.0,0.0,0.0,0.0,0.0,45.0,61.7,-,-,-,0 (0),0.0,0.0,0.0
Matthew Slater,#18,WR,16.0,377.0,82.0,53.0,82.0,91.0,69.0,0.0,61.5,-,-,-,2 (0),5.0,2.0,1.0
Cole Strange,#69,G,4.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,61.3,-,-,-,0 (0),0.0,0.0,0.0
Vederian Lowe,#59,T,4.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,61.2,-,-,-,0 (0),0.0,0.0,0.0
Calvin Anderson,#76,T,5.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0,61.1,-,-,-,0 (0),0.0,0.0,0.0
Joshuah Bledsoe,#24,S,1.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,61.0,-,-,-,0 (0),0.0,0.0,0.0
Ameer Speed,#37,CB,5.0,73.0,31.0,16.0,25.0,1.0,0.0,0.0,61.0,-,-,-,0 (0),1.0,0.0,0.0
Conor McDermott,#75,T,3.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,61.0,-,-,-,0 (0),0.0,0.0,0.0
Tyrone Wheatley Jr.,#72,T,2.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,60.4,-,-,-,0 (0),0.0,0.0,0.0
Jalen Reagor,#83,WR,6.0,30.0,29.0,0.0,0.0,1.0,0.0,0.0,60.3,70.2,-,-,0 (0),0.0,0.0,0.0
Marcus Jones,#25,CB,1.0,9.0,0.0,4.0,5.0,0.0,0.0,0.0,60.3,-,41.5,-,0 (0),0.0,0.0,0.0
Rhamondre Stevenson,#38,HB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
Mac Jones,#10,QB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
Mike Gesicki,#88,TE,5.0,10.0,6.0,0.0,0.0,0.0,4.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
JuJu Smith-Schuster,#07,WR,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
Matthew Judon,#09,ED,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
Ezekiel Elliott,#15,HB,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
David Andrews,#60,C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
Riley Reiff,#74,G,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
Christian Barmore,#90,DI,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,59.7,-,-,-,0 (0),0.0,0.0,0.0
Kevin Harris,#36,HB,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,59.5,59.9,-,-,0 (0),0.0,0.0,0.0
Daniel Ekuale,#95,DI,2.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,59.2,-,-,-,0 (0),0.0,0.0,0.0
Matt Sokol,#87,TE,1.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,58.5,-,-,-,0 (0),0.0,0.0,0.0
Deatrich Wise Jr.,#91,ED,16.0,115.0,0.0,0.0,5.0,0.0,69.0,41.0,58.4,-,-,-,0 (0),0.0,0.0,0.0
Shaun Wade,#26,CB,10.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,58.3,-,-,-,0 (0),0.0,0.0,0.0
Demario Douglas,#81,WR,8.0,31.0,1.0,0.0,30.0,0.0,0.0,0.0,58.2,-,66.9,-,0 (0),0.0,0.0,0.0
Hunter Henry,#85,TE,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,58.2,-,-,-,0 (0),0.0,0.0,0.0
Ja'Whaun Bentley,#08,LB,6.0,11.0,1.0,0.0,0.0,10.0,0.0,0.0,57.6,-,-,-,0 (0),0.0,0.0,0.0
Christian Elliss,#53,LB,4.0,87.0,21.0,16.0,23.0,27.0,0.0,0.0,56.5,-,-,-,1 (0),2.0,0.0,1.0
Mack Wilson Sr.,#03,LB,17.0,312.0,78.0,61.0,74.0,97.0,2.0,0.0,54.5,-,-,-,2 (0),3.0,2.0,2.0
JaMycal Hasty,#39,HB,2.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,52.4,-,-,-,0 (0),0.0,0.0,0.0
Calvin Munson,#43,LB,3.0,25.0,8.0,10.0,1.0,6.0,0.0,0.0,52.2,-,-,-,0 (0),0.0,0.0,1.0
Christian Gonzalez,#06,CB,3.0,19.0,0.0,3.0,16.0,0.0,0.0,0.0,50.9,-,-,-,0 (0),0.0,0.0,0.0
Chad Ryland,#37,K,17.0,110.0,0.0,60.0,0.0,0.0,0.0,50.0,46.0,67.9,-,38.2,1 (0),0.0,0.0,0.0
Sam Roberts,#96,DI,5.0,27.0,0.0,0.0,0.0,0.0,27.0,0.0,44.6,-,-,-,1 (0),0.0,0.0,0.0
Joe Cardona,#49,LS,17.0,149.0,0.0,0.0,0.0,99.0,0.0,50.0,31.9,-,-,-,1 (0),1.0,0.0,1.0
