Player,JerseyNumber,Position,GamesPlayed,DefenseTotalSnaps,DefenseRunDefenseSnaps,DefensePassRushSnaps,DefenseCoverageSnaps,DefenseOverallGrade,DefenseRunDefenseGrade,DefenseTacklingGrade,DefensePassRushGrade,DefenseCoverageGrade,DefenseTotalPressures,DefenseSacks,DefenseHits,DefenseHurries,DefenseBattedPasses,DefenseTackles,DefenseAssists,DefenseMissedTackles,DefenseMissedTacklePercentage,DefenseStops,DefenseForcedFumbles,DefenseTargets,DefenseReceptionsAllowed,DefenseReceptionPercentageAllowed,DefenseYardsAllowed,DefenseYardsPerReceptionAllowed,DefenseYardsAfterCatchAllowed,DefenseLongestReceptionAllowed,DefenseTouchdownsAllowed,DefenseInterceptions,DefensePassBreakups,DefensePasserRatingAllowed,DefensePenalties,DefenseSnapsOnDefensiveLine,DefenseSnapsInTheBox,DefenseSnapsAtFreeSafety,DefenseSnapsInTheSlot,DefenseSnapsAtCorner,DefenseSnapsAtA-Gap,DefenseSnapsAtB-Gap,DefenseSnapsOverTackle,DefenseSnapsOutside,Team
Adrian Phillips,#21,S,13.0,139,45.0,11.0,83.0,46.5,64.3,28.3,39.5,45.3,1.0,0.0,0.0,1.0,0.0,10.0,3.0,5.0,27.8,4.0,0.0,5.0,4.0,80.0,52.0,13.0,19.0,29.0,0.0,0.0,0.0,110.0,0 (0),14.0,86.0,15.0,18.0,5.0,0.0,0.0,0.0,14.0,new-england-patriots
Jonathan Jones,#31,CB,14.0,724,300.0,1.0,423.0,76.5,74.0,83.9,59.1,75.1,0.0,0.0,0.0,0.0,0.0,42.0,2.0,2.0,4.3,15.0,0.0,54.0,31.0,57.4,387.0,12.5,118.0,48.0,1.0,0.0,5.0,86.0,1 (1),14.0,42.0,3.0,51.0,614.0,0.0,0.0,0.0,14.0,new-england-patriots
Jalen Mills,#02,S,17.0,459,144.0,12.0,303.0,59.1,84.1,54.8,65.5,52.2,4.0,0.0,1.0,3.0,0.0,30.0,16.0,8.0,14.8,10.0,1.0,29.0,17.0,58.6,157.0,9.2,113.0,28.0,0.0,0.0,1.0,73.5,2 (0),31.0,106.0,159.0,136.0,27.0,0.0,0.0,0.0,31.0,new-england-patriots
Davon Godchaux,#92,DI,17.0,685,351.0,332.0,2.0,50.2,51.6,59.7,50.0,60.0,7.0,0.0,0.0,7.0,0.0,36.0,20.0,3.0,5.1,23.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (0),685.0,0.0,0.0,0.0,0.0,489.0,184.0,10.0,2.0,new-england-patriots
Jabrill Peppers,#05,S,15.0,955,390.0,39.0,526.0,87.3,90.7,59.5,54.0,83.2,5.0,1.0,1.0,3.0,0.0,54.0,18.0,12.0,14.3,28.0,1.0,34.0,20.0,58.8,132.0,6.6,101.0,25.0,1.0,2.0,5.0,52.6,1 (0),50.0,267.0,424.0,134.0,80.0,0.0,0.0,0.0,50.0,new-england-patriots
Daniel Ekuale,#95,DI,3.0,53,15.0,38.0,0.0,63.1,72.0,70.1,51.8,-,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),53.0,0.0,0.0,0.0,0.0,24.0,23.0,6.0,0.0,new-england-patriots
Ja'Whaun Bentley,#08,LB,16.0,984,397.0,126.0,461.0,65.8,67.7,57.2,63.8,59.7,22.0,4.0,7.0,11.0,1.0,74.0,36.0,17.0,13.4,39.0,1.0,43.0,36.0,83.7,387.0,10.8,232.0,36.0,1.0,0.0,2.0,111.9,0 (0),50.0,919.0,1.0,11.0,3.0,0.0,0.0,0.0,50.0,new-england-patriots
J.C. Jackson,#29,CB,8.0,439,162.0,2.0,275.0,35.4,58.0,69.1,56.2,31.4,0.0,0.0,0.0,0.0,0.0,23.0,2.0,2.0,7.4,3.0,0.0,50.0,29.0,58.0,397.0,13.7,84.0,42.0,4.0,0.0,2.0,110.2,4 (0),3.0,40.0,0.0,38.0,358.0,0.0,0.0,0.0,3.0,new-england-patriots
Chris Board,#45,LB,2.0,2,0.0,1.0,1.0,60.0,-,-,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,new-england-patriots
Jahlani Tavai,#48,LB,17.0,838,419.0,86.0,333.0,86.6,86.2,68.6,63.5,82.7,13.0,1.0,4.0,8.0,0.0,73.0,30.0,11.0,9.6,35.0,2.0,35.0,27.0,77.1,186.0,6.9,150.0,29.0,1.0,2.0,3.0,74.2,2 (0),302.0,446.0,0.0,65.0,24.0,0.0,0.0,0.0,302.0,new-england-patriots
Trysten Hill,#97,DI,1.0,4,2.0,2.0,0.0,60.2,60.5,-,58.7,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),4.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,new-england-patriots
Myles Bryant,#27,CB,17.0,852,290.0,17.0,545.0,66.6,84.3,63.5,52.9,63.1,6.0,1.0,0.0,5.0,0.0,66.0,7.0,10.0,12.0,17.0,2.0,74.0,59.0,79.7,570.0,9.7,250.0,33.0,3.0,1.0,5.0,106.6,2 (0),4.0,78.0,62.0,541.0,166.0,0.0,0.0,0.0,4.0,new-england-patriots
Anfernee Jennings,#33,ED,15.0,677,344.0,275.0,58.0,63.2,85.9,46.7,55.3,28.0,21.0,2.0,2.0,17.0,0.0,52.0,12.0,11.0,14.7,46.0,0.0,17.0,17.0,100.0,133.0,7.8,102.0,17.0,0.0,0.0,0.0,99.3,2 (0),657.0,4.0,0.0,14.0,2.0,0.0,0.0,0.0,657.0,new-england-patriots
Kyle Dugger,#23,S,17.0,"1,116",445.0,55.0,616.0,61.7,79.6,77.4,66.5,50.0,15.0,2.0,3.0,10.0,0.0,79.0,24.0,11.0,9.6,27.0,1.0,63.0,45.0,71.4,446.0,9.9,236.0,51.0,2.0,2.0,5.0,88.5,2 (0),45.0,478.0,371.0,168.0,53.0,0.0,0.0,0.0,45.0,new-england-patriots
Shaun Wade,#26,CB,11.0,348,135.0,0.0,213.0,62.2,73.2,69.2,-,59.1,0.0,0.0,0.0,0.0,0.0,23.0,0.0,3.0,11.5,8.0,0.0,34.0,23.0,67.6,290.0,12.6,119.0,33.0,1.0,0.0,1.0,103.8,1 (0),3.0,26.0,0.0,26.0,293.0,0.0,0.0,0.0,3.0,new-england-patriots
Christian Elliss,#53,LB,6.0,119,43.0,9.0,67.0,45.4,61.6,47.7,67.4,36.4,3.0,0.0,0.0,3.0,0.0,12.0,3.0,3.0,16.7,4.0,0.0,7.0,5.0,71.4,67.0,13.4,38.0,25.0,0.0,0.0,0.0,101.5,0 (0),0.0,107.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,philadelphia-eagles
Marco Wilson,#19,CB,1.0,10,7.0,0.0,3.0,66.3,61.7,72.5,-,65.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,39.6,0 (0),0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,new-england-patriots
Christian Barmore,#90,DI,17.0,750,272.0,478.0,0.0,83.8,67.8,61.5,84.9,66.0,49.0,8.0,7.0,34.0,5.0,43.0,13.0,4.0,6.7,40.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,3 (1),749.0,1.0,0.0,0.0,0.0,107.0,319.0,290.0,33.0,new-england-patriots
Brenden Schooler,#41,S,3.0,3,0.0,1.0,2.0,78.2,-,-,60.0,66.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,new-england-patriots
Marcus Jones,#25,CB,2.0,44,14.0,0.0,30.0,64.2,72.9,78.0,-,61.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,66.7,16.0,8.0,5.0,11.0,1.0,0.0,0.0,119.4,0 (0),0.0,0.0,1.0,11.0,32.0,0.0,0.0,0.0,0.0,new-england-patriots
Sam Roberts,#96,DI,7.0,101,45.0,56.0,0.0,47.3,39.7,45.3,60.0,-,5.0,1.0,0.0,4.0,0.0,3.0,2.0,1.0,16.7,2.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),100.0,0.0,0.0,0.0,0.0,1.0,50.0,42.0,7.0,new-england-patriots
Alex Austin,#28,CB,5.0,211,90.0,0.0,121.0,61.8,62.1,67.8,-,63.3,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,9.1,5.0,0.0,22.0,12.0,54.5,107.0,8.9,59.0,47.0,2.0,1.0,2.0,79.2,2 (0),0.0,19.0,0.0,14.0,178.0,0.0,0.0,0.0,0.0,new-england-patriots
Marte Mapu,#30,S,14.0,204,92.0,7.0,105.0,50.0,51.4,62.3,59.5,54.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,1.0,6.7,2.0,0.0,14.0,9.0,64.3,128.0,14.2,111.0,29.0,1.0,1.0,1.0,87.8,2 (0),8.0,94.0,60.0,34.0,8.0,0.0,0.0,0.0,8.0,new-england-patriots
Christian Gonzalez,#06,CB,4.0,209,80.0,2.0,127.0,80.8,71.3,79.0,75.1,79.3,1.0,1.0,0.0,0.0,0.0,15.0,3.0,1.0,5.3,6.0,0.0,24.0,16.0,66.7,157.0,9.8,49.0,23.0,0.0,1.0,2.0,67.5,0 (0),0.0,10.0,4.0,18.0,177.0,0.0,0.0,0.0,0.0,new-england-patriots
Keion White,#99,ED,16.0,522,211.0,301.0,10.0,64.2,67.8,44.4,52.3,83.8,20.0,1.0,4.0,15.0,2.0,22.0,6.0,4.0,12.5,19.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),513.0,2.0,0.0,6.0,0.0,6.0,74.0,135.0,298.0,new-england-patriots
