Player,JerseyNumber,Position,GamesPlayed,PuntingGrade,PuntingTotalPunts,PuntingTotalYards,PuntingYardsPerAttempt,PuntingNetYardsPerAttempt,PuntingLongestPunt,PuntingInsideThe20,PuntingBlocked,PuntingReturnPercentage,PuntingReturned,PuntingYardsAllowed,PuntingYardsPerReturnAllowed,PuntingTouchbacks,PuntingOutOfBounds,PuntingDowned,PuntingFairCatches,PuntingHangtimeAverage,PuntingHangtimeAverage.1
Blake Gillikin,#12,P,12.0,69.0,51.0,"2,580",50.6,43.6,77.0,13.0,0.0,56.9,29.0,318.0,11.0,2.0,2.0,9.0,9.0,51.0,4.29
Nolan Cooney,#16,P,4.0,58.4,13.0,592,45.5,40.3,56.0,2.0,0.0,53.8,7.0,48.0,6.9,1.0,1.0,1.0,3.0,13.0,4.56
,,,,,,,,,,,,,,,,,,,,,
