Player,JerseyNumber,Position,GamesPlayed,KickReturnsTotal,KickReturnsTotalGrade,KickoffReturnsTotal,KickoffReturnsTotalYards,KickoffReturnsTotalYards.1,KickoffReturnsLongestReturn,KickoffReturnsYardsPerAttempt,KickoffReturnsTouchdowns,KickoffReturnsFairCatches,KickoffReturnsMuffed,PuntReturnsTotal,PuntReturnsTotalReturns,PuntReturnsTotalYards,PuntReturnsTotalFairCatches,PuntReturnsTotalLongestReturn,PuntReturnsTotalYardsPerAttempt,PuntReturnsTotalTouchdowns,PuntReturnsTotalMuffed
Greg Dortch,#83,WR,16.0,64.3,46.0,56.1,17.0,360.0,40.0,21.2,0.0,0.0,0.0,73.1,29.0,275.0,8.0,49.0,9.5,0.0,0.0
Rondale Moore,#04,WR,17.0,60.9,1.0,59.0,0.0,0.0,0.0,,0.0,1.0,0.0,62.6,1.0,11.0,3.0,11.0,11.0,0.0,0.0
Andre Baccellia,#82,WR,5.0,58.4,1.0,58.5,1.0,22.0,22.0,22.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Antonio Hamilton Sr.,#33,CB,14.0,57.2,1.0,-,0.0,0.0,0.0,,0.0,0.0,0.0,58.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,,,,,,,,,,,,,,,,,,
