player,year_signed,years,value,apy,guaranteed,apy_cap_pct,inflated_value,inflated_apy,inflated_guaranteed,gsis_id,season,team,position,depth_chart_position,jersey_number,birth_date,draft_club,draft_number,age
Daniel Jones,2023,4,160.0,40.0,104.0,0.178,181.779359,45.44484,118.156584,00-0035710,2023,NYG,QB,QB,8.0,1997-05-27,NYG,6.0,26.0
Tyrod Taylor,2022,2,11.0,5.5,10.9,0.026,13.493756,6.746878,13.371085,00-0028118,2023,NYG,QB,QB,2.0,1989-08-03,BAL,180.0,34.0
Jacob Eason,2023,1,0.94,0.94,0.0,0.004,1.067954,1.067954,0.0,00-0036226,2023,NYG,QB,QB,9.0,1997-11-17,IND,122.0,26.0
Tommy DeVito,2023,3,2.705,0.901667,0.02,0.004,3.073207,1.024403,0.022722,00-0038476,2023,NYG,QB,QB,15.0,1998-08-07,,,25.0
Tyree Jackson,2023,2,1.995,0.9975,0.0,0.004,2.266561,1.133281,0.0,00-0035356,2023,NYG,TE,TE,84.0,1997-11-07,,,26.0
Saquon Barkley,2023,1,10.091,10.091,10.091,0.045,11.464597,11.464597,11.464597,00-0034844,2023,NYG,RB,RB,26.0,1997-02-09,NYG,2.0,27.0
Taiwan Jones,2023,1,0.387044,0.387044,0.0,0.002,0.439729,0.439729,0.0,00-0028063,2023,NYG,RB,RB,36.0,1988-07-26,OAK,125.0,35.0
Matt Breida,2023,1,1.4,1.4,0.5,0.006,1.590569,1.590569,0.56806,00-0033308,2023,NYG,RB,RB,31.0,1995-02-28,,,29.0
Gary Brightwell,2021,4,3.658872,0.914718,0.178872,0.005,5.120416,1.280104,0.250323,00-0036569,2023,NYG,RB,RB,23.0,1998-02-28,NYG,196.0,26.0
Eric Gray,2023,4,4.08498,1.021245,0.24498,0.005,4.641032,1.160258,0.278327,00-0038396,2023,NYG,RB,RB,20.0,1999-11-04,NYG,172.0,24.0
Deon Jackson,2023,1,0.94,0.94,0.0,0.004,1.067954,1.067954,0.0,00-0036493,2023,NYG,RB,RB,34.0,1999-02-18,,,25.0
Jashaun Corbin,2023,2,1.665,0.8325,0.0,0.004,1.891641,0.945821,0.0,00-0037410,2023,NYG,RB,RB,35.0,2000-08-20,,,23.0
Sterling Shepard,2023,1,1.3175,1.3175,0.0,0.006,1.496839,1.496839,0.0,00-0032385,2023,NYG,WR,WR,3.0,1993-02-10,NYG,40.0,31.0
Cole Beasley,2023,1,1.165,1.165,0.0,0.005,1.323581,1.323581,0.0,00-0029000,2023,NYG,WR,WR,9.0,1989-04-26,,,34.0
Darius Slayton,2023,2,12.0,6.0,4.9,0.027,13.633452,6.816726,5.566993,00-0035535,2023,NYG,WR,WR,86.0,1997-01-12,NYG,171.0,27.0
Parris Campbell,2023,1,4.7,4.7,2.9,0.021,5.339769,5.339769,3.294751,00-0035639,2023,NYG,WR,WR,0.0,1997-07-16,IND,59.0,26.0
Gunner Olszewski,2023,1,1.4,1.4,0.0,0.006,1.590569,1.590569,0.0,00-0035645,2023,NYG,WR,WR,80.0,1996-11-26,,,27.0
Wan'Dale Robinson,2022,4,8.185166,2.046292,5.791409,0.01,10.040785,2.510197,7.104351,00-0038117,2023,NYG,WR,WR,17.0,2001-01-05,NYG,43.0,23.0
Jalin Hyatt,2023,4,5.625316,1.406329,1.09114,0.006,6.39104,1.59776,1.239667,00-0038938,2023,NYG,WR,WR,13.0,2001-09-25,NYG,73.0,22.0
