Player,JerseyNumber,Position,GamesPlayed,PassingDropbacks,PassingAttempts,PassingCompletions,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingOverallGrade,PassingGrade,PassingRushingGrade,PassingFumbles,PassingBigTimeThrows,PassingBigTimeThrowPercentage,PassingTurnoverWorthyPlays,PassingTurnoverWorthyPlayPercentage,PassingAverageDepthOfTarget,PassingAdjustedCompletionPercentage,PassingDrops,PassingDropPercentage,PassingBattedPasses,PassingHitAsThrown,PassingThrowaways,PassingDepthPercentage,PassingSacks,PassingPressureToSackPercentage,PassingAverageTimeToThrow,PassingScrambles,PassingFirstDowns,PassingPasserRating,PassingPenalties
Tyrod Taylor,#02,QB,10.0,224.0,180.0,116.0,64.4,"1,341",7.5,5.0,3.0,71.4,73.4,54.5,44.1,17.0,8.9,3.0,1.2,9.1,76.7,9.0,7.2,1.0,0.0,10.0,87.0,17.0,19.5,2.83,26.0,57.0,89.1,0 (0)
Tommy DeVito,#15,QB,9.0,237.0,178.0,114.0,64.0,"1,101",6.2,8.0,3.0,62.0,64.4,50.9,77.3,4.0,2.2,5.0,2.1,6.6,78.3,12.0,9.5,4.0,1.0,12.0,99.0,37.0,37.4,3.09,22.0,48.0,89.2,3 (0)
Daniel Jones,#08,QB,6.0,209.0,160.0,108.0,67.5,909,5.7,2.0,6.0,63.0,54.4,82.2,45.3,4.0,2.4,9.0,4.1,6.9,75.2,4.0,3.6,3.0,2.0,6.0,95.0,30.0,31.6,2.85,19.0,51.0,70.5,0 (0)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
