RECEIVING_2023_RECEIVING_2023_Rank,RECEIVING_2023_RECEIVING_2023_Player,RECEIVING_2023_RECEIVING_2023_JerseyNumber,RECEIVING_2023_RECEIVING_2023_Position,RECEIVING_2023_RECEIVING_2023_GamesPlayed,RECEIVING_2023_RECEIVING_2023_ReceivingTargets,RECEIVING_2023_RECEIVING_2023_ReceivingReceptions,RECEIVING_2023_RECEIVING_2023_ReceivingReceptionPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingYards,RECEIVING_2023_RECEIVING_2023_ReceivingYardsPerReception,RECEIVING_2023_RECEIVING_2023_ReceivingTouchdowns,RECEIVING_2023_RECEIVING_2023_ReceivingOverallGrade,RECEIVING_2023_RECEIVING_2023_ReceivingGrade,RECEIVING_2023_RECEIVING_2023_ReceivingDrops,RECEIVING_2023_RECEIVING_2023_ReceivingFumbles,RECEIVING_2023_RECEIVING_2023_ReceivingPassBlockingGrade,RECEIVING_2023_RECEIVING_2023_ReceivingPassSnaps,RECEIVING_2023_RECEIVING_2023_ReceivingRoutesRun,RECEIVING_2023_RECEIVING_2023_ReceivingTargetPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingPassBlockingSnaps,RECEIVING_2023_RECEIVING_2023_ReceivingPassBlockingSnapsPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInTheSlot,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInTheSlotPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsWide,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsWidePercentage,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInline,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInlinePercentage,RECEIVING_2023_RECEIVING_2023_ReceivingYardsAfterCatch,RECEIVING_2023_RECEIVING_2023_ReceivingYardsAfterCatchPerReception,RECEIVING_2023_RECEIVING_2023_ReceivingYardsPerRouteRun,RECEIVING_2023_RECEIVING_2023_ReceivingAverageDepthOfTarget,RECEIVING_2023_RECEIVING_2023_ReceivingLongestReception,RECEIVING_2023_RECEIVING_2023_ReceivingDrops.1,RECEIVING_2023_RECEIVING_2023_ReceivingDropPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingContestedTargets,RECEIVING_2023_RECEIVING_2023_ReceivingContestedCatches,RECEIVING_2023_RECEIVING_2023_ReceivingContestedCatchPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingInterceptionsThrownWhenTargeted,RECEIVING_2023_RECEIVING_2023_ReceivingFumbles.1,RECEIVING_2023_RECEIVING_2023_ReceivingMissedTacklesForced,RECEIVING_2023_RECEIVING_2023_ReceivingFirstDowns,RECEIVING_2023_RECEIVING_2023_ReceivingPasserRatingWhenTargeted,RECEIVING_2023_RECEIVING_2023_ReceivingPenalties
1.0,Jashaun Corbin,#35,HB,1.0,3.0,3.0,100.0,12.0,4.0,0.0,76.7,79.3,70.5,67.4,73.3,13.0,10.0,76.9,3.0,23.1,3.0,23.1,0.0,0.0,0.0,0.0,12.0,4.0,1.2,0.0,7.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,83.3,0 (0)
2.0,Darren Waller,#12,TE,12.0,72.0,52.0,72.2,552.0,10.6,1.0,69.4,73.1,86.9,79.5,57.6,396.0,355.0,89.6,21.0,5.3,206.0,52.0,85.0,21.5,103.0,26.0,217.0,4.2,1.55,7.9,29.0,1.0,1.9,16.0,7.0,43.8,2.0,0.0,3.0,25.0,87.3,0 (0)
3.0,Gary Brightwell,#23,HB,3.0,6.0,5.0,83.3,47.0,9.4,0.0,64.4,72.1,45.8,74.3,-,29.0,27.0,93.1,0.0,0.0,2.0,6.9,0.0,0.0,1.0,3.4,55.0,11.0,1.74,-1.2,18.0,1.0,16.7,0.0,0.0,,0.0,0.0,3.0,2.0,99.3,0 (0)
4.0,Darius Slayton,#86,WR,17.0,76.0,50.0,65.8,770.0,15.4,4.0,67.5,68.2,71.4,79.6,68.1,584.0,558.0,95.5,1.0,0.2,195.0,33.4,388.0,66.4,1.0,0.2,302.0,6.0,1.38,12.5,80.0,3.0,5.7,11.0,2.0,18.2,2.0,0.0,12.0,29.0,105.7,0 (0)
5.0,Wan'Dale Robinson,#17,WR,15.0,76.0,60.0,78.9,525.0,8.8,1.0,65.5,67.0,76.2,81.6,-,422.0,402.0,95.3,0.0,0.0,330.0,78.2,82.0,19.4,6.0,1.4,291.0,4.9,1.31,5.5,33.0,3.0,4.8,5.0,4.0,80.0,0.0,0.0,11.0,29.0,99.8,2 (2)
6.0,Ben Bredeson,#68,G,16.0,1.0,1.0,100.0,0.0,0.0,0.0,42.5,63.2,67.6,-,42.4,641.0,0.0,0.0,641.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-4.0,,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,79.2,6 (2)
7.0,Eric Gray,#20,HB,6.0,7.0,6.0,85.7,22.0,3.7,0.0,57.2,61.3,74.6,38.6,28.1,43.0,40.0,93.0,3.0,7.0,2.0,4.7,4.0,9.3,1.0,2.3,38.0,6.3,0.55,-0.7,9.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,79.8,0 (0)
8.0,Saquon Barkley,#26,HB,14.0,58.0,41.0,70.7,280.0,6.8,4.0,70.2,60.6,51.4,74.1,76.6,423.0,306.0,72.3,100.0,23.6,38.0,9.0,36.0,8.5,7.0,1.7,248.0,6.0,0.92,2.3,46.0,5.0,10.9,3.0,1.0,33.3,3.0,0.0,6.0,16.0,82.5,1 (0)
9.0,Mark Glowinski,#64,G,12.0,1.0,0.0,0.0,0.0,,0.0,63.3,59.9,-,-,53.4,304.0,1.0,0.3,303.0,99.7,3.0,1.0,0.0,0.0,4.0,1.3,0.0,,0.0,18.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,39.6,4 (1)
10.0,Jalin Hyatt,#13,WR,17.0,40.0,23.0,57.5,373.0,16.2,0.0,59.7,58.5,44.0,26.2,-,403.0,388.0,96.3,0.0,0.0,47.0,11.7,356.0,88.3,0.0,0.0,53.0,2.3,0.96,20.7,58.0,4.0,14.8,10.0,4.0,40.0,2.0,1.0,1.0,11.0,68.0,0 (0)
