Player,JerseyNumber,Position,GamesPlayed,FieldGoalGrade,ExtraPointAttempts,ExtraPointMakes,ExtraPointPercentage,FieldGoalAttempts,FieldGoalMakes,FieldGoalPercentage,FieldGoalAttempts0To19Yards,FieldGoalMakes0To19Yards,FieldGoalPercentage0To19Yards,FieldGoalAttempts20To29Yards,FieldGoalMakes20To29Yards,FieldGoalPercentage20To29Yards,FieldGoalAttempts30To39Yards,FieldGoalMakes30To39Yards,FieldGoalPercentage30To39Yards,FieldGoalAttempts40To49Yards,FieldGoalMakes40To49Yards,FieldGoalPercentage40To49Yards,FieldGoalAttempts50PlusYards,FieldGoalMakes50PlusYards,FieldGoalPercentage50PlusYards
Randy Bullock,#46,K,5.0,74.4,10.0,10.0,100.0,5.0,6.0,83.3,0.0,0.0,,0.0,0.0,,2.0,2.0,100.0,2.0,3.0,66.7,1.0,1.0,100.0
Jamie Gillan,#06,P,1.0,60.7,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,
Graham Gano,#09,K,8.0,48.7,8.0,8.0,100.0,11.0,17.0,64.7,0.0,0.0,,2.0,2.0,100.0,3.0,5.0,60.0,3.0,6.0,50.0,3.0,4.0,75.0
Mason Crosby,#21,K,3.0,39.0,6.0,7.0,85.7,5.0,7.0,71.4,0.0,0.0,,2.0,2.0,100.0,2.0,2.0,100.0,0.0,1.0,0.0,1.0,2.0,50.0
,,,,,,,,,,,,,,,,,,,,,,,,,
