Player,JerseyNumber,Position,GamesPlayed,SpecialTeamsTotalSnaps,SpecialTeamsKickReturnSnaps,SpecialTeamsKickCoverageSnaps,SpecialTeamsPuntReturnSnaps,SpecialTeamsPuntCoverageSnaps,SpecialTeamsFieldGoalBlockSnaps,SpecialTeamsFieldGoalKickSnaps,SpecialTeamsOverallGrade,SpecialTeamsKickoffGrade,SpecialTeamsPuntGrade,SpecialTeamsFieldGoalGrade,SpecialTeamsPenalties,SpecialTeamsTackles,SpecialTeamsAssists,SpecialTeamsMissedTackles,Team
Mason Crosby,#21,K,3.0,31.0,0.0,16.0,0.0,0.0,0.0,15.0,60.3,28.9,-,39.0,0 (0),0.0,0.0,0.0,new-york-giants
Graham Gano,#09,K,8.0,53.0,0.0,28.0,0.0,0.0,0.0,25.0,60.5,81.5,-,48.7,0 (0),0.0,0.0,0.0,new-york-giants
Randy Bullock,#46,K,6.0,36.0,0.0,20.0,0.0,0.0,0.0,16.0,60.4,57.7,-,74.4,0 (0),0.0,0.0,0.0,new-york-giants
Casey Kreiter,#59,LS,17.0,154.0,0.0,0.0,0.0,97.0,0.0,57.0,81.7,-,-,-,1 (0),4.0,0.0,0.0,new-york-giants
Jamie Gillan,#06,P,17.0,155.0,0.0,1.0,0.0,97.0,0.0,57.0,54.1,60.0,60.3,60.7,0 (0),0.0,0.0,1.0,new-york-giants
