OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Rank,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Player,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_JerseyNumber,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Position,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_GamesPlayed,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_OffenseTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_BlockingTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_BlockingTotalSnapsPercentage,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_RunBlockingSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PassBlockingSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_OffenseOverallGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_RunBlockingGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PassBlockingGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotalSnapsPercentage,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedSacks,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedHits,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedHurries,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotal,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedEfficiency,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Penalties,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtLeftTackle,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtLeftGuard,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtCenter,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtRightGuard,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtRightTackle,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtInlineTightEnd
1.0,Andrew Thomas,#78,T,10.0,576,576,100.0,200.0,376.0,76.1,64.1,80.2,359.0,100.0,4.0,1.0,12.0,17.0,97.1,2 (1),576.0,0.0,0.0,0.0,0.0,0.0
2.0,Saquon Barkley,#26,HB,14.0,718,142,19.8,42.0,100.0,70.2,56.4,76.6,97.0,24.3,2.0,0.0,4.0,6.0,95.9,1 (0),0.0,0.0,0.0,0.0,0.0,7.0
3.0,Isaiah Hodgins,#18,WR,17.0,511,219,42.9,215.0,4.0,56.4,50.6,73.8,4.0,1.4,0.0,0.0,0.0,0.0,100.0,2 (1),0.0,0.0,0.0,0.0,0.0,14.0
4.0,Jashaun Corbin,#35,HB,1.0,15,4,26.7,1.0,3.0,76.7,60.0,73.3,2.0,16.7,0.0,0.0,0.0,0.0,100.0,0 (0),0.0,0.0,0.0,0.0,0.0,0.0
4.0,Sean Harlow,#65,C,2.0,16,16,100.0,3.0,13.0,45.3,55.4,73.3,12.0,100.0,0.0,0.0,1.0,1.0,95.8,1 (0),0.0,15.0,0.0,0.0,0.0,1.0
6.0,Lawrence Cager,#83,TE,9.0,101,46,45.5,38.0,8.0,58.2,65.0,72.2,7.0,12.5,0.0,0.0,0.0,0.0,100.0,0 (0),0.0,0.0,0.0,0.0,0.0,56.0
7.0,Tyree Jackson,#84,TE,2.0,18,13,72.2,12.0,1.0,46.8,51.8,70.2,1.0,16.7,0.0,0.0,0.0,0.0,100.0,0 (0),0.0,0.0,0.0,0.0,0.0,15.0
8.0,Darius Slayton,#86,WR,17.0,896,313,34.9,312.0,1.0,67.5,46.3,68.1,1.0,0.2,0.0,0.0,0.0,0.0,100.0,0 (0),0.0,0.0,0.0,0.0,0.0,14.0
9.0,Parris Campbell,#00,WR,11.0,207,57,27.5,56.0,1.0,51.4,62.5,67.1,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0.0,0.0,6.0
10.0,Tyre Phillips,#79,T,10.0,552,552,100.0,218.0,334.0,52.7,40.0,64.5,317.0,100.0,2.0,2.0,17.0,21.0,96.4,3 (0),0.0,0.0,0.0,0.0,551.0,1.0
11.0,Matt Breida,#31,HB,17.0,289,65,22.5,29.0,36.0,52.4,56.5,63.3,32.0,17.2,0.0,0.0,4.0,4.0,93.7,0 (0),0.0,0.0,0.0,0.0,0.0,8.0
12.0,Darren Waller,#12,TE,12.0,568,193,34.0,172.0,21.0,69.4,40.9,57.6,19.0,5.2,0.0,0.0,2.0,2.0,94.7,0 (0),0.0,0.0,0.0,0.0,0.0,221.0
13.0,Matt Peart,#74,T,7.0,133,133,100.0,42.0,91.0,42.9,34.0,55.8,83.0,100.0,0.0,1.0,5.0,6.0,96.4,2 (1),26.0,0.0,0.0,0.0,93.0,14.0
14.0,Mark Glowinski,#64,G,13.0,521,520,99.8,217.0,303.0,63.3,67.6,53.4,281.0,99.6,6.0,1.0,17.0,24.0,94.7,4 (1),0.0,202.0,0.0,291.0,0.0,16.0
15.0,Daniel Bellinger,#82,TE,17.0,689,394,57.2,308.0,86.0,49.1,56.9,45.4,79.0,21.7,3.0,1.0,6.0,10.0,91.8,6 (0),0.0,0.0,0.0,0.0,0.0,438.0
16.0,Ben Bredeson,#68,G,16.0,"1,014","1,014",100.0,373.0,641.0,42.5,41.9,42.4,604.0,100.0,5.0,1.0,33.0,39.0,96.4,6 (2),0.0,189.0,346.0,479.0,0.0,0.0
17.0,Joshua Ezeudu,#75,T,6.0,266,266,100.0,85.0,181.0,42.4,53.4,39.3,170.0,100.0,5.0,0.0,7.0,12.0,95.0,6 (1),266.0,0.0,0.0,0.0,0.0,0.0
18.0,Evan Neal,#73,T,7.0,460,460,100.0,151.0,309.0,39.8,51.1,38.5,288.0,100.0,2.0,5.0,22.0,29.0,94.6,5 (1),0.0,0.0,0.0,0.0,460.0,0.0
19.0,Justin Pugh,#67,G,12.0,763,763,100.0,290.0,473.0,41.6,47.3,37.8,446.0,100.0,8.0,2.0,27.0,37.0,95.0,5 (1),236.0,527.0,0.0,0.0,0.0,0.0
20.0,Eric Gray,#20,HB,7.0,64,7,10.9,4.0,3.0,57.2,60.0,28.1,3.0,7.0,0.0,0.0,0.0,0.0,100.0,0 (0),0.0,0.0,0.0,0.0,0.0,1.0
21.0,John Michael Schmitz Jr.,#61,C,13.0,755,755,100.0,271.0,484.0,41.4,51.3,26.9,456.0,100.0,5.0,2.0,23.0,30.0,96.2,4 (1),0.0,0.0,755.0,0.0,0.0,0.0
22.0,Marcus McKethan,#60,G,9.0,378,378,100.0,133.0,245.0,45.4,53.9,26.8,227.0,100.0,2.0,5.0,10.0,17.0,95.8,1 (1),0.0,81.0,0.0,288.0,0.0,9.0
23.0,Jaylon Thomas,#71,C,1.0,3,3,100.0,1.0,2.0,60.0,60.0,26.4,2.0,100.0,0.0,0.0,0.0,0.0,100.0,0 (0),0.0,0.0,3.0,0.0,0.0,0.0
24.0,Shane Lemieux,#66,G,2.0,91,91,100.0,24.0,67.0,34.3,39.3,26.1,63.0,100.0,1.0,0.0,5.0,6.0,94.4,0 (0),0.0,90.0,0.0,0.0,0.0,0.0
25.0,Jalen Mayfield,#62,G,2.0,47,47,100.0,15.0,32.0,26.1,39.4,0.0,30.0,100.0,0.0,0.0,5.0,5.0,91.7,2 (0),0.0,0.0,0.0,46.0,0.0,1.0
26.0,Gary Brightwell,#23,HB,4.0,41,3,7.3,3.0,0.0,64.4,58.3,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0.0,0.0,1.0
26.0,Sterling Shepard,#03,WR,15.0,142,45,31.7,45.0,0.0,50.1,34.4,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0.0,0.0,4.0
26.0,Daniel Jones,#08,QB,6.0,326,83,25.5,83.0,0.0,63.0,60.0,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0.0,0.0,0.0,0.0,0.0,0.0
