RECEIVING_2023_RECEIVING_2023_Rank,RECEIVING_2023_RECEIVING_2023_Player,RECEIVING_2023_RECEIVING_2023_JerseyNumber,RECEIVING_2023_RECEIVING_2023_Position,RECEIVING_2023_RECEIVING_2023_GamesPlayed,RECEIVING_2023_RECEIVING_2023_ReceivingTargets,RECEIVING_2023_RECEIVING_2023_ReceivingReceptions,RECEIVING_2023_RECEIVING_2023_ReceivingReceptionPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingYards,RECEIVING_2023_RECEIVING_2023_ReceivingYardsPerReception,RECEIVING_2023_RECEIVING_2023_ReceivingTouchdowns,RECEIVING_2023_RECEIVING_2023_ReceivingOverallGrade,RECEIVING_2023_RECEIVING_2023_ReceivingGrade,RECEIVING_2023_RECEIVING_2023_ReceivingDrops,RECEIVING_2023_RECEIVING_2023_ReceivingFumbles,RECEIVING_2023_RECEIVING_2023_ReceivingPassBlockingGrade,RECEIVING_2023_RECEIVING_2023_ReceivingPassSnaps,RECEIVING_2023_RECEIVING_2023_ReceivingRoutesRun,RECEIVING_2023_RECEIVING_2023_ReceivingTargetPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingPassBlockingSnaps,RECEIVING_2023_RECEIVING_2023_ReceivingPassBlockingSnapsPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInTheSlot,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInTheSlotPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsWide,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsWidePercentage,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInline,RECEIVING_2023_RECEIVING_2023_ReceivingSnapsInlinePercentage,RECEIVING_2023_RECEIVING_2023_ReceivingYardsAfterCatch,RECEIVING_2023_RECEIVING_2023_ReceivingYardsAfterCatchPerReception,RECEIVING_2023_RECEIVING_2023_ReceivingYardsPerRouteRun,RECEIVING_2023_RECEIVING_2023_ReceivingAverageDepthOfTarget,RECEIVING_2023_RECEIVING_2023_ReceivingLongestReception,RECEIVING_2023_RECEIVING_2023_ReceivingDrops.1,RECEIVING_2023_RECEIVING_2023_ReceivingDropPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingContestedTargets,RECEIVING_2023_RECEIVING_2023_ReceivingContestedCatches,RECEIVING_2023_RECEIVING_2023_ReceivingContestedCatchPercentage,RECEIVING_2023_RECEIVING_2023_ReceivingInterceptionsThrownWhenTargeted,RECEIVING_2023_RECEIVING_2023_ReceivingFumbles.1,RECEIVING_2023_RECEIVING_2023_ReceivingMissedTacklesForced,RECEIVING_2023_RECEIVING_2023_ReceivingFirstDowns,RECEIVING_2023_RECEIVING_2023_ReceivingPasserRatingWhenTargeted,RECEIVING_2023_RECEIVING_2023_ReceivingPenalties
1.0,Mike Evans,#13,WR,19.0,146.0,90.0,61.6,"1,450",16.1,14.0,81.5,83.0,62.4,82.9,-,663.0,622.0,93.8,0.0,0.0,195.0,29.4,468.0,70.6,0.0,0.0,371.0,4.1,2.33,15.1,75.0,8.0,8.2,33.0,18.0,54.5,4.0,0.0,6.0,61.0,115.4,4 (0)
2.0,Chris Godwin,#14,WR,19.0,135.0,91.0,67.4,"1,109",12.2,3.0,77.5,77.9,83.9,83.5,73.3,687.0,640.0,93.2,2.0,0.3,257.0,37.4,423.0,61.6,6.0,0.9,413.0,4.5,1.73,10.3,47.0,4.0,4.2,27.0,16.0,59.3,3.0,0.0,6.0,57.0,90.6,1 (1)
3.0,David Moore,#19,WR,9.0,10.0,8.0,80.0,171,21.4,2.0,72.9,75.0,76.5,71.1,52.8,76.0,72.0,94.7,1.0,1.3,29.0,38.2,46.0,60.5,1.0,1.3,104.0,13.0,2.38,8.8,52.0,0.0,0.0,0.0,0.0,,1.0,0.0,5.0,6.0,118.8,1 (0)
4.0,Rachaad White,#01,HB,19.0,78.0,69.0,88.5,588,8.5,4.0,67.5,64.4,74.3,70.5,53.5,622.0,504.0,81.0,88.0,14.1,48.0,7.7,68.0,10.9,0.0,0.0,666.0,9.7,1.17,-0.4,43.0,4.0,5.5,3.0,1.0,33.3,0.0,1.0,26.0,26.0,115.2,2 (0)
5.0,Payne Durham,#87,TE,15.0,8.0,6.0,75.0,76,12.7,0.0,59.5,59.7,29.8,68.8,70.7,82.0,67.0,81.7,14.0,17.1,25.0,30.5,13.0,15.9,42.0,51.2,25.0,4.2,1.13,10.0,25.0,2.0,25.0,2.0,1.0,50.0,0.0,0.0,0.0,4.0,104.2,0 (0)
6.0,Sean Tucker,#44,HB,3.0,2.0,2.0,100.0,9,4.5,0.0,55.8,59.6,68.3,76.2,73.0,15.0,13.0,86.7,1.0,6.7,1.0,6.7,0.0,0.0,0.0,0.0,11.0,5.5,0.69,-1.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,85.4,0 (0)
7.0,Cade Otton,#88,TE,19.0,86.0,60.0,69.8,610,10.2,5.0,56.8,58.8,71.1,80.6,47.4,758.0,651.0,85.9,59.0,7.8,316.0,41.7,128.0,16.9,304.0,40.1,308.0,5.1,0.94,6.8,27.0,4.0,6.3,17.0,7.0,41.2,2.0,1.0,6.0,31.0,99.5,3 (0)
8.0,Rakim Jarrett,#18,WR,10.0,7.0,4.0,57.1,60,15.0,0.0,55.9,58.4,72.1,68.3,-,56.0,51.0,91.1,0.0,0.0,15.0,26.8,41.0,73.2,0.0,0.0,27.0,6.8,1.18,17.9,41.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,85.4,1 (1)
9.0,Deven Thompkins,#83,WR,19.0,27.0,18.0,66.7,87,4.8,1.0,59.3,56.9,69.9,45.8,-,150.0,141.0,94.0,0.0,0.0,97.0,64.7,51.0,34.0,1.0,0.7,82.0,4.6,0.62,5.8,26.0,1.0,5.3,4.0,0.0,0.0,1.0,1.0,5.0,5.0,68.0,1 (0)
10.0,Trey Palmer,#10,WR,19.0,70.0,42.0,60.0,473,11.3,4.0,53.3,54.8,67.4,19.7,-,538.0,500.0,92.9,0.0,0.0,298.0,55.4,238.0,44.2,1.0,0.2,173.0,4.1,0.95,11.1,56.0,3.0,6.7,18.0,6.0,33.3,1.0,3.0,5.0,19.0,93.3,5 (0)
