OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Rank,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Player,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_JerseyNumber,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Position,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_GamesPlayed,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_OffenseTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_BlockingTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_BlockingTotalSnapsPercentage,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_RunBlockingSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PassBlockingSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_OffenseOverallGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_RunBlockingGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PassBlockingGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotalSnapsPercentage,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedSacks,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedHits,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedHurries,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotal,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedEfficiency,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Penalties,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtLeftTackle,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtLeftGuard,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtCenter,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtRightGuard,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtRightTackle,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtInlineTightEnd
1.0,Tristan Wirfs,#78,T,19.0,"1,233","1,233",100.0,456.0,777.0,83.1,73.8,85.5,728.0,100.0,5.0,6.0,13.0,24.0,98.0,6 (0),"1,232",0.0,0,0,0,1.0
2.0,David Wells,#89,TE,5.0,43,32,74.4,27.0,5.0,47.5,59.0,79.3,5.0,31.3,0.0,0.0,0.0,0.0,100.0,0 (0),0,0.0,0,0,0,34.0
3.0,Justin Skule,#77,T,8.0,29,28,96.6,24.0,4.0,69.8,64.9,79.2,4.0,80.0,0.0,0.0,0.0,0.0,100.0,0 (0),3,0.0,0,0,0,26.0
4.0,Chris Godwin,#14,WR,19.0,"1,000",312,31.2,310.0,2.0,77.5,53.9,73.3,2.0,0.3,0.0,0.0,0.0,0.0,100.0,1 (1),0,0.0,0,0,0,9.0
5.0,Sean Tucker,#44,HB,4.0,32,2,6.3,1.0,1.0,55.8,60.0,73.0,1.0,7.1,0.0,0.0,0.0,0.0,100.0,0 (0),0,0.0,0,0,0,0.0
6.0,Luke Goedeke,#67,T,19.0,"1,236","1,236",100.0,457.0,779.0,73.4,70.0,72.5,730.0,100.0,6.0,5.0,33.0,44.0,96.6,12 (3),0,0.0,0,0,"1,232",4.0
7.0,Payne Durham,#87,TE,15.0,150,82,54.7,68.0,14.0,59.5,54.8,70.7,12.0,15.2,0.0,0.0,1.0,1.0,95.8,0 (0),0,0.0,0,0,0,97.0
8.0,Ko Kieft,#41,TE,18.0,230,173,75.2,150.0,23.0,53.9,60.9,68.2,23.0,29.9,0.0,0.0,2.0,2.0,95.7,1 (0),0,0.0,0,0,4,179.0
9.0,Matt Feiler,#71,G,6.0,386,386,100.0,142.0,244.0,54.7,52.2,65.0,229.0,100.0,0.0,2.0,10.0,12.0,97.4,2 (0),0,386.0,0,0,0,0.0
10.0,Chase Edmonds,#22,HB,15.0,191,23,12.0,11.0,12.0,58.2,60.0,63.4,10.0,9.3,0.0,0.0,1.0,1.0,95.0,0 (0),0,0.0,0,0,0,0.0
11.0,Robert Hainsey,#70,C,19.0,"1,236","1,236",100.0,457.0,779.0,50.2,50.3,57.3,730.0,100.0,5.0,2.0,26.0,33.0,97.4,9 (1),0,0.0,"1,236",0,0,0.0
12.0,Aaron Stinnie,#64,G,14.0,851,851,100.0,316.0,535.0,56.5,58.9,53.7,501.0,100.0,3.0,2.0,27.0,32.0,96.5,4 (0),0,850.0,0,0,0,1.0
13.0,Rachaad White,#01,HB,19.0,959,122,12.7,34.0,88.0,67.5,59.6,53.5,83.0,14.1,0.0,1.0,6.0,7.0,95.8,2 (0),0,0.0,0,0,0,0.0
14.0,David Moore,#19,WR,9.0,151,76,50.3,75.0,1.0,72.9,59.1,52.8,1.0,1.4,0.0,0.0,1.0,1.0,50.0,1 (0),0,0.0,0,0,0,2.0
15.0,Cody Mauch,#69,G,19.0,"1,236","1,236",100.0,457.0,779.0,43.9,37.6,52.1,730.0,100.0,8.0,7.0,42.0,57.0,95.5,5 (1),0,0.0,0,"1,236",0,0.0
16.0,Cade Otton,#88,TE,19.0,"1,193",494,41.4,435.0,59.0,56.8,51.7,47.4,58.0,8.2,0.0,0.0,7.0,7.0,94.0,3 (0),1,0.0,0,0,0,677.0
17.0,Ke'Shawn Vaughn,#21,HB,5.0,60,10,16.7,5.0,5.0,53.6,60.0,39.8,4.0,16.0,0.0,0.0,0.0,0.0,100.0,0 (0),0,0.0,0,0,0,0.0
18.0,Kyle Trask,#02,QB,2.0,3,1,33.3,1.0,0.0,86.0,60.0,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0,0.0,0,0,0,0.0
18.0,Rakim Jarrett,#18,WR,10.0,115,58,50.4,58.0,0.0,55.9,57.7,-,0.0,0.0,0.0,0.0,0.0,0.0,,1 (1),0,0.0,0,0,0,1.0
18.0,Deven Thompkins,#83,WR,19.0,274,118,43.1,118.0,0.0,59.3,51.5,-,0.0,0.0,0.0,0.0,0.0,0.0,,1 (0),0,0.0,0,0,0,1.0
18.0,Trey Palmer,#10,WR,19.0,779,237,30.4,237.0,0.0,53.3,48.3,-,0.0,0.0,0.0,0.0,0.0,0.0,,5 (0),0,0.0,0,0,0,2.0
18.0,Mike Evans,#13,WR,19.0,973,310,31.9,310.0,0.0,81.5,41.4,-,0.0,0.0,0.0,0.0,0.0,0.0,,4 (0),0,0.0,0,0,0,0.0
18.0,Baker Mayfield,#06,QB,19.0,"1,233",421,34.1,421.0,0.0,77.2,60.0,-,0.0,0.0,0.0,0.0,0.0,0.0,,3 (1),0,0.0,0,0,0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
