Player,JerseyNumber,Position,GamesPlayed,SpecialTeamsTotalSnaps,SpecialTeamsKickReturnSnaps,SpecialTeamsKickCoverageSnaps,SpecialTeamsPuntReturnSnaps,SpecialTeamsPuntCoverageSnaps,SpecialTeamsFieldGoalBlockSnaps,SpecialTeamsFieldGoalKickSnaps,SpecialTeamsOverallGrade,SpecialTeamsKickoffGrade,SpecialTeamsPuntGrade,SpecialTeamsFieldGoalGrade,SpecialTeamsPenalties,SpecialTeamsTackles,SpecialTeamsAssists,SpecialTeamsMissedTackles,Team
Zach Triner,#97,LS,19.0,160.0,0.0,0.0,0.0,85.0,0.0,75.0,57.7,-,-,-,0 (0),2.0,1.0,2.0,tampa-bay-buccaneers
Chase McLaughlin,#04,K,19.0,75.0,0.0,0.0,0.0,0.0,0.0,75.0,60.5,-,-,91.9,1 (0),0.0,0.0,0.0,tampa-bay-buccaneers
Jake Camarda,#05,P,19.0,254.0,0.0,94.0,0.0,85.0,0.0,75.0,63.6,53.6,67.3,-,1 (0),1.0,0.0,1.0,tampa-bay-buccaneers
