RUSHING_2023_RUSHING_2023_Rank,RUSHING_2023_RUSHING_2023_Player,RUSHING_2023_RUSHING_2023_JerseyNumber,RUSHING_2023_RUSHING_2023_Position,RUSHING_2023_RUSHING_2023_GamesPlayed,RUSHING_2023_RUSHING_2023_RushingTotalSnaps,RUSHING_2023_RUSHING_2023_RushingAttempts,RUSHING_2023_RUSHING_2023_RushingYards,RUSHING_2023_RUSHING_2023_RushingYardsPerAttempt,RUSHING_2023_RUSHING_2023_RushingTouchdowns,RUSHING_2023_RUSHING_2023_RushingFumbles,RUSHING_2023_RUSHING_2023_RushingOverallGrade,RUSHING_2023_RUSHING_2023_RushingGrade,RUSHING_2023_RUSHING_2023_RushingFumbles.1,RUSHING_2023_RUSHING_2023_RushingRunBlockingGrade,RUSHING_2023_RUSHING_2023_RushingYardsAfterContact,RUSHING_2023_RUSHING_2023_RushingYardsAfterContactPerAttempt,RUSHING_2023_RUSHING_2023_RushingMissedTacklesForced,RUSHING_2023_RUSHING_2023_RushingLongestRush,RUSHING_2023_RUSHING_2023_Rushing10PlusYardRuns,RUSHING_2023_RUSHING_2023_RushingYardsInZoneScheme,RUSHING_2023_RUSHING_2023_RushingYardsInGapScheme,RUSHING_2023_RUSHING_2023_RushingScrambles,RUSHING_2023_RUSHING_2023_RushingScrambleYards,RUSHING_2023_RUSHING_2023_RushingDesignedYards,RUSHING_2023_RUSHING_2023_Rushing15PlusYardRuns,RUSHING_2023_RUSHING_2023_RushingBreakawayYards,RUSHING_2023_RUSHING_2023_RushingBreakawayPercentage,RUSHING_2023_RUSHING_2023_RushingFirstDowns,RUSHING_2023_RUSHING_2023_RushingPenalties,RUSHING_2023_RUSHING_2023_RushingReceivingGrade,RUSHING_2023_RUSHING_2023_RushingPassBlockingGrade,RUSHING_2023_RUSHING_2023_RushingTargets,RUSHING_2023_RUSHING_2023_RushingReceptions,RUSHING_2023_RUSHING_2023_RushingReceivingYards,RUSHING_2023_RUSHING_2023_RushingReceivingSnaps,RUSHING_2023_RUSHING_2023_RushingYardsPerRouteRun,RUSHING_2023_RUSHING_2023_RushingDrops,RUSHING_2023_RUSHING_2023_RushingElusiveRating
1.0,Justin Fields,#01,QB,13.0,346.0,125.0,653.0,5.2,4.0,10.0,74.6,84.9,33.8,60.4,392.0,3.14,26.0,39.0,26.0,26.0,29.0,43.0,360.0,293.0,2.0,39.0,6.0,42.0,5 (0),-,-,0.0,0.0,0,0.0,,0.0,17.7
2.0,Tyson Bagent,#17,QB,5.0,137.0,24.0,109.0,4.5,2.0,3.0,57.7,81.2,50.5,60.3,42.0,1.75,1.0,20.0,5.0,3.0,2.0,11.0,94.0,15.0,0.0,0.0,0.0,11.0,0 (0),57.6,-,0.0,0.0,0,1.0,0.0,0.0,0.0
3.0,Khalil Herbert,#24,HB,12.0,173.0,132.0,611.0,4.6,2.0,1.0,77.9,79.4,72.8,45.8,400.0,3.03,33.0,38.0,13.0,87.0,45.0,0.0,0.0,611.0,7.0,183.0,30.0,25.0,0 (0),67.5,53.3,26.0,20.0,134,146.0,0.92,0.0,77.8
4.0,D'Onta Foreman,#21,HB,9.0,139.0,109.0,425.0,3.9,4.0,1.0,74.0,77.4,67.8,57.2,300.0,2.75,21.0,22.0,12.0,65.0,43.0,0.0,0.0,425.0,1.0,22.0,5.2,24.0,1 (0),58.3,29.5,15.0,11.0,77,96.0,0.8,1.0,57.3
5.0,Velus Jones Jr.,#12,WR,13.0,40.0,8.0,51.0,6.4,0.0,0.0,53.1,70.7,80.5,52.3,24.0,3.0,3.0,17.0,3.0,0.0,4.0,0.0,0.0,51.0,2.0,32.0,62.7,5.0,1 (0),49.6,-,7.0,4.0,20,54.0,0.37,1.0,75.0
6.0,Darrynton Evans,#25,HB,5.0,43.0,30.0,105.0,3.5,1.0,0.0,69.8,68.7,80.6,60.0,60.0,2.0,3.0,12.0,4.0,18.0,12.0,0.0,0.0,105.0,0.0,0.0,0.0,9.0,0 (0),64.6,73.9,10.0,7.0,49,35.0,1.4,1.0,32.4
7.0,Roschon Johnson,#23,HB,15.0,124.0,80.0,350.0,4.4,2.0,1.0,65.8,66.9,65.9,62.7,188.0,2.35,12.0,29.0,8.0,54.0,25.0,0.0,0.0,350.0,2.0,51.0,14.6,16.0,1 (1),60.7,64.8,42.0,34.0,209,190.0,1.1,2.0,45.4
8.0,Cole Kmet,#85,TE,17.0,365.0,3.0,2.0,0.7,0.0,1.0,73.7,66.8,50.9,54.9,1.0,0.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3 (0),77.7,64.3,88.0,73.0,719,425.0,1.69,1.0,3.1
9.0,Tyler Scott,#13,WR,17.0,165.0,7.0,41.0,5.9,0.0,1.0,52.7,60.6,28.2,45.8,16.0,2.29,1.0,16.0,2.0,0.0,0.0,0.0,0.0,41.0,1.0,16.0,39.0,2.0,1 (0),53.2,80.6,31.0,17.0,168,257.0,0.65,3.0,19.0
10.0,Nathan Peterman,#14,QB,2.0,3.0,2.0,-4.0,-2.0,0.0,1.0,58.4,60.0,65.2,60.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0 (0),-,-,0.0,0.0,0,0.0,,0.0,0.0
11.0,Trent Taylor,#15,WR,14.0,56.0,1.0,-2.0,-2.0,0.0,0.0,51.8,57.2,87.3,53.8,1.0,1.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0 (0),52.3,62.4,1.0,0.0,0,60.0,0.0,0.0,0.0
12.0,Khari Blasingame,#35,FB,16.0,108.0,8.0,26.0,3.3,0.0,0.0,55.8,55.4,73.2,68.2,24.0,3.0,2.0,6.0,0.0,2.0,6.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0 (0),41.3,57.0,6.0,3.0,2,44.0,0.05,1.0,81.8
13.0,DJ Moore,#02,WR,17.0,409.0,4.0,21.0,5.3,1.0,1.0,89.3,53.7,57.4,64.1,5.0,1.25,0.0,16.0,1.0,0.0,1.0,0.0,0.0,21.0,1.0,16.0,76.2,1.0,2 (1),89.5,-,132.0,96.0,"1,364",591.0,2.31,2.0,20.0
14.0,Darnell Mooney,#11,WR,15.0,275.0,2.0,5.0,2.5,0.0,0.0,55.2,53.4,77.1,30.1,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1 (1),58.9,39.6,55.0,31.0,414,466.0,0.89,5.0,12.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
