Player,JerseyNumber,Position,GamesPlayed,SpecialTeamsTotalSnaps,SpecialTeamsKickReturnSnaps,SpecialTeamsKickCoverageSnaps,SpecialTeamsPuntReturnSnaps,SpecialTeamsPuntCoverageSnaps,SpecialTeamsFieldGoalBlockSnaps,SpecialTeamsFieldGoalKickSnaps,SpecialTeamsOverallGrade,SpecialTeamsKickoffGrade,SpecialTeamsPuntGrade,SpecialTeamsFieldGoalGrade,SpecialTeamsPenalties,SpecialTeamsTackles,SpecialTeamsAssists,SpecialTeamsMissedTackles
Aviante Collins,#74,T,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,60.4,-,-,-,0 (0),0.0,0.0,0.0
Dan Feeney,#67,C,16.0,66.0,0.0,0.0,0.0,0.0,0.0,66.0,60.2,-,-,-,0 (0),0.0,0.0,0.0
Jaylon Johnson,#33,CB,9.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,60.1,-,-,-,0 (0),0.0,0.0,0.0
Collin Johnson,#80,WR,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,60.1,-,-,-,0 (0),0.0,0.0,0.0
Doug Kramer,#68,C,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,60.1,-,-,-,0 (0),0.0,0.0,0.0
Stephen Carlson,#88,TE,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
Justin Fields,#01,QB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
Chase Claypool,#10,WR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
Khalil Herbert,#24,HB,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
DJ Moore,#02,WR,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,59.8,-,-,-,0 (0),0.0,0.0,0.0
Trent Taylor,#15,WR,16.0,71.0,9.0,0.0,62.0,0.0,0.0,0.0,59.5,-,59.6,-,0 (0),0.0,0.0,0.0
Gervon Dexter Sr.,#99,DI,17.0,71.0,0.0,0.0,6.0,0.0,65.0,0.0,59.2,-,-,-,0 (0),0.0,0.0,0.0
Zacch Pickens,#96,DI,11.0,16.0,0.0,0.0,3.0,0.0,13.0,0.0,59.2,-,-,-,0 (0),0.0,0.0,0.0
Andrew Billings,#97,DI,12.0,21.0,0.0,0.0,5.0,0.0,16.0,0.0,59.2,-,-,-,0 (0),0.0,0.0,0.0
Justin Jones,#93,DI,17.0,63.0,0.0,0.0,13.0,0.0,50.0,0.0,58.8,-,-,-,0 (0),0.0,0.0,0.0
Khari Blasingame,#35,FB,16.0,210.0,73.0,37.0,40.0,60.0,0.0,0.0,58.6,-,-,-,0 (0),1.0,0.0,1.0
Tyler Scott,#13,WR,11.0,55.0,13.0,42.0,0.0,0.0,0.0,0.0,57.8,60.6,-,-,0 (0),0.0,0.0,0.0
Greg Stroman Jr.,#27,CB,6.0,32.0,10.0,8.0,12.0,0.0,2.0,0.0,57.4,-,-,-,0 (0),0.0,0.0,0.0
Roschon Johnson,#23,HB,15.0,152.0,67.0,57.0,19.0,9.0,0.0,0.0,56.7,59.2,-,-,0 (0),2.0,0.0,0.0
Micah Baskerville,#47,LB,2.0,21.0,9.0,7.0,5.0,0.0,0.0,0.0,54.6,-,-,-,0 (0),0.0,0.0,0.0
Cody Whitehair,#65,G,17.0,71.0,0.0,0.0,0.0,0.0,0.0,71.0,54.0,-,-,-,1 (0),0.0,0.0,0.0
Equanimeous St. Brown,#19,WR,3.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,53.6,-,-,-,0 (0),0.0,0.0,0.0
Josh Blackwell,#39,CB,10.0,178.0,16.0,51.0,30.0,46.0,35.0,0.0,52.5,-,-,-,1 (0),4.0,0.0,3.0
Darnell Wright,#58,T,14.0,59.0,0.0,0.0,0.0,0.0,0.0,59.0,50.5,-,-,-,1 (0),0.0,0.0,0.0
Darrynton Evans,#25,HB,5.0,36.0,24.0,0.0,10.0,2.0,0.0,0.0,48.5,-,-,-,0 (0),0.0,0.0,2.0
Christian Matthew,#46,CB,2.0,14.0,4.0,6.0,2.0,2.0,0.0,0.0,48.2,-,-,-,0 (0),0.0,0.0,1.0
DeMarquis Gates,#43,LB,5.0,102.0,21.0,28.0,19.0,25.0,9.0,0.0,46.5,-,-,-,2 (0),1.0,0.0,2.0
Joejuan Williams,#30,CB,4.0,42.0,19.0,14.0,9.0,0.0,0.0,0.0,40.1,-,-,-,1 (0),0.0,0.0,0.0
Larry Borom,#75,T,16.0,64.0,0.0,0.0,0.0,0.0,0.0,64.0,36.2,-,-,-,0 (0),0.0,0.0,0.0
Teven Jenkins,#76,G,11.0,35.0,0.0,0.0,0.0,0.0,0.0,35.0,28.7,-,-,-,0 (0),0.0,0.0,0.0
