Player,JerseyNumber,Position,GamesPlayed,SpecialTeamsTotalSnaps,SpecialTeamsKickReturnSnaps,SpecialTeamsKickCoverageSnaps,SpecialTeamsPuntReturnSnaps,SpecialTeamsPuntCoverageSnaps,SpecialTeamsFieldGoalBlockSnaps,SpecialTeamsFieldGoalKickSnaps,SpecialTeamsOverallGrade,SpecialTeamsKickoffGrade,SpecialTeamsPuntGrade,SpecialTeamsFieldGoalGrade,SpecialTeamsPenalties,SpecialTeamsTackles,SpecialTeamsAssists,SpecialTeamsMissedTackles
Rasheem Green,#94,ED,17.0,73.0,0.0,0.0,1.0,0.0,72.0,0.0,91.1,-,-,-,0 (0),0.0,0.0,0.0
Noah Sewell,#44,LB,13.0,269.0,64.0,66.0,32.0,47.0,60.0,0.0,83.8,-,-,-,0 (0),4.0,0.0,2.0
Elijah Hicks,#22,S,17.0,235.0,41.0,79.0,36.0,7.0,72.0,0.0,81.7,-,-,-,0 (0),2.0,3.0,1.0
Jaylon Jones,#31,CB,17.0,335.0,73.0,84.0,49.0,62.0,67.0,0.0,74.9,-,-,-,1 (0),7.0,0.0,3.0
Jack Sanborn,#57,LB,17.0,294.0,61.0,47.0,46.0,68.0,72.0,0.0,74.3,-,-,-,0 (0),6.0,0.0,2.0
Velus Jones Jr.,#12,WR,14.0,175.0,66.0,51.0,36.0,22.0,0.0,0.0,73.5,66.3,-,-,2 (0),2.0,2.0,0.0
Quindell Johnson,#26,S,9.0,106.0,46.0,25.0,21.0,0.0,14.0,0.0,71.4,-,-,-,0 (0),1.0,0.0,0.0
Duron Harmon,#30,S,2.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,68.5,-,-,-,0 (0),0.0,0.0,0.0
Tyrique Stevenson,#29,CB,16.0,125.0,0.0,79.0,10.0,0.0,36.0,0.0,67.0,-,-,-,0 (0),2.0,0.0,0.0
Tremaine Edmunds,#49,LB,8.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,65.3,-,-,-,0 (0),0.0,0.0,0.0
Montez Sweat,#98,ED,6.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,65.3,-,-,-,0 (0),0.0,0.0,0.0
Dylan Cole,#55,LB,16.0,332.0,75.0,84.0,43.0,64.0,66.0,0.0,65.3,-,-,-,1 (0),2.0,1.0,2.0
Lucas Patrick,#62,C,16.0,59.0,0.0,0.0,0.0,0.0,0.0,59.0,65.3,-,-,-,0 (0),0.0,0.0,0.0
Patrick Scales,#48,LS,17.0,139.0,0.0,0.0,0.0,68.0,0.0,71.0,65.1,-,-,-,0 (0),0.0,0.0,1.0
Yannick Ngakoue,#91,ED,7.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,64.5,-,-,-,0 (0),0.0,0.0,0.0
Kyler Gordon,#06,CB,8.0,23.0,0.0,5.0,13.0,0.0,5.0,0.0,64.0,-,-,-,0 (0),0.0,0.0,0.0
Dominique Robinson,#90,ED,11.0,77.0,17.0,0.0,7.0,3.0,50.0,0.0,63.9,-,-,-,0 (0),0.0,0.0,0.0
DeMarcus Walker,#95,ED,11.0,35.0,0.0,0.0,13.0,0.0,22.0,0.0,63.6,-,-,-,0 (0),0.0,0.0,0.0
Trenton Gill,#16,P,17.0,152.0,0.0,13.0,0.0,68.0,0.0,71.0,63.5,63.1,65.6,-,0 (0),0.0,0.0,1.0
Travis Homer,#20,HB,16.0,253.0,73.0,78.0,41.0,61.0,0.0,0.0,63.3,58.8,-,-,1 (0),6.0,1.0,3.0
Robert Tonyan,#18,TE,17.0,203.0,67.0,0.0,0.0,67.0,0.0,69.0,63.3,-,-,-,0 (0),1.0,0.0,0.0
A.J. Thomas,#38,S,1.0,10.0,3.0,7.0,0.0,0.0,0.0,0.0,62.9,-,-,-,0 (0),0.0,0.0,0.0
Nate Davis,#64,G,8.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,62.0,-,-,-,0 (0),0.0,0.0,0.0
Jaquan Brisker,#09,S,15.0,66.0,0.0,0.0,9.0,0.0,57.0,0.0,61.9,-,-,-,0 (0),0.0,0.0,0.0
Cole Kmet,#85,TE,15.0,58.0,2.0,0.0,0.0,0.0,0.0,56.0,61.7,61.2,-,-,0 (0),0.0,0.0,0.0
Ja'Tyre Carter,#69,G,9.0,36.0,0.0,0.0,0.0,0.0,0.0,36.0,61.6,-,-,-,0 (0),0.0,0.0,0.0
T.J. Edwards,#53,LB,17.0,90.0,2.0,0.0,15.0,65.0,8.0,0.0,61.5,-,-,-,0 (0),1.0,2.0,0.0
Marcedes Lewis,#84,TE,6.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,61.0,-,-,-,0 (0),0.0,0.0,0.0
Cairo Santos,#08,K,17.0,147.0,0.0,76.0,0.0,0.0,0.0,71.0,60.9,87.6,-,83.3,0 (0),0.0,0.0,0.0
Braxton Jones,#70,T,2.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,60.8,-,-,-,0 (0),0.0,0.0,0.0
Terell Smith,#32,CB,10.0,87.0,25.0,31.0,31.0,0.0,0.0,0.0,60.5,-,-,-,0 (0),0.0,0.0,0.0
