"season","game_type","team","week","gsis_id","position","full_name","first_name","last_name","report_primary_injury","report_secondary_injury","report_status","practice_primary_injury","practice_secondary_injury","practice_status","date_modified"
2023,"REG","CHI",1,"00-0038135","S","Jaquan Brisker","Jaquan","Brisker",NA,NA,NA,"Groin",NA,"Full Participation in Practice",2023-09-08 18:13:30
2023,"REG","CHI",1,"00-0035649","G","Nate Davis","Nate","Davis",NA,NA,NA,"Not injury related - personal matter",NA,"Full Participation in Practice",2023-09-08 18:13:45
2023,"REG","CHI",1,"00-0033784","S","Eddie Jackson","Eddie","Jackson",NA,NA,NA,"Ankle",NA,"Full Participation in Practice",2023-09-08 18:13:30
2023,"REG","CHI",1,"00-0024243","TE","Marcedes Lewis","Marcedes","Lewis",NA,NA,NA,"Not injury related - resting player",NA,"Full Participation in Practice",2023-09-08 18:13:52
2023,"REG","CHI",1,"00-0033782","DE","DeMarcus Walker","DeMarcus","Walker",NA,NA,NA,"Calf",NA,"Full Participation in Practice",2023-09-08 18:13:30
2023,"REG","CHI",1,"00-0033757","TE","Robert Tonyan","Robert","Tonyan","Back",NA,"Questionable",NA,NA,"
    ",2023-09-09 21:52:37
2023,"REG","CHI",1,"00-0033765","LB","Dylan Cole","Dylan","Cole","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2023-09-08 18:14:10
2023,"REG","CHI",2,"00-0038111","CB","Kyler Gordon","Kyler","Gordon",NA,NA,NA,"Hand",NA,"Did Not Participate In Practice",2023-09-13 18:52:03
2023,"REG","CHI",2,"00-0024243","TE","Marcedes Lewis","Marcedes","Lewis",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2023-09-14 19:03:27
2023,"REG","CHI",2,"00-0033765","LB","Dylan Cole","Dylan","Cole",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2023-09-15 19:41:35
2023,"REG","CHI",2,"00-0035649","G","Nate Davis","Nate","Davis","Not injury related - personal matter",NA,"Doubtful",NA,NA,"
    ",2023-09-16 20:37:40
2023,"REG","CHI",2,"00-0037129","CB","Josh Blackwell","Josh","Blackwell","Hamstring",NA,"Doubtful","Hamstring",NA,"Did Not Participate In Practice",2023-09-15 19:42:03
2023,"REG","CHI",3,"00-0024243","TE","Marcedes Lewis","Marcedes","Lewis",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2023-09-21 22:12:39
2023,"REG","CHI",3,"00-0037129","CB","Josh Blackwell","Josh","Blackwell",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2023-09-22 19:10:21
2023,"REG","CHI",3,"00-0036309","WR","Darnell Mooney","Darnell","Mooney",NA,NA,NA,"Knee",NA,"Full Participation in Practice",2023-09-22 19:11:06
2023,"REG","CHI",3,"00-0033082","C","Lucas Patrick","Lucas","Patrick",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2023-09-22 19:10:21
2023,"REG","CHI",3,"00-0036341","LB","Khalid Kareem","Khalid","Kareem","Hip",NA,"Out","Hip",NA,"Did Not Participate In Practice",2023-09-22 19:11:28
2023,"REG","CHI",3,"00-0033784","S","Eddie Jackson","Eddie","Jackson","Foot",NA,"Doubtful","Foot",NA,"Did Not Participate In Practice",2023-09-22 19:11:24
2023,"REG","CHI",3,"00-0035649","G","Nate Davis","Nate","Davis","Not injury related - personal matter",NA,"Questionable","Not injury related - personal matter",NA,"Limited Participation in Practice",2023-09-22 19:11:11
2023,"REG","CHI",4,"00-0024243","TE","Marcedes Lewis","Marcedes","Lewis",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2023-09-28 19:01:29
2023,"REG","CHI",4,"00-0039071","CB","Tyrique Stevenson","Tyrique","Stevenson",NA,NA,NA,"Illness",NA,"Full Participation in Practice",2023-09-29 19:08:35
2023,"REG","CHI",4,"00-0037129","CB","Josh Blackwell","Josh","Blackwell","Hamstring",NA,"Out","Hamstring",NA,"Did Not Participate In Practice",2023-09-29 19:09:23
2023,"REG","CHI",4,"00-0033784","S","Eddie Jackson","Eddie","Jackson","Foot",NA,"Out","Foot",NA,"Did Not Participate In Practice",2023-09-29 19:09:10
2023,"REG","CHI",4,"00-0036292","CB","Jaylon Johnson","Jaylon","Johnson","Hamstring",NA,"Out","Hamstring",NA,"Did Not Participate In Practice",2023-09-29 19:09:32
2023,"REG","CHI",4,"00-0035594","RB","Travis Homer","Travis","Homer","Ankle",NA,"Questionable","Ankle",NA,"Limited Participation in Practice",2023-09-29 19:09:04
2023,"REG","CHI",5,"00-0036326","WR","Chase Claypool","Chase","Claypool","not injury related - team decision",NA,"Out","not injury related - team decision",NA,"Did Not Participate In Practice",2023-10-04 17:54:09
2023,"REG","CHI",5,"00-0033784","S","Eddie Jackson","Eddie","Jackson","Foot",NA,"Out","Foot",NA,"Did Not Participate In Practice",2023-10-04 17:54:19
2023,"REG","CHI",5,"00-0036292","CB","Jaylon Johnson","Jaylon","Johnson","Hamstring",NA,"Out","Hamstring",NA,"Did Not Participate In Practice",2023-10-04 17:54:25
2023,"REG","CHI",5,"00-0036953","T","Teven Jenkins","Teven","Jenkins","Calf",NA,"Questionable","Calf",NA,"Full Participation in Practice",2023-10-04 17:53:58
2023,"REG","CHI",5,"00-0038135","S","Jaquan Brisker","Jaquan","Brisker","Hamstring",NA,"Questionable","Hamstring",NA,"Limited Participation in Practice",2023-10-04 17:53:58
2023,"REG","CHI",6,"00-0024243","TE","Marcedes Lewis","Marcedes","Lewis",NA,NA,NA,"Not injury related - resting player",NA,"Did Not Participate In Practice",2023-10-12 20:36:07
2023,"REG","CHI",6,"00-0038111","CB","Kyler Gordon","Kyler","Gordon",NA,NA,NA,"Hand",NA,"Full Participation in Practice",2023-10-13 20:51:22
2023,"REG","CHI",6,"00-0036292","CB","Jaylon Johnson","Jaylon","Johnson",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2023-10-13 20:50:30
2023,"REG","CHI",6,"00-0036290","TE","Cole Kmet","Cole","Kmet",NA,NA,NA,"Hamstring",NA,"Full Participation in Practice",2023-10-13 20:51:12
2023,"REG","CHI",6,"00-0037088","C","Doug Kramer","Doug","Kramer",NA,NA,NA,"Thumb",NA,"Full Participation in Practice",2023-10-13 20:50:30
2023,"REG","CHI",6,"00-0036906","RB","Khalil Herbert","Khalil","Herbert","Ankle",NA,"Out","Ankle",NA,"Did Not Participate In Practice",2023-10-13 20:51:46
2023,"REG","CHI",6,"00-0035594","RB","Travis Homer","Travis","Homer","Hamstring",NA,"Out","Hamstring",NA,"Did Not Participate In Practice",2023-10-13 20:51:50
2023,"REG","CHI",6,"00-0039021","RB","Roschon Johnson","Roschon","Johnson","Concussion",NA,"Out","Concussion",NA,"Did Not Participate In Practice",2023-10-13 20:52:01
