Player,JerseyNumber,Position,GamesPlayed,KickoffsGrade,KickoffsTotal,KickoffsYardsPerAttempt,KickoffsAverageFieldPosition,KickoffsOnsideAttempts,KickoffsReturnPercentage,KickoffsReturned,KickoffsYardsAllowed,KickoffsYardsPerReturnAllowed,KickoffsTouchbacks,KickoffsFairCatches,KickoffsHangtimeAverage,KickoffsHangtimeAverage.1
Cairo Santos,#08,K,15.0,87.6,76.0,69.2,26.1,2.0,21.1,16.0,350.0,21.9,60.0,0.0,72.0,4.02
Trenton Gill,#16,P,3.0,63.1,13.0,65.8,27.8,0.0,7.7,1.0,21.0,21.0,11.0,1.0,12.0,4.04
,,,,,,,,,,,,,,,,
