player,year_signed,years,value,apy,guaranteed,apy_cap_pct,inflated_value,inflated_apy,inflated_guaranteed,gsis_id,season,team,position,depth_chart_position,jersey_number,birth_date,draft_club,draft_number,age
Justin Fields,2021,4,18.871952,4.717988,18.871952,0.026,26.410392,6.602598,26.410392,00-0036945,2023,CHI,QB,QB,1.0,1999-03-05,CHI,11.0,25.0
Nathan Peterman,2023,1,1.2325,1.2325,0.1525,0.005,1.400269,1.400269,0.173258,00-0033958,2023,CHI,QB,QB,14.0,1994-05-04,BUF,171.0,29.0
Tyson Bagent,2023,3,2.72,0.906667,0.025,0.004,3.090249,1.030083,0.028403,00-0038416,2023,CHI,QB,QB,17.0,2000-06-08,,,23.0
D'Onta Foreman,2023,1,2.0,2.0,1.0,0.009,2.272242,2.272242,1.136121,00-0033925,2023,CHI,RB,RB,21.0,1996-04-24,HOU,89.0,28.0
Travis Homer,2023,2,4.0,2.0,1.75,0.009,4.544484,2.272242,1.988212,00-0035594,2023,CHI,RB,RB,20.0,1998-08-07,SEA,204.0,25.0
Roschon Johnson,2023,4,4.608688,1.152172,0.768688,0.005,5.236027,1.309007,0.873323,00-0039021,2023,CHI,RB,RB,23.0,2001-01-31,CHI,115.0,23.0
Khalil Herbert,2021,4,3.610704,0.902676,0.130704,0.005,5.053007,1.263252,0.182914,00-0036906,2023,CHI,RB,RB,24.0,1998-04-21,CHI,217.0,26.0
Trestan Ebner,2022,4,3.825936,0.956484,0.165936,0.005,4.693295,1.173324,0.203555,00-0037087,2023,CHI,RB,RB,25.0,,CHI,203.0,
Khari Blasingame,2023,2,3.6,1.8,1.95,0.008,4.090036,2.045018,2.215436,00-0035099,2023,CHI,RB,FB,35.0,1996-07-01,,,27.0
Robert Burns,2023,3,2.696,0.898667,0.001,0.004,3.062982,1.020994,0.001136,00-0038419,2023,CHI,RB,RB,45.0,1998-09-25,,,25.0
D.J. Moore,2022,3,61.884,20.628,41.61,0.099,75.913418,25.304473,51.043199,00-0034827,2023,CHI,WR,WR,2.0,1997-04-14,CAR,24.0,27.0
Dante Pettis,2023,1,1.2325,1.2325,0.1525,0.005,1.400269,1.400269,0.173258,00-0034860,2023,CHI,WR,WR,86.0,1995-10-23,SF,44.0,28.0
Velus Jones Jr.,2022,4,5.405924,1.351481,1.11158,0.006,6.631474,1.657869,1.363581,00-0037745,2023,CHI,WR,WR,12.0,1997-05-11,CHI,71.0,26.0
Equanimeous St. Brown,2022,1,1.25,1.25,0.17,0.006,1.533381,1.533381,0.20854,00-0034279,2023,CHI,WR,WR,19.0,1996-09-30,GB,207.0,27.0
Trent Taylor,2023,1,1.2325,1.2325,0.0525,0.005,1.400269,1.400269,0.059646,00-0033292,2023,CHI,WR,WR,15.0,1994-04-30,SF,177.0,29.0
Isaiah Ford,2023,1,1.08,1.08,0.0,0.005,1.227011,1.227011,0.0,00-0033471,2023,CHI,WR,WR,32.0,1996-02-09,MIA,237.0,28.0
Tyler Scott,2023,4,4.503448,1.125862,0.663448,0.005,5.116462,1.279115,0.753757,00-0038941,2023,CHI,WR,WR,13.0,2001-10-12,CHI,133.0,22.0
Nsimba Webster,2023,1,1.01,1.01,0.0,0.004,1.147482,1.147482,0.0,00-0035621,2023,CHI,WR,WR,83.0,1996-01-27,,,28.0
Joe Reed,2023,1,0.87,0.87,0.0,0.004,0.988425,0.988425,0.0,00-0036377,2023,CHI,WR,WR,80.0,1998-01-04,LAC,151.0,26.0
Collin Johnson,2023,1,0.94,0.94,0.0,0.004,1.067954,1.067954,0.0,00-0036254,2023,CHI,WR,WR,80.0,1997-09-23,JAX,165.0,26.0
Darnell Mooney,2020,4,3.577048,0.894262,0.282048,0.005,4.609375,1.152344,0.363446,00-0036309,2023,CHI,WR,WR,11.0,1997-10-29,CHI,173.0,26.0
Cole Kmet,2023,4,50.0,12.5,32.793,0.056,56.80605,14.201512,37.256816,00-0036290,2023,CHI,TE,TE,85.0,1999-03-10,CHI,43.0,25.0
Marcedes Lewis,2023,1,2.0,2.0,1.0,0.009,2.272242,2.272242,1.136121,00-0024243,2023,CHI,TE,TE,84.0,1984-05-19,JAX,28.0,39.0
Robert Tonyan,2023,1,2.65,2.65,1.25,0.012,3.010721,3.010721,1.420151,00-0033757,2023,CHI,TE,TE,18.0,1994-04-30,,,29.0
Stephen Carlson,2023,1,0.94,0.94,0.0,0.004,1.067954,1.067954,0.0,00-0035039,2023,CHI,TE,TE,88.0,1996-12-12,,,27.0
Jared Pinkney,2023,1,0.94,0.94,0.0,0.004,1.067954,1.067954,0.0,00-0035787,2023,CHI,TE,TE,46.0,1997-08-21,,,26.0
Lachlan Pitts,2023,3,2.695,0.898333,0.0,0.004,3.061846,1.020615,0.0,00-0039188,2023,CHI,TE,TE,81.0,,,,
Braxton Jones,2022,4,3.959548,0.989887,0.299548,0.005,4.857198,1.214299,0.367457,00-0037081,2023,CHI,OL,T,70.0,1999-03-27,CHI,168.0,25.0
Robert Haskins,2023,3,2.705,0.901667,0.01,0.004,3.073207,1.024403,0.011361,00-0038424,2023,CHI,OL,T,73.0,,,,
Cody Whitehair,2019,5,51.25,10.25,27.526078,0.054,69.549681,13.909936,37.354731,00-0032768,2023,CHI,OL,G,65.0,1992-07-11,CHI,56.0,31.0
Dan Feeney,2023,1,3.25,3.25,3.125,0.014,3.692393,3.692393,3.550378,00-0033910,2023,CHI,OL,C,67.0,1994-05-29,LAC,71.0,29.0
Aviante Collins,2023,1,1.01,1.01,0.0,0.004,1.147482,1.147482,0.0,00-0033326,2023,CHI,OL,T,74.0,1993-04-21,,,31.0
Ja'Tyre Carter,2022,4,3.769312,0.942328,0.109312,0.005,4.623834,1.155959,0.134094,00-0037089,2023,CHI,OL,G,69.0,1999-01-15,CHI,226.0,25.0
Jerome Carvin,2023,3,2.7075,0.9025,0.1125,0.004,3.076048,1.025349,0.127814,00-0038509,2023,CHI,OL,G,67.0,2000-09-20,,,23.0
Bill Murray,2023,1,0.87,0.87,0.0,0.004,0.988425,0.988425,0.0,00-0036093,2023,CHI,OL,G,60.0,1997-07-03,,,26.0
Lucas Patrick,2022,2,8.0,4.0,4.0,0.019,9.813641,4.90682,4.90682,00-0033082,2023,CHI,OL,C,62.0,1993-07-30,,,30.0
Doug Kramer,2023,1,0.216,0.216,0.0,0.001,0.245402,0.245402,0.0,00-0037088,2023,CHI,OL,C,68.0,1998-06-04,CHI,207.0,25.0
Josh Lugg,2023,3,2.695,0.898333,0.0,0.004,3.061846,1.020615,0.0,00-0038525,2023,CHI,OL,T,63.0,,,,
Nate Davis,2023,4,30.0,10.0,19.25,0.044,34.08363,11.36121,21.870329,00-0035649,2023,CHI,OL,G,64.0,1996-09-23,TEN,82.0,27.0
Teven Jenkins,2021,4,8.387848,2.096962,5.261518,0.011,11.738391,2.934598,7.363242,00-0036953,2023,CHI,OL,T,76.0,1998-03-03,CHI,39.0,26.0
Darnell Wright,2023,4,20.96827,5.242068,20.96827,0.023,23.822492,5.955624,23.822492,00-0038932,2023,CHI,OL,T,58.0,2001-08-10,CHI,10.0,22.0
Larry Borom,2021,4,3.813076,0.953269,0.333076,0.005,5.336217,1.334054,0.466124,00-0036905,2023,CHI,OL,T,75.0,1999-03-30,CHI,151.0,25.0
Gabriel Houy,2023,3,2.701,0.900333,0.006,0.004,3.068663,1.022887,0.006817,00-0038425,2023,CHI,OL,T,79.0,,,,
DeMarcus Walker,2023,3,21.0,7.0,15.65,0.031,23.858541,7.952847,17.780294,00-0033782,2023,CHI,DL,DE,95.0,1994-09-30,DEN,51.0,29.0
Justin Jones,2022,2,12.0,6.0,9.05,0.029,14.720461,7.360231,11.101681,00-0034677,2023,CHI,DL,DT,93.0,1996-08-28,LAC,84.0,27.0
Andrew Billings,2023,2,8.0,4.0,5.06,0.018,9.088968,4.544484,5.748772,00-0033066,2023,CHI,DL,DT,97.0,1995-06-03,CIN,122.0,28.0
Gervon Dexter,2023,4,6.723732,1.680933,3.695612,0.007,7.638973,1.909743,4.198662,00-0039070,2023,CHI,DL,DT,99.0,2001-10-05,CHI,53.0,22.0
Zacch Pickens,2023,4,5.763784,1.440946,1.191844,0.006,6.548356,1.637089,1.354079,00-0038937,2023,CHI,DL,DT,96.0,2000-03-06,CHI,64.0,24.0
Michael Dwumfour,2023,1,1.995,0.9975,0.0,0.004,2.266561,1.133281,0.0,00-0036507,2023,CHI,DL,DT,97.0,1998-01-01,,,26.0
Montez Sweat,2023,4,98.0,24.5,72.865,0.109,111.339858,27.834964,82.783456,00-0035647,2023,CHI,DL,DE,98.0,1996-09-04,WAS,26.0,27.0
Yannick Ngakoue,2023,1,10.5,10.5,9.99,0.047,11.92927,11.92927,11.349849,00-0033123,2023,CHI,DL,DE,91.0,1995-03-31,JAX,69.0,29.0
Rasheem Green,2023,1,2.5,2.5,0.85,0.011,2.840302,2.840302,0.965703,00-0034831,2023,CHI,DL,DE,94.0,1997-05-15,SEA,79.0,26.0
Dominique Robinson,2022,4,3.933152,0.983288,0.273152,0.005,4.824818,1.206204,0.335077,00-0037082,2023,CHI,DL,DE,90.0,1998-07-02,CHI,174.0,25.0
Khalid Kareem,2023,1,1.01,1.01,0.0,0.004,1.147482,1.147482,0.0,00-0036341,2023,CHI,DL,DE,52.0,1998-04-28,CIN,147.0,25.0
Daniel Hardy,2023,1,0.252333,0.252333,0.0,0.001,0.286681,0.286681,0.0,00-0037843,2023,CHI,LB,OLB,92.0,1998-12-15,LA,235.0,25.0
D'Anthony Jones,2023,3,2.695,0.898333,0.0,0.004,3.061846,1.020615,0.0,00-0038524,2023,CHI,DL,DE,63.0,,,,
Tremaine Edmunds,2023,4,72.0,18.0,50.0,0.08,81.800712,20.450178,56.80605,00-0034673,2023,CHI,LB,ILB,49.0,1998-05-02,BUF,16.0,25.0
T.J. Edwards,2023,3,19.5,6.5,12.025,0.029,22.154359,7.384786,13.661855,00-0035386,2023,CHI,LB,ILB,53.0,1996-08-12,,,27.0
Dylan Cole,2023,1,1.2325,1.2325,0.1,0.005,1.400269,1.400269,0.113612,00-0033765,2023,CHI,LB,ILB,55.0,1994-05-19,,,29.0
Noah Sewell,2023,4,4.164948,1.041237,0.324948,0.005,4.731885,1.182971,0.36918,00-0038390,2023,CHI,LB,ILB,44.0,2002-04-26,CHI,148.0,21.0
Barrington Wade,2023,1,0.87,0.87,0.0,0.004,0.988425,0.988425,0.0,00-0036586,2023,CHI,LB,ILB,17.0,,,,
DeMarquis Gates,2023,2,1.855,0.9275,0.0,0.004,2.107504,1.053752,0.0,00-0034769,2023,CHI,LB,OLB,43.0,1996-03-07,,,28.0
Jack Sanborn,2022,3,2.5675,0.855833,0.0175,0.004,3.149565,1.049855,0.021467,00-0037109,2023,CHI,LB,ILB,57.0,2000-07-29,,,23.0
Micah Baskerville,2023,3,2.705,0.901667,0.01,0.004,3.073207,1.024403,0.011361,00-0038417,2023,CHI,LB,ILB,47.0,1999-10-19,,,24.0
Kyler Gordon,2022,4,8.68293,2.170733,6.495022,0.01,10.651394,2.662849,7.967477,00-0038111,2023,CHI,DB,CB,6.0,1999-12-17,CHI,39.0,24.0
Jaylon Johnson,2020,4,6.468774,1.617194,3.778599,0.008,8.335645,2.083912,4.869093,00-0036292,2023,CHI,DB,CB,33.0,1999-04-19,CHI,50.0,25.0
Tyrique Stevenson,2023,4,6.449502,1.612376,3.483707,0.007,7.327415,1.831854,3.957913,00-0039071,2023,CHI,DB,CB,29.0,2000-05-26,CHI,56.0,23.0
