player,year_signed,years,value,apy,guaranteed,apy_cap_pct,inflated_value,inflated_apy,inflated_guaranteed,gsis_id,season,team,position,depth_chart_position,jersey_number,birth_date,draft_club,draft_number,age
Tua Tagovailoa,2020,4,30.275436,7.568859,30.275436,0.038,39.012847,9.753212,39.012847,00-0036212,2023,MIA,QB,QB,1.0,1998-03-02,MIA,5.0,26.0
Mike White,2023,2,8.0,4.0,4.5,0.018,9.088968,4.544484,5.112544,00-0034401,2023,MIA,QB,QB,14.0,1995-03-25,DAL,171.0,29.0
Skylar Thompson,2022,4,3.742208,0.935552,0.082208,0.004,4.590586,1.147646,0.100845,00-0037327,2023,MIA,QB,QB,6.0,1997-06-04,MIA,247.0,26.0
Raheem Mostert,2023,2,5.6,2.8,2.2,0.012,6.362278,3.181139,2.499466,00-0031687,2023,MIA,RB,RB,31.0,1992-04-09,,,32.0
Jeff Wilson,2023,2,6.0,3.0,2.645,0.013,6.816726,3.408363,3.00504,00-0034115,2023,MIA,RB,RB,23.0,1995-11-16,,,28.0
Salvon Ahmed,2023,1,1.45,1.45,0.3,0.006,1.647375,1.647375,0.340836,00-0036020,2023,MIA,RB,RB,26.0,1998-12-29,,,25.0
Devon Achane,2023,4,5.43745,1.359363,0.954508,0.006,6.177601,1.544401,1.084437,00-0039040,2023,MIA,RB,RB,28.0,2001-10-13,MIA,84.0,22.0
Darrynton Evans,2023,1,0.94,0.94,0.0,0.004,1.067954,1.067954,0.0,00-0036297,2023,MIA,RB,RB,37.0,1998-07-09,TEN,93.0,25.0
Christopher Brooks,2023,3,2.697,0.899,0.02,0.004,3.064118,1.021373,0.022722,00-0038685,2023,MIA,RB,RB,35.0,2000-01-11,,,24.0
Alec Ingold,2023,3,12.2,4.066667,4.08,0.018,13.860676,4.620226,4.635374,00-0035125,2023,MIA,RB,FB,30.0,1996-07-09,,,27.0
Tyreek Hill,2022,4,120.0,30.0,72.2,0.144,147.204611,36.801153,88.568108,00-0033040,2023,MIA,WR,WR,10.0,1994-03-01,KC,165.0,30.0
Robbie Chosen,2023,1,1.3175,1.3175,0.1525,0.006,1.496839,1.496839,0.173258,00-0032688,2023,MIA,WR,WR,3.0,1993-05-09,,,30.0
Jaylen Waddle,2021,4,27.085996,6.771499,27.085996,0.037,37.905553,9.476388,37.905553,00-0036613,2023,MIA,WR,WR,17.0,1998-11-25,MIA,6.0,25.0
Cedrick Wilson Jr.,2023,1,5.0,5.0,5.0,0.022,5.680605,5.680605,5.680605,00-0034418,2023,MIA,WR,WR,11.0,1995-11-20,DAL,208.0,28.0
Braxton Berrios,2023,1,3.5,3.5,3.0,0.016,3.976423,3.976423,3.408363,00-0034419,2023,MIA,WR,WR,0.0,1995-10-06,NE,210.0,28.0
Chase Claypool,2020,4,6.616636,1.654159,3.892856,0.008,8.52618,2.131545,5.016324,00-0036326,2023,MIA,WR,WR,83.0,1998-07-07,PIT,49.0,25.0
Anthony Schwartz,2023,1,0.216,0.216,0.0,0.001,0.245402,0.245402,0.0,00-0036999,2023,MIA,WR,WR,84.0,2000-09-05,CLE,91.0,23.0
Erik Ezukanma,2022,4,4.384992,1.096248,0.724992,0.005,5.379092,1.344773,0.889351,00-0038092,2023,MIA,WR,WR,18.0,2000-01-25,MIA,125.0,24.0
Keke Coutee,2023,1,1.08,1.08,0.0,0.005,1.227011,1.227011,0.0,00-0034366,2023,MIA,WR,WR,88.0,1997-01-14,HOU,103.0,27.0
River Cracraft,2023,1,1.08,1.08,0.0,0.005,1.227011,1.227011,0.0,00-0034054,2023,MIA,WR,WR,85.0,1994-11-01,,,29.0
Freddie Swain,2023,1,1.01,1.01,0.0,0.004,1.147482,1.147482,0.0,00-0036247,2023,MIA,WR,WR,87.0,1998-08-04,SEA,214.0,25.0
Braylon Sanders,2023,2,1.855,0.9275,0.0,0.004,2.107504,1.053752,0.0,00-0037355,2023,MIA,WR,WR,86.0,1999-01-21,,,25.0
Tanner Conner,2023,1,0.324999,0.324999,0.0,0.001,0.369238,0.369238,0.0,00-0037348,2023,MIA,WR,WR,80.0,1998-03-20,,,26.0
Chris Coleman,2023,3,2.7,0.9,0.017,0.004,3.067527,1.022509,0.019314,00-0038687,2023,MIA,WR,WR,83.0,,,,
Tyler Kroft,2023,1,1.29,1.29,0.025,0.006,1.465596,1.465596,0.028403,00-0032214,2023,MIA,TE,TE,82.0,1992-10-15,CIN,85.0,31.0
Durham Smythe,2023,2,7.75,3.875,5.5,0.017,8.804938,4.402469,6.248665,00-0034798,2023,MIA,TE,TE,81.0,1995-08-09,MIA,123.0,28.0
Julian Hill,2023,3,2.7075,0.9025,0.0425,0.004,3.076048,1.025349,0.048285,00-0038720,2023,MIA,TE,TE,89.0,2000-07-09,,,23.0
Nick Bowers,2023,1,0.87,0.87,0.0,0.004,0.988425,0.988425,0.0,00-0036083,2023,MIA,TE,TE,88.0,1996-05-26,,,27.0
Terron Armstead,2022,5,75.0,15.0,43.37,0.072,92.002882,18.400576,53.2022,00-0030067,2023,MIA,OL,T,72.0,1991-07-23,NO,75.0,32.0
Kendall Lamm,2023,1,1.3175,1.3175,0.2,0.006,1.496839,1.496839,0.227224,00-0031921,2023,MIA,OL,T,70.0,1992-06-05,,,31.0
Ryan Hayes,2023,4,3.927092,0.981773,0.087092,0.004,4.461652,1.115413,0.098947,00-0039042,2023,MIA,OL,T,76.0,2000-02-28,MIA,238.0,24.0
James Tunstall,2023,3,2.697,0.899,0.002,0.004,3.064118,1.021373,0.002272,00-0038697,2023,MIA,OL,T,79.0,1999-10-29,,,24.0
Connor Williams,2022,2,14.035,7.0175,8.535,0.034,17.216806,8.608403,10.469928,00-0034352,2023,MIA,OL,C,58.0,1997-05-12,DAL,50.0,26.0
Matt Skura,2023,1,0.2898,0.2898,0.0,0.001,0.329248,0.329248,0.0,00-0032575,2023,MIA,OL,C,64.0,1993-02-17,,,31.0
Lester Cotton,2023,2,2.135,1.0675,0.0,0.005,2.425618,1.212809,0.0,00-0035117,2023,MIA,OL,G,66.0,1996-02-20,,,28.0
Liam Eichenberg,2021,4,8.014482,2.003621,4.873007,0.011,11.215883,2.803972,6.81954,00-0037010,2023,MIA,OL,G,74.0,1998-01-19,MIA,42.0,26.0
Jonotthan Harrison,2023,1,1.165,1.165,0.0,0.005,1.323581,1.323581,0.0,00-0030649,2023,MIA,OL,C,60.0,1991-08-25,,,32.0
Alama Uluave,2023,3,2.705,0.901667,0.065,0.004,3.073207,1.024403,0.073848,00-0038699,2023,MIA,OL,C,62.0,1999-06-23,,,24.0
Robert Hunt,2020,4,8.065742,2.016436,5.012617,0.01,10.393494,2.598374,6.459245,00-0036325,2023,MIA,OL,G,68.0,1996-08-25,MIA,39.0,27.0
Chasen Hines,2023,1,0.252333,0.252333,0.0,0.001,0.286681,0.286681,0.0,00-0037619,2023,MIA,OL,G,63.0,2000-04-03,NE,210.0,24.0
Robert Jones,2021,3,2.455,0.818333,0.13,0.004,3.435655,1.145218,0.181929,00-0036596,2023,MIA,OL,G,65.0,1999-01-28,,,25.0
Austin Jackson,2023,3,36.0,12.0,20.686124,0.053,40.900356,13.633452,23.50194,00-0036248,2023,MIA,OL,T,73.0,1999-08-11,MIA,18.0,24.0
Isaiah Wynn,2023,1,2.3,2.3,1.96,0.01,2.613078,2.613078,2.226797,00-0034833,2023,MIA,OL,G,77.0,1995-12-09,NE,23.0,28.0
Kion Smith,2023,2,1.855,0.9275,0.0,0.004,2.107504,1.053752,0.0,00-0036839,2023,MIA,OL,G,71.0,1998-10-07,,,25.0
Zach Sieler,2023,3,30.75,10.25,20.0,0.046,34.935721,11.64524,22.72242,00-0034285,2023,MIA,DL,DE,92.0,1995-09-07,BAL,238.0,28.0
Christian Wilkins,2019,4,15.439098,3.859774,15.439098,0.021,20.95189,5.237972,20.95189,00-0035231,2023,MIA,DL,DE,94.0,1995-12-20,MIA,13.0,28.0
Raekwon Davis,2020,4,5.65551,1.413878,3.150165,0.007,7.287675,1.821919,4.059294,00-0036213,2023,MIA,DL,NT,98.0,1997-06-10,MIA,56.0,26.0
Justin Ellis,2023,1,1.165,1.165,0.0,0.005,1.323581,1.323581,0.0,00-0031346,2023,MIA,DL,DT,78.0,1990-12-27,OAK,107.0,33.0
Chase Winovich,2023,1,2.0,2.0,1.75,0.009,2.272242,2.272242,1.988212,00-0035654,2023,MIA,DL,DE,50.0,1995-04-19,NE,77.0,29.0
Byron Cowart,2023,1,1.08,1.08,0.0,0.005,1.227011,1.227011,0.0,00-0035278,2023,MIA,DL,DT,95.0,1996-05-20,NE,159.0,27.0
Quinton Bell,2023,1,0.94,0.94,0.0,0.004,1.067954,1.067954,0.0,00-0035000,2023,MIA,LB,OLB,56.0,1996-05-09,OAK,230.0,27.0
Josiah Bronson,2023,2,1.855,0.9275,0.0,0.004,2.107504,1.053752,0.0,00-0036537,2023,MIA,DL,DT,95.0,,,,
Brandon Pili,2023,3,2.705,0.901667,0.1,0.004,3.073207,1.024403,0.113612,00-0038694,2023,MIA,DL,NT,96.0,1999-04-02,,,25.0
Bradley Chubb,2022,5,110.0,22.0,63.212444,0.106,134.93756,26.987512,77.543027,00-0034832,2023,MIA,LB,OLB,2.0,1996-06-24,DEN,5.0,27.0
Emmanuel Ogbah,2022,4,65.4,16.35,36.0,0.079,80.226513,20.056628,44.161383,00-0033073,2023,MIA,DL,DE,91.0,1993-11-06,CLE,32.0,30.0
Jason Pierre-Paul,2023,1,1.165,1.165,0.0,0.005,1.323581,1.323581,0.0,00-0027867,2023,MIA,DL,DE,90.0,1989-01-01,NYG,15.0,35.0
Justin Houston,2023,1,6.0,6.0,6.0,0.027,6.816726,6.816726,6.816726,00-0028008,2023,MIA,LB,OLB,52.0,1989-01-21,KC,70.0,35.0
Melvin Ingram,2023,1,1.165,1.165,0.0,0.005,1.323581,1.323581,0.0,00-0029249,2023,MIA,LB,OLB,9.0,1989-04-26,SD,18.0,34.0
Jaelan Phillips,2021,4,14.018206,3.504552,14.018206,0.019,19.617807,4.904452,19.617807,00-0036934,2023,MIA,LB,OLB,15.0,1999-05-28,MIA,18.0,24.0
Andrew Van Ginkel,2023,1,2.65,2.65,2.26,0.012,3.010721,3.010721,2.567633,00-0035272,2023,MIA,LB,OLB,43.0,1995-07-01,MIA,151.0,28.0
Malik Reed,2023,1,1.2325,1.2325,0.75,0.005,1.400269,1.400269,0.852091,00-0034954,2023,MIA,LB,OLB,47.0,1996-08-05,,,27.0
Bruce Irvin,2023,1,1.165,1.165,0.0,0.005,1.323581,1.323581,0.0,00-0029193,2023,MIA,LB,OLB,46.0,1987-11-01,SEA,15.0,36.0
Jaylen Twyman,2023,2,1.665,0.8325,0.0,0.004,1.891641,0.945821,0.0,00-0036651,2023,MIA,DL,DT,97.0,,MIN,199.0,
Da'Shawn Hand,2023,1,1.08,1.08,0.0,0.005,1.227011,1.227011,0.0,00-0034371,2023,MIA,DL,DE,93.0,1995-11-14,DET,114.0,28.0
Cameron Goode,2023,2,1.665,0.8325,0.0,0.004,1.891641,0.945821,0.0,00-0037315,2023,MIA,LB,OLB,53.0,1998-04-15,MIA,224.0,26.0
Randy Charlton,2023,3,2.7,0.9,0.045,0.004,3.067527,1.022509,0.051125,00-0038686,2023,MIA,DL,DE,90.0,,,,
Jerome Baker,2021,3,37.5,12.5,28.41,0.068,52.479452,17.493151,39.758433,00-0034797,2023,MIA,LB,ILB,55.0,1996-12-25,MIA,73.0,27.0
David Long Jr.,2023,2,10.0,5.0,6.5,0.022,11.36121,5.680605,7.384786,00-0035292,2023,MIA,LB,ILB,51.0,1996-10-12,TEN,188.0,27.0
Alexander Johnson,2023,1,1.08,1.08,0.0,0.005,1.227011,1.227011,0.0,00-0034887,2023,MIA,LB,ILB,42.0,1991-12-24,,,32.0
Duke Riley,2023,2,5.0,2.5,2.25,0.011,5.680605,2.840302,2.556272,00-0033549,2023,MIA,LB,ILB,45.0,1994-08-09,ATL,75.0,29.0
Calvin Munson,2023,1,1.01,1.01,0.0,0.004,1.147482,1.147482,0.0,00-0033716,2023,MIA,LB,ILB,50.0,1994-12-27,,,29.0
Channing Tindall,2022,4,5.044904,1.261226,0.84902,0.006,6.188609,1.547152,1.041497,00-0037813,2023,MIA,LB,ILB,41.0,2000-03-28,MIA,102.0,24.0
Aubrey Miller Jr.,2023,3,2.705,0.901667,0.11,0.004,3.073207,1.024403,0.124973,00-0038691,2023,MIA,LB,ILB,52.0,,,,
Jalen Ramsey,2020,5,100.0,20.0,71.203,0.101,128.859738,25.771948,91.751999,00-0033055,2023,MIA,DB,CB,5.0,1994-10-24,JAX,5.0,29.0
Xavien Howard,2022,5,90.0,18.0,40.3,0.086,110.403458,22.080692,49.436215,00-0033050,2023,MIA,DB,CB,25.0,1993-07-04,MIA,38.0,30.0
Nik Needham,2023,1,1.825,1.825,0.75,0.008,2.073421,2.073421,0.852091,00-0035346,2023,MIA,DB,CB,40.0,1996-11-04,,,27.0
Eli Apple,2023,1,1.6,1.6,0.5,0.007,1.817794,1.817794,0.56806,00-0032379,2023,MIA,DB,CB,33.0,1995-08-09,NYG,10.0,28.0
Keion Crossen,2022,3,9.45,3.15,3.035,0.015,11.592363,3.864121,3.72305,00-0034435,2023,MIA,DB,CB,27.0,1996-04-17,NE,243.0,28.0
Justin Bethel,2023,1,1.3175,1.3175,0.075,0.006,1.496839,1.496839,0.085209,00-0029530,2023,MIA,DB,CB,20.0,1990-06-17,ARI,177.0,33.0
Cam Smith,2023,4,7.028432,1.757108,3.931062,0.008,7.985149,1.996287,4.466162,00-0039133,2023,MIA,DB,CB,24.0,2000-12-21,MIA,51.0,23.0
Parry Nickerson,2023,1,1.08,1.08,0.0,0.005,1.227011,1.227011,0.0,00-0034274,2023,MIA,DB,CB,34.0,1994-10-11,NYJ,179.0,29.0
Jamal Perry,2023,1,1.01,1.01,0.0,0.004,1.147482,1.147482,0.0,00-0033734,2023,MIA,DB,CB,46.0,1994-10-23,,,29.0
Elijah Campbell,2023,1,1.01,1.01,0.0,0.004,1.147482,1.147482,0.0,00-0034248,2023,MIA,DB,SS,22.0,1995-08-24,,,28.0
Trill Williams,2021,3,2.44,0.813333,0.115,0.004,3.414663,1.138221,0.160937,00-0036546,2023,MIA,DB,CB,6.0,,,,
Bryce Thompson,2023,2,1.855,0.9275,0.0,0.004,2.107504,1.053752,0.0,00-0036792,2023,MIA,DB,CB,42.0,,,,
Kader Kohou,2022,3,2.59,0.863333,0.04,0.004,3.177166,1.059055,0.049068,00-0037353,2023,MIA,DB,CB,4.0,1998-11-28,,,25.0
