Rank,PLAYER,#,POS,#G,FG,XP,XPA,XP%,FG,FGA,FG%,FG,FGA,FG%,FG,FGA,FG%,FG,FGA,FG%,FG,FGA,FG%,FG,FGA,FG%
1,Matt Prater,#05,K,16,85.6,22,23,95.7,28,33,84.8,0,0,,6,6,100.0,7,8,87.5,6,7,85.7,9,12,75.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
