Rank,PLAYER,#,POS,#G,KOFF,ATT,YPA,AFP,ONS,RET%,RET,YDS,YPR,TB,FC,ATT,AVG
1,Matt Prater,#05,K,17,82.0,79,68.0,26.8,5,12.7,10,134,13.4,66,2,71,4.15
,,,,,,,,,,,,,,,,,
