Player,JerseyNumber,Position,GamesPlayed,PassingDropbacks,PassingAttempts,PassingCompletions,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingOverallGrade,PassingGrade,PassingRushingGrade,PassingFumbles,PassingBigTimeThrows,PassingBigTimeThrowPercentage,PassingTurnoverWorthyPlays,PassingTurnoverWorthyPlayPercentage,PassingAverageDepthOfTarget,PassingAdjustedCompletionPercentage,PassingDrops,PassingDropPercentage,PassingBattedPasses,PassingHitAsThrown,PassingThrowaways,PassingDepthPercentage,PassingSacks,PassingPressureToSackPercentage,PassingAverageTimeToThrow,PassingScrambles,PassingFirstDowns,PassingPasserRating,PassingPenalties
Kyler Murray,#01,QB,8.0,304.0,268.0,176.0,65.7,"1,799",6.7,10.0,5.0,70.8,67.6,77.8,59.7,8.0,2.8,6.0,1.8,7.5,73.5,10.0,5.4,9.0,2.0,3.0,95.0,18.0,18.9,2.8,16.0,96.0,89.4,5 (1)
Joshua Dobbs,#09,QB,8.0,299.0,266.0,167.0,62.8,"1,569",5.9,8.0,5.0,61.0,54.1,84.0,49.6,6.0,2.1,14.0,4.3,8.3,71.2,11.0,6.2,5.0,4.0,7.0,108.0,17.0,15.7,2.74,13.0,90.0,81.2,2 (0)
Clayton Tune,#15,QB,2.0,33.0,21.0,12.0,57.1,62,3.0,0.0,2.0,34.2,28.0,65.6,78.8,0.0,0.0,3.0,8.6,3.2,73.7,2.0,14.3,2.0,0.0,0.0,17.0,7.0,41.2,2.95,5.0,4.0,22.6,0 (0)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
