player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,year
Dominique Rodgers-Cromartie,4330,CB,ARZ,18,1,0,52.7,0,3,1,0,0,90.4,88.0,68.4,48.9,51.0,58.0,0,0,1,7,62.0,11.9,7,16,0,69.4,68,0,0,40,969,672,1034,0,0,0,0,0,2,1034,2,360,23,12,51,1,129,0,7,863,370,12.7,2009
Calais Campbell,4364,DI,ARZ,18,5,5,,0,2,1,0,0,73.2,68.7,37.5,72.1,59.2,60.1,8,31,0,0,,10.0,5,0,5,0.0,0,9,0,3,0,3,839,836,107,117,0,612,0,3,529,307,0,34,40,4,0,48,0,0,0,,2009
Kenny Iwebema,4430,DI,ARZ,12,0,0,,0,0,1,0,0,,46.2,30.4,56.4,44.8,71.6,1,3,0,0,,0.0,0,0,0,0.0,0,2,0,0,0,0,112,112,11,10,0,91,0,0,81,31,0,4,2,0,0,6,0,0,0,,2009
Jason Banks,4642,DI,ARZ,1,1,0,,0,0,1,0,0,,43.4,75.8,57.3,41.8,69.9,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,45,45,2,7,0,36,0,0,21,24,0,1,0,0,0,1,0,0,0,,2009
Keilen Dykes,4645,DI,ARZ,2,0,0,,0,0,1,0,0,,62.2,73.7,59.1,62.4,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,22,22,1,6,0,15,0,0,14,8,0,0,0,0,0,1,0,0,0,,2009
Ali Highsmith,4646,LB,ARZ,9,2,0,70.0,0,0,1,0,0,43.1,43.4,80.1,68.8,53.1,28.4,0,1,0,0,25.0,27.3,3,0,0,122.9,7,0,0,83,0,52,86,0,0,0,0,0,0,86,3,31,3,4,6,1,10,1,1,70,72,10.0,2009
Rashad Johnson,5018,S,ARZ,8,0,0,80.0,0,0,1,0,0,46.6,47.4,77.4,56.3,64.9,44.7,0,0,0,0,21.0,21.1,4,0,0,143.8,8,0,0,9,0,137,193,0,0,0,0,0,182,193,3,53,2,5,15,0,10,0,1,105,28,13.1,2009
Greg Toler,5055,CB,ARZ,5,0,0,60.0,0,0,1,0,0,77.3,78.4,80.3,,74.9,83.4,0,0,0,1,11.0,0.0,0,1,0,63.8,9,0,0,3,111,61,117,0,0,0,0,0,0,117,0,56,3,2,13,0,15,0,1,62,5,6.9,2009
Will Davis,5128,ED,ARZ,6,1,0,100.0,0,0,1,0,0,73.4,66.5,78.6,58.4,63.6,76.8,1,3,0,0,5.0,0.0,0,0,0,87.5,1,2,0,12,0,12,114,102,0,1,61,40,0,12,58,44,0,6,6,0,1,6,0,5,6,5.0,2009
Reggie Walker,5351,LB,ARZ,3,0,0,100.0,0,0,1,0,0,62.9,60.2,76.9,54.8,58.0,76.5,0,0,0,0,17.0,0.0,0,0,0,101.0,4,0,0,44,1,22,48,3,0,0,3,0,0,45,4,22,0,1,4,0,4,0,0,33,37,8.3,2009
Bryan Robinson,321,DI,ARZ,16,5,1,,0,0,1,0,0,55.0,44.2,24.3,52.9,49.5,78.4,1,0,0,0,,0.0,0,0,3,0.0,0,0,0,0,0,3,338,338,224,70,0,44,0,0,151,184,0,11,15,2,0,1,0,0,0,,2010
Joey Porter,484,ED,ARZ,14,7,0,77.8,0,1,1,0,0,75.3,56.4,48.4,62.8,45.8,47.3,9,20,0,0,8.0,13.0,6,0,4,79.6,7,5,0,215,0,129,999,779,1,0,548,230,0,220,405,465,5,27,33,3,9,34,0,28,34,4.0,2010
Clark Haggans,670,ED,ARZ,13,5,2,66.7,1,1,1,0,0,59.7,45.3,18.0,55.0,43.8,43.1,1,12,0,0,15.0,15.9,7,0,6,80.6,8,5,0,302,0,134,778,468,0,2,386,80,0,310,316,328,8,26,32,2,12,18,0,66,80,8.3,2010
Paris Lenon,751,LB,ARZ,16,21,1,72.5,0,1,1,0,0,56.3,61.9,88.5,63.0,64.4,76.1,3,7,0,2,59.0,7.9,10,3,0,109.0,50,2,0,1018,11,490,1092,4,0,1,3,0,4,1088,110,492,55,63,96,10,69,12,5,570,416,11.4,2010
Adrian Wilson,831,S,ARZ,16,7,0,71.7,1,0,1,0,0,59.3,61.6,14.5,59.7,69.1,75.5,2,10,0,2,63.0,11.7,11,6,7,112.7,33,2,0,760,8,513,1129,0,0,0,0,0,271,1129,94,522,90,42,76,6,46,14,4,441,205,13.4,2010
Gerald Hayes,1385,LB,ARZ,6,8,0,81.8,0,0,1,1,1,64.0,64.3,0.0,59.0,68.1,55.8,0,1,0,0,44.0,11.4,4,1,2,115.2,9,0,0,247,0,91,251,1,0,0,1,0,0,250,10,150,3,11,23,2,11,1,0,128,81,14.2,2010
Darnell Dockett,1785,DI,ARZ,15,5,1,100.0,0,1,1,3,0,76.0,52.1,52.9,66.6,40.3,70.8,11,19,0,0,4.0,4.4,2,0,3,79.2,2,5,0,0,0,8,903,903,150,150,0,601,0,0,479,416,0,35,38,5,2,35,0,6,1,3.0,2010
Matt Ware,1810,S,ARZ,10,0,0,100.0,0,0,1,0,0,53.9,51.1,77.8,58.0,54.4,59.6,0,0,0,0,11.0,16.7,1,0,0,122.9,5,0,0,37,3,51,86,0,0,0,0,0,44,86,1,34,2,2,5,0,5,0,2,20,1,4.0,2010
Kerry Rhodes,2340,S,ARZ,16,8,1,58.1,0,0,1,4,2,73.0,65.7,39.9,75.0,49.2,61.6,4,3,0,4,53.0,14.7,15,7,2,55.0,18,1,0,258,14,576,1130,0,0,0,0,0,815,1130,34,520,43,15,79,1,31,8,1,248,94,13.8,2010
Hamza Abdullah,2448,S,ARZ,2,1,0,,0,0,1,0,0,61.5,68.9,69.4,,60.0,76.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,2,1,7,9,0,0,0,0,0,6,9,0,2,0,0,0,0,0,0,0,0,0,,2010
Gabe Watson,3052,DI,ARZ,7,0,0,,0,0,1,0,0,60.0,45.3,80.0,53.9,44.6,27.1,0,1,0,0,,25.0,2,0,0,0.0,0,0,0,0,0,1,142,142,88,29,0,25,0,0,52,89,0,5,6,0,0,1,0,0,0,,2010
Alan Branch,3649,DI,ARZ,16,3,1,,0,2,1,0,0,60.0,61.7,44.3,62.7,61.8,65.4,4,10,0,0,,12.9,4,0,3,0.0,0,2,0,0,0,0,564,564,53,79,0,432,0,0,275,289,0,24,24,3,0,16,0,0,0,,2010
Trumaine McBride,3837,CB,ARZ,10,0,0,50.0,0,0,1,0,0,55.9,58.1,78.0,,65.2,79.5,0,0,0,0,24.0,0.0,0,1,1,80.2,2,0,0,2,37,36,54,0,0,0,0,0,1,54,0,18,14,1,3,0,4,0,0,35,19,17.5,2010
Michael Adams,4192,CB,ARZ,16,6,1,64.1,0,0,1,0,0,64.3,64.7,86.8,53.9,62.9,69.8,0,2,0,2,70.0,10.6,5,2,2,84.7,41,0,0,69,113,358,589,0,0,0,0,0,36,589,16,215,371,17,36,3,64,2,2,489,270,11.9,2010
Dominique Rodgers-Cromartie,4330,CB,ARZ,16,2,0,62.2,2,0,1,0,0,51.5,52.2,89.9,,52.0,29.4,0,0,2,3,38.0,20.3,12,10,9,92.5,56,0,0,77,990,601,1103,0,0,0,0,0,4,1103,0,502,32,8,45,0,90,0,4,814,272,14.5,2010
Calais Campbell,4364,DI,ARZ,15,4,4,,0,0,1,1,0,64.1,61.6,64.3,68.3,52.9,61.0,3,26,0,0,,5.9,3,0,2,0.0,0,6,0,0,0,2,771,771,87,48,2,632,0,0,418,351,0,41,44,7,0,35,0,0,0,,2010
Kenny Iwebema,4430,DI,ARZ,7,0,0,,0,0,1,0,0,,60.5,6.5,58.9,66.7,67.4,0,0,0,0,,50.0,1,0,1,0.0,0,0,0,0,0,0,63,63,5,5,0,53,0,0,28,35,0,1,1,0,0,0,0,0,0,,2010
Rashad Johnson,5018,S,ARZ,16,4,0,52.9,0,1,1,0,0,70.6,72.1,80.3,58.0,68.0,70.1,0,0,0,1,18.0,9.7,3,5,0,65.8,9,0,0,43,2,279,376,0,0,0,0,0,318,376,1,96,13,2,24,0,17,0,1,100,46,11.1,2010
Greg Toler,5055,CB,ARZ,14,6,0,57.9,1,2,1,1,0,66.0,67.8,64.7,78.1,69.4,71.5,0,0,1,2,47.0,9.6,9,7,6,83.8,55,1,0,76,781,524,887,0,0,0,0,0,7,887,1,362,23,25,79,0,95,1,3,724,201,13.2,2010
Will Davis,5128,ED,ARZ,9,2,0,100.0,0,0,1,0,0,44.5,44.3,82.2,52.9,44.9,60.5,0,2,0,0,15.0,16.7,2,0,0,118.8,2,1,0,58,0,29,246,187,0,0,152,35,0,59,99,118,1,5,8,1,2,3,0,26,24,13.0,2010
Reggie Walker,5351,LB,ARZ,7,0,0,,0,0,1,0,0,62.6,84.5,77.9,,79.7,80.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,30,0,4,43,13,0,0,13,0,0,30,0,39,0,5,8,2,0,0,0,0,0,,2010
Cyril Obiozor,5394,LB,ARZ,2,0,0,,0,0,1,0,0,,71.2,69.8,71.1,60.2,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,6,6,0,0,4,2,0,0,2,4,0,0,0,0,0,1,0,0,0,,2010
Dan Williams,5551,DI,ARZ,15,7,2,,0,0,1,0,0,84.3,78.0,83.7,57.1,77.1,81.3,1,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,382,382,300,80,0,2,0,0,148,233,0,22,31,1,0,3,0,0,0,,2010
Daryl Washington,5572,LB,ARZ,16,6,0,71.4,0,1,1,0,0,85.7,86.9,84.3,69.2,75.2,75.6,1,3,1,1,25.0,7.5,6,0,1,70.7,25,1,0,474,2,203,518,8,0,0,8,0,0,510,35,280,34,40,68,8,35,5,0,176,134,7.0,2010
O'Brien Schofield,5653,ED,ARZ,9,0,0,50.0,0,0,1,1,0,61.1,50.7,78.5,59.9,40.4,77.8,3,1,0,0,17.0,25.0,1,1,0,63.5,2,2,0,39,0,18,133,90,0,2,39,49,0,43,62,53,4,5,3,1,4,6,0,19,11,9.5,2010
A.J. Jefferson,5881,CB,ARZ,1,0,0,0.0,0,0,1,0,0,60.0,77.7,64.5,,,,0,0,0,0,,,0,1,0,39.6,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,2010
Vonnie Holliday,340,DI,ARZ,16,1,1,,0,0,1,0,0,67.2,73.6,79.2,60.6,68.4,76.0,3,4,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,152,152,13,6,0,132,0,0,82,70,0,11,14,4,0,7,0,0,0,,2011
Joey Porter,484,ED,ARZ,6,3,0,83.3,0,0,1,0,0,50.6,50.7,38.0,50.2,62.0,72.9,1,2,0,0,40.0,16.7,3,0,2,118.8,5,1,0,20,0,61,331,301,0,0,209,92,0,30,134,136,10,5,12,1,6,4,0,76,29,15.2,2011
Clark Haggans,670,ED,ARZ,16,8,4,61.1,0,0,1,1,0,69.3,62.8,80.3,60.1,56.0,75.2,6,25,0,0,20.0,4.7,2,0,1,72.0,11,4,0,69,0,171,855,767,0,0,676,91,0,88,337,347,19,22,33,2,18,35,0,82,53,7.5,2011
Paris Lenon,751,LB,ARZ,16,14,0,60.5,0,0,1,1,0,69.0,52.8,69.2,48.3,43.2,78.0,3,11,0,0,33.0,6.0,5,2,1,76.8,23,3,0,1056,7,456,1086,15,0,0,15,0,3,1071,200,430,5,30,65,1,38,17,0,221,169,9.6,2011
Adrian Wilson,831,S,ARZ,16,10,1,46.7,1,1,1,0,0,82.5,80.2,17.9,58.0,81.5,67.3,3,6,0,1,32.0,12.9,9,8,7,64.3,14,0,0,477,10,625,1135,0,0,0,0,0,599,1135,58,452,49,31,51,9,30,9,1,188,40,13.4,2011
Nick Eason,1426,DI,ARZ,16,1,0,,0,0,1,0,0,69.7,37.6,82.5,54.5,30.0,75.2,1,2,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,249,249,128,41,0,80,0,0,128,121,0,6,8,0,0,4,0,0,0,,2011
Darnell Dockett,1785,DI,ARZ,16,6,1,100.0,0,0,1,2,0,62.6,61.2,58.2,66.7,52.8,54.8,15,35,0,0,10.0,7.7,3,0,5,108.3,1,4,0,3,0,7,1001,998,109,54,0,830,0,3,597,397,0,28,30,7,1,54,0,10,14,10.0,2011
Sean Considine,2319,S,ARZ,1,0,0,,0,0,1,0,0,60.0,61.1,64.4,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,2011
Kerry Rhodes,2340,S,ARZ,7,4,0,56.5,0,0,1,2,0,53.8,63.5,26.2,74.0,83.5,84.6,0,0,0,0,77.0,5.9,2,4,3,103.0,13,2,0,125,0,230,397,0,0,0,0,0,265,397,9,158,7,10,28,1,23,2,1,217,113,16.7,2011
Hamza Abdullah,2448,S,ARZ,3,0,0,,0,0,1,0,0,60.0,69.1,69.1,,64.0,76.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,4,0,1,5,0,0,0,0,0,1,5,0,4,0,1,1,0,0,0,0,0,0,,2011
Richard Marshall,3003,CB,ARZ,16,2,0,51.9,0,1,1,0,0,64.2,66.7,59.9,86.7,64.8,73.6,1,2,0,3,95.0,10.3,8,5,6,64.9,28,2,0,137,229,528,819,0,0,0,0,0,227,819,18,273,226,27,68,3,54,5,2,394,128,14.1,2011
Stewart Bradley,3703,LB,ARZ,15,7,0,72.7,0,0,1,0,0,64.3,56.1,85.5,54.2,52.1,68.8,1,2,0,0,12.0,12.0,3,1,0,115.0,8,0,0,138,1,70,228,89,0,0,71,18,0,139,70,88,0,8,15,1,11,3,1,58,52,7.3,2011
Michael Adams,4192,CB,ARZ,13,1,0,73.3,1,0,1,0,0,58.8,62.3,0.0,58.6,91.0,43.9,0,4,0,0,31.0,18.9,7,2,5,97.1,33,0,0,30,7,264,368,0,0,0,0,0,2,368,21,83,329,16,29,3,45,4,1,286,148,8.7,2011
Calais Campbell,4364,DI,ARZ,16,7,8,,1,2,1,1,0,74.0,71.4,68.7,69.5,53.1,65.1,9,29,0,1,,7.5,5,0,2,0.0,0,9,0,0,0,4,998,998,62,59,0,867,0,0,605,389,0,47,55,9,0,47,0,0,0,,2011
Rashad Johnson,5018,S,ARZ,12,5,0,76.9,0,0,1,1,0,63.5,61.9,35.9,57.8,60.1,86.9,0,0,0,0,60.0,4.5,2,1,1,140.2,10,0,0,78,2,240,480,0,0,0,0,0,396,480,1,239,4,10,37,2,13,0,1,151,57,15.1,2011
Reggie Walker,5351,LB,ARZ,4,2,0,60.0,0,0,1,0,0,51.9,40.5,78.8,45.1,46.5,79.3,0,1,0,0,1.0,0.0,0,0,0,104.2,3,0,0,72,1,36,77,1,0,0,1,0,0,76,17,24,3,2,5,0,5,1,1,0,9,0.0,2011
Ronald Talley,5396,DI,ARZ,6,1,0,,0,0,1,0,0,,54.9,76.5,55.3,56.8,69.2,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,41,41,4,0,0,37,0,0,25,16,0,1,1,0,0,1,0,0,0,,2011
Dan Williams,5551,DI,ARZ,10,4,2,,0,0,1,0,0,,64.1,81.6,61.2,62.1,64.0,1,2,0,0,,5.6,1,0,0,0.0,0,0,0,0,0,0,237,237,209,28,0,0,0,0,99,138,0,11,13,1,0,3,0,0,0,,2011
Daryl Washington,5572,LB,ARZ,15,8,0,78.9,0,0,1,0,0,83.1,75.7,31.2,73.4,57.9,70.2,5,19,0,2,76.0,10.3,12,4,2,102.3,45,6,0,898,6,449,986,55,0,0,55,0,0,931,141,396,27,51,96,11,57,30,3,447,314,9.9,2011
O'Brien Schofield,5653,ED,ARZ,16,2,0,87.5,0,2,1,0,0,72.8,66.3,85.8,69.6,48.5,66.7,3,6,0,0,32.0,12.0,3,0,0,95.8,7,5,0,40,0,82,433,385,0,0,377,8,0,48,181,170,8,15,20,1,8,14,0,56,65,8.0,2011
A.J. Jefferson,5881,CB,ARZ,16,3,0,61.4,0,0,1,0,0,51.3,58.4,88.5,54.3,90.5,78.1,0,0,0,1,37.0,6.8,5,9,4,87.8,62,0,0,78,692,509,789,0,0,0,0,0,0,789,1,279,19,18,66,3,101,0,2,778,190,12.5,2011
Marshay Green,5884,CB,ARZ,1,0,0,100.0,0,0,1,0,0,43.8,43.4,73.2,53.4,60.0,72.8,0,0,0,0,61.0,0.0,0,0,0,158.3,2,0,0,0,12,7,12,0,0,0,0,0,0,12,1,4,0,1,1,0,2,0,1,70,10,35.0,2011
Patrick Peterson,6157,CB,ARZ,16,4,0,59.3,0,0,1,0,0,47.5,49.6,70.3,64.7,60.0,45.0,0,1,0,2,38.0,11.9,8,7,9,85.0,67,1,0,59,994,664,1098,0,0,0,0,0,0,1098,6,428,45,15,55,0,113,2,3,869,198,13.0,2011
Sam Acho,6255,ED,ARZ,16,4,1,88.9,0,4,1,1,0,81.1,68.5,71.7,75.8,43.7,64.9,0,12,0,0,28.0,7.1,2,1,0,111.6,8,6,0,53,0,114,556,491,0,0,456,35,0,65,211,231,12,17,22,0,9,18,0,97,58,12.1,2011
David Carter,6336,DI,ARZ,16,2,2,,0,1,1,0,0,59.8,70.1,28.2,82.2,62.9,45.4,1,3,0,0,,15.0,3,0,1,0.0,0,1,0,0,0,0,240,240,234,6,0,0,0,0,108,132,0,10,15,4,0,5,0,0,0,,2011
Vonnie Holliday,340,DI,ARZ,16,4,1,,0,0,1,1,0,,47.2,81.0,58.2,41.7,75.5,2,5,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,195,195,4,4,0,186,0,0,103,92,0,9,10,1,0,7,0,0,0,,2012
Paris Lenon,751,LB,ARZ,16,12,1,77.4,0,1,1,1,0,53.2,50.9,92.2,58.4,49.2,60.6,4,14,0,1,72.0,11.2,13,2,0,129.1,24,2,0,917,4,372,1014,59,0,0,59,0,2,955,181,461,32,46,91,2,31,20,3,325,198,13.5,2012
Adrian Wilson,831,S,ARZ,15,5,0,44.4,0,0,1,0,0,63.7,60.6,25.5,79.3,50.2,76.8,1,5,0,1,80.0,9.6,5,2,3,78.8,12,3,0,399,6,372,846,1,0,0,0,1,382,845,42,432,58,14,42,2,27,9,2,197,102,16.4,2012
Nick Eason,1426,DI,ARZ,16,3,0,,0,0,1,0,0,,45.9,51.8,54.7,46.9,74.3,0,3,0,0,,0.0,0,0,1,0.0,0,1,0,0,0,0,218,218,83,15,0,120,0,0,98,120,0,3,4,0,0,4,0,0,0,,2012
Darnell Dockett,1785,DI,ARZ,15,3,3,,0,0,1,0,0,68.0,42.9,77.7,54.3,34.6,39.7,9,20,0,0,,11.1,4,0,1,0.0,0,2,0,0,0,6,794,794,31,0,0,759,0,0,430,358,0,24,29,1,0,31,0,0,0,,2012
Kerry Rhodes,2340,S,ARZ,15,9,0,61.8,0,2,1,0,0,85.7,88.5,86.4,68.6,85.9,79.4,0,3,0,4,27.0,10.0,8,6,0,64.5,21,1,0,314,7,526,1012,1,0,1,0,0,620,1011,27,459,70,20,63,0,34,4,2,252,142,12.0,2012
James Sanders,2350,S,ARZ,8,4,0,100.0,0,0,1,1,1,54.9,63.4,76.7,75.3,74.8,86.7,3,0,0,0,26.0,0.0,0,0,0,118.8,2,0,0,18,0,76,120,0,0,0,0,0,99,120,10,34,3,0,5,0,2,3,0,46,21,23.0,2012
Stewart Bradley,3703,LB,ARZ,9,1,0,75.0,0,0,1,0,0,35.4,54.5,77.1,65.3,67.7,81.4,0,1,0,0,12.0,0.0,0,0,0,92.7,3,0,0,39,0,13,39,0,0,0,0,0,0,39,1,25,0,5,7,0,4,1,0,27,21,9.0,2012
William Gay,3786,CB,ARZ,16,8,0,59.1,2,3,1,1,0,49.0,55.1,67.1,71.9,73.7,44.3,0,3,0,2,67.0,19.4,12,3,5,80.0,52,1,0,188,366,554,1006,1,0,0,0,1,21,1005,10,442,430,12,42,4,88,4,1,726,300,14.0,2012
Michael Adams,4192,CB,ARZ,11,0,0,46.2,0,0,1,0,0,82.3,80.8,79.0,51.2,63.3,78.3,0,0,0,0,18.0,20.0,1,3,0,56.3,6,0,0,4,1,56,72,0,0,0,0,0,2,72,3,13,65,1,4,0,13,0,0,49,12,8.2,2012
Calais Campbell,4364,DI,ARZ,13,6,6,,0,0,1,0,0,62.4,76.0,84.7,65.3,75.3,62.9,11,21,0,0,,10.5,6,0,0,0.0,0,7,0,0,0,2,754,754,4,4,0,737,0,0,422,330,0,41,45,8,0,39,0,0,0,,2012
Quentin Groves,4366,ED,ARZ,16,6,0,62.5,0,1,1,0,0,69.1,67.4,16.2,69.0,67.2,78.8,5,7,0,0,19.0,11.1,4,0,5,72.4,5,4,0,9,1,82,468,444,0,0,407,37,0,24,144,242,14,22,26,1,8,16,0,35,14,7.0,2012
Rashad Johnson,5018,S,ARZ,9,1,0,83.3,0,0,1,1,0,81.5,79.3,77.6,44.6,55.6,52.1,0,1,1,2,34.0,18.8,3,0,1,79.2,5,0,0,17,0,100,161,0,0,0,0,0,138,161,6,55,6,1,12,0,6,1,0,80,27,16.0,2012
Greg Toler,5055,CB,ARZ,10,1,0,41.5,0,0,1,0,0,85.8,84.2,84.9,50.2,66.9,87.8,0,0,1,2,51.0,0.0,0,6,3,51.5,17,0,0,16,278,198,302,0,0,0,0,0,0,302,2,102,8,5,23,1,41,0,1,266,92,15.6,2012
Reggie Walker,5351,ED,ARZ,11,1,0,50.0,0,0,1,0,0,69.0,56.5,14.2,57.9,57.3,79.1,6,1,0,0,11.0,0.0,0,1,2,105.2,2,0,0,33,0,28,194,156,0,0,154,2,0,38,82,84,5,5,8,0,4,7,1,21,4,10.5,2012
Ronald Talley,5396,ED,ARZ,3,2,1,,0,0,1,0,0,,49.0,7.7,60.6,51.1,73.0,0,1,0,0,,0.0,0,0,1,0.0,0,1,0,0,0,0,71,71,0,1,0,70,0,0,34,37,0,2,3,0,0,2,0,0,0,,2012
Dan Williams,5551,DI,ARZ,15,5,1,,1,0,1,1,0,78.0,72.8,48.7,62.0,73.2,81.5,2,4,0,0,,0.0,0,0,2,0.0,0,0,0,0,0,1,419,419,396,14,0,9,0,0,155,263,0,23,30,2,0,6,0,0,0,,2012
Daryl Washington,5572,LB,ARZ,16,17,0,73.5,0,2,1,1,0,64.0,82.8,35.6,85.9,83.9,61.6,4,10,0,1,37.0,12.6,18,2,4,94.7,36,9,0,937,9,414,1058,68,0,0,68,0,2,990,154,490,42,61,108,9,49,23,1,389,231,10.8,2012
O'Brien Schofield,5653,ED,ARZ,9,4,0,14.3,0,0,1,0,0,66.6,63.6,87.5,57.6,61.8,57.1,7,8,0,0,5.0,15.2,5,0,0,39.6,1,4,0,23,0,78,490,455,0,0,454,1,0,35,208,204,12,20,24,2,7,19,0,5,4,5.0,2012
Patrick Peterson,6157,CB,ARZ,16,5,0,51.0,2,0,1,1,0,77.8,79.2,89.6,42.1,77.9,57.8,0,0,0,7,49.0,13.2,9,7,5,64.2,49,0,0,54,918,568,1042,0,0,0,0,0,2,1042,5,469,68,15,54,2,96,0,6,671,213,13.7,2012
Sam Acho,6255,ED,ARZ,16,4,0,68.4,1,2,1,0,0,75.0,62.0,70.5,59.4,54.6,68.3,9,21,0,2,13.0,6.1,3,0,3,34.2,13,4,0,69,0,166,997,906,0,0,898,8,0,91,383,448,22,37,42,4,19,34,0,67,66,5.2,2012
David Carter,6336,DI,ARZ,15,5,1,,0,0,1,0,0,60.0,53.0,57.7,60.8,49.7,51.4,1,6,0,0,,11.8,2,0,1,0.0,0,0,0,0,0,0,289,289,68,5,0,215,0,0,147,142,0,6,10,1,0,7,0,0,0,,2012
Ricky Lumpkin,6837,DI,ARZ,1,0,0,,0,0,1,0,0,,70.2,70.5,59.2,66.9,68.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,2,4,0,1,1,0,0,0,0,0,0,,2012
Jamell Fleming,7082,CB,ARZ,10,3,0,67.7,0,0,1,0,0,61.7,61.4,84.5,,55.0,68.6,0,0,0,0,47.0,7.7,2,1,0,113.4,21,0,0,8,256,180,270,0,0,0,0,0,2,270,0,90,4,1,21,0,31,0,2,248,82,11.8,2012
Zack Nash,7490,ED,ARZ,7,0,0,,0,0,1,0,0,63.5,48.2,77.8,50.5,47.7,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,5,41,38,0,0,38,0,0,3,17,19,2,0,0,0,0,0,0,0,0,,2012
Justin Bethel,7654,CB,ARZ,3,0,0,100.0,0,0,1,0,0,35.3,44.3,73.2,,63.9,76.7,0,0,0,0,37.0,0.0,0,0,0,158.3,1,0,0,4,6,4,11,0,0,0,0,0,0,11,0,7,1,0,1,0,1,0,1,37,0,37.0,2012
John Abraham,591,ED,ARZ,16,2,1,50.0,0,4,1,0,0,80.7,77.3,64.6,76.5,61.4,76.6,8,47,0,0,15.0,12.9,4,1,3,63.5,2,12,1,244,0,76,862,617,0,0,617,0,0,245,493,293,1,31,25,6,4,67,0,19,9,9.5,2013
Yeremiah Bell,1513,S,ARZ,16,13,0,62.1,0,0,1,0,0,65.3,65.4,17.4,47.0,75.8,75.6,2,5,0,2,61.0,8.3,7,6,3,110.7,36,1,0,406,38,658,1070,0,0,0,0,0,512,1070,59,353,114,19,64,5,58,8,7,441,145,12.3,2013
Karlos Dansby,1754,LB,ARZ,16,7,4,65.0,0,1,1,1,0,87.5,81.0,69.9,65.4,66.5,71.8,4,11,2,4,47.0,9.8,12,10,2,75.0,52,8,0,971,4,568,1078,92,0,0,91,1,7,986,158,352,4,63,103,6,80,23,3,520,333,10.0,2013
Darnell Dockett,1785,DI,ARZ,16,3,2,0.0,0,0,1,0,0,73.3,56.7,42.3,51.1,58.9,67.1,13,22,0,0,,11.6,5,0,5,39.6,0,5,0,6,0,1,866,860,60,95,16,689,0,6,578,287,0,30,35,10,1,40,0,0,0,,2013
Lorenzo Alexander,2476,ED,ARZ,3,1,1,75.0,0,0,1,0,0,37.5,51.0,76.2,63.2,55.5,37.7,0,5,0,0,15.0,40.0,2,0,0,96.9,3,0,0,31,1,15,77,45,0,0,45,0,0,32,40,22,0,1,2,0,4,5,0,31,26,10.3,2013
Frostee Rucker,3036,DI,ARZ,16,1,0,,0,0,1,1,0,62.9,56.8,64.3,59.0,52.8,58.7,10,14,0,0,,8.3,1,0,1,0.0,0,1,0,0,0,0,356,356,15,11,23,307,0,0,229,127,0,9,10,0,0,25,0,0,0,,2013
Antoine Cason,4341,CB,ARZ,10,2,0,68.4,0,0,1,1,0,62.4,61.7,0.0,65.1,65.2,66.4,0,0,1,2,29.0,8.3,1,1,1,91.7,13,0,0,18,124,134,165,0,0,0,0,0,1,165,6,25,21,2,9,0,19,0,2,169,50,13.0,2013
Calais Campbell,4364,DI,ARZ,16,12,5,,0,1,1,2,0,61.6,75.1,70.1,69.0,72.6,64.5,17,40,0,0,,18.6,11,0,2,0.0,0,11,1,5,0,3,963,958,8,80,106,764,0,5,643,317,0,38,36,7,0,68,0,0,0,,2013
