OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Rank,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Player,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_JerseyNumber,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Position,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_GamesPlayed,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_OffenseTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_BlockingTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_BlockingTotalSnapsPercentage,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_RunBlockingSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PassBlockingSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_OffenseOverallGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_RunBlockingGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PassBlockingGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotalSnapsPercentage,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedSacks,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedHits,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedHurries,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotal,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedEfficiency,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Penalties,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtLeftTackle,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtLeftGuard,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtCenter,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtRightGuard,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtRightTackle,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtInlineTightEnd
1.0,Bernhard Raimann,#79,T,15.0,"1,012","1,012",100.0,392.0,620.0,82.7,74.6,81.3,586.0,100.0,4.0,5.0,25.0,34.0,96.8,6 (2),"1,008",0,0.0,0,0.0,4.0
2.0,Quenton Nelson,#56,G,17.0,"1,141","1,141",100.0,455.0,686.0,70.8,63.4,80.3,643.0,100.0,1.0,3.0,17.0,21.0,98.3,6 (0),0,"1,141",0.0,0,0.0,0.0
3.0,Andrew Ogletree,#85,TE,12.0,336,198,58.9,177.0,21.0,66.2,63.1,80.1,18.0,12.1,0.0,0.0,0.0,0.0,100.0,0 (0),0,0,0.0,0,0.0,264.0
4.0,Ryan Kelly,#78,C,14.0,882,882,100.0,348.0,534.0,77.2,75.2,78.3,498.0,100.0,1.0,0.0,6.0,7.0,99.2,3 (0),0,0,882.0,0,0.0,0.0
5.0,Michael Pittman Jr.,#11,WR,16.0,991,388,39.2,385.0,3.0,77.7,53.3,75.1,3.0,0.5,0.0,0.0,0.0,0.0,100.0,8 (0),0,0,0.0,0,0.0,34.0
6.0,Tyler Goodson,#31,HB,6.0,50,4,8.0,3.0,1.0,57.3,60.0,73.4,1.0,3.0,0.0,0.0,0.0,0.0,100.0,0 (0),0,0,0.0,0,0.0,0.0
7.0,Braden Smith,#72,T,10.0,575,575,100.0,246.0,329.0,83.3,90.1,71.0,308.0,100.0,0.0,2.0,12.0,14.0,97.7,7 (2),0,0,0.0,0,573.0,2.0
8.0,Trey Sermon,#27,HB,12.0,108,24,22.2,7.0,17.0,56.6,60.0,69.4,16.0,27.1,0.0,0.0,0.0,0.0,100.0,0 (0),0,0,0.0,0,0.0,0.0
9.0,Zaire Franklin,#44,LB,2.0,2,1,50.0,0.0,1.0,60.1,-,68.5,1.0,50.0,0.0,0.0,0.0,0.0,100.0,0 (0),0,0,0.0,0,0.0,0.0
10.0,Alec Pierce,#14,WR,17.0,"1,090",442,40.6,441.0,1.0,58.1,66.1,66.3,1.0,0.2,0.0,0.0,0.0,0.0,100.0,2 (0),0,0,0.0,0,0.0,1.0
11.0,Juwann Winfree,#09,WR,4.0,21,11,52.4,10.0,1.0,52.8,51.6,65.7,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0,0,0.0,0,0.0,0.0
12.0,Will Fries,#75,G,17.0,"1,125","1,125",100.0,448.0,677.0,61.2,59.7,65.4,634.0,100.0,4.0,4.0,22.0,30.0,97.3,9 (1),0,0,0.0,"1,125",0.0,0.0
13.0,Kylen Granson,#83,TE,15.0,496,189,38.1,174.0,15.0,56.8,48.2,63.8,14.0,4.6,1.0,0.0,1.0,2.0,89.3,2 (0),0,0,0.0,0,1.0,282.0
14.0,Zack Moss,#21,HB,14.0,531,90,16.9,20.0,70.0,66.9,57.4,60.4,68.0,22.6,0.0,0.0,4.0,4.0,97.1,0 (0),0,0,0.0,0,0.0,0.0
15.0,Jonathan Taylor,#28,HB,10.0,386,27,7.0,3.0,24.0,74.9,71.9,57.1,20.0,10.1,0.0,0.0,4.0,4.0,90.0,0 (0),0,0,0.0,0,0.0,0.0
16.0,Mo Alie-Cox,#81,TE,17.0,434,268,61.8,228.0,40.0,60.8,60.0,56.7,34.0,18.0,1.0,0.0,2.0,3.0,94.1,0 (0),3,0,0.0,0,3.0,384.0
16.0,Wesley French,#62,C,8.0,270,270,100.0,117.0,153.0,48.4,47.5,56.7,146.0,100.0,1.0,0.0,7.0,8.0,96.9,2 (1),0,0,266.0,4,0.0,0.0
18.0,Josh Sills,#65,G,7.0,36,36,100.0,23.0,13.0,59.0,59.9,48.8,13.0,100.0,0.0,0.0,1.0,1.0,96.2,0 (0),0,7,0.0,19,3.0,7.0
