DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Rank,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Player,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_JerseyNumber,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_Position,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_GamesPlayed,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushTotalSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSnapsPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushGrade,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushPenalties,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushTotalPressures,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushSacks,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushHits,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushHurries,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushPressureRate,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushWinPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_PassRushBattedPasses,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetTotalSnaps,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSnapsPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetGrade,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetTotalPressures,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetSacks,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetHits,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetHurries,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetPressureRate,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetWinPercentage,DEFENSE-PASS-RUSH_2023_DEFENSE-PASS-RUSH_2023_TruePassSetBattedPasses
1.0,DeForest Buckner,#99,DI,17.0,505.0,495.0,98.0,87.1,5 (0),52.0,9.0,13.0,30.0,6.4,15.3,7.0,272.0,272.0,100.0,90.6,43.0,8.0,10.0,25.0,9.7,19.8,6.0
2.0,Tyquan Lewis,#94,ED,17.0,259.0,259.0,100.0,76.6,2 (1),44.0,5.0,8.0,31.0,9.8,17.1,3.0,138.0,138.0,100.0,75.8,27.0,3.0,5.0,19.0,11.3,20.3,2.0
3.0,Samson Ebukam,#52,ED,17.0,456.0,450.0,98.7,72.6,1 (0),48.0,10.0,8.0,30.0,6.7,14.4,0.0,247.0,247.0,100.0,74.5,34.0,8.0,4.0,22.0,8.9,19.4,0.0
4.0,Jacob Martin,#92,ED,17.0,107.0,107.0,100.0,71.5,1 (1),14.0,2.0,1.0,11.0,7.7,17.3,0.0,43.0,43.0,100.0,72.4,9.0,1.0,0.0,8.0,11.9,23.8,0.0
5.0,Nick Cross,#20,S,14.0,173.0,7.0,4.0,70.4,0 (0),0.0,0.0,0.0,0.0,0.0,28.6,0.0,87.0,3.0,3.4,84.8,0.0,0.0,0.0,0.0,0.0,66.7,0.0
6.0,E.J. Speed,#45,LB,16.0,436.0,42.0,9.6,69.1,4 (0),7.0,1.0,1.0,5.0,10.0,7.5,0.0,227.0,22.0,9.7,74.3,5.0,0.0,1.0,4.0,12.5,15.0,0.0
7.0,Taven Bryan,#96,DI,17.0,153.0,149.0,97.4,68.7,1 (0),11.0,2.0,0.0,9.0,4.6,11.3,0.0,49.0,49.0,100.0,76.9,7.0,1.0,0.0,6.0,8.5,19.1,0.0
8.0,Dayo Odeyingbo,#54,ED,17.0,366.0,365.0,99.7,68.2,6 (0),29.0,12.0,7.0,10.0,5.9,9.7,2.0,191.0,191.0,100.0,75.2,20.0,10.0,3.0,7.0,8.3,12.2,1.0
9.0,Kenny Moore II,#23,CB,16.0,622.0,28.0,4.5,68.1,5 (0),4.0,2.0,0.0,2.0,13.0,0.0,0.0,303.0,13.0,4.3,71.0,4.0,2.0,0.0,2.0,33.3,0.0,0.0
10.0,Ronnie Harrison,#48,LB,6.0,123.0,3.0,2.4,67.8,1 (0),1.0,1.0,0.0,0.0,33.3,0.0,0.0,48.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,,0.0
11.0,McTelvin Agim,#98,DI,1.0,6.0,6.0,100.0,65.7,0 (0),1.0,0.0,1.0,0.0,8.3,16.7,0.0,2.0,2.0,100.0,69.1,1.0,0.0,1.0,0.0,25.0,50.0,0.0
12.0,Segun Olubi,#50,LB,5.0,66.0,4.0,6.1,64.9,0 (0),0.0,0.0,0.0,0.0,0.0,33.3,0.0,39.0,3.0,7.7,52.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,Grover Stewart,#90,DI,11.0,221.0,218.0,98.6,64.7,1 (0),15.0,1.0,6.0,8.0,3.8,8.1,0.0,80.0,80.0,100.0,63.4,5.0,0.0,0.0,5.0,3.2,11.7,0.0
14.0,Adetomiwa Adebawore,#95,DI,9.0,70.0,70.0,100.0,62.5,1 (0),6.0,2.0,2.0,2.0,6.1,7.6,0.0,30.0,30.0,100.0,66.6,4.0,1.0,1.0,2.0,9.3,14.8,0.0
15.0,Kwity Paye,#51,ED,16.0,413.0,410.0,99.3,62.2,0 (0),28.0,8.0,2.0,18.0,4.6,10.4,0.0,224.0,224.0,100.0,67.5,18.0,7.0,1.0,10.0,5.8,12.9,0.0
16.0,Rodney Thomas II,#25,S,16.0,551.0,2.0,0.4,60.5,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,,0.0
17.0,Isaiah Land,#55,ED,6.0,19.0,19.0,100.0,57.8,0 (0),2.0,1.0,0.0,1.0,7.9,5.3,0.0,13.0,13.0,100.0,55.2,1.0,0.0,0.0,1.0,3.8,7.7,0.0
18.0,Zaire Franklin,#44,LB,16.0,619.0,43.0,6.9,56.8,2 (0),7.0,2.0,1.0,4.0,10.7,4.8,0.0,293.0,27.0,9.2,64.0,6.0,2.0,1.0,3.0,15.4,7.7,0.0
19.0,Eric Johnson,#93,DI,14.0,111.0,110.0,99.1,56.7,1 (1),4.0,2.0,1.0,1.0,2.9,2.9,0.0,37.0,37.0,100.0,58.6,2.0,0.0,1.0,1.0,3.1,3.1,0.0
20.0,Chris Lammons,#35,CB,1.0,46.0,2.0,4.3,56.5,1 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,3.4,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,Julian Blackmon,#32,S,15.0,564.0,19.0,3.4,50.2,0 (0),4.0,0.0,1.0,3.0,11.1,5.6,1.0,278.0,4.0,1.4,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,Grant Stuard,#41,LB,4.0,18.0,7.0,38.9,49.6,0 (0),2.0,0.0,1.0,1.0,14.3,0.0,0.0,6.0,4.0,66.7,50.6,1.0,0.0,0.0,1.0,12.5,0.0,0.0
23.0,Shaquille Leonard,#53,LB,9.0,217.0,9.0,4.1,49.2,0 (0),2.0,0.0,0.0,2.0,11.1,0.0,0.0,90.0,2.0,2.2,56.0,1.0,0.0,0.0,1.0,25.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
