player,year_signed,years,value,apy,guaranteed,apy_cap_pct,inflated_value,inflated_apy,inflated_guaranteed,gsis_id,season,team,position,depth_chart_position,jersey_number,birth_date,draft_club,draft_number,age
Anthony Richardson,2023,4,33.99403,8.498508,33.99403,0.038,38.621331,9.655333,38.621331,00-0039164,2023,IND,QB,QB,5.0,2002-05-22,IND,4.0,21.0
Gardner Minshew,2023,1,3.5,3.5,3.5,0.016,3.976423,3.976423,3.976423,00-0035289,2023,IND,QB,QB,10.0,1996-05-16,JAX,178.0,27.0
Kellen Mond,2023,1,0.216,0.216,0.0,0.001,0.245402,0.245402,0.0,00-0036946,2023,IND,QB,QB,12.0,1999-06-22,MIN,66.0,24.0
Sam Ehlinger,2021,4,3.610704,0.902676,0.130704,0.005,5.053007,1.263252,0.182914,00-0036879,2023,IND,QB,QB,4.0,1998-09-30,IND,218.0,25.0
Jonathan Taylor,2023,3,42.0,14.0,26.5,0.062,47.717082,15.905694,30.107206,00-0036223,2023,IND,RB,RB,28.0,1999-01-19,IND,41.0,25.0
Trey Sermon,2023,1,0.94,0.94,0.0,0.004,1.067954,1.067954,0.0,00-0036984,2023,IND,RB,RB,27.0,1999-01-30,SF,88.0,25.0
Zack Moss,2020,4,4.522081,1.13052,0.91442,0.006,5.827142,1.456785,1.178319,00-0036251,2023,IND,RB,RB,21.0,1997-12-15,BUF,86.0,26.0
Jason Huntley,2023,1,0.87,0.87,0.0,0.004,0.988425,0.988425,0.0,00-0036278,2023,IND,RB,RB,31.0,1998-04-20,DET,172.0,26.0
Evan Hull,2023,4,4.08498,1.021245,0.24498,0.005,4.641032,1.160258,0.278327,00-0038397,2023,IND,RB,RB,26.0,2000-10-26,IND,176.0,23.0
Tyler Goodson,2023,2,1.665,0.8325,0.0,0.004,1.891641,0.945821,0.0,00-0037120,2023,IND,RB,RB,31.0,2000-11-10,,,23.0
Ashton Dulin,2023,2,7.2,3.6,3.5,0.016,8.180071,4.090036,3.976423,00-0035021,2023,IND,WR,WR,16.0,1997-05-15,,,26.0
