Player,JerseyNumber,Position,GamesPlayed,KickReturnsTotal,KickReturnsTotalGrade,KickoffReturnsTotal,KickoffReturnsTotalYards,KickoffReturnsTotalYards.1,KickoffReturnsLongestReturn,KickoffReturnsYardsPerAttempt,KickoffReturnsTouchdowns,KickoffReturnsFairCatches,KickoffReturnsMuffed,PuntReturnsTotal,PuntReturnsTotalReturns,PuntReturnsTotalYards,PuntReturnsTotalFairCatches,PuntReturnsTotalLongestReturn,PuntReturnsTotalYardsPerAttempt,PuntReturnsTotalTouchdowns,PuntReturnsTotalMuffed
Rodney Thomas II,#25,S,17.0,61.2,1.0,61.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Josh Downs,#01,WR,17.0,58.9,8.0,54.9,2.0,24.0,17.0,12.0,0.0,1.0,0.0,64.5,6.0,63.0,6.0,14.0,10.5,0.0,0.0
Dallis Flowers,#33,CB,4.0,53.9,1.0,54.5,1.0,19.0,19.0,19.0,0.0,2.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Isaiah McKenzie,#06,WR,13.0,49.9,29.0,54.8,6.0,152.0,42.0,25.3,0.0,5.0,0.0,50.3,23.0,204.0,16.0,32.0,8.9,0.0,2.0
Michael Pittman Jr.,#11,WR,16.0,-,0.0,-,0.0,7.0,7.0,,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,
