Player,JerseyNumber,Position,GamesPlayed,DefenseTotalSnaps,DefenseRunDefenseSnaps,DefensePassRushSnaps,DefenseCoverageSnaps,DefenseOverallGrade,DefenseRunDefenseGrade,DefenseTacklingGrade,DefensePassRushGrade,DefenseCoverageGrade,DefenseTotalPressures,DefenseSacks,DefenseHits,DefenseHurries,DefenseBattedPasses,DefenseTackles,DefenseAssists,DefenseMissedTackles,DefenseMissedTacklePercentage,DefenseStops,DefenseForcedFumbles,DefenseTargets,DefenseReceptionsAllowed,DefenseReceptionPercentageAllowed,DefenseYardsAllowed,DefenseYardsPerReceptionAllowed,DefenseYardsAfterCatchAllowed,DefenseLongestReceptionAllowed,DefenseTouchdownsAllowed,DefenseInterceptions,DefensePassBreakups,DefensePasserRatingAllowed,DefensePenalties,DefenseSnapsOnDefensiveLine,DefenseSnapsInTheBox,DefenseSnapsAtFreeSafety,DefenseSnapsInTheSlot,DefenseSnapsAtCorner,DefenseSnapsAtA-Gap,DefenseSnapsAtB-Gap,DefenseSnapsOverTackle,DefenseSnapsOutside
Lorenzo Carter,#00,ED,17.0,431,192.0,226.0,13.0,67.0,69.6,47.4,60.2,48.9,21.0,3.0,6.0,12.0,0.0,26.0,8.0,6.0,15.0,23.0,1.0,1.0,1.0,100.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,83.3,0 (0),429.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,427.0
LaCale London,#72,DI,7.0,204,108.0,94.0,2.0,65.9,72.5,59.1,56.9,55.5,5.0,0.0,0.0,5.0,0.0,9.0,5.0,1.0,6.7,9.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (0),204.0,0.0,0.0,0.0,0.0,83.0,120.0,1.0,0.0
DeMarcco Hellams,#37,S,11.0,370,117.0,4.0,249.0,65.2,75.3,72.7,69.3,61.3,2.0,0.0,1.0,1.0,0.0,24.0,6.0,3.0,9.1,10.0,0.0,12.0,8.0,66.7,36.0,4.5,30.0,12.0,0.0,0.0,0.0,70.1,2 (0),11.0,68.0,255.0,27.0,8.0,0.0,0.0,0.0,11.0
Zach Harrison,#96,ED,16.0,343,177.0,164.0,2.0,63.0,68.2,56.2,51.2,60.6,13.0,3.0,2.0,8.0,0.0,21.0,10.0,5.0,13.9,21.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),340.0,0.0,0.0,2.0,0.0,0.0,20.0,65.0,255.0
Joe Gaziano,#99,ED,2.0,48,29.0,19.0,0.0,62.0,62.3,72.8,57.3,-,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),48.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,40.0
Tae Davis,#33,LB,1.0,1,0.0,0.0,1.0,61.6,-,-,-,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keith Smith,#40,FB,1.0,1,1.0,0.0,0.0,61.6,60.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arnold Ebiketie,#17,ED,17.0,385,138.0,175.0,72.0,61.4,54.8,63.0,70.1,44.4,28.0,7.0,4.0,17.0,1.0,12.0,7.0,4.0,17.4,12.0,2.0,13.0,10.0,76.9,77.0,7.7,48.0,25.0,1.0,0.0,0.0,116.5,0 (0),365.0,4.0,0.0,16.0,0.0,0.0,0.0,3.0,362.0
DeAngelo Malone,#51,ED,3.0,3,2.0,1.0,0.0,61.2,60.0,70.6,58.3,-,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
KhaDarel Hodge,#12,WR,1.0,1,1.0,0.0,0.0,60.0,60.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mack Hollins,#18,WR,1.0,1,1.0,0.0,0.0,60.0,60.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ta'Quon Graham,#95,DI,15.0,364,188.0,174.0,2.0,59.1,59.8,55.0,58.7,58.4,10.0,1.0,1.0,8.0,0.0,11.0,10.0,2.0,8.7,8.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (0),364.0,0.0,0.0,0.0,0.0,2.0,322.0,40.0,0.0
Clark Phillips III,#34,CB,7.0,414,181.0,2.0,231.0,59.0,65.0,46.6,55.0,58.5,1.0,0.0,0.0,1.0,0.0,23.0,4.0,6.0,18.2,9.0,0.0,29.0,15.0,51.7,175.0,11.7,49.0,29.0,2.0,0.0,3.0,93.3,6 (0),3.0,39.0,2.0,33.0,337.0,0.0,0.0,0.0,3.0
Kentavius Street,#75,DI,5.0,180,76.0,102.0,2.0,58.0,61.7,48.0,58.4,45.5,5.0,1.0,0.0,4.0,1.0,8.0,5.0,2.0,13.3,8.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),178.0,2.0,0.0,0.0,0.0,17.0,147.0,14.0,0.0
Micah Abernathy,#29,S,3.0,24,4.0,2.0,18.0,57.5,60.0,79.0,57.2,58.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,91.7,0 (0),1.0,4.0,17.0,0.0,1.0,0.0,0.0,0.0,1.0
Jaylinn Hawkins,#32,S,4.0,30,2.0,0.0,28.0,56.2,60.0,79.5,-,55.7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,100.0,22.0,11.0,3.0,14.0,0.0,0.0,0.0,112.5,0 (0),0.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0
Bud Dupree,#48,ED,16.0,725,273.0,433.0,19.0,56.0,65.4,35.8,51.3,48.6,38.0,8.0,2.0,28.0,1.0,17.0,14.0,10.0,24.4,16.0,2.0,1.0,1.0,100.0,11.0,11.0,17.0,11.0,0.0,0.0,0.0,112.5,1 (1),722.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,719.0
Tre Flowers,#33,CB,9.0,200,88.0,3.0,109.0,53.9,91.2,75.2,52.3,41.9,0.0,0.0,0.0,0.0,0.0,15.0,3.0,1.0,5.3,2.0,0.0,14.0,10.0,71.4,177.0,17.7,71.0,45.0,3.0,0.0,1.0,153.3,2 (0),4.0,12.0,1.0,8.0,174.0,0.0,0.0,0.0,4.0
Timmy Horne,#98,DI,3.0,57,28.0,29.0,0.0,52.5,56.9,70.2,60.2,-,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (1),57.0,0.0,0.0,0.0,0.0,9.0,47.0,1.0,0.0
Travis Bell,#74,DI,2.0,30,22.0,8.0,0.0,51.9,53.6,69.5,54.4,-,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),30.0,0.0,0.0,0.0,0.0,12.0,16.0,2.0,0.0
Mike Hughes,#21,CB,14.0,333,127.0,5.0,201.0,51.8,54.3,37.6,82.7,49.1,1.0,0.0,0.0,1.0,0.0,17.0,2.0,5.0,20.8,8.0,0.0,21.0,13.0,61.9,125.0,9.6,59.0,16.0,1.0,0.0,0.0,94.3,0 (0),7.0,28.0,2.0,235.0,60.0,0.0,0.0,0.0,7.0
Richie Grant,#27,S,17.0,945,380.0,39.0,526.0,51.5,62.5,57.7,76.6,42.4,11.0,3.0,3.0,5.0,0.0,71.0,26.0,16.0,14.2,21.0,2.0,51.0,36.0,70.6,532.0,14.8,176.0,61.0,5.0,1.0,4.0,128.9,2 (2),80.0,291.0,418.0,133.0,22.0,0.0,0.0,0.0,80.0
Troy Andersen,#44,LB,2.0,139,56.0,10.0,73.0,50.6,48.2,43.3,56.6,56.0,3.0,1.0,0.0,2.0,0.0,8.0,6.0,4.0,22.2,6.0,0.0,10.0,8.0,80.0,64.0,8.0,41.0,15.0,0.0,0.0,0.0,93.3,1 (0),2.0,118.0,0.0,16.0,3.0,0.0,0.0,0.0,2.0
Jeff Okudah,#01,CB,13.0,596,226.0,0.0,370.0,50.5,68.8,66.9,-,46.0,0.0,0.0,0.0,0.0,0.0,34.0,9.0,4.0,8.5,11.0,0.0,52.0,32.0,61.5,494.0,15.4,199.0,51.0,0.0,0.0,3.0,92.9,5 (1),3.0,66.0,1.0,18.0,508.0,0.0,0.0,0.0,3.0
Albert Huggins,#94,DI,13.0,317,160.0,156.0,1.0,47.8,47.0,75.8,52.3,59.4,4.0,0.0,2.0,2.0,0.0,12.0,11.0,0.0,0.0,7.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),317.0,0.0,0.0,0.0,0.0,99.0,216.0,2.0,0.0
