Player,JerseyNumber,Position,GamesPlayed,DefenseTotalSnaps,DefenseRunDefenseSnaps,DefensePassRushSnaps,DefenseCoverageSnaps,DefenseOverallGrade,DefenseRunDefenseGrade,DefenseTacklingGrade,DefensePassRushGrade,DefenseCoverageGrade,DefenseTotalPressures,DefenseSacks,DefenseHits,DefenseHurries,DefenseBattedPasses,DefenseTackles,DefenseAssists,DefenseMissedTackles,DefenseMissedTacklePercentage,DefenseStops,DefenseForcedFumbles,DefenseTargets,DefenseReceptionsAllowed,DefenseReceptionPercentageAllowed,DefenseYardsAllowed,DefenseYardsPerReceptionAllowed,DefenseYardsAfterCatchAllowed,DefenseLongestReceptionAllowed,DefenseTouchdownsAllowed,DefenseInterceptions,DefensePassBreakups,DefensePasserRatingAllowed,DefensePenalties,DefenseSnapsOnDefensiveLine,DefenseSnapsInTheBox,DefenseSnapsAtFreeSafety,DefenseSnapsInTheSlot,DefenseSnapsAtCorner,DefenseSnapsAtA-Gap,DefenseSnapsAtB-Gap,DefenseSnapsOverTackle,DefenseSnapsOutside
Jessie Bates III,#03,S,17.0,"1,134",476.0,15.0,643.0,90.6,89.8,84.7,59.2,90.2,4.0,0.0,1.0,3.0,0.0,99.0,35.0,12.0,8.2,29.0,3.0,38.0,24.0,63.2,297.0,12.4,84.0,33.0,3.0,6.0,4.0,74.0,1 (0),27.0,188.0,762.0,151.0,6.0,0.0,0.0,0.0,27.0
David Onyemata,#90,DI,14.0,594,243.0,348.0,3.0,83.3,77.1,58.0,72.8,68.1,34.0,5.0,11.0,18.0,1.0,33.0,10.0,5.0,10.4,28.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,1.0,0.0,4 (1),587.0,7.0,0.0,0.0,0.0,34.0,416.0,134.0,3.0
Calais Campbell,#93,ED,17.0,712,289.0,413.0,10.0,80.0,80.2,31.9,68.5,63.1,42.0,7.0,10.0,25.0,1.0,36.0,11.0,11.0,19.0,36.0,1.0,1.0,1.0,100.0,13.0,13.0,1.0,13.0,0.0,0.0,0.0,118.8,1 (0),695.0,12.0,0.0,5.0,0.0,24.0,60.0,164.0,447.0
Eli Ankou,#75,DI,1.0,9,4.0,5.0,0.0,77.3,68.1,65.9,67.8,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),9.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0
Andre Smith,#59,LB,5.0,113,65.0,3.0,45.0,77.1,75.2,62.7,68.3,67.5,0.0,0.0,0.0,0.0,0.0,14.0,2.0,2.0,11.1,6.0,1.0,7.0,4.0,57.1,33.0,8.3,12.0,12.0,0.0,0.0,1.0,69.3,0 (0),2.0,95.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0
Kaden Elliss,#55,LB,17.0,"1,082",448.0,101.0,533.0,75.4,79.0,79.3,73.3,64.8,26.0,4.0,2.0,20.0,1.0,93.0,23.0,9.0,7.2,47.0,0.0,59.0,47.0,79.7,304.0,6.5,200.0,20.0,0.0,0.0,1.0,88.1,2 (0),214.0,798.0,0.0,64.0,6.0,0.0,0.0,0.0,214.0
A.J. Terrell,#24,CB,17.0,"1,065",454.0,0.0,611.0,74.6,70.0,47.6,-,74.6,0.0,0.0,0.0,0.0,0.0,39.0,11.0,9.0,15.3,19.0,0.0,76.0,44.0,57.9,508.0,11.5,165.0,47.0,4.0,0.0,8.0,95.7,7 (0),1.0,62.0,0.0,30.0,972.0,0.0,0.0,0.0,1.0
Nate Landman,#53,LB,16.0,809,371.0,40.0,398.0,72.0,85.4,58.6,52.7,56.7,8.0,2.0,2.0,4.0,0.0,82.0,28.0,18.0,14.1,58.0,3.0,52.0,40.0,76.9,396.0,9.9,277.0,29.0,2.0,1.0,2.0,102.7,1 (0),34.0,718.0,1.0,55.0,1.0,0.0,0.0,0.0,34.0
Grady Jarrett,#97,DI,8.0,318,121.0,195.0,2.0,70.1,66.9,44.7,70.3,55.6,16.0,2.0,6.0,8.0,2.0,11.0,8.0,5.0,20.8,11.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (1),316.0,2.0,0.0,0.0,0.0,32.0,250.0,34.0,0.0
Dee Alford,#20,CB,13.0,571,220.0,14.0,337.0,70.0,62.8,57.5,49.5,72.8,2.0,0.0,0.0,2.0,0.0,36.0,6.0,7.0,14.3,17.0,0.0,61.0,43.0,70.5,433.0,10.1,238.0,36.0,3.0,0.0,5.0,106.8,3 (0),12.0,42.0,7.0,457.0,53.0,0.0,0.0,0.0,12.0
