Player,JerseyNumber,Position,GamesPlayed,PassingDropbacks,PassingAttempts,PassingCompletions,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingOverallGrade,PassingGrade,PassingRushingGrade,PassingFumbles,PassingBigTimeThrows,PassingBigTimeThrowPercentage,PassingTurnoverWorthyPlays,PassingTurnoverWorthyPlayPercentage,PassingAverageDepthOfTarget,PassingAdjustedCompletionPercentage,PassingDrops,PassingDropPercentage,PassingBattedPasses,PassingHitAsThrown,PassingThrowaways,PassingDepthPercentage,PassingSacks,PassingPressureToSackPercentage,PassingAverageTimeToThrow,PassingScrambles,PassingFirstDowns,PassingPasserRating,PassingPenalties
Drake London,#05,WR,1.0,1.0,1.0,1.0,100.0,22,22.0,0.0,0.0,78.9,69.5,-,81.4,0.0,0.0,0.0,0.0,12.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,118.8,1 (0)
Jonnu Smith,#81,TE,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,59.1,56.3,56.9,37.5,0.0,0.0,0.0,0.0,9.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,3.3,0.0,0.0,39.6,5 (2)
Desmond Ridder,#09,QB,15.0,439.0,388.0,249.0,64.2,"2,836",7.3,12.0,12.0,51.9,53.2,48.8,27.6,13.0,3.2,26.0,5.6,8.5,72.7,15.0,5.7,8.0,0.0,15.0,139.0,31.0,22.3,2.68,19.0,146.0,83.4,5 (0)
Taylor Heinicke,#04,QB,5.0,157.0,136.0,74.0,54.4,890,6.5,5.0,4.0,52.5,48.5,70.7,67.2,4.0,2.9,9.0,5.6,8.6,64.5,4.0,5.1,2.0,2.0,9.0,44.0,8.0,18.2,2.99,13.0,46.0,74.7,0 (0)
Logan Woodside,#11,QB,1.0,6.0,4.0,3.0,75.0,27,6.8,0.0,1.0,24.8,24.9,58.3,68.9,0.0,0.0,1.0,16.7,2.0,75.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,2.55,1.0,3.0,53.1,0 (0)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
