Player,JerseyNumber,Position,GamesPlayed,SpecialTeamsTotalSnaps,SpecialTeamsKickReturnSnaps,SpecialTeamsKickCoverageSnaps,SpecialTeamsPuntReturnSnaps,SpecialTeamsPuntCoverageSnaps,SpecialTeamsFieldGoalBlockSnaps,SpecialTeamsFieldGoalKickSnaps,SpecialTeamsOverallGrade,SpecialTeamsKickoffGrade,SpecialTeamsPuntGrade,SpecialTeamsFieldGoalGrade,SpecialTeamsPenalties,SpecialTeamsTackles,SpecialTeamsAssists,SpecialTeamsMissedTackles,Team
Bradley Pinion,#13,P,17.0,220.0,0.0,79.0,0.0,75.0,0.0,66.0,63.4,84.1,88.3,-,0 (0),0.0,0.0,1.0,atlanta-falcons
Younghoe Koo,#06,K,17.0,66.0,0.0,0.0,0.0,0.0,0.0,66.0,60.4,-,-,68.8,0 (0),0.0,0.0,0.0,atlanta-falcons
Liam McCullough,#49,LS,17.0,141.0,0.0,0.0,0.0,75.0,0.0,66.0,61.8,-,-,-,1 (0),2.0,0.0,1.0,atlanta-falcons
