Player,JerseyNumber,Position,GamesPlayed,OffenseTotalSnaps,OffensePassingSnaps,OffensePassBlockingSnaps,OffenseRushingSnaps,OffenseRunBlockingSnaps,OffenseOverallGrade,OffensePassingGrade,OffensePassBlockingGrade,OffenseRushingGrade,OffenseRunBlockingGrade,OffensePenalties
Justin Jefferson,#18,WR,10.0,549.0,391.0,0.0,1.0,157.0,91.1,91.2,-,57.2,56.8,1 (1)
Nick Muse,#34,TE,1.0,2.0,1.0,0.0,0.0,1.0,89.2,90.4,-,-,60.0,0 (0)
Kirk Cousins,#08,QB,8.0,513.0,354.0,0.0,11.0,148.0,86.1,85.1,-,64.8,60.0,6 (0)
Christian Darrisaw,#71,T,15.0,982.0,0.0,650.0,0.0,332.0,82.4,-,85.3,-,73.9,7 (2)
T.J. Hockenson,#87,TE,15.0,790.0,537.0,26.0,0.0,227.0,78.8,82.4,65.6,-,56.1,3 (0)
Ty Chandler,#32,HB,14.0,308.0,131.0,62.0,104.0,11.0,76.3,72.9,49.3,77.2,59.5,0 (0)
Josh Oliver,#84,TE,17.0,467.0,154.0,70.0,0.0,243.0,75.1,67.9,57.6,-,73.9,4 (1)
Brian O'Neill,#75,T,14.0,884.0,0.0,590.0,0.0,294.0,74.5,-,73.4,-,71.7,8 (1)
Ezra Cleveland,#72,G,6.0,372.0,0.0,265.0,0.0,107.0,73.8,-,72.3,-,72.8,2 (0)
Joshua Dobbs,#15,QB,5.0,319.0,200.0,0.0,8.0,111.0,71.3,68.8,-,68.2,60.5,3 (1)
Johnny Mundt,#86,TE,17.0,225.0,121.0,10.0,0.0,94.0,70.8,72.5,56.1,-,63.8,1 (0)
Cam Akers,#31,HB,6.0,111.0,50.0,17.0,39.0,5.0,69.5,77.4,70.6,65.5,71.3,0 (0)
Jordan Addison,#03,WR,17.0,921.0,642.0,0.0,1.0,278.0,68.6,69.7,-,56.6,45.9,1 (1)
David Quessenberry,#76,T,6.0,331.0,0.0,231.0,0.0,100.0,64.8,-,68.3,-,57.2,1 (0)
Austin Schlottmann,#65,C,6.0,249.0,0.0,178.0,0.0,71.0,62.6,-,72.3,-,59.4,1 (0)
Alexander Mattison,#02,HB,16.0,580.0,294.0,82.0,186.0,18.0,61.8,41.2,49.5,70.2,43.6,0 (0)
Brandon Powell,#04,WR,15.0,406.0,300.0,5.0,5.0,96.0,61.7,63.6,76.7,58.0,42.1,3 (1)
Garrett Bradbury,#56,C,14.0,874.0,0.0,578.0,0.0,296.0,60.9,-,56.8,-,65.5,5 (1)
Jaren Hall,#16,QB,3.0,46.0,27.0,0.0,3.0,16.0,60.3,64.4,-,49.7,60.0,0 (0)
Jay Ward,#20,S,2.0,2.0,0.0,0.0,0.0,2.0,60.0,-,-,-,60.0,0 (0)
Ryan Wright,#14,P,2.0,2.0,0.0,0.0,0.0,2.0,60.0,-,-,-,60.0,0 (0)
Theo Jackson,#25,S,1.0,1.0,0.0,0.0,0.0,1.0,60.0,-,-,-,60.0,0 (0)
Pat Jones II,#91,ED,2.0,2.0,0.0,0.0,0.0,2.0,60.0,-,-,-,60.0,0 (0)
Josh Metellus,#44,S,1.0,1.0,0.0,0.0,0.0,1.0,60.0,-,-,-,60.0,0 (0)
Troy Dye,#45,LB,2.0,2.0,0.0,0.0,0.0,2.0,60.0,-,-,-,60.0,0 (0)
Nick Vigil,#59,LB,1.0,1.0,0.0,0.0,0.0,1.0,60.0,-,-,-,60.0,0 (0)
Chris Reed,#62,G,1.0,2.0,0.0,2.0,0.0,0.0,60.0,-,72.3,-,-,0 (0)
Andrew DePaola,#42,LS,2.0,2.0,0.0,0.0,0.0,2.0,60.0,-,-,-,60.0,0 (0)
Ed Ingram,#67,G,15.0,958.0,0.0,640.0,0.0,318.0,59.5,-,60.9,-,59.1,7 (1)
NaJee Thompson,#11,CB,2.0,2.0,0.0,0.0,0.0,2.0,59.2,-,-,-,60.0,0 (0)
Nick Mullens,#12,QB,5.0,243.0,173.0,0.0,5.0,65.0,57.7,59.5,-,59.9,60.3,5 (0)
C.J. Ham,#30,FB,17.0,219.0,97.0,57.0,1.0,64.0,57.6,43.8,74.8,62.9,59.5,0 (0)
Lucky Jackson,#81,WR,3.0,3.0,2.0,0.0,0.0,1.0,57.5,58.6,-,-,60.0,0 (0)
Dalton Risner,#66,G,12.0,745.0,0.0,485.0,0.0,260.0,57.1,-,67.4,-,50.0,3 (1)
Kene Nwangwu,#26,HB,3.0,13.0,5.0,3.0,5.0,0.0,56.1,55.6,78.9,55.5,-,0 (0)
N'Keal Harry,#13,WR,8.0,23.0,8.0,0.0,0.0,15.0,55.6,55.5,-,-,57.4,0 (0)
Blake Brandel,#64,G,3.0,163.0,0.0,114.0,0.0,49.0,55.1,-,52.2,-,63.8,2 (0)
Trishton Jackson,#09,WR,6.0,80.0,53.0,0.0,0.0,27.0,54.7,54.3,-,-,60.8,0 (0)
K.J. Osborn,#17,WR,16.0,821.0,592.0,2.0,0.0,227.0,53.9,54.3,73.6,-,51.7,2 (0)
Olisaemeka Udoh,#74,T,2.0,45.0,0.0,37.0,0.0,8.0,52.4,-,49.8,-,50.5,0 (0)
Jalen Nailor,#83,WR,5.0,94.0,58.0,0.0,0.0,36.0,51.2,50.8,-,-,59.3,0 (0)
