Player,JerseyNumber,Position,GamesPlayed,RushingTotalSnaps,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,RushingFumbles,RushingOverallGrade,RushingGrade,RushingFumbles.1,RushingRunBlockingGrade,RushingYardsAfterContact,RushingYardsAfterContactPerAttempt,RushingMissedTacklesForced,RushingLongestRush,Rushing10PlusYardRuns,RushingYardsInZoneScheme,RushingYardsInGapScheme,RushingScrambles,RushingScrambleYards,RushingDesignedYards,Rushing15PlusYardRuns,RushingBreakawayYards,RushingBreakawayPercentage,RushingFirstDowns,RushingPenalties,RushingReceivingGrade,RushingPassBlockingGrade,RushingTargets,RushingReceptions,RushingReceivingYards,RushingReceivingSnaps,RushingYardsPerRouteRun,RushingDrops,RushingElusiveRating
Ty Chandler,#32,HB,14.0,115.0,102.0,461.0,4.5,3.0,0.0,76.3,77.2,89.0,59.5,292.0,2.86,14.0,31.0,9.0,49.0,48.0,0.0,0.0,461.0,5.0,119.0,25.8,20.0,0 (0),72.9,49.3,24.0,21.0,159,122.0,1.3,0.0,44.2
Alexander Mattison,#02,HB,16.0,204.0,180.0,700.0,3.9,0.0,3.0,61.8,70.2,52.5,43.6,496.0,2.76,37.0,21.0,17.0,117.0,61.0,0.0,0.0,700.0,7.0,118.0,16.9,28.0,0 (0),41.2,49.5,42.0,30.0,192,278.0,0.69,6.0,52.5
Joshua Dobbs,#15,QB,5.0,119.0,30.0,163.0,5.4,3.0,6.0,71.3,68.2,54.3,60.5,128.0,4.27,11.0,22.0,8.0,2.0,2.0,22.0,149.0,14.0,0.0,0.0,0.0,12.0,3 (1),58.9,-,0.0,0.0,0,1.0,0.0,0.0,43.8
Cam Akers,#31,HB,6.0,44.0,38.0,138.0,3.6,1.0,0.0,69.5,65.5,82.2,71.3,104.0,2.74,4.0,19.0,3.0,22.0,14.0,0.0,0.0,138.0,1.0,19.0,13.8,8.0,0 (0),77.4,70.6,12.0,11.0,70,44.0,1.59,0.0,33.5
Kirk Cousins,#08,QB,8.0,159.0,14.0,25.0,1.8,0.0,7.0,86.1,64.8,46.2,60.0,8.0,0.57,0.0,10.0,1.0,0.0,1.0,3.0,21.0,4.0,0.0,0.0,0.0,6.0,6 (0),60.0,-,0.0,0.0,0,0.0,,0.0,0.0
C.J. Ham,#30,FB,17.0,65.0,1.0,7.0,7.0,0.0,0.0,57.6,62.9,70.3,59.5,4.0,4.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0 (0),43.8,74.8,10.0,7.0,25,90.0,0.28,1.0,150.0
Nick Mullens,#12,QB,5.0,70.0,10.0,25.0,2.5,0.0,2.0,57.7,59.9,49.7,60.3,5.0,0.5,0.0,6.0,0.0,0.0,0.0,5.0,20.0,5.0,0.0,0.0,0.0,4.0,5 (0),58.9,-,0.0,0.0,0,1.0,0.0,0.0,0.0
Brandon Powell,#04,WR,15.0,101.0,5.0,17.0,3.4,0.0,0.0,61.7,58.0,64.2,42.1,14.0,2.8,0.0,9.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,3 (1),63.6,76.7,43.0,29.0,324,287.0,1.13,3.0,24.7
Justin Jefferson,#18,WR,10.0,158.0,1.0,-12.0,-12.0,0.0,1.0,91.1,57.2,48.1,56.8,-2.0,-2.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,1 (1),91.2,-,98.0,68.0,"1,074",369.0,2.91,2.0,-29.0
Jordan Addison,#03,WR,17.0,279.0,1.0,2.0,2.0,0.0,0.0,68.6,56.6,81.4,45.9,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1 (1),69.7,-,104.0,70.0,911,606.0,1.5,3.0,7.0
Kene Nwangwu,#26,HB,3.0,5.0,5.0,13.0,2.6,0.0,0.0,56.1,55.5,79.6,-,8.0,1.6,0.0,8.0,0.0,3.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0 (0),55.6,78.9,0.0,0.0,0,5.0,0.0,0.0,0.0
Jaren Hall,#16,QB,3.0,19.0,6.0,14.0,2.3,0.0,2.0,60.3,49.7,77.2,60.0,4.0,0.67,0.0,8.0,0.0,0.0,0.0,3.0,16.0,-2.0,0.0,0.0,0.0,0.0,0 (0),-,-,0.0,0.0,0,0.0,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
