Player,JerseyNumber,Position,GamesPlayed,PassingDropbacks,PassingAttempts,PassingCompletions,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingOverallGrade,PassingGrade,PassingRushingGrade,PassingFumbles,PassingBigTimeThrows,PassingBigTimeThrowPercentage,PassingTurnoverWorthyPlays,PassingTurnoverWorthyPlayPercentage,PassingAverageDepthOfTarget,PassingAdjustedCompletionPercentage,PassingDrops,PassingDropPercentage,PassingBattedPasses,PassingHitAsThrown,PassingThrowaways,PassingDepthPercentage,PassingSacks,PassingPressureToSackPercentage,PassingAverageTimeToThrow,PassingScrambles,PassingFirstDowns,PassingPasserRating,PassingPenalties
Kirk Cousins,#08,QB,8.0,331.0,311.0,216.0,69.5,"2,331",7.5,18.0,5.0,86.1,85.1,64.8,46.2,10.0,3.0,8.0,2.3,7.7,80.5,20.0,8.5,1.0,7.0,8.0,108.0,17.0,15.7,2.69,3.0,112.0,103.8,6 (0)
Joshua Dobbs,#15,QB,5.0,186.0,151.0,95.0,62.9,895,5.9,5.0,5.0,71.3,68.8,68.2,54.3,6.0,3.7,9.0,4.5,7.4,73.6,8.0,7.8,1.0,2.0,8.0,77.0,13.0,16.9,3.51,22.0,53.0,76.4,3 (1)
Jaren Hall,#16,QB,3.0,27.0,20.0,13.0,65.0,168,8.4,0.0,1.0,60.3,64.4,49.7,77.2,0.0,0.0,0.0,0.0,6.8,68.4,0.0,0.0,0.0,0.0,1.0,13.0,4.0,30.8,3.23,3.0,7.0,70.4,0 (0)
Nick Mullens,#12,QB,5.0,165.0,148.0,100.0,67.6,"1,306",8.8,7.0,8.0,57.7,59.5,59.9,49.7,8.0,5.2,12.0,7.0,10.5,74.5,2.0,2.0,2.0,4.0,4.0,67.0,12.0,17.9,2.92,5.0,59.0,88.4,5 (0)
Justin Jefferson,#18,WR,1.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,91.1,49.2,57.2,48.1,0.0,0.0,0.0,0.0,22.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,3.5,0.0,0.0,39.6,1 (1)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
