Player,JerseyNumber,Position,GamesPlayed,KickReturnsTotal,KickReturnsTotalGrade,KickoffReturnsTotal,KickoffReturnsTotalYards,KickoffReturnsTotalYards.1,KickoffReturnsLongestReturn,KickoffReturnsYardsPerAttempt,KickoffReturnsTouchdowns,KickoffReturnsFairCatches,KickoffReturnsMuffed,PuntReturnsTotal,PuntReturnsTotalReturns,PuntReturnsTotalYards,PuntReturnsTotalFairCatches,PuntReturnsTotalLongestReturn,PuntReturnsTotalYardsPerAttempt,PuntReturnsTotalTouchdowns,PuntReturnsTotalMuffed
Kene Nwangwu,#26,HB,9.0,69.3,15.0,68.4,15.0,380.0,47.0,25.3,0.0,1.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Ty Chandler,#32,HB,17.0,68.4,4.0,67.6,4.0,97.0,33.0,24.3,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Brandon Powell,#04,WR,17.0,63.2,36.0,-,0.0,0.0,0.0,,0.0,0.0,0.0,64.3,36.0,289.0,15.0,25.0,8.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,
