Player,JerseyNumber,Position,GamesPlayed,SpecialTeamsTotalSnaps,SpecialTeamsKickReturnSnaps,SpecialTeamsKickCoverageSnaps,SpecialTeamsPuntReturnSnaps,SpecialTeamsPuntCoverageSnaps,SpecialTeamsFieldGoalBlockSnaps,SpecialTeamsFieldGoalKickSnaps,SpecialTeamsOverallGrade,SpecialTeamsKickoffGrade,SpecialTeamsPuntGrade,SpecialTeamsFieldGoalGrade,SpecialTeamsPenalties,SpecialTeamsTackles,SpecialTeamsAssists,SpecialTeamsMissedTackles,Team
Wil Lutz,#16,K,17.0,147.0,0.0,81.0,0.0,0.0,0.0,66.0,60.9,90.4,-,62.3,0 (0),0.0,0.0,0.0,denver-broncos
Riley Dixon,#09,P,17.0,148.0,0.0,1.0,0.0,81.0,0.0,66.0,63.5,60.0,69.2,-,0 (0),0.0,0.0,0.0,denver-broncos
Mitchell Fraboni,#48,LS,17.0,147.0,0.0,0.0,0.0,81.0,0.0,66.0,90.7,-,-,-,0 (0),4.0,2.0,1.0,denver-broncos
