Player,JerseyNumber,Position,GamesPlayed,RushingTotalSnaps,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,RushingFumbles,RushingOverallGrade,RushingGrade,RushingFumbles.1,RushingRunBlockingGrade,RushingYardsAfterContact,RushingYardsAfterContactPerAttempt,RushingMissedTacklesForced,RushingLongestRush,Rushing10PlusYardRuns,RushingYardsInZoneScheme,RushingYardsInGapScheme,RushingScrambles,RushingScrambleYards,RushingDesignedYards,Rushing15PlusYardRuns,RushingBreakawayYards,RushingBreakawayPercentage,RushingFirstDowns,RushingPenalties,RushingReceivingGrade,RushingPassBlockingGrade,RushingTargets,RushingReceptions,RushingReceivingYards,RushingReceivingSnaps,RushingYardsPerRouteRun,RushingDrops,RushingElusiveRating
Jaleel McLaughlin,#38,HB,17.0,85.0,76.0,410.0,5.4,1.0,0.0,86.2,82.8,87.0,60.0,257.0,3.38,20.0,38.0,12.0,54.0,17.0,0.0,0.0,410.0,4.0,113.0,27.6,16.0,0 (0),85.2,34.6,36.0,31.0,160.0,98.0,1.63,0.0,113.8
Russell Wilson,#03,QB,15.0,370.0,80.0,341.0,4.3,3.0,10.0,77.5,80.3,28.9,60.0,122.0,1.53,6.0,21.0,13.0,8.0,0.0,36.0,265.0,76.0,1.0,19.0,5.6,38.0,2 (0),-,-,0.0,0.0,0.0,0.0,,0.0,0.0
Michael Burton,#20,FB,17.0,113.0,7.0,9.0,1.3,0.0,0.0,64.2,75.2,73.7,61.9,7.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,2 (1),49.7,84.0,3.0,3.0,8.0,49.0,0.16,0.0,0.0
Samaje Perine,#25,HB,17.0,73.0,53.0,238.0,4.5,1.0,3.0,71.3,72.5,61.8,59.3,155.0,2.92,6.0,24.0,6.0,24.0,27.0,0.0,0.0,238.0,2.0,39.0,16.4,14.0,0 (0),81.0,31.1,53.0,50.0,455.0,218.0,2.09,1.0,71.0
Javonte Williams,#33,HB,16.0,264.0,217.0,774.0,3.6,3.0,1.0,63.3,64.9,83.3,57.6,588.0,2.71,34.0,21.0,21.0,106.0,104.0,0.0,0.0,774.0,12.0,197.0,25.5,42.0,1 (0),61.9,27.8,55.0,47.0,228.0,170.0,1.34,4.0,40.0
Marvin Mims Jr.,#19,WR,16.0,120.0,9.0,30.0,3.3,0.0,0.0,63.1,52.1,62.8,55.5,34.0,3.78,2.0,11.0,2.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,2.0,1 (0),64.6,-,32.0,22.0,377.0,245.0,1.54,1.0,73.1
Jarrett Stidham,#04,QB,3.0,53.0,9.0,8.0,0.9,0.0,1.0,55.5,45.0,51.9,60.3,13.0,1.44,1.0,4.0,0.0,0.0,1.0,3.0,9.0,-1.0,0.0,0.0,0.0,1.0,1 (0),-,-,0.0,0.0,0.0,0.0,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
