Player,JerseyNumber,Position,GamesPlayed,DefenseTotalSnaps,DefenseRunDefenseSnaps,DefensePassRushSnaps,DefenseCoverageSnaps,DefenseOverallGrade,DefenseRunDefenseGrade,DefenseTacklingGrade,DefensePassRushGrade,DefenseCoverageGrade,DefenseTotalPressures,DefenseSacks,DefenseHits,DefenseHurries,DefenseBattedPasses,DefenseTackles,DefenseAssists,DefenseMissedTackles,DefenseMissedTacklePercentage,DefenseStops,DefenseForcedFumbles,DefenseTargets,DefenseReceptionsAllowed,DefenseReceptionPercentageAllowed,DefenseYardsAllowed,DefenseYardsPerReceptionAllowed,DefenseYardsAfterCatchAllowed,DefenseLongestReceptionAllowed,DefenseTouchdownsAllowed,DefenseInterceptions,DefensePassBreakups,DefensePasserRatingAllowed,DefensePenalties,DefenseSnapsOnDefensiveLine,DefenseSnapsInTheBox,DefenseSnapsAtFreeSafety,DefenseSnapsInTheSlot,DefenseSnapsAtCorner,DefenseSnapsAtA-Gap,DefenseSnapsAtB-Gap,DefenseSnapsOverTackle,DefenseSnapsOutside,Team
Mike Purcell,#98,DI,16.0,463,249.0,208.0,6.0,49.8,50.4,28.8,57.8,45.2,8.0,0.0,5.0,3.0,3.0,16.0,11.0,6.0,18.2,12.0,0.0,1.0,1.0,100.0,5.0,5.0,-2.0,5.0,0.0,0.0,0.0,87.5,2 (1),459.0,2.0,0.0,0.0,0.0,369.0,89.0,1.0,0.0,denver-broncos
Alex Singleton,#49,LB,17.0,"1,089",433.0,83.0,573.0,61.2,78.2,48.4,75.9,42.9,13.0,2.0,4.0,7.0,0.0,122.0,55.0,29.0,14.1,59.0,0.0,95.0,78.0,82.1,672.0,8.6,471.0,39.0,5.0,0.0,4.0,113.7,2 (0),19.0,980.0,2.0,84.0,4.0,0.0,0.0,0.0,19.0,denver-broncos
Justin Simmons,#31,S,15.0,985,378.0,10.0,597.0,67.9,77.6,72.1,71.3,63.4,1.0,1.0,0.0,0.0,0.0,59.0,8.0,9.0,11.8,16.0,2.0,36.0,23.0,63.9,324.0,14.1,95.0,59.0,3.0,3.0,5.0,85.9,1 (0),13.0,230.0,594.0,144.0,3.0,0.0,0.0,0.0,13.0,denver-broncos
D.J. Jones,#93,DI,16.0,568,236.0,330.0,2.0,56.2,49.0,27.2,58.5,76.2,18.0,2.0,2.0,14.0,0.0,35.0,7.0,13.0,23.6,26.0,3.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),566.0,2.0,0.0,0.0,0.0,95.0,419.0,49.0,3.0,denver-broncos
Fabian Moreau,#23,CB,15.0,739,272.0,2.0,465.0,62.4,55.5,64.6,54.6,62.9,0.0,0.0,0.0,0.0,0.0,40.0,6.0,5.0,9.8,11.0,0.0,57.0,38.0,66.7,506.0,13.3,155.0,57.0,0.0,1.0,5.0,87.3,5 (0),2.0,62.0,2.0,33.0,640.0,0.0,0.0,0.0,2.0,denver-broncos
Tyler Lancaster,#96,DI,3.0,42,21.0,20.0,1.0,29.8,29.7,66.8,51.5,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),42.0,0.0,0.0,0.0,0.0,12.0,22.0,6.0,2.0,denver-broncos
Tremon Smith,#01,CB,3.0,4,3.0,0.0,1.0,69.8,60.0,-,-,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,denver-broncos
Ben Niemann,#57,LB,1.0,1,1.0,0.0,0.0,60.0,60.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,denver-broncos
Josey Jewell,#47,LB,16.0,796,320.0,72.0,404.0,67.2,63.1,75.5,71.6,64.2,12.0,3.0,1.0,8.0,0.0,67.0,33.0,9.0,8.3,33.0,2.0,41.0,35.0,85.4,352.0,10.1,226.0,37.0,1.0,0.0,3.0,110.6,1 (0),6.0,729.0,0.0,59.0,1.0,0.0,0.0,0.0,6.0,denver-broncos
Dallin Leavitt,#06,S,3.0,9.0,2.0,0.0,7.0,65.4,60.0,77.3,-,63.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,green-bay-packers
Jonathan Harris,#92,DI,17.0,529,232.0,295.0,2.0,52.0,52.8,58.2,51.3,60.5,13.0,1.0,2.0,10.0,0.0,30.0,13.0,2.0,4.4,21.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),528.0,0.0,0.0,0.0,0.0,1.0,311.0,194.0,22.0,denver-broncos
P.J. Locke,#06,S,12.0,538,193.0,11.0,334.0,64.0,74.8,59.1,93.3,55.2,3.0,3.0,0.0,0.0,0.0,30.0,19.0,8.0,14.0,12.0,2.0,25.0,15.0,60.0,202.0,13.5,88.0,28.0,2.0,1.0,4.0,95.8,2 (0),7.0,132.0,317.0,79.0,3.0,0.0,0.0,0.0,7.0,denver-broncos
Zach Allen,#99,DI,17.0,913,349.0,560.0,4.0,71.9,66.6,42.5,68.8,63.4,60.0,7.0,15.0,38.0,1.0,38.0,17.0,7.0,11.3,36.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,2 (0),909.0,2.0,0.0,0.0,0.0,15.0,282.0,489.0,123.0,denver-broncos
Justin Strnad,#40,LB,3.0,3,3.0,0.0,0.0,60.0,60.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,denver-broncos
Caden Sterns,#30,S,1.0,2,1.0,0.0,1.0,62.5,60.0,-,-,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,denver-broncos
Jonathon Cooper,#00,ED,17.0,836,333.0,421.0,82.0,65.2,65.7,61.9,71.0,36.0,55.0,9.0,6.0,40.0,1.0,44.0,18.0,9.0,12.7,32.0,1.0,13.0,12.0,92.3,125.0,10.4,72.0,24.0,0.0,1.0,0.0,74.7,3 (0),821.0,9.0,0.0,4.0,1.0,0.0,2.0,0.0,819.0,denver-broncos
Ronnie Perkins,#51,ED,7.0,149,65.0,65.0,19.0,38.9,40.3,29.2,52.4,44.8,5.0,0.0,1.0,4.0,0.0,10.0,3.0,4.0,23.5,4.0,0.0,5.0,5.0,100.0,21.0,4.2,33.0,9.0,0.0,0.0,0.0,84.2,1 (0),146.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,146.0,denver-broncos
Baron Browning,#56,ED,10.0,445,164.0,246.0,35.0,74.5,80.7,53.8,74.7,46.4,35.0,5.0,5.0,25.0,2.0,18.0,3.0,4.0,16.0,16.0,2.0,6.0,3.0,50.0,18.0,6.0,9.0,13.0,0.0,0.0,0.0,56.3,4 (0),439.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,439.0,denver-broncos
Elijah Garcia,#95,DI,3.0,31,17.0,14.0,0.0,44.4,37.7,69.2,67.7,-,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),31.0,0.0,0.0,0.0,0.0,1.0,19.0,11.0,0.0,denver-broncos
Nik Bonitto,#42,ED,15.0,524,198.0,276.0,50.0,64.0,53.9,28.1,69.5,56.4,47.0,9.0,12.0,26.0,0.0,19.0,4.0,12.0,34.3,21.0,1.0,4.0,2.0,50.0,29.0,14.5,30.0,22.0,0.0,0.0,0.0,74.0,1 (0),510.0,11.0,0.0,2.0,1.0,0.0,0.0,0.0,510.0,denver-broncos
Delarrin Turner-Yell,#32,S,10.0,212,104.0,3.0,105.0,40.9,33.1,46.0,81.8,48.3,2.0,0.0,1.0,1.0,0.0,21.0,7.0,7.0,20.0,3.0,0.0,6.0,5.0,83.3,115.0,23.0,52.0,54.0,1.0,0.0,1.0,158.3,0 (0),3.0,44.0,147.0,15.0,1.0,0.0,0.0,0.0,3.0,denver-broncos
Matt Henningsen,#91,DI,17.0,226,114.0,112.0,0.0,46.6,46.1,29.6,54.2,58.9,4.0,0.0,1.0,3.0,2.0,15.0,3.0,5.0,21.7,9.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0 (0),224.0,0.0,0.0,0.0,0.0,13.0,120.0,76.0,15.0,denver-broncos
Ja'Quan McMillian,#29,CB,15.0,669,209.0,21.0,439.0,68.4,84.9,55.0,67.7,62.1,8.0,2.0,1.0,5.0,0.0,42.0,9.0,11.0,17.7,24.0,2.0,67.0,41.0,61.2,469.0,11.4,258.0,41.0,8.0,2.0,2.0,109.4,2 (1),5.0,41.0,0.0,605.0,17.0,0.0,0.0,0.0,5.0,denver-broncos
Damarri Mathis,#27,CB,12.0,440,184.0,3.0,253.0,35.2,34.2,29.5,53.4,36.7,0.0,0.0,0.0,0.0,0.0,26.0,6.0,11.0,25.6,5.0,0.0,40.0,29.0,72.5,385.0,13.3,70.0,32.0,4.0,0.0,1.0,135.9,4 (2),0.0,39.0,0.0,12.0,387.0,0.0,0.0,0.0,0.0,denver-broncos
Riley Moss,#37,CB,8.0,25,3.0,1.0,21.0,66.5,60.0,84.2,59.1,65.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,39.6,0 (0),0.0,8.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,denver-broncos
Thomas Incoom,#59,ED,4.0,20,11.0,9.0,0.0,31.2,48.6,27.7,51.5,-,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,1 (1),20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,denver-broncos
Drew Sanders,#41,LB,15.0,260,113.0,73.0,74.0,37.2,46.0,30.0,52.3,37.0,5.0,0.0,0.0,5.0,0.0,13.0,9.0,7.0,24.1,9.0,0.0,13.0,11.0,84.6,134.0,12.2,122.0,29.0,1.0,0.0,0.0,135.3,1 (0),126.0,110.0,0.0,19.0,3.0,0.0,0.0,0.0,126.0,denver-broncos
