player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,year
Leonard Davis,774,T,ARZ,16,100.0,0,1,75.1,79.0,74.3,5,24,590,100.0,100.0,96.7,11,34,5,1036,0,0,1036,1036,623,623,0,0,413,0,2006
Reggie Wells,1482,T,ARZ,16,100.0,2,1,52.4,59.1,51.5,13,26,590,100.0,100.0,96.0,12,43,4,1036,0,396,0,1036,623,623,0,640,413,0,2006
Milford Brown,1222,G,ARZ,13,100.0,0,1,59.0,59.1,59.0,8,20,449,100.0,100.0,96.2,1,31,3,793,0,480,0,793,479,479,313,0,314,0,2006
Nick Leckey,1885,C,ARZ,11,100.0,1,1,75.0,87.4,70.0,0,6,404,100.0,100.0,99.0,3,7,1,712,712,0,0,712,426,426,0,0,286,0,2006
Deuce Lutui,2986,G,ARZ,10,100.0,0,1,57.8,70.4,53.8,4,12,331,100.0,100.0,97.3,2,17,1,584,0,0,0,584,353,353,584,0,231,0,2006
Anquan Boldin,1369,WR,ARZ,16,37.8,0,1,82.6,,68.0,0,0,0,0.0,0.0,,5,0,0,377,0,0,0,998,0,618,0,0,377,1,2006
Chris Liwienski,414,G,ARZ,6,100.0,0,1,54.4,60.2,53.0,3,11,217,100.0,100.0,96.3,4,15,1,371,0,160,0,371,224,224,139,72,147,0,2006
Oliver Ross,396,T,ARZ,9,100.0,2,1,65.8,66.8,60.2,0,8,183,100.0,100.0,95.6,2,12,4,332,0,0,0,332,190,190,0,324,142,8,2006
Alex Stepanovich,1821,C,ARZ,5,100.0,0,1,59.1,78.8,54.6,2,2,186,100.0,100.0,98.9,1,4,0,324,324,0,0,324,197,197,0,0,127,0,2006
Larry Fitzgerald,1724,WR,ARZ,13,39.2,1,1,84.2,,78.6,0,0,0,0.0,0.0,,3,0,0,296,0,0,0,755,0,459,0,0,296,5,2006
Leonard Pope,3017,TE,ARZ,16,61.3,0,1,58.3,46.4,65.8,1,3,44,20.7,21.0,95.5,5,4,0,280,0,0,0,457,47,224,0,0,233,448,2006
Matt Leinart,2955,QB,ARZ,12,37.3,0,1,58.0,,60.0,0,0,0,0.0,0.0,,3,0,0,261,0,0,0,699,0,429,0,0,261,0,2006
Fred Wakefield,999,TE,ARZ,16,91.4,0,1,68.1,56.9,64.0,2,2,49,71.0,69.9,91.8,1,6,2,243,0,0,0,266,51,73,0,0,192,265,2006
Bryant Johnson,1333,WR,ARZ,16,29.9,2,1,65.1,,58.2,0,0,0,0.0,0.0,,3,0,0,222,0,0,0,743,0,520,0,0,222,4,2006
Adam Bergen,2494,TE,ARZ,14,45.9,0,1,41.3,40.9,54.4,0,4,38,15.1,15.1,94.7,1,4,0,191,0,0,0,416,40,265,0,0,151,333,2006
Obafemi Ayanbadejo,297,FB,ARZ,14,57.7,0,1,55.7,57.2,56.1,0,5,47,34.3,35.2,94.7,0,5,0,138,0,0,0,239,50,142,0,0,88,3,2006
Kurt Warner,112,QB,ARZ,6,39.8,0,1,42.4,60.9,60.0,0,0,1,0.5,0.5,100.0,3,0,0,134,0,0,0,337,1,194,0,0,133,0,2006
Edgerrin James,439,HB,ARZ,16,13.9,0,1,49.6,81.1,57.8,0,3,90,22.6,22.5,96.1,0,5,2,109,0,0,0,782,94,418,0,0,15,0,2006
Troy Walters,682,WR,ARZ,15,19.4,0,1,59.6,,67.7,0,0,0,0.0,0.0,,0,0,0,56,0,0,0,289,0,233,0,0,56,0,2006
Marcel Shipp,987,HB,ARZ,12,26.4,0,1,48.2,23.2,57.6,0,1,9,17.0,19.0,83.3,0,2,1,23,0,0,0,87,11,58,0,0,12,0,2006
A.J. Schable,3498,FB,ARZ,5,88.9,0,1,63.5,74.6,62.3,0,0,2,50.0,50.0,100.0,0,0,0,16,0,0,0,18,2,4,0,0,14,2,2006
J.J. Arrington,2261,HB,ARZ,12,16.9,0,1,49.9,51.3,60.0,0,0,10,22.2,20.0,100.0,0,0,0,11,0,0,0,65,10,50,0,0,1,0,2006
Micheal Spurlock,3517,WR,ARZ,1,16.7,0,1,77.1,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,12,0,10,0,0,2,0,2006
John Bronson,2506,FB,ARZ,1,50.0,0,1,96.0,,60.0,0,0,0,0.0,0.0,,0,0,0,1,0,0,0,2,0,1,0,0,1,1,2006
Reggie Wells,1482,G,ARZ,16,100.0,0,1,64.5,77.7,61.7,11,14,619,100.0,100.0,97.8,6,26,1,1052,0,1011,0,1052,652,652,0,41,400,0,2007
Mike Gandy,834,T,ARZ,16,100.0,1,1,72.8,79.4,62.2,8,29,603,100.0,100.0,96.8,10,38,1,1024,0,0,1021,1024,634,634,0,0,390,3,2007
Deuce Lutui,2986,G,ARZ,15,100.0,1,1,62.2,63.1,60.9,6,22,536,100.0,100.0,96.6,10,32,4,912,0,0,0,912,564,564,912,0,348,0,2007
Al Johnson,1354,C,ARZ,14,100.0,1,1,69.3,82.0,60.4,1,11,517,100.0,100.0,98.6,3,13,1,885,885,0,0,885,546,546,0,0,339,0,2007
Levi Brown,3621,T,ARZ,13,100.0,0,1,63.0,65.5,67.8,9,18,434,100.0,100.0,95.0,5,35,8,734,0,0,29,734,457,457,0,704,277,1,2007
Elton Brown,2328,G,ARZ,7,100.0,2,1,66.7,67.9,74.0,4,8,221,100.0,100.0,96.4,4,14,2,371,0,0,0,371,235,235,67,304,136,0,2007
Leonard Pope,3017,TE,ARZ,13,65.2,0,1,58.9,71.4,61.1,0,3,67,28.3,28.9,96.3,9,4,1,331,0,0,1,508,72,249,0,0,259,467,2007
Larry Fitzgerald,1724,WR,ARZ,15,35.1,1,1,90.8,,71.9,0,0,0,0.0,0.0,,2,0,0,330,0,0,0,939,0,609,0,0,330,1,2007
Terrelle Smith,651,FB,ARZ,16,75.7,0,1,74.2,86.8,76.7,0,1,33,27.3,28.3,98.5,0,1,0,286,0,0,0,378,36,127,0,0,250,6,2007
Anquan Boldin,1369,WR,ARZ,12,36.6,0,1,77.9,80.9,66.7,0,0,2,0.5,0.4,100.0,6,0,0,263,0,0,0,718,2,456,0,0,261,30,2007
Kurt Warner,112,QB,ARZ,14,33.7,0,1,84.3,,60.0,0,0,0,0.0,0.0,,3,0,0,258,0,0,0,766,0,494,0,0,258,0,2007
Lyle Sendlein,4062,C,ARZ,10,100.0,0,1,66.0,56.1,67.4,2,6,126,100.0,100.0,96.8,0,8,0,216,167,40,0,216,132,132,0,0,84,9,2007
Bryant Johnson,1333,WR,ARZ,16,27.6,0,1,67.6,74.9,64.5,0,0,2,0.4,0.4,100.0,2,0,0,191,0,0,0,691,2,502,0,0,189,7,2007
Ben Patrick,3831,TE,ARZ,8,62.7,0,1,75.2,76.8,77.2,0,1,26,25.7,24.8,98.1,1,1,0,133,0,0,0,212,26,105,0,0,107,173,2007
Edgerrin James,439,HB,ARZ,16,18.0,0,1,60.7,71.1,65.5,1,6,97,29.5,29.9,94.3,2,9,2,126,0,0,0,700,103,344,0,0,23,0,2007
Troy Bienemann,4195,TE,ARZ,16,51.0,0,1,51.7,60.3,61.6,2,0,28,19.9,19.7,96.4,3,2,0,123,0,0,0,241,29,147,0,0,94,175,2007
Matt Leinart,2955,QB,ARZ,5,41.4,0,1,50.5,,60.0,0,0,0,0.0,0.0,,2,0,0,94,0,0,0,227,0,127,0,0,94,0,2007
Keydrick Vincent,998,G,ARZ,2,100.0,0,1,76.9,88.1,68.9,0,0,43,100.0,100.0,100.0,0,0,0,75,0,1,1,75,44,44,73,0,31,0,2007
J.J. Arrington,2261,HB,ARZ,16,23.4,0,1,57.7,73.7,59.3,1,5,62,25.9,24.3,95.2,1,6,0,67,0,0,0,286,62,255,0,0,5,0,2007
Marcel Shipp,987,HB,ARZ,15,33.9,0,1,60.4,90.4,44.3,0,2,29,34.9,34.5,96.6,0,2,0,37,0,0,0,109,30,87,0,0,7,0,2007
Tim Euhus,1830,TE,ARZ,10,97.3,0,1,48.7,74.8,56.5,0,0,4,80.0,83.3,100.0,1,0,0,36,0,0,0,37,5,6,0,3,31,33,2007
Jerheme Urban,1709,WR,ARZ,10,13.9,0,1,58.8,65.4,33.2,0,0,1,0.5,0.5,100.0,1,0,0,34,0,0,0,245,1,212,0,0,33,0,2007
Tim Rattay,701,QB,ARZ,4,43.9,0,1,66.1,,60.0,0,0,0,0.0,0.0,,0,0,0,25,0,0,0,57,0,31,0,0,25,0,2007
Steve Breaston,3758,WR,ARZ,7,18.7,0,1,61.2,,53.7,0,0,0,0.0,0.0,,0,0,0,14,0,0,0,75,0,59,0,0,14,1,2007
Sean Morey,538,WR,ARZ,8,12.8,0,1,54.1,,57.6,0,0,0,0.0,0.0,,0,0,0,14,0,0,0,109,0,95,0,0,14,1,2007
Reggie Wells,1482,G,ARZ,20,100.0,1,1,69.4,69.1,68.2,8,27,797,100.0,100.0,97.6,4,37,2,1296,0,1296,0,1296,836,836,0,0,460,0,2008
Lyle Sendlein,4062,C,ARZ,20,100.0,0,1,62.8,69.8,59.2,14,17,797,100.0,100.0,97.7,5,34,3,1296,1296,0,0,1296,836,836,0,0,460,0,2008
Levi Brown,3621,T,ARZ,20,100.0,0,1,76.0,62.6,90.8,15,40,796,100.0,100.0,94.9,8,68,13,1293,0,0,5,1293,835,835,0,1288,458,0,2008
Mike Gandy,834,T,ARZ,20,100.0,0,1,78.4,68.4,83.1,21,41,796,100.0,100.0,95.2,7,69,7,1291,0,0,1290,1291,835,835,0,0,456,1,2008
Deuce Lutui,2986,G,ARZ,20,100.0,2,1,63.0,64.1,66.1,13,25,779,100.0,100.0,97.2,13,41,3,1267,0,0,0,1267,817,817,1267,0,450,0,2008
Kurt Warner,112,QB,ARZ,20,34.0,0,1,73.3,60.9,60.2,0,0,1,0.1,0.1,100.0,12,0,0,424,0,0,0,1248,1,804,0,0,423,0,2008
Larry Fitzgerald,1724,WR,ARZ,20,33.4,0,1,87.7,68.4,79.3,0,0,2,0.3,0.2,100.0,1,0,0,417,0,0,0,1248,2,833,0,0,415,13,2008
Leonard Pope,3017,TE,ARZ,16,64.5,0,1,59.5,52.7,73.2,2,2,51,26.0,26.5,94.1,3,5,1,272,0,0,0,422,54,204,0,0,218,359,2008
Anquan Boldin,1369,WR,ARZ,15,29.5,0,1,77.0,30.2,89.9,0,0,2,0.4,0.3,100.0,4,0,0,254,0,0,0,861,2,600,0,0,252,2,2008
Steve Breaston,3758,WR,ARZ,20,25.6,0,1,69.9,69.3,80.9,0,0,2,0.3,0.3,100.0,2,0,0,251,0,0,0,981,2,729,0,0,249,1,2008
Terrelle Smith,651,FB,ARZ,19,80.9,0,1,68.4,83.8,74.4,0,0,26,33.3,33.7,100.0,2,0,0,237,0,0,0,293,28,83,0,0,209,0,2008
Stephen Spach,2789,TE,ARZ,13,64.5,0,1,60.4,79.9,77.5,0,0,32,22.1,22.5,100.0,4,0,0,213,0,0,0,330,34,151,0,0,179,261,2008
Ben Patrick,3831,TE,ARZ,13,58.5,0,1,78.7,58.4,83.9,1,1,23,18.3,17.6,95.7,1,2,0,152,0,0,1,260,23,131,0,0,129,196,2008
Tim Hightower,4463,HB,ARZ,20,16.4,0,1,47.1,62.9,70.1,3,0,64,18.7,18.7,96.1,0,4,1,93,0,0,0,567,67,358,0,0,26,0,2008
Edgerrin James,439,HB,ARZ,17,16.9,0,1,50.8,58.2,81.8,2,3,69,29.7,28.9,96.4,1,5,0,76,0,0,0,449,70,242,0,0,6,0,2008
Jerheme Urban,1709,WR,ARZ,20,14.5,0,1,60.7,67.5,86.7,0,0,2,0.5,0.5,100.0,2,0,0,75,0,0,0,517,2,444,0,0,73,0,2008
Elton Brown,2328,G,ARZ,7,100.0,0,1,77.4,82.9,70.8,0,0,20,100.0,100.0,100.0,0,0,0,56,0,0,0,56,21,21,29,8,35,19,2008
Tim Castille,3906,FB,ARZ,15,51.9,0,1,50.1,79.3,45.3,0,0,11,18.0,18.0,100.0,0,0,0,54,0,0,0,104,11,61,0,0,43,11,2008
J.J. Arrington,2261,HB,ARZ,15,16.6,0,1,63.3,74.0,58.2,0,2,34,15.5,15.3,97.1,0,2,0,47,0,0,0,283,36,235,0,0,11,0,2008
Jerame Tuman,513,TE,ARZ,3,66.2,0,1,70.3,56.0,70.8,0,0,9,29.0,27.3,100.0,0,0,0,47,0,0,0,71,9,33,0,0,38,59,2008
Early Doucet,4395,WR,ARZ,7,20.9,0,1,67.8,,83.9,0,0,0,0.0,0.0,,0,0,0,19,0,0,0,91,0,72,0,0,19,0,2008
Matt Leinart,2955,QB,ARZ,4,25.5,0,1,34.8,,60.0,0,0,0,0.0,0.0,,2,0,0,12,0,0,0,47,0,32,0,0,12,0,2008
Adrian Wilson,831,S,ARZ,1,100.0,1,1,60.0,,60.0,0,0,0,,,,6,0,0,1,0,0,0,1,0,0,0,0,1,0,2008
Antrel Rolle,2225,S,ARZ,4,25.0,0,1,78.5,,60.0,0,0,0,0.0,0.0,,6,0,0,1,0,0,0,4,0,3,0,0,1,0,2008
Levi Brown,3621,T,ARZ,18,100.0,0,1,66.0,60.6,79.7,17,29,690,100.0,100.0,95.4,10,55,9,1141,0,0,0,1141,733,733,0,1141,408,0,2009
Lyle Sendlein,4062,C,ARZ,18,100.0,0,1,68.5,75.1,63.6,8,12,690,100.0,100.0,98.4,4,21,1,1141,1141,0,0,1141,733,733,0,0,408,0,2009
Reggie Wells,1482,G,ARZ,18,100.0,0,1,62.6,60.6,61.0,13,22,690,100.0,100.0,97.0,3,38,3,1141,0,1141,0,1141,733,733,0,0,408,0,2009
Deuce Lutui,2986,G,ARZ,18,100.0,0,1,75.2,65.0,77.4,8,26,689,100.0,100.0,97.2,4,36,2,1140,0,0,0,1140,732,732,1140,0,408,0,2009
Mike Gandy,834,T,ARZ,12,100.0,0,1,66.9,56.4,76.6,10,27,462,100.0,100.0,94.0,8,46,9,757,0,0,757,757,493,493,0,0,264,0,2009
Jeremy Bridges,1488,T,ARZ,8,100.0,0,1,67.0,65.8,66.6,8,9,228,100.0,100.0,95.0,2,20,3,384,0,0,384,384,240,240,0,0,144,0,2009
Larry Fitzgerald,1724,WR,ARZ,18,33.8,0,1,83.2,67.4,82.5,0,0,1,0.1,0.1,100.0,3,0,0,370,0,0,0,1095,1,726,0,0,369,10,2009
Anthony Becht,602,TE,ARZ,18,79.2,0,1,78.4,74.8,84.8,0,1,43,33.1,34.3,98.8,3,1,0,350,0,0,0,442,48,140,0,0,302,406,2009
Kurt Warner,112,QB,ARZ,17,32.5,0,1,74.9,,60.2,0,0,0,0.0,0.0,,3,0,0,314,0,0,0,966,0,635,0,0,314,0,2009
Anquan Boldin,1369,WR,ARZ,15,29.5,0,1,79.2,,83.1,0,0,0,0.0,0.0,,2,0,0,225,0,0,0,762,0,535,0,0,225,16,2009
Dan Kreider,749,FB,ARZ,16,78.9,0,1,70.9,63.5,79.9,0,0,13,21.3,22.4,100.0,2,0,0,194,0,0,0,246,15,67,0,0,179,3,2009
Ben Patrick,3831,TE,ARZ,11,56.4,1,1,77.0,62.0,87.1,0,1,30,17.5,17.5,98.3,3,1,0,189,0,0,0,335,31,177,0,0,158,256,2009
Steve Breaston,3758,WR,ARZ,17,23.2,0,1,72.0,,88.8,0,0,0,0.0,0.0,,2,0,0,177,0,0,0,762,0,582,0,0,177,1,2009
Tim Hightower,4463,HB,ARZ,18,18.1,0,1,53.5,71.8,55.5,2,2,108,21.2,20.5,97.2,0,5,1,130,0,0,0,720,111,541,0,0,19,0,2009
Stephen Spach,2789,TE,ARZ,7,62.7,1,1,55.6,78.1,68.8,0,0,24,27.6,25.8,100.0,3,0,0,116,0,0,0,185,24,93,0,0,92,153,2009
Matt Leinart,2955,QB,ARZ,9,39.5,0,1,53.3,,60.0,0,0,0,0.0,0.0,,0,0,0,66,0,0,0,167,0,92,0,0,66,0,2009
Early Doucet,4395,WR,ARZ,11,16.5,0,1,67.2,66.8,75.5,0,0,1,0.5,0.4,100.0,0,0,0,45,0,0,0,273,1,229,0,0,44,0,2009
Jason Wright,2212,HB,ARZ,15,45.2,0,1,67.8,28.3,76.9,0,1,4,8.3,7.8,87.5,0,1,0,42,0,0,0,93,4,51,0,0,38,4,2009
Beanie Wells,4954,HB,ARZ,18,9.7,0,1,66.2,45.6,58.0,2,1,21,16.0,16.5,92.9,1,3,0,34,0,0,0,351,23,139,0,0,11,0,2009
Jerheme Urban,1709,WR,ARZ,12,10.1,0,1,54.6,,89.0,0,0,0,0.0,0.0,,0,0,0,28,0,0,0,276,0,248,0,0,28,1,2009
Mike Leach,750,LS,ARZ,4,100.0,0,1,59.5,,59.1,0,0,0,,,,0,0,0,9,0,0,0,9,0,0,0,0,9,6,2009
LaRod Stephens-Howling,5164,HB,ARZ,18,10.3,0,1,64.4,75.9,58.8,0,0,4,5.9,5.5,100.0,0,0,0,9,0,0,0,87,4,73,0,0,5,0,2009
Sean Morey,538,WR,ARZ,4,7.1,0,1,58.3,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,28,0,26,0,0,2,0,2009
Brian St. Pierre,1470,QB,ARZ,1,33.3,0,1,41.0,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,6,0,4,0,0,2,0,2009
Brandon Keith,4539,G,ARZ,1,100.0,0,1,60.0,70.7,,0,0,1,100.0,100.0,100.0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,2009
Darnell Dockett,1785,DI,ARZ,1,100.0,0,1,60.0,,60.0,0,0,0,,,,6,0,0,1,0,0,0,1,0,0,0,0,1,0,2009
Gabe Watson,3052,DI,ARZ,1,100.0,0,1,60.0,,60.0,0,0,0,,,,3,0,0,1,0,0,0,1,0,0,0,0,1,0,2009
Levi Brown,3621,T,ARZ,16,100.0,1,1,55.3,49.4,60.2,10,50,621,100.0,100.0,93.6,6,70,10,960,0,0,959,960,643,643,0,0,317,1,2010
Deuce Lutui,2986,G,ARZ,16,100.0,0,1,61.2,73.2,53.7,3,20,621,100.0,100.0,97.8,5,25,2,960,0,0,0,960,643,643,960,0,317,0,2010
Alan Faneca,346,G,ARZ,16,100.0,0,1,68.6,65.8,67.2,5,26,621,100.0,100.0,97.0,1,34,3,960,0,960,0,960,643,643,0,0,317,0,2010
Lyle Sendlein,4062,C,ARZ,16,100.0,0,1,64.0,84.8,53.9,0,5,620,100.0,100.0,99.3,3,7,2,959,959,0,0,959,642,642,0,0,317,0,2010
Brandon Keith,4539,T,ARZ,9,100.0,0,1,70.3,61.7,74.2,6,16,339,100.0,100.0,95.0,1,28,6,526,0,0,0,526,350,350,0,526,176,0,2010
Jeremy Bridges,1488,T,ARZ,9,100.0,0,1,72.7,67.0,80.7,4,10,282,100.0,100.0,96.5,3,17,3,436,0,0,0,436,293,293,0,434,143,1,2010
Larry Fitzgerald,1724,WR,ARZ,16,31.8,1,1,78.4,,77.3,0,0,0,0.0,0.0,,3,0,0,298,0,0,0,936,0,638,0,0,298,7,2010
Stephen Spach,2789,TE,ARZ,15,71.4,1,1,67.3,57.6,80.1,0,2,56,33.5,33.3,96.4,4,3,1,284,0,0,0,398,57,171,0,0,227,360,2010
Steve Breaston,3758,WR,ARZ,13,26.4,0,1,65.5,,75.7,0,0,0,0.0,0.0,,4,0,0,178,0,0,0,674,0,493,0,0,178,2,2010
Derek Anderson,2430,QB,ARZ,12,30.5,0,1,48.2,60.9,60.0,0,0,1,0.3,0.3,100.0,5,0,0,163,0,0,0,534,1,370,0,0,162,0,2010
Ben Patrick,3831,TE,ARZ,13,61.2,1,1,66.0,32.9,79.6,0,4,33,26.2,27.1,87.9,3,6,2,153,0,0,0,250,36,133,0,0,117,180,2010
Reagan Mauia,3797,FB,ARZ,15,80.7,0,1,75.6,69.8,73.3,0,2,28,44.4,45.3,96.4,1,2,0,146,0,0,0,181,29,64,0,0,117,0,2010
Tim Hightower,4463,HB,ARZ,16,22.4,0,1,56.9,58.6,71.2,0,5,117,29.5,29.0,95.3,0,8,3,130,0,0,0,580,119,410,0,0,11,0,2010
Jim Dray,5756,TE,ARZ,14,59.1,0,1,51.8,64.6,70.4,2,1,35,32.1,32.1,95.7,1,3,0,110,0,0,1,186,36,112,0,0,74,151,2010
John Skelton,5678,QB,ARZ,5,36.2,0,1,62.5,60.9,60.0,0,0,1,0.7,0.7,100.0,1,0,0,84,0,0,0,232,1,148,0,0,83,0,2010
Early Doucet,4395,WR,ARZ,10,23.8,0,1,53.4,77.9,67.2,0,0,4,1.5,1.9,100.0,1,0,0,83,0,0,0,349,5,270,0,0,78,6,2010
Andre Roberts,5612,WR,ARZ,13,20.0,0,1,55.9,,83.6,0,0,0,0.0,0.0,,0,0,0,77,0,0,0,385,0,308,0,0,77,6,2010
Max Hall,5878,QB,ARZ,6,39.7,0,1,29.5,,60.0,0,0,0,0.0,0.0,,1,0,0,62,0,0,0,156,0,93,0,0,62,0,2010
Jason Wright,2212,HB,ARZ,15,34.3,0,1,61.9,86.0,55.5,0,0,29,26.4,26.3,100.0,0,0,0,47,0,0,0,137,30,114,0,0,17,0,2010
Beanie Wells,4954,HB,ARZ,13,15.0,0,1,56.1,52.9,60.0,0,1,29,28.7,28.8,94.8,1,2,1,34,0,0,0,226,30,104,0,0,4,0,2010
Stephen Williams,5880,WR,ARZ,10,17.7,0,1,47.6,,71.0,0,0,0,0.0,0.0,,0,0,0,32,0,0,0,181,0,149,0,0,32,0,2010
D'Anthony Batiste,3223,T,ARZ,2,100.0,0,1,72.7,79.1,67.9,0,0,8,100.0,100.0,100.0,0,0,0,18,0,0,13,18,8,8,0,0,10,5,2010
LaRod Stephens-Howling,5164,HB,ARZ,13,13.9,0,1,71.5,60.0,57.0,0,1,12,14.3,13.8,95.8,0,1,0,16,0,0,0,115,12,87,0,0,4,0,2010
Max Komar,5883,WR,ARZ,8,9.4,0,1,51.4,65.7,51.6,0,0,1,0.7,0.7,100.0,2,0,0,15,0,0,0,160,1,146,0,0,14,0,2010
Jerome Johnson,5258,FB,ARZ,1,75.0,0,1,42.2,,59.0,0,0,0,0.0,0.0,,0,0,0,12,0,0,0,16,0,4,0,0,12,0,2010
Mike Leach,750,LS,ARZ,1,66.7,0,1,54.6,69.9,58.6,0,0,2,33.3,33.3,100.0,0,0,0,8,0,0,0,12,2,6,0,0,6,12,2010
Rex Hadnot,1892,G,ARZ,3,85.7,0,1,55.7,69.4,56.3,0,0,1,50.0,50.0,100.0,0,0,0,6,1,0,0,7,1,2,0,0,5,5,2010
Richard Bartel,3884,QB,ARZ,1,16.2,0,1,45.3,,60.0,0,0,0,0.0,0.0,,0,0,0,6,0,0,0,37,0,31,0,0,6,0,2010
Onrea Jones,4261,WR,ARZ,1,25.0,0,1,54.9,,60.0,0,0,0,0.0,0.0,,0,0,0,1,0,0,0,4,0,3,0,0,1,0,2010
Lyle Sendlein,4062,C,ARZ,16,100.0,0,1,70.3,73.1,65.8,1,18,628,100.0,100.0,98.3,1,20,1,1029,1029,0,0,1029,663,663,0,0,366,0,2011
Levi Brown,3621,T,ARZ,16,100.0,0,1,66.6,58.5,77.1,5,40,618,100.0,100.0,94.6,6,56,11,1016,0,0,1016,1016,653,653,0,0,363,0,2011
Daryn Colledge,2992,G,ARZ,16,100.0,0,1,71.8,60.9,76.7,4,24,599,100.0,100.0,97.2,5,31,3,990,0,990,0,990,632,632,0,0,358,0,2011
Rex Hadnot,1892,G,ARZ,16,100.0,0,1,65.4,63.8,63.9,2,31,596,100.0,100.0,96.7,2,36,3,985,0,0,0,985,629,629,985,0,356,0,2011
Brandon Keith,4539,T,ARZ,13,100.0,1,1,67.1,61.0,70.1,2,24,320,100.0,100.0,94.4,1,31,5,534,0,0,0,534,340,340,0,534,194,0,2011
Jeremy Bridges,1488,T,ARZ,12,99.6,0,1,64.6,59.0,72.3,3,16,318,99.4,99.4,94.8,4,26,7,510,0,0,13,512,333,335,0,495,177,4,2011
Jeff King,3100,TE,ARZ,16,70.6,1,1,89.5,51.0,81.6,3,7,87,36.6,36.6,92.0,2,12,2,386,0,0,0,547,93,254,0,0,293,488,2011
Larry Fitzgerald,1724,WR,ARZ,16,34.8,0,1,89.8,,79.8,0,0,0,0.0,0.0,,3,0,0,353,0,0,0,1014,0,661,0,0,353,4,2011
Andre Roberts,5612,WR,ARZ,16,30.9,0,1,58.9,,74.1,0,0,0,0.0,0.0,,1,0,0,291,0,0,0,941,0,647,0,0,291,0,2011
Kevin Kolb,3652,QB,ARZ,9,36.5,0,1,59.5,,60.0,0,0,0,0.0,0.0,,5,0,0,184,0,0,0,504,0,311,0,0,184,0,2011
Anthony Sherman,6288,FB,ARZ,14,71.4,0,1,71.2,54.5,68.7,0,2,17,21.3,21.7,94.1,0,2,0,165,0,0,0,231,18,83,0,0,147,5,2011
John Skelton,5678,QB,ARZ,8,32.1,0,1,35.8,,60.2,0,0,0,0.0,0.0,,2,0,0,159,0,0,0,496,0,326,0,0,159,0,2011
Todd Heap,801,TE,ARZ,10,41.8,0,1,71.0,75.3,85.2,0,0,7,3.6,3.9,100.0,2,0,0,143,0,0,0,342,8,207,0,0,135,203,2011
Beanie Wells,4954,HB,ARZ,14,21.9,0,1,56.4,64.5,58.1,1,5,103,35.3,35.9,95.1,1,8,2,125,0,0,0,571,111,309,0,0,14,0,2011
Early Doucet,4395,WR,ARZ,16,16.9,1,1,59.8,,60.3,0,0,0,0.0,0.0,,3,0,0,94,0,0,0,555,0,461,0,0,94,0,2011
Jim Dray,5756,TE,ARZ,7,60.5,0,1,51.0,39.6,61.4,1,2,18,28.1,29.0,91.7,1,3,0,75,0,0,0,124,20,69,0,0,55,86,2011
Chester Taylor,1182,HB,ARZ,12,25.1,0,1,56.9,70.8,60.0,0,2,44,26.5,27.6,97.7,0,2,0,49,0,0,0,195,48,174,0,0,1,0,2011
Deuce Lutui,2986,G,ARZ,1,100.0,0,1,69.2,54.6,74.2,1,1,32,100.0,100.0,93.7,0,3,1,44,0,0,0,44,34,34,44,0,10,0,2011
D'Anthony Batiste,3223,T,ARZ,1,100.0,1,1,69.2,54.9,73.1,1,0,29,100.0,100.0,98.3,1,1,0,43,0,39,0,43,31,31,0,0,12,4,2011
Rob Housler,6221,TE,ARZ,12,21.6,0,1,52.5,72.6,77.8,0,0,2,1.5,1.4,100.0,0,0,0,38,0,0,0,176,2,140,0,0,36,83,2011
Reagan Mauia,3797,FB,ARZ,3,78.6,0,1,58.5,62.8,54.6,0,1,6,40.0,40.0,91.7,0,1,0,33,0,0,0,42,6,15,0,0,27,1,2011
Alfonso Smith,5877,HB,ARZ,11,31.7,0,1,57.3,83.2,58.6,0,0,20,44.4,44.7,100.0,1,0,0,26,0,0,0,82,21,47,0,0,5,0,2011
LaRod Stephens-Howling,5164,HB,ARZ,14,17.3,0,1,62.6,82.8,59.0,0,0,16,19.0,20.0,100.0,0,0,0,24,0,0,0,139,18,90,0,0,6,0,2011
Chansi Stuckey,3851,WR,ARZ,9,10.3,0,1,48.9,,60.3,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,78,0,70,0,0,8,0,2011
DeMarco Sampson,6401,WR,ARZ,9,8.9,0,1,54.1,,60.0,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,90,0,82,0,0,8,0,2011
Adrian Wilson,831,S,ARZ,3,100.0,1,1,60.0,,60.0,0,0,0,,,,7,0,0,5,0,0,0,5,0,0,0,0,5,0,2011
