player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,year
Malcom Floyd,2044,WR,SD,12,30.2,1,27,89.2,,63.2,0,0,0,0.0,0.0,,3,0,0,155,0,0,0,513,0,358,0,0,155,0,2011
Kory Sperry,5369,TE,SD,15,74.6,0,27,50.4,74.8,57.0,0,0,9,15.8,15.5,100.0,0,0,0,144,0,0,0,193,9,58,0,0,135,169,2011
Steve Schilling,6353,G,SD,5,100.0,0,27,65.9,74.3,60.3,0,2,71,100.0,100.0,98.6,1,2,0,137,0,96,0,137,74,74,41,0,63,0,2011
Patrick Crayton,1932,WR,SD,14,30.0,0,27,56.4,68.2,64.9,0,0,2,0.8,0.8,100.0,2,0,0,113,0,0,0,377,2,266,0,0,111,2,2011
Vincent Brown,6234,WR,SD,14,29.8,0,27,69.5,,64.7,0,0,0,0.0,0.0,,0,0,0,100,0,0,0,336,0,236,0,0,100,0,2011
Tony Moll,3110,G,SD,3,100.0,0,27,63.3,60.0,61.8,0,3,51,100.0,100.0,97.1,0,3,0,99,0,0,0,99,53,53,99,0,46,0,2011
Scott Mruczkowski,2459,G,SD,2,100.0,0,27,51.3,38.8,56.2,1,4,56,100.0,100.0,93.7,0,6,1,82,0,38,0,82,59,59,44,0,23,0,2011
Mike Tolbert,4740,HB,SD,15,16.1,0,27,68.2,61.7,73.9,1,3,53,16.4,16.7,96.2,0,4,0,78,0,0,0,484,57,341,0,0,21,0,2011
Ryan Mathews,5537,HB,SD,14,10.8,0,27,73.0,62.4,58.3,0,1,35,13.3,14.0,92.9,0,3,2,56,0,0,0,520,39,278,0,0,17,0,2011
Richard Goodman,6039,WR,SD,9,40.0,0,27,46.9,,59.3,0,0,0,0.0,0.0,,0,0,0,20,0,0,0,50,0,30,0,0,20,0,2011
Bryan Walters,6139,WR,SD,2,21.3,0,27,52.9,,76.4,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,75,0,59,0,0,16,0,2011
Curtis Brinkley,5514,HB,SD,5,17.6,0,27,63.8,77.7,59.3,0,0,5,17.9,18.8,100.0,0,0,0,12,0,0,0,68,6,32,0,0,6,0,2011
Billy Volek,768,QB,SD,2,54.5,0,27,56.3,,60.0,0,0,0,,,,0,0,0,6,0,0,0,11,0,0,0,0,6,0,2011
Louis Vasquez,5001,G,SD,16,100.0,0,27,72.9,80.7,63.7,1,19,582,100.0,100.0,97.9,0,22,2,1020,0,0,0,1020,616,616,1020,0,404,0,2012
Nick Hardwick,1787,C,SD,16,100.0,0,27,65.4,66.5,64.3,4,14,581,100.0,100.0,97.9,4,21,3,1019,1019,0,0,1019,615,615,0,0,404,0,2012
Jeromey Clary,3132,T,SD,14,100.0,0,27,72.8,66.3,71.9,3,23,459,100.0,100.0,95.2,2,35,9,833,0,0,0,833,487,487,0,831,346,2,2012
Tyronne Green,5057,G,SD,13,100.0,0,27,66.8,68.5,63.5,0,15,400,100.0,100.0,97.6,3,17,2,735,0,735,0,735,424,424,0,0,311,0,2012
Michael Harris,7730,T,SD,12,100.0,0,27,41.5,36.4,52.2,5,44,354,100.0,100.0,90.3,9,59,10,584,0,0,582,584,375,375,0,1,209,1,2012
Randy McMichael,1114,TE,SD,16,82.1,0,27,67.1,72.7,74.4,0,4,107,56.3,56.7,97.2,4,5,1,399,0,0,1,486,114,201,0,2,285,351,2012
Philip Rivers,1725,QB,SD,16,38.0,0,27,64.1,61.2,60.2,0,0,1,0.2,0.2,100.0,11,0,0,390,0,0,0,1025,1,620,0,0,389,0,2012
Antonio Gates,1609,TE,SD,15,36.5,0,27,65.5,67.1,62.8,0,0,13,2.4,2.8,100.0,3,0,0,314,0,0,3,860,16,562,0,0,298,345,2012
Malcom Floyd,2044,WR,SD,14,35.1,0,27,79.0,,67.6,0,0,0,0.0,0.0,,2,0,0,297,0,0,0,846,0,549,0,0,297,1,2012
Rex Hadnot,1892,G,SD,5,100.0,0,27,65.7,70.7,59.3,1,5,186,100.0,100.0,97.3,0,8,2,290,0,290,0,290,196,196,0,0,94,0,2012
Kevin Haslam,5992,T,SD,5,100.0,0,27,59.2,59.7,60.2,2,10,162,100.0,100.0,94.4,2,15,3,278,0,0,199,278,171,171,0,79,107,0,2012
Le'Ron McClain,3753,FB,SD,16,76.3,0,27,56.1,84.5,54.6,0,0,27,30.0,31.6,100.0,0,0,0,254,0,0,0,333,30,95,0,0,224,31,2012
Jared Gaither,4279,T,SD,4,100.0,0,27,80.0,64.1,92.0,2,6,129,100.0,100.0,93.8,4,12,4,243,0,0,239,243,138,138,0,0,105,4,2012
Danario Alexander,6106,WR,SD,10,31.5,0,27,78.9,,65.2,0,0,0,0.0,0.0,,4,0,0,151,0,0,0,480,0,329,0,0,151,0,2012
Robert Meachem,3643,WR,SD,15,34.5,0,27,55.7,,62.1,0,0,0,0.0,0.0,,0,0,0,138,0,0,0,400,0,261,0,0,138,5,2012
Reggie Wells,1482,T,SD,2,100.0,0,27,63.7,75.8,55.0,0,2,68,100.0,100.0,95.6,1,4,2,112,0,0,0,112,69,69,0,112,43,0,2012
Dante Rosario,3771,TE,SD,13,50.5,0,27,56.8,74.7,68.1,0,0,6,6.3,6.0,100.0,1,0,0,96,0,0,1,190,6,100,0,0,90,108,2012
Ronnie Brown,2219,HB,SD,14,22.0,0,27,70.5,53.7,,3,7,69,24.2,25.3,92.8,0,10,0,78,0,0,0,355,78,308,0,0,0,0,2012
Eddie Royal,4356,WR,SD,10,24.2,0,27,65.7,,59.2,0,0,0,0.0,0.0,,0,0,0,66,0,0,0,273,0,204,0,0,66,2,2012
Ryan Mathews,5537,HB,SD,12,10.4,0,27,73.3,72.0,59.4,1,1,28,13.9,14.2,92.9,0,3,1,42,0,0,0,403,29,204,0,0,13,0,2012
Micheal Spurlock,3517,WR,SD,12,16.2,1,27,62.4,,59.4,0,0,0,0.0,0.0,,1,0,0,32,0,0,0,198,0,166,0,0,32,1,2012
Jackie Battle,3885,HB,SD,14,13.8,0,27,58.2,79.2,57.1,0,0,9,20.0,18.4,100.0,0,0,0,22,0,0,0,159,9,49,0,0,13,0,2012
Curtis Brinkley,5514,HB,SD,6,16.8,0,27,56.5,80.5,60.6,0,0,10,18.2,18.6,100.0,0,0,0,18,0,0,0,107,11,59,0,0,7,0,2012
David Molk,7210,G,SD,4,100.0,0,27,56.7,75.7,55.0,0,0,5,100.0,100.0,100.0,0,0,0,15,0,0,0,15,5,5,5,0,10,10,2012
Seyi Ajirotutu,6035,WR,SD,3,19.4,0,27,66.5,,90.0,0,0,0,0.0,0.0,,0,0,0,14,0,0,0,72,0,58,0,0,14,1,2012
Colin Baxter,6729,C,SD,1,100.0,0,27,58.6,75.0,60.0,0,0,5,100.0,100.0,100.0,0,0,0,6,6,0,0,6,5,5,0,0,1,0,2012
Ladarius Green,7110,TE,SD,4,8.3,0,27,63.5,67.6,59.8,0,0,1,3.2,2.9,100.0,0,0,0,3,0,0,0,36,1,34,0,0,2,11,2012
Richard Goodman,6039,WR,SD,4,25.0,0,27,39.7,,60.0,0,0,0,0.0,0.0,,0,0,0,2,0,0,0,8,0,6,0,0,2,0,2012
D.J. Fluker,7792,T,SD,17,100.0,0,27,68.6,64.6,70.5,9,39,614,100.0,100.0,95.0,7,55,7,1153,0,0,280,1153,654,654,0,872,499,1,2013
Nick Hardwick,1787,C,SD,18,100.0,0,27,76.6,82.0,71.3,2,14,608,100.0,100.0,98.7,3,16,0,1135,1135,0,0,1135,651,651,0,0,484,0,2013
Jeromey Clary,3132,G,SD,16,100.0,0,27,65.1,77.9,57.4,6,25,563,100.0,100.0,96.4,7,36,5,1094,0,0,0,1094,604,604,804,290,490,0,2013
King Dunlap,4544,T,SD,13,100.0,1,27,87.7,72.5,90.6,4,21,384,100.0,100.0,96.0,4,28,3,779,0,0,779,779,413,413,0,0,366,0,2013
Chad Rinehart,4410,G,SD,13,100.0,0,27,75.0,78.3,68.6,5,11,399,100.0,100.0,97.7,2,17,1,775,0,545,0,775,425,425,230,0,350,0,2013
Johnnie Troutman,7651,G,SD,14,100.0,0,27,68.3,53.4,75.9,6,32,390,100.0,100.0,94.6,6,40,2,680,0,622,0,680,414,414,56,0,266,2,2013
Philip Rivers,1725,QB,SD,18,42.1,1,27,88.2,,60.0,0,0,0,0.0,0.0,,8,0,0,508,0,0,0,1206,0,684,0,0,508,0,2013
Keenan Allen,7857,WR,SD,17,42.9,0,27,86.8,,73.1,0,0,0,0.0,0.0,,5,0,0,451,0,0,0,1051,0,600,0,0,451,3,2013
Antonio Gates,1609,TE,SD,18,39.6,0,27,68.7,69.0,63.9,0,0,29,4.6,4.6,96.6,4,1,1,417,0,0,1,1054,31,668,0,0,386,494,2013
Vincent Brown,6234,WR,SD,18,39.7,0,27,63.6,,68.8,0,0,0,0.0,0.0,,1,0,0,382,0,0,0,962,0,580,0,0,382,6,2013
Eddie Royal,4356,WR,SD,17,34.6,0,27,74.5,,83.6,0,0,0,0.0,0.0,,0,0,0,272,0,0,0,785,0,509,0,0,272,5,2013
Ladarius Green,7110,TE,SD,18,59.1,1,27,84.9,71.0,72.9,0,1,13,7.2,7.2,96.2,2,1,0,262,0,0,0,443,14,195,0,1,248,271,2013
Rich Ohrnberger,5047,C,SD,7,100.0,0,27,70.0,39.8,83.1,1,6,86,100.0,100.0,95.9,5,7,0,201,83,38,0,201,94,94,80,0,107,0,2013
John Phillips,5132,TE,SD,15,83.2,0,27,64.7,74.2,66.2,0,0,16,30.8,31.0,100.0,2,0,0,198,0,1,0,238,18,58,0,0,180,210,2013
Michael Harris,7730,T,SD,3,100.0,0,27,71.7,66.7,78.6,1,5,106,100.0,100.0,96.2,2,7,1,189,0,0,135,189,113,113,0,54,76,0,2013
Le'Ron McClain,3753,FB,SD,18,84.3,0,27,66.8,84.1,64.8,0,0,6,35.3,33.3,100.0,0,0,0,129,0,0,1,153,6,18,0,0,123,2,2013
Danny Woodhead,4914,HB,SD,18,12.2,0,27,80.8,68.4,59.0,0,8,59,15.4,15.1,89.8,0,10,2,66,0,0,0,542,61,404,0,0,5,0,2013
Steve Schilling,6353,G,SD,4,100.0,0,27,57.0,65.4,52.9,0,2,34,100.0,100.0,97.1,0,2,0,59,0,12,0,59,35,35,47,0,24,0,2013
Ronnie Brown,2219,HB,SD,17,24.0,0,27,61.6,88.6,57.1,0,1,32,30.5,29.4,98.4,0,1,0,44,0,0,0,183,35,119,0,0,9,0,2013
Ryan Mathews,5537,HB,SD,18,8.7,0,27,71.5,59.9,56.9,0,2,20,13.1,12.4,90.0,1,3,1,43,0,0,0,494,20,161,0,0,23,0,2013
Seyi Ajirotutu,6035,WR,SD,10,41.3,0,27,69.7,,58.8,0,0,0,0.0,0.0,,0,0,0,31,0,0,0,75,0,44,0,0,31,0,2013
Malcom Floyd,2044,WR,SD,2,35.2,0,27,79.3,,88.7,0,0,0,0.0,0.0,,0,0,0,31,0,0,0,88,0,57,0,0,31,0,2013
Jake Byrne,7440,TE,SD,6,95.7,0,27,60.9,68.1,68.2,0,0,1,50.0,66.7,100.0,1,0,0,22,0,0,0,23,2,3,0,0,20,18,2013
Nick Becton,8501,T,SD,1,100.0,0,27,52.7,70.3,,0,1,12,100.0,100.0,95.8,1,1,0,13,0,0,13,13,13,13,0,0,0,0,2013
Willie Smith,6439,T,SD,1,100.0,0,27,59.7,,59.0,0,0,0,,,,0,0,0,6,0,0,5,6,0,0,0,1,6,0,2013
Charlie Whitehurst,3026,QB,SD,2,50.0,0,27,56.1,,60.0,0,0,0,,,,0,0,0,6,0,0,0,12,0,0,0,0,6,0,2013
Lavelle Hawkins,4440,WR,SD,1,27.3,0,27,52.8,,60.3,0,0,0,0.0,0.0,,0,0,0,3,0,0,0,11,0,8,0,0,3,0,2013
Bront Bird,6731,LB,SD,2,100.0,0,27,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0,2013
Mike Scifres,1458,P,SD,2,100.0,0,27,59.7,,58.9,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0,2013
Mike Windt,5813,LS,SD,2,100.0,0,27,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0,2013
Reggie Walker,5351,LB,SD,2,100.0,0,27,60.0,,58.9,0,0,0,,,,1,0,0,2,0,0,0,2,0,0,0,0,2,0,2013
Darrell Stuckey,5634,S,SD,2,100.0,0,27,59.5,,58.9,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,0,2013
Andrew Gachkar,6386,LB,SD,2,100.0,0,27,60.0,,60.0,0,0,0,,,,1,0,0,2,0,0,0,2,0,0,0,0,2,0,2013
Larry English,4939,ED,SD,1,100.0,0,27,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2013
Donald Butler,5603,LB,SD,1,100.0,0,27,60.0,,60.0,0,0,0,,,,2,0,0,1,0,0,0,1,0,0,0,0,1,0,2013
Chad Rinehart,4410,G,SD,16,100.0,0,27,62.7,64.0,58.4,6,31,630,100.0,100.0,96.4,3,41,4,1067,0,1067,0,1067,674,674,0,0,393,0,2014
King Dunlap,4544,T,SD,16,100.0,0,27,82.6,80.1,76.3,5,35,625,100.0,100.0,96.3,4,43,3,1058,0,0,1058,1058,669,669,0,0,389,0,2014
D.J. Fluker,7792,T,SD,16,100.0,1,27,72.2,69.7,75.1,5,36,616,100.0,100.0,95.5,9,48,7,1020,0,0,0,1020,659,659,0,1019,361,1,2014
Johnnie Troutman,7651,G,SD,15,100.0,1,27,60.3,63.9,57.3,1,20,445,100.0,100.0,96.5,3,26,5,773,0,0,0,773,474,474,773,0,299,0,2014
Chris Watt,8724,G,SD,12,100.0,1,27,68.9,72.0,68.1,1,5,295,100.0,100.0,98.0,5,9,3,485,303,0,0,485,315,315,182,0,170,0,2014
Rich Ohrnberger,5047,C,SD,8,100.0,0,27,56.2,58.8,53.7,6,7,253,100.0,100.0,97.4,4,13,0,447,447,0,0,447,272,272,0,0,175,0,2014
Philip Rivers,1725,QB,SD,16,34.7,1,27,77.9,,60.0,0,0,0,0.0,0.0,,3,0,0,365,0,0,0,1052,0,670,0,0,365,0,2014
Keenan Allen,7857,WR,SD,14,37.0,0,27,76.1,,72.8,0,0,0,0.0,0.0,,1,0,0,309,0,0,0,836,0,527,0,0,309,6,2014
Malcom Floyd,2044,WR,SD,16,32.2,0,27,74.6,,63.2,0,0,0,0.0,0.0,,1,0,0,303,0,0,0,942,0,639,0,0,303,3,2014
Eddie Royal,4356,WR,SD,16,27.6,0,27,72.4,,71.3,0,0,0,0.0,0.0,,3,0,0,210,0,0,0,760,0,547,0,0,210,9,2014
Antonio Gates,1609,TE,SD,16,26.8,0,27,72.4,58.9,55.1,1,0,13,2.4,2.3,96.2,3,1,0,206,0,0,0,769,13,576,0,1,193,284,2014
John Phillips,5132,TE,SD,16,87.3,0,27,55.2,80.8,58.4,0,0,15,38.5,39.0,100.0,2,0,0,172,0,0,0,197,16,41,0,0,156,166,2014
Trevor Robinson,7375,C,SD,3,100.0,0,27,60.6,63.9,61.5,2,3,113,100.0,100.0,96.9,1,6,1,169,169,0,0,169,124,124,0,0,45,0,2014
David Johnson,5165,TE,SD,13,90.4,0,27,72.3,34.0,74.1,0,2,10,38.5,39.3,90.0,2,2,0,160,0,0,0,177,11,28,0,0,149,66,2014
Ladarius Green,7110,TE,SD,14,54.3,0,27,78.6,74.9,66.0,0,1,17,12.1,11.9,97.1,0,1,0,158,0,0,0,291,18,151,0,0,140,174,2014
Doug Legursky,4860,C,SD,2,100.0,0,27,40.7,60.3,43.0,2,2,72,100.0,100.0,97.2,2,4,0,133,133,0,0,133,75,75,0,0,58,0,2014
Jeremiah Sirles,9305,G,SD,2,100.0,0,27,75.5,64.3,77.4,0,1,73,100.0,100.0,97.9,0,2,1,112,0,0,0,112,79,79,112,0,33,0,2014
Willie Smith,6439,T,SD,7,100.0,0,27,60.4,42.1,64.1,0,2,21,100.0,100.0,81.0,1,5,3,68,0,0,9,68,22,22,0,47,46,12,2014
Donald Brown,4950,HB,SD,13,18.7,0,27,56.5,90.0,60.0,0,2,60,24.4,23.9,98.3,0,2,0,67,0,0,0,358,63,264,0,0,4,0,2014
Seyi Ajirotutu,6035,WR,SD,14,37.1,0,27,48.8,,54.5,0,0,0,0.0,0.0,,2,0,0,63,0,0,0,170,0,107,0,0,63,4,2014
Branden Oliver,9286,HB,SD,14,10.8,0,27,75.3,71.5,60.0,3,0,32,16.8,17.3,95.3,0,3,0,40,0,0,0,372,35,202,0,0,5,0,2014
Dontrelle Inman,6597,WR,SD,4,28.1,0,27,74.7,70.2,76.4,0,0,1,1.2,1.1,100.0,0,0,0,34,0,0,0,121,1,88,0,0,33,1,2014
Ryan Mathews,5537,HB,SD,6,10.9,0,27,66.8,81.6,60.5,0,0,8,11.1,10.5,100.0,0,0,0,18,0,0,0,165,8,76,0,0,10,0,2014
Ronnie Brown,2219,HB,SD,9,17.3,0,27,59.7,67.0,,1,0,15,20.5,21.8,90.0,0,2,1,17,0,0,0,98,17,78,0,0,0,0,2014
Nick Hardwick,1787,C,SD,1,100.0,0,27,55.8,37.8,58.3,0,0,9,100.0,100.0,100.0,0,0,0,15,15,0,0,15,9,9,0,0,6,0,2014
Danny Woodhead,4914,HB,SD,3,17.6,0,27,57.9,75.0,60.0,1,0,7,15.6,16.3,92.9,0,1,0,12,0,0,0,68,8,49,0,0,4,0,2014
Kellen Clemens,2994,QB,SD,2,73.3,0,27,63.8,,60.0,0,0,0,0.0,0.0,,0,0,0,11,0,0,0,15,0,4,0,0,11,0,2014
Donald Butler,5603,LB,SD,1,100.0,0,27,60.0,,,0,0,1,100.0,100.0,100.0,3,0,0,1,0,0,0,1,1,1,0,0,0,0,2014
Tourek Williams,7960,ED,SD,1,100.0,0,27,60.0,,,0,0,1,100.0,100.0,100.0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,2014
Andrew Gachkar,6386,LB,SD,1,100.0,0,27,60.0,,,0,0,1,100.0,100.0,100.0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,2014
Mike Windt,5813,LS,SD,1,100.0,0,27,60.0,,,0,0,1,100.0,100.0,100.0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,2014
Kavell Conner,5763,LB,SD,1,100.0,0,27,60.0,,,0,0,1,100.0,100.0,100.0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,2014
Mike Scifres,1458,P,SD,1,100.0,0,27,60.0,,,0,0,1,100.0,100.0,100.0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,2014
Joe Barksdale,6244,T,SD,16,100.0,2,27,72.8,77.8,68.0,6,34,685,100.0,100.0,96.2,9,46,6,1114,0,0,125,1114,739,739,0,989,375,0,2015
Trevor Robinson,7375,C,SD,15,100.0,0,27,46.1,46.9,46.5,4,39,612,100.0,100.0,95.2,5,51,8,980,980,0,0,980,662,662,0,0,318,0,2015
D.J. Fluker,7792,G,SD,12,100.0,1,27,71.5,64.6,75.2,2,29,527,100.0,100.0,96.9,13,32,1,863,0,0,0,863,571,571,863,0,292,0,2015
Kenny Wiggins,6471,G,SD,14,100.0,0,27,59.5,52.4,63.6,7,33,499,100.0,100.0,95.4,5,43,3,791,0,419,0,791,541,541,210,157,250,5,2015
Chris Hairston,6274,T,SD,16,100.0,2,27,57.4,66.5,48.6,6,24,480,100.0,100.0,95.4,8,37,7,783,0,34,652,783,516,516,89,4,267,4,2015
Orlando Franklin,6198,G,SD,10,100.0,1,27,51.2,48.3,51.1,6,30,365,100.0,100.0,94.5,5,38,2,616,0,616,0,616,388,388,0,0,228,0,2015
Philip Rivers,1725,QB,SD,16,32.8,0,27,69.9,,60.0,0,0,0,0.0,0.0,,7,0,0,378,0,0,0,1152,0,766,0,0,378,0,2015
King Dunlap,4544,T,SD,7,100.0,0,27,67.3,70.0,57.5,2,8,188,100.0,100.0,95.7,1,13,3,310,0,0,310,310,202,202,0,0,108,0,2015
Malcom Floyd,2044,WR,SD,15,32.6,0,27,61.7,,77.6,0,0,0,0.0,0.0,,0,0,0,270,0,0,0,829,0,559,0,0,270,8,2015
Ladarius Green,7110,TE,SD,13,35.3,0,27,66.7,57.6,63.5,0,2,23,5.4,5.1,95.7,0,2,0,233,0,0,0,660,23,450,0,0,210,289,2015
Dontrelle Inman,6597,WR,SD,14,31.7,1,27,57.4,,65.9,0,0,0,0.0,0.0,,2,0,0,220,0,0,0,694,0,474,0,0,220,17,2015
Steve Johnson,4538,WR,SD,10,31.1,1,27,63.2,70.2,62.1,0,0,1,0.3,0.2,100.0,5,0,0,183,0,0,0,588,1,406,0,0,182,5,2015
David Johnson,5165,TE,SD,16,81.4,0,27,50.2,83.6,56.3,0,0,26,40.6,43.5,100.0,1,0,0,179,0,0,0,220,30,69,0,0,149,104,2015
Keenan Allen,7857,WR,SD,8,33.1,0,27,79.2,,69.4,0,0,0,0.0,0.0,,3,0,0,178,0,0,0,537,0,359,0,0,178,1,2015
Chris Watt,8724,C,SD,5,100.0,1,27,40.4,22.3,49.4,0,14,102,100.0,100.0,92.2,4,15,1,177,144,31,0,177,105,105,2,0,72,0,2015
John Phillips,5132,TE,SD,15,63.8,0,27,73.9,68.3,63.1,0,0,16,16.7,18.4,100.0,1,0,0,148,0,0,0,232,19,103,0,0,129,157,2015
Antonio Gates,1609,TE,SD,11,23.5,0,27,77.9,41.7,62.9,0,1,7,2.0,2.1,92.9,1,1,0,117,0,0,0,498,8,389,0,0,109,108,2015
J.D. Walton,5604,C,SD,3,100.0,0,27,55.4,29.8,63.2,1,5,60,100.0,100.0,95.0,2,6,0,100,43,57,0,100,67,67,0,0,33,0,2015
Javontee Herndon,9191,WR,SD,7,29.5,0,27,59.7,66.3,60.3,0,0,0,0.0,0.5,,1,0,0,86,0,0,0,292,1,206,0,0,85,3,2015
Tyreek Burwell,10124,T,SD,6,100.0,0,27,31.1,21.8,47.8,2,11,44,100.0,100.0,80.7,1,15,2,80,0,10,50,80,50,50,1,17,30,2,2015
Danny Woodhead,4914,HB,SD,16,10.4,0,27,72.6,42.4,58.5,5,4,45,10.2,9.8,90.0,0,9,0,62,0,0,0,594,47,479,0,0,15,0,2015
Jeff Linkenbach,5964,T,SD,6,100.0,0,27,52.2,65.7,42.8,0,3,30,100.0,100.0,95.0,0,3,0,53,0,0,37,53,33,33,0,6,20,10,2015
Melvin Gordon III,9448,HB,SD,14,9.9,0,27,54.6,74.0,60.0,0,2,30,16.0,15.7,93.3,1,3,1,39,0,0,0,395,31,197,0,0,8,0,2015
Branden Oliver,9286,HB,SD,6,18.9,0,27,74.9,45.3,60.0,0,3,16,29.1,27.6,90.6,0,3,0,17,0,0,0,90,16,58,0,0,1,0,2015
Asante Cleveland,9066,TE,SD,3,48.5,0,27,61.3,,76.8,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,33,0,17,0,0,16,10,2015
Kellen Clemens,2994,QB,SD,2,53.3,0,27,64.7,,60.0,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,15,0,6,0,0,8,0,2015
Vincent Brown,6234,WR,SD,1,23.5,0,27,64.1,,62.1,0,0,0,0.0,0.0,,0,0,0,8,0,0,0,34,0,26,0,0,8,0,2015
Donald Brown,4950,HB,SD,6,6.7,0,27,73.2,83.0,60.0,0,0,6,11.8,10.7,100.0,0,0,0,8,0,0,0,120,6,56,0,0,2,0,2015
Tyrell Williams,10154,WR,SD,3,22.6,0,27,53.1,,60.7,0,0,0,0.0,0.0,,0,0,0,7,0,0,0,31,0,24,0,0,7,0,2015
Kyle Miller,6601,TE,SD,2,85.7,0,27,56.2,,57.9,0,0,0,0.0,0.0,,0,0,0,6,0,0,0,7,0,1,0,0,6,7,2015
Matt Slauson,5117,C,SD,16,100.0,0,27,71.7,71.4,69.7,8,18,591,100.0,100.0,97.5,1,28,2,1019,1018,0,0,1019,626,626,0,0,393,0,2016
D.J. Fluker,7792,G,SD,16,100.0,1,27,66.0,68.5,63.2,5,22,575,100.0,100.0,96.8,6,32,5,993,0,0,0,993,612,612,941,51,381,0,2016
Joe Barksdale,6244,T,SD,15,100.0,2,27,56.3,65.9,52.8,7,32,556,100.0,100.0,94.9,10,48,9,967,0,0,46,967,592,592,0,921,375,0,2016
Orlando Franklin,6198,G,SD,16,100.0,0,27,61.5,58.6,60.8,8,30,527,100.0,100.0,96.0,3,40,2,919,0,919,0,919,560,560,0,0,359,0,2016
King Dunlap,4544,T,SD,12,100.0,3,27,68.1,69.3,61.9,6,34,435,100.0,100.0,94.3,7,45,5,775,0,0,774,775,466,466,0,0,309,1,2016
Philip Rivers,1725,QB,SD,16,37.2,1,27,70.7,60.9,60.0,0,0,1,0.2,0.2,100.0,6,0,0,394,0,0,0,1060,1,660,0,0,393,0,2016
Dontrelle Inman,6597,WR,SD,16,36.3,0,27,72.3,67.2,78.4,0,0,2,0.3,0.3,100.0,2,0,0,348,0,0,0,958,2,612,0,0,346,10,2016
Chris Hairston,6274,T,SD,12,100.0,0,27,60.0,62.9,57.2,6,15,208,100.0,100.0,93.5,2,24,3,327,0,0,239,327,216,216,0,81,111,7,2016
Hunter Henry,10669,TE,SD,15,55.6,0,27,83.0,79.0,64.4,0,1,35,12.7,13.0,98.6,4,1,0,319,0,0,0,574,38,293,0,0,281,357,2016
Tyrell Williams,10154,WR,SD,16,32.8,0,27,75.6,,62.8,0,0,0,0.0,0.0,,3,0,0,293,0,0,0,892,0,599,0,0,293,16,2016
Sean McGrath,7515,TE,SD,16,80.3,0,27,56.8,78.9,58.6,0,2,35,39.3,40.6,97.1,2,2,0,232,0,0,0,289,39,96,0,1,193,241,2016
Spencer Pulley,10998,G,SD,11,100.0,0,27,54.1,44.9,63.7,0,13,140,100.0,100.0,94.6,2,14,1,221,47,50,0,221,148,148,123,0,73,0,2016
Antonio Gates,1609,TE,SD,14,29.1,0,27,73.2,56.6,76.9,0,2,24,5.8,5.7,95.8,2,2,0,170,0,0,0,585,25,440,0,0,145,183,2016
Kenny Wiggins,6471,G,SD,11,100.0,0,27,65.7,62.2,68.6,2,3,76,100.0,100.0,96.7,2,5,0,134,0,95,1,134,80,80,0,1,54,36,2016
Travis Benjamin,7100,WR,SD,14,24.1,2,27,67.2,,60.2,0,0,0,0.0,0.0,,2,0,0,132,0,0,0,548,0,414,0,0,132,1,2016
Derek Watt,10832,FB,SD,16,76.1,0,27,55.4,51.8,52.9,0,1,11,27.5,28.9,95.5,1,1,0,108,0,0,0,142,13,45,1,0,95,13,2016
Melvin Gordon III,9448,HB,SD,13,9.6,0,27,68.9,68.8,71.1,1,1,52,14.4,14.8,96.2,0,3,1,63,0,1,0,658,57,386,0,0,6,0,2016
Kenneth Farrow,10988,HB,SD,11,17.5,0,27,42.8,64.5,60.0,0,2,25,21.7,21.7,92.0,0,3,1,33,0,0,0,189,26,120,0,0,7,0,2016
Ronnie Hillman,7069,HB,SD,8,15.8,0,27,56.5,25.6,60.0,1,4,18,20.9,22.2,86.1,0,5,0,21,0,0,0,133,20,90,0,0,1,0,2016
Tyreek Burwell,10124,T,SD,3,100.0,0,27,59.1,53.0,60.9,0,2,9,100.0,100.0,88.9,0,2,0,15,0,0,4,15,9,9,0,10,6,0,2016
Geremy Davis,9619,WR,SD,3,68.2,0,27,55.5,,60.2,0,0,0,0.0,0.0,,0,0,0,15,0,0,0,22,0,7,0,0,15,1,2016
