year,player_id,player_game_count,grades_hands_fumble,grades_pass_block,slot_snaps,position,routes,grades_hands_drop,player,team_name,wide_snaps,inline_snaps,grades_offense,grades_pass_route
2023,47448,3,66.5,,3,WR,7,,Andy Isabella,BUF,5,0,60.8,54.4
2023,8288,17,33.0,46.5,472,WR,637,86.7,Adam Thielen,CAR,205,0,72.7,75.3
2023,97774,15,31.2,76.4,195,WR,539,60.7,Jonathan Mingo,CAR,382,0,54.7,52.6
2023,47702,15,21.7,,128,WR,486,46.1,DJ Chark Jr.,CAR,393,0,60.0,60.0
2023,57373,17,87.7,61.6,3,HB,295,90.1,Chuba Hubbard,CAR,14,0,77.2,62.1
2023,40555,16,56.4,23.3,16,HB,211,66.6,Miles Sanders,CAR,35,0,60.8,68.0
2023,47294,9,74.1,78.7,108,TE,224,57.1,Hayden Hurst,CAR,45,95,44.7,53.1
2023,84271,9,24.3,,65,WR,217,58.1,Terrace Marshall Jr.,CAR,164,0,54.8,56.6
2023,84025,16,75.3,62.0,105,TE,250,85.3,Tommy Tremble,CAR,41,139,55.6,62.0
2023,40411,11,71.9,73.7,56,TE,127,61.8,Stephen Sullivan,CAR,56,24,60.9,61.4
2023,61220,8,28.1,,19,WR,48,78.7,Laviska Shenault Jr.,CAR,23,0,67.4,66.6
2023,61324,13,89.9,,37,WR,55,54.9,Ihmir Smith-Marsette,CAR,22,0,63.6,63.7
2023,42130,11,68.0,32.7,12,TE,77,73.4,Ian Thomas,CAR,7,77,56.9,55.2
2023,57385,9,82.0,44.4,1,HB,31,74.6,Raheem Blackshear,CAR,10,0,63.7,53.9
2023,143358,4,61.2,,8,WR,31,28.8,Mike Strachan,CAR,24,0,54.6,55.7
2023,13756,2,61.2,70.2,3,TE,5,64.7,Giovanni Ricci,CAR,0,1,50.9,58.2
2023,48267,17,57.4,,133,WR,591,90.5,DJ Moore,CHI,480,0,89.3,89.5
2023,60995,17,50.9,64.3,242,TE,425,90.4,Cole Kmet,CHI,51,210,73.7,77.7
2023,48236,15,77.1,39.6,320,WR,466,41.0,Darnell Mooney,CHI,159,3,55.2,58.9
2023,99467,15,65.9,64.8,7,HB,190,71.6,Roschon Johnson,CHI,19,7,65.8,60.7
2023,123578,17,28.2,80.6,57,WR,257,41.9,Tyler Scott,CHI,211,3,52.7,53.2
2023,41668,12,72.8,53.3,11,HB,146,84.1,Khalil Herbert,CHI,4,1,77.9,67.5
2023,12193,17,71.9,59.7,80,TE,164,61.8,Robert Tonyan,CHI,38,60,49.6,54.9
2023,11844,9,67.8,29.5,6,HB,96,60.2,D'Onta Foreman,CHI,7,0,74.0,58.3
2023,40573,12,80.5,,17,WR,54,29.7,Velus Jones Jr.,CHI,40,0,53.1,49.6
2023,47967,7,68.8,72.0,35,WR,111,74.6,Equanimeous St. Brown,CHI,81,2,55.1,56.3
2023,44889,16,73.2,57.0,11,FB,44,36.2,Khari Blasingame,CHI,12,12,55.8,41.3
2023,2973,16,67.0,68.4,0,TE,39,72.1,Marcedes Lewis,CHI,0,103,77.1,65.3
2023,11932,13,87.3,62.4,40,WR,60,64.7,Trent Taylor,CHI,24,0,51.8,52.3
2023,45859,2,,,0,HB,3,27.9,Travis Homer,CHI,0,0,37.9,26.0
2023,47808,3,61.2,,6,WR,14,64.7,Collin Johnson,CHI,9,0,66.9,64.0
2023,84270,16,58.8,,148,WR,600,85.7,Ja'Marr Chase,CIN,479,0,85.3,86.7
2023,10689,17,81.5,66.2,521,WR,577,73.8,Tyler Boyd,CIN,89,0,59.5,64.4
2023,61211,12,78.5,65.7,73,WR,396,45.9,Tee Higgins,CIN,345,1,72.1,70.9
2023,11803,17,91.3,29.7,16,HB,373,67.2,Joe Mixon,CIN,22,0,71.1,68.8
2023,66924,12,78.0,52.2,121,TE,225,81.8,Tanner Hudson,CIN,54,64,73.0,72.5
2023,48080,16,24.3,59.1,96,WR,262,86.1,Trenton Irwin,CIN,180,3,57.0,60.8
2023,47259,17,75.1,68.1,15,TE,190,61.5,Drew Sample,CIN,20,159,60.0,52.9
2023,42060,12,23.6,53.6,75,TE,227,55.9,Irv Smith Jr.,CIN,49,115,44.2,42.8
2023,109811,15,73.8,,27,WR,151,51.5,Andrei Iosivas,CIN,132,0,61.2,62.1
2023,77787,10,48.0,26.7,6,HB,35,64.7,Chase Brown,CIN,2,0,63.9,81.1
2023,47234,16,71.6,74.0,7,TE,69,56.7,Mitchell Wilcox,CIN,7,73,46.7,51.8
2023,55038,8,85.6,,21,WR,30,52.5,Charlie Jones,CIN,9,0,65.8,67.9
2023,45775,16,80.9,75.1,2,HB,96,75.6,Trayveon Williams,CIN,3,7,58.9,51.1
2023,23226,1,61.2,,0,WR,2,64.7,Kwamie Lassiter II,CIN,2,0,58.4,60.1
2023,84136,1,,65.4,1,WR,2,,Shedrick Jackson,CIN,2,0,60.7,58.8
2023,27303,7,70.1,13.6,4,HB,16,64.7,Chris Evans,CIN,10,0,51.9,52.0
2023,46401,9,54.6,60.9,0,QB,2,64.7,Jake Browning,CIN,0,0,79.3,59.8
2023,11784,17,29.4,67.5,225,TE,558,52.8,David Njoku,CLV,66,356,68.2,70.5
2023,9437,16,50.0,68.1,136,WR,592,55.4,Amari Cooper,CLV,491,0,79.9,79.6
2023,84302,18,51.1,0.0,285,WR,608,65.6,Elijah Moore,CLV,346,0,58.9,60.6
2023,83601,18,82.9,64.8,15,HB,349,30.8,Jerome Ford,CLV,17,40,68.3,55.3
2023,84434,14,75.0,76.4,147,WR,358,71.3,Cedric Tillman,CLV,224,11,55.5,55.4
2023,97989,16,74.9,78.0,86,WR,158,60.3,David Bell,CLV,79,3,63.6,63.6
2023,11841,16,90.2,58.4,4,HB,151,71.5,Kareem Hunt,CLV,5,25,69.8,67.0
2023,26394,18,25.8,80.2,48,TE,165,69.0,Harrison Bryant,CLV,13,108,57.0,59.4
2023,47050,18,73.0,43.5,47,TE,128,51.5,Jordan Akins,CLV,11,79,53.6,57.8
2023,7859,13,71.1,,35,WR,86,41.6,Marquise Goodwin,CLV,56,0,50.5,49.5
2023,66619,14,57.5,62.4,1,HB,73,46.3,Pierre Strong Jr.,CLV,8,9,60.6,49.1
2023,48037,3,89.0,,10,WR,34,,James Proche II,CLV,22,1,50.1,49.7
2023,45783,2,79.9,25.8,1,HB,16,72.1,Nick Chubb,CLV,2,1,81.6,65.4
2023,61570,18,50.6,,435,WR,692,89.3,CeeDee Lamb,DAL,299,2,90.9,91.2
2023,61081,18,82.2,73.1,290,TE,573,74.1,Jake Ferguson,DAL,65,283,74.5,76.6
2023,8655,17,57.6,,228,WR,594,83.9,Brandin Cooks,DAL,407,0,68.8,69.9
2023,27126,18,66.9,70.6,37,HB,439,77.6,Tony Pollard,DAL,42,0,77.5,51.4
2023,26075,18,78.0,,49,WR,443,65.5,Michael Gallup,DAL,425,0,63.4,64.5
2023,61637,18,75.5,,116,WR,300,72.1,Jalen Tolbert,DAL,205,0,56.5,58.0
2023,40693,17,88.5,34.1,11,HB,122,56.9,Rico Dowdle,DAL,10,0,66.6,59.6
2023,47658,16,62.1,66.2,76,WR,96,31.0,KaVontae Turpin,DAL,22,0,67.7,69.8
2023,84005,18,70.6,58.1,30,TE,115,27.8,Luke Schoonmaker,DAL,10,121,49.8,43.6
2023,122624,6,80.8,35.7,1,HB,20,75.6,Deuce Vaughn,DAL,3,0,46.4,76.0
2023,60915,9,68.3,85.1,37,TE,65,28.6,Peyton Hendershot,DAL,5,31,44.2,41.4
2023,111284,6,68.8,,3,WR,33,29.8,Jalen Brooks,DAL,32,0,65.1,62.3
2023,91319,17,73.7,20.2,3,FB,39,70.5,Hunter Luepke,DAL,3,3,56.7,56.0
2023,42266,9,,79.2,1,TE,31,,Sean McKeon,DAL,7,29,54.8,43.3
2023,48164,16,21.7,80.7,110,WR,468,52.3,Courtland Sutton,DEN,391,5,75.6,75.2
2023,61103,16,40.4,,291,WR,460,67.2,Jerry Jeudy,DEN,196,0,67.8,68.1
2023,77803,16,83.3,27.8,3,HB,170,63.0,Javonte Williams,DEN,3,4,63.3,61.9
2023,11869,17,61.8,31.1,14,HB,218,86.5,Samaje Perine,DEN,18,3,71.3,81.0
2023,138346,16,87.0,34.6,11,HB,98,88.3,Jaleel McLaughlin,DEN,27,1,86.2,85.2
2023,109795,17,75.1,62.1,147,TE,348,72.8,Adam Trautman,DEN,69,218,53.2,49.2
2023,122937,16,62.8,,75,WR,245,73.7,Marvin Mims Jr.,DEN,187,0,63.1,64.6
2023,40666,13,74.4,,54,WR,217,46.6,Brandon Johnson,DEN,178,0,64.1,64.6
2023,42247,17,72.3,46.2,154,WR,222,63.2,Lil'Jordan Humphrey,DEN,83,5,60.4,58.8
2023,83962,7,70.6,19.5,63,TE,130,77.3,Lucas Krull,DEN,19,57,60.5,60.0
2023,87625,10,67.0,40.7,7,TE,25,72.1,Nate Adkins,DEN,7,16,55.0,59.2
2023,84068,2,65.8,83.7,13,TE,20,70.5,Greg Dulcich,DEN,2,8,66.9,67.8
2023,9462,2,,,6,WR,21,,Phillip Dorsett,DEN,15,0,46.2,46.4
2023,10211,16,66.8,73.1,18,TE,64,68.3,Chris Manhertz,DEN,6,103,56.5,44.2
2023,9601,17,73.7,84.0,3,FB,49,70.5,Michael Burton,DEN,13,8,64.2,49.7
2023,84470,19,67.4,39.2,401,WR,691,88.5,Amon-Ra St. Brown,DET,316,0,91.2,91.3
2023,101690,20,84.3,59.9,177,TE,601,74.6,Sam LaPorta,DET,182,324,77.0,81.8
2023,122474,18,61.2,26.8,40,HB,372,65.4,Jahmyr Gibbs,DET,45,0,76.3,67.4
2023,11872,20,35.3,61.6,212,WR,580,56.7,Josh Reynolds,DET,396,0,70.1,69.2
2023,101701,15,28.6,61.8,121,WR,332,41.3,Jameson Williams,DET,221,0,62.9,61.8
2023,11028,17,89.7,28.2,121,WR,236,79.9,Kalif Raymond,DET,121,2,75.4,75.8
2023,45719,17,73.5,29.7,7,HB,209,50.4,David Montgomery,DET,11,0,79.6,58.4
2023,61439,17,83.6,79.4,90,WR,261,80.0,Donovan Peoples-Jones,DET,196,0,52.7,53.3
2023,60994,16,72.7,64.0,32,TE,155,64.7,Brock Wright,DET,37,140,48.0,50.1
2023,7158,6,16.0,72.7,27,WR,93,45.8,Marvin Jones Jr.,DET,74,0,43.8,44.3
2023,94383,14,45.9,24.0,3,HB,64,73.4,Craig Reynolds,DET,10,0,76.5,69.9
2023,77885,13,64.0,74.4,10,TE,51,29.9,James Mitchell,DET,10,47,41.2,42.2
2023,77985,9,61.2,,24,WR,57,64.7,Antoine Green,DET,35,0,53.5,49.1
2023,97432,2,70.7,76.7,0,HB,4,64.7,Zonovan Knight,DET,0,0,62.1,62.6
2023,12307,13,61.2,58.3,1,G,10,64.7,Dan Skipper,DET,0,28,60.0,47.9
2023,45903,1,68.2,,0,HB,2,64.7,Devine Ozigbo,DET,0,0,66.5,80.1
2023,51837,3,61.2,72.7,6,TE,11,64.7,Anthony Firkser,DET,1,7,57.8,52.3
2023,50714,7,64.6,26.9,1,FB,14,64.7,Jason Cabinda,DET,3,1,43.2,52.6
2023,27819,1,76.9,,0,CB,1,64.7,Khalil Dorsey,DET,0,0,76.0,76.9
2023,60731,4,65.3,82.0,1,LB,5,64.7,Malcolm Rodriguez,DET,1,1,59.7,57.4
2023,84329,19,47.6,,92,WR,555,74.5,Romeo Doubs,GB,495,0,73.6,74.0
2023,78171,18,88.6,62.4,336,WR,424,81.1,Jayden Reed,GB,105,3,73.3,74.4
2023,99711,17,23.0,,117,WR,312,74.3,Dontayvion Wicks,GB,208,3,77.8,77.0
2023,66581,11,77.5,65.5,108,WR,298,67.3,Christian Watson,GB,201,7,68.2,70.3
2023,98499,13,78.3,45.7,131,TE,296,82.2,Luke Musgrave,GB,28,174,68.1,69.6
2023,104034,19,77.4,70.3,94,TE,336,71.6,Tucker Kraft,GB,38,265,60.4,65.1
2023,11937,13,66.0,63.2,13,HB,202,38.6,Aaron Jones,GB,19,13,80.9,56.4
2023,57165,15,90.5,56.0,2,HB,216,72.1,AJ Dillon,GB,17,9,75.7,68.2
2023,61610,7,75.3,,32,WR,91,69.6,Bo Melton,GB,61,1,83.4,82.6
2023,124173,13,73.7,28.9,39,WR,117,51.2,Malik Heath,GB,80,2,60.1,59.2
2023,25276,11,71.8,,38,WR,83,56.7,Samori Toure,GB,47,4,60.6,61.0
2023,40448,13,81.6,59.6,4,HB,136,78.7,Patrick Taylor,GB,17,14,60.4,53.4
2023,47034,16,70.1,29.1,46,TE,76,76.5,Josiah Deguara,GB,7,27,51.7,55.0
2023,77918,16,68.0,68.7,0,TE,54,73.4,Ben Sims,GB,5,72,60.5,58.3
2023,154173,8,79.6,,0,HB,22,73.4,Emanuel Wilson,GB,3,0,80.0,66.3
2023,10707,3,15.3,15.8,0,HB,10,68.3,Kenyan Drake,GB,0,0,37.3,28.8
2023,22425,1,64.6,,0,HB,2,64.7,James Robinson,GB,0,1,59.1,63.1
2023,61441,17,83.3,,100,WR,470,83.5,Nico Collins,HST,396,1,91.4,91.2
2023,47304,17,45.4,61.1,175,TE,473,60.6,Dalton Schultz,HST,63,288,71.5,72.6
2023,7822,16,83.7,39.3,266,WR,448,59.9,Robert Woods,HST,202,2,60.7,61.0
2023,78874,11,85.5,,97,WR,320,64.5,Tank Dell,HST,237,0,83.4,83.3
2023,11993,11,77.6,66.9,129,WR,297,39.3,Noah Brown,HST,198,1,73.0,73.6
2023,40485,19,85.0,34.3,30,HB,329,81.8,Devin Singletary,HST,31,0,75.1,61.2
2023,97400,18,75.5,65.3,90,WR,214,46.6,John Metchie III,HST,136,0,57.8,58.6
2023,122518,16,74.7,,73,WR,190,63.2,Xavier Hutchinson,HST,127,0,47.3,47.2
2023,77887,15,73.9,61.9,47,TE,156,68.7,Brevin Jordan,HST,18,119,69.9,74.8
2023,83659,13,75.5,87.8,12,HB,111,64.4,Dameon Pierce,HST,10,0,65.9,63.3
2023,47121,17,24.5,63.6,25,FB,109,79.4,Andrew Beck,HST,13,69,50.7,48.8
2023,31615,9,23.7,14.5,17,HB,74,52.1,Mike Boone,HST,11,0,41.5,51.3
2023,12329,10,74.8,29.0,15,HB,85,70.5,Dare Ogunbowale,HST,5,0,46.6,49.8
2023,84036,7,64.0,59.4,3,TE,26,68.3,Teagan Quitoriano,HST,3,49,60.1,62.9
2023,11929,8,65.8,34.2,1,TE,26,70.5,Eric Saubert,HST,1,39,52.2,45.5
2023,48341,3,79.5,,0,WR,9,70.5,Steven Sims,HST,9,0,54.3,68.3
2023,129759,17,52.1,61.3,0,QB,1,,C.J. Stroud,HST,0,0,83.2,58.9
2023,29049,16,60.4,75.1,155,WR,565,89.2,Michael Pittman Jr.,IND,439,12,77.7,80.0
2023,122832,17,84.6,,418,WR,483,87.4,Josh Downs,IND,91,1,70.3,71.0
2023,78038,17,77.0,66.3,85,WR,605,69.5,Alec Pierce,IND,564,0,58.1,56.6
2023,40630,15,76.7,63.8,136,TE,290,48.7,Kylen Granson,IND,34,146,56.8,59.3
2023,40341,14,90.6,60.4,12,HB,233,29.8,Zack Moss,IND,18,0,66.9,43.9
2023,57488,10,77.3,57.1,12,HB,178,71.3,Jonathan Taylor,IND,27,0,74.9,63.8
2023,77888,12,23.6,13.8,79,TE,128,82.7,Will Mallory,IND,17,37,66.9,66.6
2023,12078,17,72.7,56.7,25,TE,155,49.6,Mo Alie-Cox,IND,4,174,60.8,58.4
2023,138351,12,71.1,80.1,48,TE,131,58.9,Andrew Ogletree,IND,7,103,66.2,62.3
2023,11927,12,57.4,,46,WR,55,60.2,Isaiah McKenzie,IND,10,0,64.7,66.4
2023,101659,6,76.0,73.4,2,HB,32,29.8,Tyler Goodson,IND,4,0,57.3,41.5
2023,55003,6,65.8,,18,WR,62,36.2,D.J. Montgomery,IND,48,0,60.6,58.4
2023,57372,8,80.9,69.4,2,HB,43,26.5,Trey Sermon,IND,2,0,56.6,27.7
2023,61212,2,,,3,WR,21,27.9,Amari Rodgers,IND,18,0,44.0,45.2
2023,97302,1,66.2,,0,HB,5,68.3,Evan Hull,IND,0,0,65.7,64.6
2023,38275,3,,65.7,2,WR,10,,Juwann Winfree,IND,9,0,52.8,54.5
2023,45835,1,66.7,36.0,1,HB,8,64.7,Jake Funk,IND,0,0,63.5,66.5
2023,11778,17,27.2,61.8,367,TE,617,81.0,Evan Engram,JAX,134,174,71.6,73.2
2023,48262,17,54.8,,128,WR,647,62.1,Calvin Ridley,JAX,560,0,71.4,72.2
2023,47546,12,26.7,75.7,291,WR,380,68.2,Christian Kirk,JAX,114,0,71.1,72.7
2023,57185,17,91.3,52.2,27,HB,404,63.6,Travis Etienne Jr.,JAX,44,0,77.0,69.3
2023,11792,9,77.1,66.2,94,WR,307,79.4,Zay Jones,JAX,231,0,61.2,61.5
2023,11920,10,51.9,,78,WR,150,80.6,Jamal Agnew,JAX,78,0,59.9,62.5
2023,129799,7,34.4,,141,WR,177,66.7,Parker Washington,JAX,45,0,51.1,53.4
2023,61669,16,71.5,81.0,67,WR,184,78.7,Tim Jones,JAX,126,4,52.0,51.8
2023,42353,17,72.7,67.6,32,TE,114,80.6,Luke Farrell,JAX,3,129,58.1,68.4
2023,45734,14,83.6,43.7,9,HB,108,78.0,D'Ernest Johnson,JAX,16,0,57.5,65.7
2023,101694,14,68.0,55.8,49,TE,85,73.4,Brenton Strange,JAX,14,55,48.6,50.7
2023,123974,11,26.9,32.1,2,HB,39,25.9,Tank Bigsby,JAX,7,0,52.3,24.7
2023,61501,9,65.8,,10,WR,55,36.2,Elijah Cooks,JAX,46,0,53.0,54.0
2023,7844,19,63.6,77.9,363,TE,662,76.7,Travis Kelce,KC,167,189,82.6,87.8
2023,97605,20,23.6,71.7,288,WR,542,90.2,Rashee Rice,KC,286,3,84.9,86.1
2023,83747,18,78.0,67.4,16,HB,365,88.9,Isiah Pacheco,KC,29,6,79.9,69.9
2023,66915,20,28.2,66.3,151,WR,463,36.1,Justin Watson,KC,337,2,61.7,61.6
2023,47809,20,27.2,,198,WR,569,57.8,Marquez Valdes-Scantling,KC,410,0,52.1,52.9
2023,60878,21,77.8,47.6,153,TE,379,80.8,Noah Gray,KC,89,193,62.9,63.7
2023,61245,13,38.3,,74,WR,152,37.4,Kadarius Toney,KC,76,1,62.5,62.9
2023,97116,14,26.3,,107,WR,289,72.8,Skyy Moore,KC,194,4,54.8,54.9
2023,8731,13,80.9,58.1,6,HB,190,65.0,Jerick McKinnon,KC,8,17,63.1,69.1
2023,42683,14,22.0,,85,WR,142,58.1,Mecole Hardman Jr.,KC,64,1,55.2,60.4
2023,57279,19,63.4,59.1,9,HB,155,71.3,Clyde Edwards-Helaire,KC,13,6,65.5,65.9
2023,28991,13,58.5,,67,WR,130,43.5,Richie James,KC,62,1,56.3,56.0
2023,78021,10,68.8,,18,WR,79,29.8,Justyn Ross,KC,67,0,48.7,51.0
2023,9550,21,16.0,46.5,16,TE,89,45.8,Blake Bell,KC,6,91,43.0,30.6
2023,26408,4,78.1,79.2,0,HB,31,36.8,La'Mical Perine,KC,4,0,64.4,48.3
2023,77761,7,81.1,60.8,4,HB,51,72.1,Keaontay Ingram,KC,8,0,64.7,55.0
2023,9467,16,62.3,62.2,0,T,0,67.6,Donovan Smith,KC,0,0,57.8,66.9
2023,100632,18,44.2,72.0,200,WR,607,51.7,Puka Nacua,LA,458,0,90.2,89.3
2023,11824,13,81.1,69.5,287,WR,432,61.3,Cooper Kupp,LA,174,0,71.5,71.1
2023,10744,16,79.2,67.6,153,TE,475,55.3,Tyler Higbee,LA,78,324,57.6,58.7
2023,77965,17,79.6,,192,WR,408,66.8,Tutu Atwell,LA,249,0,68.3,66.6
2023,97118,13,62.9,57.7,24,HB,341,43.2,Kyren Williams,LA,15,0,80.4,39.1
2023,10760,14,20.7,,65,WR,259,87.3,Demarcus Robinson,LA,206,0,70.0,69.2
2023,41193,4,82.9,69.0,13,HB,52,60.6,Darrell Henderson,LA,3,0,55.2,58.4
2023,27948,15,72.0,73.7,42,WR,88,77.3,Ben Skowronek,LA,52,2,55.9,56.7
2023,99697,12,72.3,75.5,14,TE,85,63.2,Davis Allen,LA,12,83,64.7,72.8
2023,57208,8,82.4,46.0,3,HB,44,78.0,Ronnie Rivers,LA,2,0,75.0,66.0
2023,47338,15,68.0,56.7,16,TE,52,73.4,Brycen Hopkins,LA,9,32,68.0,70.5
2023,52195,9,63.3,69.6,26,WR,34,72.1,Austin Trammell,LA,15,0,57.4,60.9
2023,48054,1,64.0,,4,WR,13,68.3,Tyler Johnson,LA,12,0,63.0,68.8
2023,45747,10,85.6,67.6,16,HB,80,64.7,Royce Freeman,LA,5,0,74.2,46.0
2023,7857,13,35.7,77.5,331,WR,527,79.0,Keenan Allen,LAC,226,0,86.3,87.4
2023,11799,15,25.2,67.5,133,TE,326,80.3,Gerald Everett,LAC,47,183,65.6,68.1
2023,12164,14,29.6,29.3,21,HB,349,65.4,Austin Ekeler,LAC,31,0,60.2,57.4
2023,123085,17,78.6,,55,WR,488,64.3,Quentin Johnston,LAC,459,0,58.9,58.7
2023,62979,10,29.7,,143,WR,342,66.3,Joshua Palmer,LAC,225,0,67.6,67.6
2023,91014,14,75.9,78.3,101,TE,251,45.2,Donald Parham Jr.,LAC,37,162,59.7,64.0
2023,11107,8,74.0,67.9,111,WR,222,81.7,Alex Erickson,LAC,119,1,62.6,63.7
