season,game_type,team,week,gsis_id,position,full_name,first_name,last_name,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,date_modified,source_file,injury_score,original_position,original_team,player,team_name,snap_counts_defense,player_game_count
2023,REG,SEA,3,00-0038133,LB,Boye Mafe,Boye,Mafe,,,,Knee,,Full Participation in Practice,2023-09-22 21:19:26,injury_reports_2023.csv,0.0,LB,SEA,Boye Mafe,SEA,808,16
2023,REG,SEA,9,00-0038133,LB,Boye Mafe,Boye,Mafe,,,,Shoulder,,Full Participation in Practice,2023-11-03 21:07:26,injury_reports_2023.csv,0.0,LB,SEA,Boye Mafe,SEA,808,16
2023,REG,SEA,1,00-0038591,ED,Mike Morris,Mike,Morris,,,,Shoulder,,Full Participation in Practice,2023-09-08 21:04:43,injury_reports_2023.csv,0.0,DE,SEA,Mike Morris,SEA,26,1
2023,REG,SEA,2,00-0038591,ED,Mike Morris,Mike,Morris,Shoulder,,Out,Shoulder,,Did Not Participate In Practice,2023-09-15 19:44:35,injury_reports_2023.csv,3.0,DE,SEA,Mike Morris,SEA,26,1
2023,REG,SEA,1,00-0032387,DI,Jarran Reed,Jarran,Reed,,,,Toe,,Full Participation in Practice,2023-09-08 21:06:00,injury_reports_2023.csv,0.0,DT,SEA,Jarran Reed,SEA,809,16
2023,REG,SEA,2,00-0032387,DI,Jarran Reed,Jarran,Reed,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-09-15 21:07:11,injury_reports_2023.csv,0.0,DT,SEA,Jarran Reed,SEA,809,16
2023,REG,SEA,3,00-0032387,DI,Jarran Reed,Jarran,Reed,Groin,,Questionable,Groin,,Full Participation in Practice,2023-09-22 19:53:37,injury_reports_2023.csv,0.0,DT,SEA,Jarran Reed,SEA,809,16
2023,REG,SEA,4,00-0032387,DI,Jarran Reed,Jarran,Reed,,,,Quadricep,,Full Participation in Practice,2023-09-30 21:16:53,injury_reports_2023.csv,0.0,DT,SEA,Jarran Reed,SEA,809,16
2023,REG,SEA,6,00-0032387,DI,Jarran Reed,Jarran,Reed,,,,Shin,,Full Participation in Practice,2023-10-13 21:02:47,injury_reports_2023.csv,0.0,DT,SEA,Jarran Reed,SEA,809,16
2023,REG,SEA,8,00-0032387,DI,Jarran Reed,Jarran,Reed,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-10-25 22:55:06,injury_reports_2023.csv,0.0,DT,SEA,Jarran Reed,SEA,809,16
2023,REG,SEA,10,00-0032387,DI,Jarran Reed,Jarran,Reed,,,,Tooth,,Full Participation in Practice,2023-11-10 22:14:48,injury_reports_2023.csv,0.0,DT,SEA,Jarran Reed,SEA,809,16
2023,REG,SEA,14,00-0032387,DI,Jarran Reed,Jarran,Reed,Hamstring,,Questionable,Hamstring,,Did Not Participate In Practice,2023-12-08 20:41:38,injury_reports_2023.csv,0.0,DT,SEA,Jarran Reed,SEA,809,16
2023,REG,SEA,15,00-0032387,DI,Jarran Reed,Jarran,Reed,,,,Wrist,,Full Participation in Practice,2023-12-16 22:11:30,injury_reports_2023.csv,0.0,DT,SEA,Jarran Reed,SEA,809,16
2023,REG,SEA,17,00-0032387,DI,Jarran Reed,Jarran,Reed,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-12-27 23:50:16,injury_reports_2023.csv,0.0,DT,SEA,Jarran Reed,SEA,809,16
2023,REG,SEA,18,00-0032387,DI,Jarran Reed,Jarran,Reed,Knee,,Questionable,Knee,,Did Not Participate In Practice,2024-01-05 20:44:01,injury_reports_2023.csv,0.0,DT,SEA,Jarran Reed,SEA,809,16
2023,REG,SEA,1,00-0036413,LB,Darrell Taylor,Darrell,Taylor,,,,Shoulder,,Full Participation in Practice,2023-09-08 21:04:43,injury_reports_2023.csv,0.0,LB,SEA,Darrell Taylor,SEA,522,17
2023,REG,SEA,4,00-0036413,LB,Darrell Taylor,Darrell,Taylor,,,,Shin,,Full Participation in Practice,2023-09-30 21:16:53,injury_reports_2023.csv,0.0,LB,SEA,Darrell Taylor,SEA,522,17
2023,REG,SEA,15,00-0036413,LB,Darrell Taylor,Darrell,Taylor,,,,Abdomen,,Full Participation in Practice,2023-12-16 22:11:38,injury_reports_2023.csv,0.0,LB,SEA,Darrell Taylor,SEA,522,17
2023,REG,SEA,1,00-0033872,S,Jamal Adams,Jamal,Adams,Knee,,Out,Knee,,Did Not Participate In Practice,2023-09-08 19:48:24,injury_reports_2023.csv,3.0,S,SEA,Jamal Adams,SEA,518,9
2023,REG,SEA,2,00-0033872,S,Jamal Adams,Jamal,Adams,Knee,,Out,Knee,,Limited Participation in Practice,2023-09-15 19:43:57,injury_reports_2023.csv,3.0,S,SEA,Jamal Adams,SEA,518,9
2023,REG,SEA,3,00-0033872,S,Jamal Adams,Jamal,Adams,Knee,,Questionable,Knee,,Full Participation in Practice,2023-09-22 19:55:32,injury_reports_2023.csv,0.0,S,SEA,Jamal Adams,SEA,518,9
2023,REG,SEA,4,00-0033872,S,Jamal Adams,Jamal,Adams,,,,Knee,,Full Participation in Practice,2023-09-30 21:16:53,injury_reports_2023.csv,0.0,S,SEA,Jamal Adams,SEA,518,9
2023,REG,SEA,6,00-0033872,S,Jamal Adams,Jamal,Adams,,,,Not injury related - resting player,Knee,Limited Participation in Practice,2023-10-13 21:04:14,injury_reports_2023.csv,0.0,S,SEA,Jamal Adams,SEA,518,9
2023,REG,SEA,7,00-0033872,S,Jamal Adams,Jamal,Adams,,,,Not injury related - resting player,Knee,Did Not Participate In Practice,2023-10-20 21:13:16,injury_reports_2023.csv,0.0,S,SEA,Jamal Adams,SEA,518,9
2023,REG,SEA,8,00-0033872,S,Jamal Adams,Jamal,Adams,Knee,,Questionable,Not injury related - resting player,Knee,Full Participation in Practice,2023-10-27 19:35:22,injury_reports_2023.csv,0.0,S,SEA,Jamal Adams,SEA,518,9
2023,REG,SEA,9,00-0033872,S,Jamal Adams,Jamal,Adams,,,,Not injury related - resting player,Knee,Full Participation in Practice,2023-11-03 21:06:45,injury_reports_2023.csv,0.0,S,SEA,Jamal Adams,SEA,518,9
2023,REG,SEA,11,00-0033872,S,Jamal Adams,Jamal,Adams,Knee,,Questionable,Knee,Not injury related - resting p,Did Not Participate In Practice,2023-11-17 21:00:44,injury_reports_2023.csv,0.0,S,SEA,Jamal Adams,SEA,518,9
2023,REG,SEA,12,00-0033872,S,Jamal Adams,Jamal,Adams,,,,Knee,,Full Participation in Practice,2023-11-22 21:20:27,injury_reports_2023.csv,0.0,S,SEA,Jamal Adams,SEA,518,9
2023,REG,SEA,13,00-0033872,S,Jamal Adams,Jamal,Adams,,,,Knee,,Full Participation in Practice,2023-11-29 21:03:21,injury_reports_2023.csv,0.0,S,SEA,Jamal Adams,SEA,518,9
2023,REG,SEA,14,00-0033872,S,Jamal Adams,Jamal,Adams,,,,Knee,,Full Participation in Practice,2023-12-08 22:10:30,injury_reports_2023.csv,0.0,S,SEA,Jamal Adams,SEA,518,9
2023,REG,SEA,15,00-0033872,S,Jamal Adams,Jamal,Adams,Knee,,Questionable,Knee,,Did Not Participate In Practice,2023-12-16 20:45:52,injury_reports_2023.csv,0.0,S,SEA,Jamal Adams,SEA,518,9
2023,REG,SEA,16,00-0033872,S,Jamal Adams,Jamal,Adams,Knee,,Out,Knee,,Did Not Participate In Practice,2023-12-22 20:46:06,injury_reports_2023.csv,3.0,S,SEA,Jamal Adams,SEA,518,9
2023,REG,SEA,17,00-0033872,S,Jamal Adams,Jamal,Adams,Knee,,Out,Knee,,Did Not Participate In Practice,2023-12-29 21:02:07,injury_reports_2023.csv,3.0,S,SEA,Jamal Adams,SEA,518,9
2023,REG,SEA,1,00-0039169,CB,Devon Witherspoon,Devon,Witherspoon,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-09-08 19:49:41,injury_reports_2023.csv,0.0,CB,SEA,Devon Witherspoon,SEA,883,14
2023,REG,SEA,2,00-0039169,CB,Devon Witherspoon,Devon,Witherspoon,,,,Hamstring,,Full Participation in Practice,2023-09-14 23:00:07,injury_reports_2023.csv,0.0,CB,SEA,Devon Witherspoon,SEA,883,14
2023,REG,SEA,15,00-0039169,CB,Devon Witherspoon,Devon,Witherspoon,Hip,,Questionable,Hip,,Did Not Participate In Practice,2023-12-16 20:46:36,injury_reports_2023.csv,0.0,CB,SEA,Devon Witherspoon,SEA,883,14
2023,REG,SEA,16,00-0039169,CB,Devon Witherspoon,Devon,Witherspoon,Hip,,Questionable,Hip,,Limited Participation in Practice,2023-12-22 20:48:25,injury_reports_2023.csv,0.0,CB,SEA,Devon Witherspoon,SEA,883,14
2023,REG,SEA,17,00-0039169,CB,Devon Witherspoon,Devon,Witherspoon,Hip,,Questionable,Hip,,Limited Participation in Practice,2023-12-29 21:04:41,injury_reports_2023.csv,0.0,CB,SEA,Devon Witherspoon,SEA,883,14
2023,REG,SF,1,00-0035717,ED,Nick Bosa,Nick,Bosa,,,,Not injury related - resting player,,Full Participation in Practice,2023-09-08 19:44:52,injury_reports_2023.csv,0.0,DE,SF,Nick Bosa,SF,1022,20
2023,REG,SF,13,00-0035717,ED,Nick Bosa,Nick,Bosa,,,,Toe,,Limited Participation in Practice,2023-12-01 20:43:54,injury_reports_2023.csv,0.0,DE,SF,Nick Bosa,SF,1022,20
2023,REG,SF,16,00-0035717,ED,Nick Bosa,Nick,Bosa,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-12-21 23:04:23,injury_reports_2023.csv,0.0,DE,SF,Nick Bosa,SF,1022,20
2023,REG,SF,18,00-0035717,ED,Nick Bosa,Nick,Bosa,,,,Not injury related - resting player,,Did Not Participate In Practice,2024-01-04 00:43:42,injury_reports_2023.csv,0.0,DE,SF,Nick Bosa,SF,1022,20
2023,REG,SF,1,00-0034754,LB,Oren Burks,Oren,Burks,,,,Knee,,Full Participation in Practice,2023-09-08 19:45:52,injury_reports_2023.csv,0.0,LB,SF,Oren Burks,SF,433,18
2023,REG,SF,15,00-0034754,LB,Oren Burks,Oren,Burks,Knee,,Out,Knee,,Did Not Participate In Practice,2023-12-15 22:03:53,injury_reports_2023.csv,3.0,LB,SF,Oren Burks,SF,433,18
2023,REG,SF,16,00-0034754,LB,Oren Burks,Oren,Burks,Knee,,Out,Knee,,Did Not Participate In Practice,2023-12-23 21:56:09,injury_reports_2023.csv,3.0,LB,SF,Oren Burks,SF,433,18
2023,REG,SF,17,00-0034754,LB,Oren Burks,Oren,Burks,,,,Knee,,Full Participation in Practice,2023-12-29 20:56:37,injury_reports_2023.csv,0.0,LB,SF,Oren Burks,SF,433,18
2023,REG,SF,1,00-0036564,S,Talanoa Hufanga,Talanoa,Hufanga,,,,Knee,Not injury related - personal ,Full Participation in Practice,2023-09-08 19:45:44,injury_reports_2023.csv,0.0,S,SF,Talanoa Hufanga,SF,577,10
2023,REG,SF,12,00-0036564,S,Talanoa Hufanga,Talanoa,Hufanga,,,,Knee,,Did Not Participate In Practice,2023-11-20 22:02:30,injury_reports_2023.csv,0.0,S,SF,Talanoa Hufanga,SF,577,10
2023,REG,SF,1,00-0034091,S,George Odum,George,Odum,,,,Shoulder,,Full Participation in Practice,2023-09-08 19:44:30,injury_reports_2023.csv,0.0,S,SF,George Odum,SF,39,6
2023,REG,SF,7,00-0034091,S,George Odum,George,Odum,,,,Quadricep,,Full Participation in Practice,2023-10-21 21:01:52,injury_reports_2023.csv,0.0,S,SF,George Odum,SF,39,6
2023,REG,SF,1,00-0034573,CB,Charvarius Ward,Charvarius,Ward,Heel,,Questionable,Heel,,Limited Participation in Practice,2023-09-08 19:46:24,injury_reports_2023.csv,0.0,CB,SF,Charvarius Ward,SF,1148,20
2023,REG,SF,5,00-0034573,CB,Charvarius Ward,Charvarius,Ward,,,,Heel,,Full Participation in Practice,2023-10-06 21:19:53,injury_reports_2023.csv,0.0,CB,SF,Charvarius Ward,SF,1148,20
2023,REG,SF,15,00-0034573,CB,Charvarius Ward,Charvarius,Ward,Groin,,Questionable,Groin,,Limited Participation in Practice,2023-12-15 22:03:12,injury_reports_2023.csv,0.0,CB,SF,Charvarius Ward,SF,1148,20
2023,REG,TB,1,00-0038823,S,Kaevon Merriweather,Kaevon,Merriweather,,,,Quadricep,,Full Participation in Practice,2023-09-08 18:41:45,injury_reports_2023.csv,0.0,S,TB,Kaevon Merriweather,TB,164,9
2023,REG,TB,8,00-0038823,S,Kaevon Merriweather,Kaevon,Merriweather,Ankle,,Out,Ankle,,Did Not Participate In Practice,2023-10-25 15:34:59,injury_reports_2023.csv,3.0,S,TB,Kaevon Merriweather,TB,164,9
2023,REG,TB,9,00-0038823,S,Kaevon Merriweather,Kaevon,Merriweather,Ankle,,Questionable,Ankle,,Full Participation in Practice,2023-11-03 18:18:41,injury_reports_2023.csv,0.0,S,TB,Kaevon Merriweather,TB,164,9
2023,REG,TB,18,00-0038823,S,Kaevon Merriweather,Kaevon,Merriweather,,,,Thigh,,Full Participation in Practice,2024-01-05 17:58:35,injury_reports_2023.csv,0.0,S,TB,Kaevon Merriweather,TB,164,9
2023,REG,TB,1,00-0035254,LB,Anthony Nelson,Anthony,Nelson,,,,Hamstring,,Full Participation in Practice,2023-09-08 18:42:08,injury_reports_2023.csv,0.0,LB,TB,Anthony Nelson,TB,446,18
2023,REG,TB,6,00-0035254,LB,Anthony Nelson,Anthony,Nelson,Concussion,,Doubtful,Concussion,,Full Participation in Practice,2023-10-14 13:39:50,injury_reports_2023.csv,0.0,LB,TB,Anthony Nelson,TB,446,18
2023,REG,TB,7,00-0035254,LB,Anthony Nelson,Anthony,Nelson,Concussion,,Questionable,Concussion,,Full Participation in Practice,2023-10-20 18:06:25,injury_reports_2023.csv,0.0,LB,TB,Anthony Nelson,TB,446,18
2023,REG,TB,1,00-0039063,DI,Calijah Kancey,Calijah,Kancey,Calf,,Questionable,Calf,,Full Participation in Practice,2023-09-08 18:42:16,injury_reports_2023.csv,0.0,DT,TB,Calijah Kancey,TB,663,16
2023,REG,TB,2,00-0039063,DI,Calijah Kancey,Calijah,Kancey,Calf,,Out,Calf,,Did Not Participate In Practice,2023-09-15 17:56:12,injury_reports_2023.csv,3.0,DT,TB,Calijah Kancey,TB,663,16
2023,REG,TB,3,00-0039063,DI,Calijah Kancey,Calijah,Kancey,Calf,,Out,Calf,,Did Not Participate In Practice,2023-09-23 19:48:23,injury_reports_2023.csv,3.0,DT,TB,Calijah Kancey,TB,663,16
2023,REG,TB,4,00-0039063,DI,Calijah Kancey,Calijah,Kancey,Calf,,Out,Calf,,Did Not Participate In Practice,2023-09-29 19:21:23,injury_reports_2023.csv,3.0,DT,TB,Calijah Kancey,TB,663,16
2023,REG,TB,6,00-0039063,DI,Calijah Kancey,Calijah,Kancey,,,,Calf,,Full Participation in Practice,2023-10-13 19:34:54,injury_reports_2023.csv,0.0,DT,TB,Calijah Kancey,TB,663,16
2023,REG,TB,10,00-0039063,ED,Calijah Kancey,Calijah,Kancey,Quadricep,,Questionable,Quadricep,,Limited Participation in Practice,2023-11-10 20:21:05,injury_reports_2023.csv,0.0,DE,TB,Calijah Kancey,TB,663,16
2023,REG,TEN,1,00-0034825,LB,Arden Key,Arden,Key,,,,Calf,,Full Participation in Practice,2023-09-08 19:03:44,injury_reports_2023.csv,0.0,LB,TEN,Arden Key,TEN,727,17
2023,REG,TEN,16,00-0034825,LB,Arden Key,Arden,Key,,,,Back,,Full Participation in Practice,2023-12-22 20:21:50,injury_reports_2023.csv,0.0,LB,TEN,Arden Key,TEN,727,17
2023,REG,TEN,1,00-0037593,CB,Tre Avery,Tre,Avery,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-09-08 19:04:45,injury_reports_2023.csv,3.0,CB,TEN,Tre Avery,TEN,360,11
2023,REG,TEN,2,00-0037593,CB,Tre Avery,Tre,Avery,,,,Hamstring,,Full Participation in Practice,2023-09-15 19:49:26,injury_reports_2023.csv,0.0,CB,TEN,Tre Avery,TEN,360,11
2023,REG,TEN,17,00-0037593,CB,Tre Avery,Tre,Avery,Knee,,Questionable,Knee,,Full Participation in Practice,2023-12-29 19:57:51,injury_reports_2023.csv,0.0,CB,TEN,Tre Avery,TEN,360,11
2023,REG,TEN,18,00-0037593,CB,Tre Avery,Tre,Avery,,,,Knee,,Full Participation in Practice,2024-01-05 19:54:11,injury_reports_2023.csv,0.0,CB,TEN,Tre Avery,TEN,360,11
2023,REG,WAS,1,00-0036625,CB,Benjamin St-Juste,Benjamin,St-Juste,,,,Ankle,,Full Participation in Practice,2023-09-08 17:15:41,injury_reports_2023.csv,0.0,CB,WAS,Benjamin St-Juste,WAS,1063,16
2023,REG,WAS,4,00-0036625,CB,Benjamin St-Juste,Benjamin,St-Juste,,,,Neck,,Full Participation in Practice,2023-09-29 17:29:43,injury_reports_2023.csv,0.0,CB,WAS,Benjamin St-Juste,WAS,1063,16
2023,REG,WAS,5,00-0036625,CB,Benjamin St-Juste,Benjamin,St-Juste,,,,Neck,,Full Participation in Practice,2023-10-04 16:18:59,injury_reports_2023.csv,0.0,CB,WAS,Benjamin St-Juste,WAS,1063,16
2023,REG,WAS,7,00-0036625,CB,Benjamin St-Juste,Benjamin,St-Juste,,,,Hand,,Full Participation in Practice,2023-10-20 17:17:11,injury_reports_2023.csv,0.0,CB,WAS,Benjamin St-Juste,WAS,1063,16
2023,REG,WAS,8,00-0036625,CB,Benjamin St-Juste,Benjamin,St-Juste,,,,Thigh,,Full Participation in Practice,2023-10-27 17:21:19,injury_reports_2023.csv,0.0,CB,WAS,Benjamin St-Juste,WAS,1063,16
2023,REG,WAS,11,00-0036625,CB,Benjamin St-Juste,Benjamin,St-Juste,,,,Illness,,Full Participation in Practice,2023-11-17 18:29:20,injury_reports_2023.csv,0.0,CB,WAS,Benjamin St-Juste,WAS,1063,16
2023,REG,WAS,17,00-0036625,CB,Benjamin St-Juste,Benjamin,St-Juste,Concussion,,Out,Concussion,,Did Not Participate In Practice,2023-12-29 19:13:13,injury_reports_2023.csv,3.0,CB,WAS,Benjamin St-Juste,WAS,1063,16
2023,REG,WAS,18,00-0036625,CB,Benjamin St-Juste,Benjamin,St-Juste,,,,Concussion,,Full Participation in Practice,2024-01-05 19:57:51,injury_reports_2023.csv,0.0,CB,WAS,Benjamin St-Juste,WAS,1063,16
2023,REG,WAS,1,00-0036351,ED,James Smith-Williams,James,Smith-Williams,Oblique,,Questionable,Oblique,,Limited Participation in Practice,2023-09-08 17:16:07,injury_reports_2023.csv,0.0,DE,WAS,James Smith-Williams,WAS,418,13
2023,REG,WAS,7,00-0036351,ED,James Smith-Williams,James,Smith-Williams,,,,Foot,,Full Participation in Practice,2023-10-20 17:17:31,injury_reports_2023.csv,0.0,DE,WAS,James Smith-Williams,WAS,418,13
2023,REG,WAS,11,00-0036351,ED,James Smith-Williams,James,Smith-Williams,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-11-17 18:30:10,injury_reports_2023.csv,3.0,DE,WAS,James Smith-Williams,WAS,418,13
2023,REG,WAS,12,00-0036351,ED,James Smith-Williams,James,Smith-Williams,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-11-22 16:22:34,injury_reports_2023.csv,3.0,DE,WAS,James Smith-Williams,WAS,418,13
2023,REG,WAS,13,00-0036351,ED,James Smith-Williams,James,Smith-Williams,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-12-01 18:44:53,injury_reports_2023.csv,3.0,DE,WAS,James Smith-Williams,WAS,418,13
2023,REG,WAS,15,00-0036351,ED,James Smith-Williams,James,Smith-Williams,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-12-15 18:56:38,injury_reports_2023.csv,3.0,DE,WAS,James Smith-Williams,WAS,418,13
2023,REG,WAS,16,00-0036351,ED,James Smith-Williams,James,Smith-Williams,,,,Hamstring,,Full Participation in Practice,2023-12-22 18:14:24,injury_reports_2023.csv,0.0,DE,WAS,James Smith-Williams,WAS,418,13
2023,REG,WAS,17,00-0036351,ED,James Smith-Williams,James,Smith-Williams,,,,Illness,,Full Participation in Practice,2023-12-29 19:12:18,injury_reports_2023.csv,0.0,DE,WAS,James Smith-Williams,WAS,418,13
2023,REG,ARZ,2,00-0035636,ED,L.J. Collier,L.J.,Collier,Biceps,,Out,Biceps,,Did Not Participate In Practice,2023-09-15 19:55:48,injury_reports_2023.csv,3.0,DE,ARI,L.J. Collier,ARZ,37,1
2023,REG,ARZ,2,00-0034801,LB,Josh Woods,Josh,Woods,Ankle,,Out,Ankle,,Did Not Participate In Practice,2023-09-15 19:55:40,injury_reports_2023.csv,3.0,LB,ARI,Josh Woods,ARZ,568,11
2023,REG,ARZ,3,00-0034801,LB,Josh Woods,Josh,Woods,Ankle,,Out,Ankle,,Did Not Participate In Practice,2023-09-22 19:29:54,injury_reports_2023.csv,3.0,LB,ARI,Josh Woods,ARZ,568,11
2023,REG,ARZ,4,00-0034801,LB,Josh Woods,Josh,Woods,Ankle,,Out,Ankle,,Did Not Participate In Practice,2023-09-29 19:35:59,injury_reports_2023.csv,3.0,LB,ARI,Josh Woods,ARZ,568,11
2023,REG,ARZ,5,00-0034801,LB,Josh Woods,Josh,Woods,Ankle,,Questionable,Ankle,,Full Participation in Practice,2023-10-06 19:51:24,injury_reports_2023.csv,0.0,LB,ARI,Josh Woods,ARZ,568,11
2023,REG,ARZ,6,00-0034801,LB,Josh Woods,Josh,Woods,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2023-10-13 19:46:10,injury_reports_2023.csv,0.0,LB,ARI,Josh Woods,ARZ,568,11
2023,REG,ARZ,7,00-0034801,LB,Josh Woods,Josh,Woods,Back,,Questionable,Back,,Limited Participation in Practice,2023-10-20 19:41:34,injury_reports_2023.csv,0.0,LB,ARI,Josh Woods,ARZ,568,11
2023,REG,ARZ,2,00-0033890,S,Budda Baker,Budda,Baker,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-09-15 19:54:13,injury_reports_2023.csv,0.0,S,ARI,Budda Baker,ARZ,763,12
2023,REG,ARZ,7,00-0033890,S,Budda Baker,Budda,Baker,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-10-20 19:41:34,injury_reports_2023.csv,0.0,S,ARI,Budda Baker,ARZ,763,12
2023,REG,ARZ,2,00-0036371,DI,Leki Fotu,Leki,Fotu,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2023-09-15 19:54:13,injury_reports_2023.csv,0.0,DT,ARI,Leki Fotu,ARZ,297,11
2023,REG,ARZ,3,00-0036371,DI,Leki Fotu,Leki,Fotu,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2023-09-22 19:29:35,injury_reports_2023.csv,0.0,DT,ARI,Leki Fotu,ARZ,297,11
2023,REG,ARZ,17,00-0036371,DI,Leki Fotu,Leki,Fotu,Hand,,Out,Hand,,Limited Participation in Practice,2023-12-29 19:35:34,injury_reports_2023.csv,3.0,DT,ARI,Leki Fotu,ARZ,297,11
2023,REG,ARZ,18,00-0036371,DI,Leki Fotu,Leki,Fotu,Hand,,Questionable,Hand,,Limited Participation in Practice,2024-01-05 20:41:56,injury_reports_2023.csv,0.0,DT,ARI,Leki Fotu,ARZ,297,11
2023,REG,ATL,2,00-0026190,ED,Calais Campbell,Calais,Campbell,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-09-13 20:56:52,injury_reports_2023.csv,0.0,DE,ATL,Calais Campbell,ATL,712,17
2023,REG,ATL,3,00-0026190,ED,Calais Campbell,Calais,Campbell,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-09-20 20:36:59,injury_reports_2023.csv,0.0,DE,ATL,Calais Campbell,ATL,712,17
2023,REG,ATL,4,00-0026190,ED,Calais Campbell,Calais,Campbell,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-09-27 20:01:01,injury_reports_2023.csv,0.0,DE,ATL,Calais Campbell,ATL,712,17
2023,REG,ATL,6,00-0026190,ED,Calais Campbell,Calais,Campbell,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-10-11 20:45:54,injury_reports_2023.csv,0.0,DE,ATL,Calais Campbell,ATL,712,17
2023,REG,ATL,7,00-0026190,ED,Calais Campbell,Calais,Campbell,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-10-18 20:48:03,injury_reports_2023.csv,0.0,DE,ATL,Calais Campbell,ATL,712,17
2023,REG,ATL,8,00-0026190,ED,Calais Campbell,Calais,Campbell,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-10-25 20:27:58,injury_reports_2023.csv,0.0,DE,ATL,Calais Campbell,ATL,712,17
2023,REG,ATL,9,00-0026190,ED,Calais Campbell,Calais,Campbell,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-11-01 20:30:37,injury_reports_2023.csv,0.0,DE,ATL,Calais Campbell,ATL,712,17
2023,REG,ATL,10,00-0026190,ED,Calais Campbell,Calais,Campbell,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-11-08 21:25:24,injury_reports_2023.csv,0.0,DE,ATL,Calais Campbell,ATL,712,17
2023,REG,ATL,12,00-0026190,ED,Calais Campbell,Calais,Campbell,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-11-22 21:15:20,injury_reports_2023.csv,0.0,DE,ATL,Calais Campbell,ATL,712,17
2023,REG,ATL,13,00-0026190,ED,Calais Campbell,Calais,Campbell,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-11-29 21:14:55,injury_reports_2023.csv,0.0,DE,ATL,Calais Campbell,ATL,712,17
2023,REG,ATL,14,00-0026190,ED,Calais Campbell,Calais,Campbell,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-12-06 21:09:40,injury_reports_2023.csv,0.0,DE,ATL,Calais Campbell,ATL,712,17
2023,REG,ATL,15,00-0026190,ED,Calais Campbell,Calais,Campbell,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-12-13 21:13:40,injury_reports_2023.csv,0.0,DE,ATL,Calais Campbell,ATL,712,17
2023,REG,ATL,16,00-0026190,ED,Calais Campbell,Calais,Campbell,,,,Illness,,Full Participation in Practice,2023-12-22 20:28:05,injury_reports_2023.csv,0.0,DE,ATL,Calais Campbell,ATL,712,17
2023,REG,ATL,17,00-0026190,ED,Calais Campbell,Calais,Campbell,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-12-27 21:01:57,injury_reports_2023.csv,0.0,DE,ATL,Calais Campbell,ATL,712,17
2023,REG,ATL,18,00-0026190,ED,Calais Campbell,Calais,Campbell,,,,Not injury related - resting player,,Did Not Participate In Practice,2024-01-03 21:05:19,injury_reports_2023.csv,0.0,DE,ATL,Calais Campbell,ATL,712,17
2023,REG,ATL,2,00-0037810,LB,Troy Andersen,Troy,Andersen,Concussion,,Out,Concussion,,Limited Participation in Practice,2023-09-15 17:32:51,injury_reports_2023.csv,3.0,LB,ATL,Troy Andersen,ATL,139,2
2023,REG,ATL,3,00-0037810,LB,Troy Andersen,Troy,Andersen,,,,Concussion,,Full Participation in Practice,2023-09-20 20:36:45,injury_reports_2023.csv,0.0,LB,ATL,Troy Andersen,ATL,139,2
2023,REG,ATL,18,00-0037810,LB,Troy Andersen,Troy,Andersen,Pectoral,,Out,Pectoral,,Limited Participation in Practice,2024-01-05 18:50:27,injury_reports_2023.csv,3.0,LB,ATL,Troy Andersen,ATL,139,2
2023,REG,BLT,2,00-0033894,S,Marcus Williams,Marcus,Williams,Pectoral,,Out,Pectoral,,Did Not Participate In Practice,2023-09-15 18:37:40,injury_reports_2023.csv,3.0,S,BAL,Marcus Williams,BLT,765,13
2023,REG,BLT,3,00-0033894,S,Marcus Williams,Marcus,Williams,Pectoral,,Out,Pectoral,,Did Not Participate In Practice,2023-09-22 19:04:29,injury_reports_2023.csv,3.0,S,BAL,Marcus Williams,BLT,765,13
