season,game_type,team,week,gsis_id,position,full_name,first_name,last_name,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,date_modified,source_file,injury_score,original_position,original_team,player,team_name,snap_counts_defense,player_game_count,total_position_snaps,snap_share,player_weighted_score
2023,REG,CHI,10,00-0038135,S,Jaquan Brisker,Jaquan,Brisker,,,,Concussion,,Full Participation in Practice,2023-11-08 21:17:55,injury_reports_2023.csv,0.0,S,CHI,Jaquan Brisker,CHI,896,15,11440,0.07832167832167833,0.0
2023,REG,CHI,15,00-0038135,S,Jaquan Brisker,Jaquan,Brisker,Groin,,Questionable,Groin,,Limited Participation in Practice,2023-12-15 19:45:21,injury_reports_2023.csv,0.0,S,CHI,Jaquan Brisker,CHI,896,15,11440,0.07832167832167833,0.0
2023,REG,CHI,1,00-0033784,S,Eddie Jackson,Eddie,Jackson,,,,Ankle,,Full Participation in Practice,2023-09-08 18:13:30,injury_reports_2023.csv,0.0,S,CHI,Eddie Jackson,CHI,646,12,11440,0.056468531468531466,0.0
2023,REG,CHI,3,00-0033784,S,Eddie Jackson,Eddie,Jackson,Foot,,Doubtful,Foot,,Did Not Participate In Practice,2023-09-22 19:11:24,injury_reports_2023.csv,0.0,S,CHI,Eddie Jackson,CHI,646,12,11440,0.056468531468531466,0.0
2023,REG,CHI,4,00-0033784,S,Eddie Jackson,Eddie,Jackson,Foot,,Out,Foot,,Did Not Participate In Practice,2023-09-29 19:09:10,injury_reports_2023.csv,3.0,S,CHI,Eddie Jackson,CHI,646,12,11440,0.056468531468531466,0.16940559440559438
2023,REG,CHI,5,00-0033784,S,Eddie Jackson,Eddie,Jackson,Foot,,Out,Foot,,Did Not Participate In Practice,2023-10-04 17:54:19,injury_reports_2023.csv,3.0,S,CHI,Eddie Jackson,CHI,646,12,11440,0.056468531468531466,0.16940559440559438
2023,REG,CHI,6,00-0033784,S,Eddie Jackson,Eddie,Jackson,Foot,,Questionable,Foot,,Limited Participation in Practice,2023-10-13 20:51:38,injury_reports_2023.csv,0.0,S,CHI,Eddie Jackson,CHI,646,12,11440,0.056468531468531466,0.0
2023,REG,CHI,7,00-0033784,S,Eddie Jackson,Eddie,Jackson,Foot,,Out,Foot,,Did Not Participate In Practice,2023-10-20 18:38:09,injury_reports_2023.csv,3.0,S,CHI,Eddie Jackson,CHI,646,12,11440,0.056468531468531466,0.16940559440559438
2023,REG,CHI,8,00-0033784,S,Eddie Jackson,Eddie,Jackson,Foot,,Questionable,Foot,,Full Participation in Practice,2023-10-27 19:06:31,injury_reports_2023.csv,0.0,S,CHI,Eddie Jackson,CHI,646,12,11440,0.056468531468531466,0.0
2023,REG,CHI,9,00-0033784,S,Eddie Jackson,Eddie,Jackson,,,,Foot,,Full Participation in Practice,2023-11-03 18:37:45,injury_reports_2023.csv,0.0,S,CHI,Eddie Jackson,CHI,646,12,11440,0.056468531468531466,0.0
2023,REG,CHI,1,00-0033782,ED,DeMarcus Walker,DeMarcus,Walker,,,,Calf,,Full Participation in Practice,2023-09-08 18:13:30,injury_reports_2023.csv,0.0,DE,CHI,DeMarcus Walker,CHI,714,17,2638,0.27065959059893857,0.0
2023,REG,CHI,16,00-0033782,ED,DeMarcus Walker,DeMarcus,Walker,,,,Shin,,Full Participation in Practice,2023-12-22 20:30:44,injury_reports_2023.csv,0.0,DE,CHI,DeMarcus Walker,CHI,714,17,2638,0.27065959059893857,0.0
2023,REG,CHI,8,00-0036341,ED,Khalid Kareem,Khalid,Kareem,,,,Hip,,Full Participation in Practice,2023-10-27 19:06:03,injury_reports_2023.csv,0.0,DE,CHI,Khalid Kareem,CHI,26,1,2638,0.009855951478392721,0.0
2023,REG,CHI,7,00-0033123,ED,Yannick Ngakoue,Yannick,Ngakoue,,,,Back,,Full Participation in Practice,2023-10-20 18:36:45,injury_reports_2023.csv,0.0,DE,CHI,Yannick Ngakoue,CHI,592,13,2638,0.22441243366186506,0.0
2023,REG,CHI,14,00-0033123,ED,Yannick Ngakoue,Yannick,Ngakoue,Knee,,Questionable,Knee,,Full Participation in Practice,2023-12-08 19:51:31,injury_reports_2023.csv,0.0,DE,CHI,Yannick Ngakoue,CHI,592,13,2638,0.22441243366186506,0.0
2023,REG,CHI,1,00-0033765,LB,Dylan Cole,Dylan,Cole,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-09-08 18:14:10,injury_reports_2023.csv,0.0,LB,CHI,Dylan Cole,CHI,3,2,3237,0.0009267840593141798,0.0
2023,REG,CHI,2,00-0033765,LB,Dylan Cole,Dylan,Cole,,,,Hamstring,,Full Participation in Practice,2023-09-15 19:41:35,injury_reports_2023.csv,0.0,LB,CHI,Dylan Cole,CHI,3,2,3237,0.0009267840593141798,0.0
2023,REG,CHI,15,00-0033765,LB,Dylan Cole,Dylan,Cole,,,,Not injury related - personal matter,,Full Participation in Practice,2023-12-15 19:44:50,injury_reports_2023.csv,0.0,LB,CHI,Dylan Cole,CHI,3,2,3237,0.0009267840593141798,0.0
2023,REG,CHI,3,00-0036341,LB,Khalid Kareem,Khalid,Kareem,Hip,,Out,Hip,,Did Not Participate In Practice,2023-09-22 19:11:28,injury_reports_2023.csv,3.0,LB,CHI,Khalid Kareem,CHI,26,1,3237,0.008032128514056224,0.024096385542168672
2023,REG,CHI,9,00-0034673,LB,Tremaine Edmunds,Tremaine,Edmunds,Knee,,Out,Knee,,Did Not Participate In Practice,2023-11-03 18:39:32,injury_reports_2023.csv,3.0,LB,CHI,Tremaine Edmunds,CHI,876,15,3237,0.2706209453197405,0.8118628359592215
2023,REG,CHI,10,00-0034673,LB,Tremaine Edmunds,Tremaine,Edmunds,Knee,,Out,Knee,,Did Not Participate In Practice,2023-11-08 21:18:58,injury_reports_2023.csv,3.0,LB,CHI,Tremaine Edmunds,CHI,876,15,3237,0.2706209453197405,0.8118628359592215
2023,REG,CHI,11,00-0034673,LB,Tremaine Edmunds,Tremaine,Edmunds,Knee,,Questionable,Knee,,Limited Participation in Practice,2023-11-17 19:40:50,injury_reports_2023.csv,0.0,LB,CHI,Tremaine Edmunds,CHI,876,15,3237,0.2706209453197405,0.0
2023,REG,CHI,11,00-0038390,LB,Noah Sewell,Noah,Sewell,Knee,,Out,Knee,,Did Not Participate In Practice,2023-11-17 19:41:11,injury_reports_2023.csv,3.0,LB,CHI,Noah Sewell,CHI,27,5,3237,0.008341056533827619,0.025023169601482854
2023,REG,CHI,12,00-0038390,LB,Noah Sewell,Noah,Sewell,Knee,,Out,Knee,,Did Not Participate In Practice,2023-11-25 19:50:11,injury_reports_2023.csv,3.0,LB,CHI,Noah Sewell,CHI,27,5,3237,0.008341056533827619,0.025023169601482854
2023,REG,CHI,14,00-0038390,LB,Noah Sewell,Noah,Sewell,,,,Knee,,Full Participation in Practice,2023-12-08 19:50:54,injury_reports_2023.csv,0.0,LB,CHI,Noah Sewell,CHI,27,5,3237,0.008341056533827619,0.0
2023,REG,CHI,15,00-0038390,LB,Noah Sewell,Noah,Sewell,Knee,,Out,Knee,,Did Not Participate In Practice,2023-12-15 19:45:34,injury_reports_2023.csv,3.0,LB,CHI,Noah Sewell,CHI,27,5,3237,0.008341056533827619,0.025023169601482854
2023,REG,CHI,16,00-0038390,LB,Noah Sewell,Noah,Sewell,Knee,,Out,Knee,,Did Not Participate In Practice,2023-12-22 20:31:34,injury_reports_2023.csv,3.0,LB,CHI,Noah Sewell,CHI,27,5,3237,0.008341056533827619,0.025023169601482854
2023,REG,CHI,17,00-0038390,LB,Noah Sewell,Noah,Sewell,,,,Knee,,Full Participation in Practice,2023-12-29 21:47:12,injury_reports_2023.csv,0.0,LB,CHI,Noah Sewell,CHI,27,5,3237,0.008341056533827619,0.0
2023,REG,CHI,11,00-0037109,LB,Jack Sanborn,Jack,Sanborn,Ankle,Illness,Questionable,Ankle,Illness,Did Not Participate In Practice,2023-11-17 19:40:50,injury_reports_2023.csv,0.0,LB,CHI,Jack Sanborn,CHI,412,17,3237,0.12727834414581402,0.0
2023,REG,CIN,1,00-0033548,CB,Chidobe Awuzie,Chidobe,Awuzie,,,,Not injury related - resting player,,Limited Participation in Practice,2023-09-08 18:25:28,injury_reports_2023.csv,0.0,CB,CIN,Chidobe Awuzie,CIN,722,15,11297,0.06391077277153226,0.0
2023,REG,CIN,2,00-0033548,CB,Chidobe Awuzie,Chidobe,Awuzie,,,,Not injury related - resting player,,Limited Participation in Practice,2023-09-15 18:01:46,injury_reports_2023.csv,0.0,CB,CIN,Chidobe Awuzie,CIN,722,15,11297,0.06391077277153226,0.0
