season,game_type,team,week,gsis_id,position,full_name,first_name,last_name,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,date_modified,source_file,injury_score,original_position,original_team,player,team_name,snap_counts_defense,player_game_count,total_position_snaps,snap_share,player_weighted_score
2023,REG,HST,13,00-0031298,S,Jimmie Ward,Jimmie,Ward,,,,Hamstring,,Full Participation in Practice,2023-12-01 21:36:41,injury_reports_2023.csv,0.0,S,HOU,Jimmie Ward,HST,506,10,11120,0.04550359712230216,0.0
2023,REG,HST,14,00-0031298,S,Jimmie Ward,Jimmie,Ward,,,,Shoulder,,Full Participation in Practice,2023-12-08 20:48:23,injury_reports_2023.csv,0.0,S,HOU,Jimmie Ward,HST,506,10,11120,0.04550359712230216,0.0
2023,REG,HST,16,00-0031298,S,Jimmie Ward,Jimmie,Ward,,,,Concussion,,Full Participation in Practice,2023-12-22 21:23:22,injury_reports_2023.csv,0.0,S,HOU,Jimmie Ward,HST,506,10,11120,0.04550359712230216,0.0
2023,REG,HST,2,00-0035995,S,Grayland Arnold,Grayland,Arnold,,,,Hamstring,,Full Participation in Practice,2023-09-15 20:08:55,injury_reports_2023.csv,0.0,S,HOU,Grayland Arnold,HST,143,5,11120,0.012859712230215828,0.0
2023,REG,HST,11,00-0035995,S,Grayland Arnold,Grayland,Arnold,Calf,,Out,Calf,,Did Not Participate In Practice,2023-11-17 21:09:26,injury_reports_2023.csv,3.0,S,HOU,Grayland Arnold,HST,143,5,11120,0.012859712230215828,0.038579136690647484
2023,REG,HST,2,00-0037246,S,Jalen Pitre,Jalen,Pitre,Chest,,Out,Chest,,Did Not Participate In Practice,2023-09-15 20:10:56,injury_reports_2023.csv,3.0,S,HOU,Jalen Pitre,HST,1032,17,11120,0.09280575539568345,0.2784172661870503
2023,REG,HST,3,00-0037246,S,Jalen Pitre,Jalen,Pitre,Chest,,Out,Chest,,Did Not Participate In Practice,2023-09-22 19:59:56,injury_reports_2023.csv,3.0,S,HOU,Jalen Pitre,HST,1032,17,11120,0.09280575539568345,0.2784172661870503
2023,REG,HST,4,00-0037246,S,Jalen Pitre,Jalen,Pitre,,,,Chest,,Full Participation in Practice,2023-09-29 20:37:55,injury_reports_2023.csv,0.0,S,HOU,Jalen Pitre,HST,1032,17,11120,0.09280575539568345,0.0
2023,REG,HST,3,00-0033038,S,Eric Murray,Eric,Murray,,,,Concussion,,Full Participation in Practice,2023-09-22 19:59:25,injury_reports_2023.csv,0.0,S,HOU,Eric Murray,HST,176,6,11120,0.015827338129496403,0.0
2023,REG,HST,14,00-0032790,S,DeAndre Houston-Carson,DeAndre,Houston-Carson,Illness,,Out,,,"
    ",2023-12-10 13:14:09,injury_reports_2023.csv,3.0,S,HOU,DeAndre Houston-Carson,HST,589,14,11120,0.05296762589928058,0.15890287769784173
2023,REG,HST,17,00-0031584,S,Adrian Amos,Adrian,Amos,,,,Not injury related - personal matter,,Did Not Participate In Practice,2023-12-27 21:43:42,injury_reports_2023.csv,0.0,S,HOU,Adrian Amos,HST,395,15,11120,0.03552158273381295,0.0
2023,REG,IND,1,00-0032378,DI,DeForest Buckner,DeForest,Buckner,,,,Forearm,,Limited Participation in Practice,2023-09-08 19:05:12,injury_reports_2023.csv,0.0,DT,IND,DeForest Buckner,IND,841,17,13010,0.06464258262874711,0.0
2023,REG,IND,4,00-0032378,DI,DeForest Buckner,DeForest,Buckner,Groin,Back,Questionable,Groin,Back,Did Not Participate In Practice,2023-09-29 19:29:44,injury_reports_2023.csv,0.0,DT,IND,DeForest Buckner,IND,841,17,13010,0.06464258262874711,0.0
2023,REG,IND,5,00-0032378,DI,DeForest Buckner,DeForest,Buckner,,,,Back,,Full Participation in Practice,2023-10-06 19:51:00,injury_reports_2023.csv,0.0,DT,IND,DeForest Buckner,IND,841,17,13010,0.06464258262874711,0.0
2023,REG,IND,6,00-0032378,DI,DeForest Buckner,DeForest,Buckner,,,,Back,,Did Not Participate In Practice,2023-10-13 19:28:45,injury_reports_2023.csv,0.0,DT,IND,DeForest Buckner,IND,841,17,13010,0.06464258262874711,0.0
2023,REG,IND,7,00-0032378,DI,DeForest Buckner,DeForest,Buckner,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-10-20 18:12:10,injury_reports_2023.csv,0.0,DT,IND,DeForest Buckner,IND,841,17,13010,0.06464258262874711,0.0
2023,REG,IND,8,00-0032378,DI,DeForest Buckner,DeForest,Buckner,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-10-27 19:33:10,injury_reports_2023.csv,0.0,DT,IND,DeForest Buckner,IND,841,17,13010,0.06464258262874711,0.0
2023,REG,IND,13,00-0032378,DI,DeForest Buckner,DeForest,Buckner,,,,Shoulder,Not injury related - resting p,Did Not Participate In Practice,2023-12-01 20:24:42,injury_reports_2023.csv,0.0,DT,IND,DeForest Buckner,IND,841,17,13010,0.06464258262874711,0.0
2023,REG,IND,14,00-0032378,DI,DeForest Buckner,DeForest,Buckner,,,,Shoulder,Not injury related - resting p,Did Not Participate In Practice,2023-12-08 19:27:26,injury_reports_2023.csv,0.0,DT,IND,DeForest Buckner,IND,841,17,13010,0.06464258262874711,0.0
2023,REG,IND,15,00-0032378,DI,DeForest Buckner,DeForest,Buckner,,,,Back,Not injury related - resting p,Did Not Participate In Practice,2023-12-14 20:11:27,injury_reports_2023.csv,0.0,DT,IND,DeForest Buckner,IND,841,17,13010,0.06464258262874711,0.0
2023,REG,IND,16,00-0032378,DI,DeForest Buckner,DeForest,Buckner,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-12-22 20:28:57,injury_reports_2023.csv,0.0,DT,IND,DeForest Buckner,IND,841,17,13010,0.06464258262874711,0.0
2023,REG,IND,17,00-0032378,DI,DeForest Buckner,DeForest,Buckner,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-12-29 20:29:13,injury_reports_2023.csv,0.0,DT,IND,DeForest Buckner,IND,841,17,13010,0.06464258262874711,0.0
2023,REG,IND,18,00-0032378,DI,DeForest Buckner,DeForest,Buckner,,,,Not injury related - resting player,,Did Not Participate In Practice,2024-01-04 20:32:24,injury_reports_2023.csv,0.0,DT,IND,DeForest Buckner,IND,841,17,13010,0.06464258262874711,0.0
2023,REG,IND,3,00-0033952,DI,Grover Stewart,Grover,Stewart,,,,Foot,,Full Participation in Practice,2023-09-22 18:31:09,injury_reports_2023.csv,0.0,DT,IND,Grover Stewart,IND,445,11,13010,0.03420445810914681,0.0
2023,REG,IND,4,00-0033952,DI,Grover Stewart,Grover,Stewart,,,,Foot,,Did Not Participate In Practice,2023-09-29 19:28:56,injury_reports_2023.csv,0.0,DT,IND,Grover Stewart,IND,445,11,13010,0.03420445810914681,0.0
2023,REG,IND,6,00-0033952,DI,Grover Stewart,Grover,Stewart,,,,Foot,,Did Not Participate In Practice,2023-10-13 19:29:09,injury_reports_2023.csv,0.0,DT,IND,Grover Stewart,IND,445,11,13010,0.03420445810914681,0.0
2023,REG,IND,14,00-0033952,DI,Grover Stewart,Grover,Stewart,,,,Not Injury Related - Returning From Suspension,,Full Participation in Practice,2023-12-06 20:29:30,injury_reports_2023.csv,0.0,DT,IND,Grover Stewart,IND,445,11,13010,0.03420445810914681,0.0
2023,REG,IND,8,00-0037269,DI,Eric Johnson,Eric,Johnson,Ankle,,Questionable,Ankle,,Full Participation in Practice,2023-10-27 19:33:42,injury_reports_2023.csv,0.0,DT,IND,Eric Johnson,IND,265,14,13010,0.020368946963873945,0.0
2023,REG,IND,9,00-0037269,DI,Eric Johnson,Eric,Johnson,,,,Ankle,,Full Participation in Practice,2023-11-03 18:25:40,injury_reports_2023.csv,0.0,DT,IND,Eric Johnson,IND,265,14,13010,0.020368946963873945,0.0
2023,REG,IND,16,00-0037269,DI,Eric Johnson,Eric,Johnson,,,,Ankle,,Full Participation in Practice,2023-12-22 20:28:09,injury_reports_2023.csv,0.0,DT,IND,Eric Johnson,IND,265,14,13010,0.020368946963873945,0.0
2023,REG,IND,18,00-0034842,DI,Taven Bryan,Taven,Bryan,,,,Calf,,Full Participation in Practice,2024-01-04 20:32:13,injury_reports_2023.csv,0.0,DT,IND,Taven Bryan,IND,343,17,13010,0.026364335126825518,0.0
2023,REG,JAX,1,00-0038596,S,Antonio Johnson,Antonio,Johnson,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-09-08 18:14:40,injury_reports_2023.csv,3.0,S,JAX,Antonio Johnson,JAX,172,10,6622,0.025974025974025976,0.07792207792207792
2023,REG,JAX,2,00-0038596,S,Antonio Johnson,Antonio,Johnson,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-09-15 19:14:49,injury_reports_2023.csv,3.0,S,JAX,Antonio Johnson,JAX,172,10,6622,0.025974025974025976,0.07792207792207792
2023,REG,JAX,3,00-0038596,S,Antonio Johnson,Antonio,Johnson,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-09-22 18:03:28,injury_reports_2023.csv,3.0,S,JAX,Antonio Johnson,JAX,172,10,6622,0.025974025974025976,0.07792207792207792
2023,REG,JAX,4,00-0038596,S,Antonio Johnson,Antonio,Johnson,Hamstring,,Out,Hamstring,,Limited Participation in Practice,2023-09-29 20:31:28,injury_reports_2023.csv,3.0,S,JAX,Antonio Johnson,JAX,172,10,6622,0.025974025974025976,0.07792207792207792
2023,REG,JAX,5,00-0038596,S,Antonio Johnson,Antonio,Johnson,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-10-06 21:38:21,injury_reports_2023.csv,0.0,S,JAX,Antonio Johnson,JAX,172,10,6622,0.025974025974025976,0.0
2023,REG,JAX,3,00-0035378,S,Andrew Wingard,Andrew,Wingard,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2023-09-22 18:02:54,injury_reports_2023.csv,0.0,S,JAX,Andrew Wingard,JAX,330,17,6622,0.04983388704318937,0.0
2023,REG,JAX,4,00-0035378,S,Andrew Wingard,Andrew,Wingard,,,,Shoulder,,Full Participation in Practice,2023-09-29 20:30:29,injury_reports_2023.csv,0.0,S,JAX,Andrew Wingard,JAX,330,17,6622,0.04983388704318937,0.0
2023,REG,JAX,8,00-0036941,S,Andre Cisco,Andre,Cisco,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-10-27 18:20:10,injury_reports_2023.csv,0.0,S,JAX,Andre Cisco,JAX,848,15,6622,0.1280579885231048,0.0
2023,REG,JAX,10,00-0036941,S,Andre Cisco,Andre,Cisco,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-11-10 20:15:51,injury_reports_2023.csv,0.0,S,JAX,Andre Cisco,JAX,848,15,6622,0.1280579885231048,0.0
2023,REG,JAX,14,00-0036941,S,Andre Cisco,Andre,Cisco,,,,Shoulder,,Full Participation in Practice,2023-12-08 20:09:18,injury_reports_2023.csv,0.0,S,JAX,Andre Cisco,JAX,848,15,6622,0.1280579885231048,0.0
2023,REG,JAX,15,00-0036941,S,Andre Cisco,Andre,Cisco,Groin,,Out,Groin,,Did Not Participate In Practice,2023-12-15 19:50:40,injury_reports_2023.csv,3.0,S,JAX,Andre Cisco,JAX,848,15,6622,0.1280579885231048,0.3841739655693144
2023,REG,JAX,16,00-0036941,S,Andre Cisco,Andre,Cisco,Groin,,Questionable,Groin,,Limited Participation in Practice,2023-12-22 19:54:57,injury_reports_2023.csv,0.0,S,JAX,Andre Cisco,JAX,848,15,6622,0.1280579885231048,0.0
2023,REG,JAX,17,00-0036941,S,Andre Cisco,Andre,Cisco,,,,Groin,,Limited Participation in Practice,2023-12-29 19:43:57,injury_reports_2023.csv,0.0,S,JAX,Andre Cisco,JAX,848,15,6622,0.1280579885231048,0.0
2023,REG,JAX,10,00-0036306,S,Daniel Thomas,Daniel,Thomas,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-11-10 20:15:51,injury_reports_2023.csv,0.0,S,JAX,Daniel Thomas,JAX,14,6,6622,0.0021141649048625794,0.0
2023,REG,JAX,1,00-0038940,ED,Tyler Lacy,Tyler,Lacy,Hip,,Out,Hip,,Limited Participation in Practice,2023-09-08 18:14:48,injury_reports_2023.csv,3.0,DE,JAX,Tyler Lacy,JAX,145,15,999,0.14514514514514515,0.43543543543543545
2023,REG,JAX,2,00-0038940,ED,Tyler Lacy,Tyler,Lacy,Hip,,Questionable,Hip,,Limited Participation in Practice,2023-09-15 19:14:28,injury_reports_2023.csv,0.0,DE,JAX,Tyler Lacy,JAX,145,15,999,0.14514514514514515,0.0
2023,REG,JAX,6,00-0033907,ED,Dawuane Smoot,Dawuane,Smoot,,,,Achilles,,Full Participation in Practice,2023-10-13 19:30:09,injury_reports_2023.csv,0.0,DE,JAX,Dawuane Smoot,JAX,340,12,999,0.34034034034034033,0.0
2023,REG,JAX,12,00-0033582,ED,Jeremiah Ledbetter,Jeremiah,Ledbetter,,,,Not injury related - personal matter,,Full Participation in Practice,2023-11-24 20:16:19,injury_reports_2023.csv,0.0,DE,JAX,Jeremiah Ledbetter,JAX,369,17,999,0.36936936936936937,0.0
2023,REG,KC,1,00-0038986,CB,Nic Jones,Nic,Jones,,,,Hand,,Full Participation in Practice,2023-09-06 19:49:55,injury_reports_2023.csv,0.0,CB,KC,Nic Jones,KC,68,2,29927,0.0022721956761452868,0.0
2023,REG,KC,2,00-0038986,CB,Nic Jones,Nic,Jones,,,,Hand,,Full Participation in Practice,2023-09-15 19:06:40,injury_reports_2023.csv,0.0,CB,KC,Nic Jones,KC,68,2,29927,0.0022721956761452868,0.0
2023,REG,KC,3,00-0038986,CB,Nic Jones,Nic,Jones,,,,Hand,,Full Participation in Practice,2023-09-22 19:28:21,injury_reports_2023.csv,0.0,CB,KC,Nic Jones,KC,68,2,29927,0.0022721956761452868,0.0
2023,REG,KC,4,00-0038986,CB,Nic Jones,Nic,Jones,,,,Hand,,Full Participation in Practice,2023-09-29 18:50:13,injury_reports_2023.csv,0.0,CB,KC,Nic Jones,KC,68,2,29927,0.0022721956761452868,0.0
2023,REG,KC,1,00-0036374,CB,L'Jarius Sneed,L'Jarius,Sneed,,,,Knee,,Full Participation in Practice,2023-09-06 19:50:11,injury_reports_2023.csv,0.0,CB,KC,L'Jarius Sneed,KC,1260,20,29927,0.04210244929328032,0.0
2023,REG,KC,2,00-0036374,CB,L'Jarius Sneed,L'Jarius,Sneed,,,,Knee,,Limited Participation in Practice,2023-09-15 19:06:40,injury_reports_2023.csv,0.0,CB,KC,L'Jarius Sneed,KC,1260,20,29927,0.04210244929328032,0.0
2023,REG,KC,3,00-0036374,CB,L'Jarius Sneed,L'Jarius,Sneed,,,,Knee,,Full Participation in Practice,2023-09-22 19:28:21,injury_reports_2023.csv,0.0,CB,KC,L'Jarius Sneed,KC,1260,20,29927,0.04210244929328032,0.0
2023,REG,KC,4,00-0036374,CB,L'Jarius Sneed,L'Jarius,Sneed,,,,Knee,,Full Participation in Practice,2023-09-29 18:50:13,injury_reports_2023.csv,0.0,CB,KC,L'Jarius Sneed,KC,1260,20,29927,0.04210244929328032,0.0
2023,REG,KC,5,00-0036374,CB,L'Jarius Sneed,L'Jarius,Sneed,,,,Knee,,Full Participation in Practice,2023-10-06 19:08:56,injury_reports_2023.csv,0.0,CB,KC,L'Jarius Sneed,KC,1260,20,29927,0.04210244929328032,0.0
2023,REG,KC,6,00-0036374,CB,L'Jarius Sneed,L'Jarius,Sneed,,,,Knee,,Full Participation in Practice,2023-10-11 19:07:47,injury_reports_2023.csv,0.0,CB,KC,L'Jarius Sneed,KC,1260,20,29927,0.04210244929328032,0.0
2023,REG,KC,7,00-0036374,CB,L'Jarius Sneed,L'Jarius,Sneed,,,,Knee,,Full Participation in Practice,2023-10-20 20:10:29,injury_reports_2023.csv,0.0,CB,KC,L'Jarius Sneed,KC,1260,20,29927,0.04210244929328032,0.0
2023,REG,KC,9,00-0036374,CB,L'Jarius Sneed,L'Jarius,Sneed,,,,Knee,,Full Participation in Practice,2023-11-03 21:29:44,injury_reports_2023.csv,0.0,CB,KC,L'Jarius Sneed,KC,1260,20,29927,0.04210244929328032,0.0
2023,REG,KC,11,00-0036374,CB,L'Jarius Sneed,L'Jarius,Sneed,,,,Knee,,Full Participation in Practice,2023-11-18 19:23:44,injury_reports_2023.csv,0.0,CB,KC,L'Jarius Sneed,KC,1260,20,29927,0.04210244929328032,0.0
2023,REG,KC,12,00-0036374,CB,L'Jarius Sneed,L'Jarius,Sneed,,,,Knee,,Full Participation in Practice,2023-11-24 19:41:41,injury_reports_2023.csv,0.0,CB,KC,L'Jarius Sneed,KC,1260,20,29927,0.04210244929328032,0.0
2023,REG,KC,13,00-0036374,CB,L'Jarius Sneed,L'Jarius,Sneed,,,,Knee,,Full Participation in Practice,2023-12-01 19:40:03,injury_reports_2023.csv,0.0,CB,KC,L'Jarius Sneed,KC,1260,20,29927,0.04210244929328032,0.0
2023,REG,KC,14,00-0036374,CB,L'Jarius Sneed,L'Jarius,Sneed,,,,Knee,,Limited Participation in Practice,2023-12-08 20:01:00,injury_reports_2023.csv,0.0,CB,KC,L'Jarius Sneed,KC,1260,20,29927,0.04210244929328032,0.0
2023,REG,KC,15,00-0036374,CB,L'Jarius Sneed,L'Jarius,Sneed,,,,Knee,,Full Participation in Practice,2023-12-15 19:48:03,injury_reports_2023.csv,0.0,CB,KC,L'Jarius Sneed,KC,1260,20,29927,0.04210244929328032,0.0
2023,REG,KC,16,00-0036374,CB,L'Jarius Sneed,L'Jarius,Sneed,,,,Knee,,Full Participation in Practice,2023-12-23 19:57:57,injury_reports_2023.csv,0.0,CB,KC,L'Jarius Sneed,KC,1260,20,29927,0.04210244929328032,0.0
2023,REG,KC,17,00-0036374,CB,L'Jarius Sneed,L'Jarius,Sneed,Calf,,Questionable,Calf,,Did Not Participate In Practice,2023-12-29 20:47:01,injury_reports_2023.csv,0.0,CB,KC,L'Jarius Sneed,KC,1260,20,29927,0.04210244929328032,0.0
2023,REG,KC,18,00-0036374,CB,L'Jarius Sneed,L'Jarius,Sneed,Calf,,Out,Calf,,Did Not Participate In Practice,2024-01-05 21:06:49,injury_reports_2023.csv,3.0,CB,KC,L'Jarius Sneed,KC,1260,20,29927,0.04210244929328032,0.12630734787984094
2023,WC,KC,19,00-0036374,CB,L'Jarius Sneed,L'Jarius,Sneed,,,,Calf,,Full Participation in Practice,2024-01-11 20:19:40,injury_reports_2023.csv,0.0,CB,KC,L'Jarius Sneed,KC,1260,20,29927,0.04210244929328032,0.0
2023,REG,KC,3,00-0037195,CB,Jaylen Watson,Jaylen,Watson,,,,Shoulder,,Full Participation in Practice,2023-09-22 19:28:21,injury_reports_2023.csv,0.0,CB,KC,Jaylen Watson,KC,533,20,29927,0.0178100043439035,0.0
2023,REG,KC,4,00-0037195,CB,Jaylen Watson,Jaylen,Watson,Shoulder,,Out,Shoulder,,Did Not Participate In Practice,2023-09-29 18:53:59,injury_reports_2023.csv,3.0,CB,KC,Jaylen Watson,KC,533,20,29927,0.0178100043439035,0.0534300130317105
2023,REG,KC,5,00-0037195,CB,Jaylen Watson,Jaylen,Watson,,,,Shoulder,,Full Participation in Practice,2023-10-06 19:08:56,injury_reports_2023.csv,0.0,CB,KC,Jaylen Watson,KC,533,20,29927,0.0178100043439035,0.0
2023,REG,KC,7,00-0037195,CB,Jaylen Watson,Jaylen,Watson,Thigh,,Questionable,Thigh,,Limited Participation in Practice,2023-10-20 20:11:56,injury_reports_2023.csv,0.0,CB,KC,Jaylen Watson,KC,533,20,29927,0.0178100043439035,0.0
2023,REG,KC,17,00-0037195,CB,Jaylen Watson,Jaylen,Watson,,,,Illness,,Full Participation in Practice,2023-12-29 20:46:13,injury_reports_2023.csv,0.0,CB,KC,Jaylen Watson,KC,533,20,29927,0.0178100043439035,0.0
2023,WC,KC,19,00-0037195,CB,Jaylen Watson,Jaylen,Watson,,,,Calf,,Full Participation in Practice,2024-01-11 20:19:40,injury_reports_2023.csv,0.0,CB,KC,Jaylen Watson,KC,533,20,29927,0.0178100043439035,0.0
2023,REG,KC,6,00-0037191,CB,Trent McDuffie,Trent,McDuffie,,,,Quadricep,,Full Participation in Practice,2023-10-11 19:07:47,injury_reports_2023.csv,0.0,CB,KC,Trent McDuffie,KC,1243,20,29927,0.041534400374243996,0.0
2023,REG,KC,17,00-0037191,CB,Trent McDuffie,Trent,McDuffie,,,,Shoulder,,Full Participation in Practice,2023-12-29 20:46:13,injury_reports_2023.csv,0.0,CB,KC,Trent McDuffie,KC,1243,20,29927,0.041534400374243996,0.0
2023,REG,KC,18,00-0037191,CB,Trent McDuffie,Trent,McDuffie,Shoulder,,Questionable,Shoulder,,Full Participation in Practice,2024-01-05 21:02:30,injury_reports_2023.csv,0.0,CB,KC,Trent McDuffie,KC,1243,20,29927,0.041534400374243996,0.0
2023,REG,KC,12,00-0038043,CB,Joshua Williams,Joshua,Williams,,,,Shoulder,,Full Participation in Practice,2023-11-24 19:41:41,injury_reports_2023.csv,0.0,CB,KC,Joshua Williams,KC,420,20,29927,0.014034149764426771,0.0
2023,REG,KC,17,00-0038043,CB,Joshua Williams,Joshua,Williams,,,,Neck,,Full Participation in Practice,2023-12-27 21:55:48,injury_reports_2023.csv,0.0,CB,KC,Joshua Williams,KC,420,20,29927,0.014034149764426771,0.0
2023,WC,KC,19,00-0038982,CB,Chamarri Conner,Chamarri,Conner,,,,Shoulder,,Full Participation in Practice,2024-01-11 20:19:40,injury_reports_2023.csv,0.0,CB,KC,Chamarri Conner,KC,468,21,29927,0.015638052594646974,0.0
2023,REG,KC,1,00-0035890,DI,Tershawn Wharton,Tershawn,Wharton,,,,Knee,,Full Participation in Practice,2023-09-06 19:49:55,injury_reports_2023.csv,0.0,DT,KC,Tershawn Wharton,KC,525,21,5250,0.1,0.0
2023,REG,KC,2,00-0035890,DI,Tershawn Wharton,Tershawn,Wharton,,,,Knee,,Full Participation in Practice,2023-09-15 19:06:40,injury_reports_2023.csv,0.0,DT,KC,Tershawn Wharton,KC,525,21,5250,0.1,0.0
2023,REG,KC,2,00-0032762,DI,Chris Jones,Chris,Jones,,,,Not injury related - resting player,,Limited Participation in Practice,2023-09-15 19:06:40,injury_reports_2023.csv,0.0,DT,KC,Chris Jones,KC,947,20,5250,0.1803809523809524,0.0
2023,REG,KC,4,00-0032762,DI,Chris Jones,Chris,Jones,,,,Groin,,Limited Participation in Practice,2023-09-29 18:50:13,injury_reports_2023.csv,0.0,DT,KC,Chris Jones,KC,947,20,5250,0.1803809523809524,0.0
2023,REG,KC,5,00-0032762,DI,Chris Jones,Chris,Jones,,,,Groin,,Full Participation in Practice,2023-10-06 19:08:56,injury_reports_2023.csv,0.0,DT,KC,Chris Jones,KC,947,20,5250,0.1803809523809524,0.0
2023,REG,KC,18,00-0032762,DI,Chris Jones,Chris,Jones,,,,Groin,,Limited Participation in Practice,2024-01-05 21:01:59,injury_reports_2023.csv,0.0,DT,KC,Chris Jones,KC,947,20,5250,0.1803809523809524,0.0
2023,REG,KC,5,00-0034657,DI,Matt Dickerson,Matt,Dickerson,Knee,,Questionable,Knee,,Limited Participation in Practice,2023-10-06 19:09:30,injury_reports_2023.csv,0.0,DT,KC,Matt Dickerson,KC,206,13,5250,0.03923809523809524,0.0
2023,REG,KC,6,00-0034657,DI,Matt Dickerson,Matt,Dickerson,,,,Knee,,Full Participation in Practice,2023-10-11 19:07:47,injury_reports_2023.csv,0.0,DT,KC,Matt Dickerson,KC,206,13,5250,0.03923809523809524,0.0
2023,REG,LAC,1,00-0038553,LB,Daiyan Henley,Daiyan,Henley,Hamstring,,Doubtful,Hamstring,,Did Not Participate In Practice,2023-09-08 20:17:56,injury_reports_2023.csv,0.0,LB,LAC,Daiyan Henley,LAC,54,6,5073,0.010644589000591367,0.0
2023,REG,LAC,2,00-0038553,LB,Daiyan Henley,Daiyan,Henley,Hamstring,,Doubtful,Hamstring,,Limited Participation in Practice,2023-09-15 20:03:53,injury_reports_2023.csv,0.0,LB,LAC,Daiyan Henley,LAC,54,6,5073,0.010644589000591367,0.0
2023,REG,LAC,3,00-0038553,LB,Daiyan Henley,Daiyan,Henley,Hamstring,,Questionable,Hamstring,,Full Participation in Practice,2023-09-22 20:07:33,injury_reports_2023.csv,0.0,LB,LAC,Daiyan Henley,LAC,54,6,5073,0.010644589000591367,0.0
2023,REG,LAC,18,00-0038553,LB,Daiyan Henley,Daiyan,Henley,,,,Groin,,Full Participation in Practice,2024-01-05 20:04:18,injury_reports_2023.csv,0.0,LB,LAC,Daiyan Henley,LAC,54,6,5073,0.010644589000591367,0.0
2023,REG,LAC,2,00-0031554,LB,Eric Kendricks,Eric,Kendricks,Hamstring,Not injury related - personal matter,Doubtful,Hamstring,Not injury related - personal ,Did Not Participate In Practice,2023-09-15 20:03:44,injury_reports_2023.csv,0.0,LB,LAC,Eric Kendricks,LAC,847,15,5073,0.16696234969446086,0.0
2023,REG,LAC,3,00-0031554,LB,Eric Kendricks,Eric,Kendricks,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-09-22 20:07:46,injury_reports_2023.csv,3.0,LB,LAC,Eric Kendricks,LAC,847,15,5073,0.16696234969446086,0.5008870490833826
2023,REG,LAC,4,00-0031554,LB,Eric Kendricks,Eric,Kendricks,,,,Hamstring,,Full Participation in Practice,2023-09-29 20:07:29,injury_reports_2023.csv,0.0,LB,LAC,Eric Kendricks,LAC,847,15,5073,0.16696234969446086,0.0
2023,REG,LAC,9,00-0031554,LB,Eric Kendricks,Eric,Kendricks,Ribs,,Questionable,Ribs,,Full Participation in Practice,2023-11-04 20:18:38,injury_reports_2023.csv,0.0,LB,LAC,Eric Kendricks,LAC,847,15,5073,0.16696234969446086,0.0
2023,REG,LAC,13,00-0031554,LB,Eric Kendricks,Eric,Kendricks,,,,Knee,,Full Participation in Practice,2023-12-01 22:14:09,injury_reports_2023.csv,0.0,LB,LAC,Eric Kendricks,LAC,847,15,5073,0.16696234969446086,0.0
2023,REG,LAC,7,00-0036716,LB,Amen Ogbongbemiga,Amen,Ogbongbemiga,Groin,,Questionable,Groin,,Did Not Participate In Practice,2023-10-20 20:16:31,injury_reports_2023.csv,0.0,LB,LAC,Amen Ogbongbemiga,LAC,6,3,5073,0.0011827321111768185,0.0
2023,REG,LAC,8,00-0036716,LB,Amen Ogbongbemiga,Amen,Ogbongbemiga,,,,Groin,,Full Participation in Practice,2023-10-27 20:21:53,injury_reports_2023.csv,0.0,LB,LAC,Amen Ogbongbemiga,LAC,6,3,5073,0.0011827321111768185,0.0
2023,REG,LAC,14,00-0036716,LB,Amen Ogbongbemiga,Amen,Ogbongbemiga,Hamstring,,Questionable,Hamstring,,Did Not Participate In Practice,2023-12-08 21:14:04,injury_reports_2023.csv,0.0,LB,LAC,Amen Ogbongbemiga,LAC,6,3,5073,0.0011827321111768185,0.0
2023,REG,LAC,15,00-0036716,LB,Amen Ogbongbemiga,Amen,Ogbongbemiga,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-12-13 22:29:10,injury_reports_2023.csv,0.0,LB,LAC,Amen Ogbongbemiga,LAC,6,3,5073,0.0011827321111768185,0.0
2023,REG,LAC,16,00-0036716,LB,Amen Ogbongbemiga,Amen,Ogbongbemiga,,,,Hamstring,,Full Participation in Practice,2023-12-21 20:11:17,injury_reports_2023.csv,0.0,LB,LAC,Amen Ogbongbemiga,LAC,6,3,5073,0.0011827321111768185,0.0
2023,REG,LAC,14,00-0035591,LB,Justin Hollins,Justin,Hollins,,,,Chest,,Full Participation in Practice,2023-12-08 21:12:40,injury_reports_2023.csv,0.0,LB,LAC,Justin Hollins,LAC,197,11,5073,0.03883303765030554,0.0
