season,game_type,team,week,gsis_id,position,full_name,first_name,last_name,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,date_modified,source_file,injury_score,original_position,original_team,player,team_name,routes,player_game_count,weighting_stat,player_game_stat,weighted_injury_score
2023,REG,WAS,9,00-0031260,TE,Logan Thomas,Logan,Thomas,,,,Heel,,Full Participation in Practice,2023-11-03 17:24:05,injury_reports_2023.csv,0.0,TE,WAS,Logan Thomas,WAS,515,16,515,16,0.0
2023,REG,BLT,4,00-0036550,WR,Rashod Bateman,Rashod,Bateman,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-09-29 19:22:04,injury_reports_2023.csv,3.0,WR,BAL,Rashod Bateman,BLT,389,18,389,18,64.83333333333333
2023,REG,BLT,5,00-0036550,WR,Rashod Bateman,Rashod,Bateman,,,,Hamstring,,Full Participation in Practice,2023-10-06 18:44:53,injury_reports_2023.csv,0.0,WR,BAL,Rashod Bateman,BLT,389,18,389,18,0.0
2023,REG,BLT,10,00-0036550,WR,Rashod Bateman,Rashod,Bateman,,,,Back,,Full Participation in Practice,2023-11-10 20:59:17,injury_reports_2023.csv,0.0,WR,BAL,Rashod Bateman,BLT,389,18,389,18,0.0
2023,REG,BLT,12,00-0036550,WR,Rashod Bateman,Rashod,Bateman,,,,Foot,,Full Participation in Practice,2023-11-24 21:21:56,injury_reports_2023.csv,0.0,WR,BAL,Rashod Bateman,BLT,389,18,389,18,0.0
2023,REG,BLT,14,00-0036550,WR,Rashod Bateman,Rashod,Bateman,,,,Illness,,Full Participation in Practice,2023-12-08 20:44:58,injury_reports_2023.csv,0.0,WR,BAL,Rashod Bateman,BLT,389,18,389,18,0.0
2023,REG,CAR,4,00-0039062,WR,Jonathan Mingo,Jonathan,Mingo,Concussion,,Questionable,Concussion,,Full Participation in Practice,2023-09-29 17:07:23,injury_reports_2023.csv,1.0,WR,CAR,Jonathan Mingo,CAR,539,15,539,15,35.93333333333333
2023,REG,CAR,13,00-0039062,WR,Jonathan Mingo,Jonathan,Mingo,,,,Achilles,,Full Participation in Practice,2023-12-01 17:49:57,injury_reports_2023.csv,0.0,WR,CAR,Jonathan Mingo,CAR,539,15,539,15,0.0
2023,REG,CIN,4,00-0038576,WR,Charlie Jones,Charlie,Jones,Thumb,,Out,Thumb,,Did Not Participate In Practice,2023-09-29 18:03:36,injury_reports_2023.csv,3.0,WR,CIN,Charlie Jones,CIN,30,8,30,8,11.25
2023,REG,CIN,10,00-0038576,WR,Charlie Jones,Charlie,Jones,Thumb,,Questionable,Thumb,,Full Participation in Practice,2023-11-10 19:02:23,injury_reports_2023.csv,1.0,WR,CIN,Charlie Jones,CIN,30,8,30,8,3.75
2023,REG,CIN,11,00-0038576,WR,Charlie Jones,Charlie,Jones,Thumb,,Questionable,Thumb,,Full Participation in Practice,2023-11-15 18:27:54,injury_reports_2023.csv,1.0,WR,CIN,Charlie Jones,CIN,30,8,30,8,3.75
2023,REG,DAL,4,00-0036358,WR,CeeDee Lamb,CeeDee,Lamb,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-09-27 19:32:07,injury_reports_2023.csv,0.0,WR,DAL,CeeDee Lamb,DAL,692,18,692,18,0.0
2023,REG,DAL,5,00-0036358,WR,CeeDee Lamb,CeeDee,Lamb,,,,Not injury related - resting player,Knee,Full Participation in Practice,2023-10-06 19:30:07,injury_reports_2023.csv,0.0,WR,DAL,CeeDee Lamb,DAL,692,18,692,18,0.0
2023,REG,DAL,12,00-0036358,WR,CeeDee Lamb,CeeDee,Lamb,,,,Ankle,,Full Participation in Practice,2023-11-22 17:18:33,injury_reports_2023.csv,0.0,WR,DAL,CeeDee Lamb,DAL,692,18,692,18,0.0
2023,REG,DAL,4,00-0037569,TE,Peyton Hendershot,Peyton,Hendershot,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2023-09-29 18:49:50,injury_reports_2023.csv,1.0,TE,DAL,Peyton Hendershot,DAL,65,9,65,9,7.222222222222222
2023,REG,DAL,5,00-0037569,TE,Peyton Hendershot,Peyton,Hendershot,Ankle,,Out,Ankle,,Did Not Participate In Practice,2023-10-06 19:31:06,injury_reports_2023.csv,3.0,TE,DAL,Peyton Hendershot,DAL,65,9,65,9,21.666666666666668
2023,REG,DAL,11,00-0037569,TE,Peyton Hendershot,Peyton,Hendershot,,,,Ankle,,Full Participation in Practice,2023-11-17 19:27:10,injury_reports_2023.csv,0.0,TE,DAL,Peyton Hendershot,DAL,65,9,65,9,0.0
2023,REG,DAL,12,00-0037569,TE,Peyton Hendershot,Peyton,Hendershot,,,,Ankle,,Full Participation in Practice,2023-11-22 17:18:33,injury_reports_2023.csv,0.0,TE,DAL,Peyton Hendershot,DAL,65,9,65,9,0.0
2023,REG,DAL,13,00-0037569,TE,Peyton Hendershot,Peyton,Hendershot,Ankle,,Questionable,Ankle,,Full Participation in Practice,2023-11-29 22:55:17,injury_reports_2023.csv,1.0,TE,DAL,Peyton Hendershot,DAL,65,9,65,9,7.222222222222222
2023,REG,DAL,14,00-0037569,TE,Peyton Hendershot,Peyton,Hendershot,Ankle,,Questionable,Ankle,,Full Participation in Practice,2023-12-08 20:48:24,injury_reports_2023.csv,1.0,TE,DAL,Peyton Hendershot,DAL,65,9,65,9,7.222222222222222
2023,REG,JAX,4,00-0033572,WR,Jamal Agnew,Jamal,Agnew,Quadricep,,Questionable,Quadricep,,Limited Participation in Practice,2023-09-29 20:30:32,injury_reports_2023.csv,1.0,WR,JAX,Jamal Agnew,JAX,150,10,150,10,15.0
2023,REG,JAX,5,00-0033572,WR,Jamal Agnew,Jamal,Agnew,Quadricep,,Questionable,Quadricep,,Limited Participation in Practice,2023-10-06 21:38:21,injury_reports_2023.csv,1.0,WR,JAX,Jamal Agnew,JAX,150,10,150,10,15.0
2023,REG,JAX,11,00-0033572,WR,Jamal Agnew,Jamal,Agnew,Shoulder,Ribs,Out,Shoulder,Ribs,Did Not Participate In Practice,2023-11-17 18:30:09,injury_reports_2023.csv,3.0,WR,JAX,Jamal Agnew,JAX,150,10,150,10,45.0
2023,REG,JAX,15,00-0033572,WR,Jamal Agnew,Jamal,Agnew,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2023-12-15 19:50:10,injury_reports_2023.csv,1.0,WR,JAX,Jamal Agnew,JAX,150,10,150,10,15.0
2023,REG,KC,4,00-0036637,TE,Noah Gray,Noah,Gray,,,,Illness,,Full Participation in Practice,2023-09-29 18:50:21,injury_reports_2023.csv,0.0,TE,KC,Noah Gray,KC,379,21,379,21,0.0
2023,REG,KC,18,00-0036637,TE,Noah Gray,Noah,Gray,,,,Ribs,,Full Participation in Practice,2024-01-05 21:00:51,injury_reports_2023.csv,0.0,TE,KC,Noah Gray,KC,379,21,379,21,0.0
2023,WC,KC,19,00-0036637,TE,Noah Gray,Noah,Gray,,,,Elbow,,Full Participation in Practice,2024-01-11 20:19:40,injury_reports_2023.csv,0.0,TE,KC,Noah Gray,KC,379,21,379,21,0.0
2023,REG,LA,4,00-0033110,TE,Tyler Higbee,Tyler,Higbee,Achilles,,Questionable,Achilles,,Limited Participation in Practice,2023-09-29 19:52:11,injury_reports_2023.csv,1.0,TE,LA,Tyler Higbee,LA,475,16,475,16,29.6875
2023,REG,LA,14,00-0033110,TE,Tyler Higbee,Tyler,Higbee,Neck,,Doubtful,Neck,,Did Not Participate In Practice,2023-12-08 20:52:30,injury_reports_2023.csv,2.0,TE,LA,Tyler Higbee,LA,475,16,475,16,59.375
2023,REG,LA,15,00-0033110,TE,Tyler Higbee,Tyler,Higbee,,,,Neck,,Full Participation in Practice,2023-12-15 20:04:16,injury_reports_2023.csv,0.0,TE,LA,Tyler Higbee,LA,475,16,475,16,0.0
2023,REG,LA,18,00-0033110,TE,Tyler Higbee,Tyler,Higbee,Shoulder,,Doubtful,Shoulder,,Did Not Participate In Practice,2024-01-05 20:39:01,injury_reports_2023.csv,2.0,TE,LA,Tyler Higbee,LA,475,16,475,16,59.375
2023,WC,LA,19,00-0033110,TE,Tyler Higbee,Tyler,Higbee,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2024-01-12 20:42:50,injury_reports_2023.csv,1.0,TE,LA,Tyler Higbee,LA,475,16,475,16,29.6875
2023,REG,LA,4,00-0036862,WR,Ben Skowronek,Ben,Skowronek,Achilles,,Questionable,Achilles,,Limited Participation in Practice,2023-09-29 19:51:53,injury_reports_2023.csv,1.0,WR,LA,Ben Skowronek,LA,88,15,88,15,5.866666666666666
2023,REG,LA,5,00-0036862,WR,Ben Skowronek,Ben,Skowronek,,,,Achilles,,Full Participation in Practice,2023-10-06 19:45:00,injury_reports_2023.csv,0.0,WR,LA,Ben Skowronek,LA,88,15,88,15,0.0
2023,REG,LA,6,00-0036862,WR,Ben Skowronek,Ben,Skowronek,,,,Achilles,,Full Participation in Practice,2023-10-13 19:56:17,injury_reports_2023.csv,0.0,WR,LA,Ben Skowronek,LA,88,15,88,15,0.0
2023,REG,LA,7,00-0036862,WR,Ben Skowronek,Ben,Skowronek,Achilles,,Questionable,Ankle,,Limited Participation in Practice,2023-10-20 19:56:14,injury_reports_2023.csv,1.0,WR,LA,Ben Skowronek,LA,88,15,88,15,5.866666666666666
2023,REG,LA,8,00-0036862,WR,Ben Skowronek,Ben,Skowronek,Achilles,,Questionable,Achilles,,Limited Participation in Practice,2023-10-27 19:46:45,injury_reports_2023.csv,1.0,WR,LA,Ben Skowronek,LA,88,15,88,15,5.866666666666666
2023,REG,LA,9,00-0036862,WR,Ben Skowronek,Ben,Skowronek,,,,Achilles,,Full Participation in Practice,2023-11-03 19:42:22,injury_reports_2023.csv,0.0,WR,LA,Ben Skowronek,LA,88,15,88,15,0.0
2023,REG,LA,12,00-0036862,WR,Ben Skowronek,Ben,Skowronek,Hip,,Questionable,Hip,,Limited Participation in Practice,2023-11-24 21:53:49,injury_reports_2023.csv,1.0,WR,LA,Ben Skowronek,LA,88,15,88,15,5.866666666666666
2023,REG,LA,13,00-0036862,WR,Ben Skowronek,Ben,Skowronek,,,,Hip,,Full Participation in Practice,2023-12-01 20:38:37,injury_reports_2023.csv,0.0,WR,LA,Ben Skowronek,LA,88,15,88,15,0.0
2023,REG,LA,15,00-0036862,WR,Ben Skowronek,Ben,Skowronek,,,,Ankle,,Full Participation in Practice,2023-12-15 20:05:19,injury_reports_2023.csv,0.0,WR,LA,Ben Skowronek,LA,88,15,88,15,0.0
2023,REG,LAC,4,00-0033895,TE,Gerald Everett,Gerald,Everett,,,,Illness,,Full Participation in Practice,2023-09-29 20:07:18,injury_reports_2023.csv,0.0,TE,LAC,Gerald Everett,LAC,326,15,326,15,0.0
2023,REG,LAC,8,00-0033895,TE,Gerald Everett,Gerald,Everett,Hip,,Questionable,Hip,,Full Participation in Practice,2023-10-27 20:24:34,injury_reports_2023.csv,1.0,TE,LAC,Gerald Everett,LAC,326,15,326,15,21.733333333333334
2023,REG,LAC,9,00-0033895,TE,Gerald Everett,Gerald,Everett,,,,Hip,,Full Participation in Practice,2023-11-04 20:18:03,injury_reports_2023.csv,0.0,TE,LAC,Gerald Everett,LAC,326,15,326,15,0.0
2023,REG,LAC,11,00-0033895,TE,Gerald Everett,Gerald,Everett,Chest,,Out,Chest,,Did Not Participate In Practice,2023-11-17 21:18:33,injury_reports_2023.csv,3.0,TE,LAC,Gerald Everett,LAC,326,15,326,15,65.2
2023,REG,LAC,12,00-0033895,TE,Gerald Everett,Gerald,Everett,Chest,,Questionable,Chest,,Full Participation in Practice,2023-11-24 21:14:07,injury_reports_2023.csv,1.0,TE,LAC,Gerald Everett,LAC,326,15,326,15,21.733333333333334
2023,REG,LAC,13,00-0033895,TE,Gerald Everett,Gerald,Everett,,,,Shoulder,,Full Participation in Practice,2023-12-01 22:14:09,injury_reports_2023.csv,0.0,TE,LAC,Gerald Everett,LAC,326,15,326,15,0.0
2023,REG,LAC,15,00-0033895,TE,Gerald Everett,Gerald,Everett,,,,Hip,,Full Participation in Practice,2023-12-13 22:28:32,injury_reports_2023.csv,0.0,TE,LAC,Gerald Everett,LAC,326,15,326,15,0.0
2023,REG,LAC,4,00-0030279,WR,Keenan Allen,Keenan,Allen,,,,Hip,,Limited Participation in Practice,2023-09-29 20:07:10,injury_reports_2023.csv,0.0,WR,LAC,Keenan Allen,LAC,527,13,527,13,0.0
2023,REG,LAC,7,00-0030279,WR,Keenan Allen,Keenan,Allen,,,,Not injury related - personal matter,,Did Not Participate In Practice,2023-10-19 21:19:21,injury_reports_2023.csv,0.0,WR,LAC,Keenan Allen,LAC,527,13,527,13,0.0
2023,REG,LAC,8,00-0030279,WR,Keenan Allen,Keenan,Allen,,,,Back,,Limited Participation in Practice,2023-10-27 20:22:10,injury_reports_2023.csv,0.0,WR,LAC,Keenan Allen,LAC,527,13,527,13,0.0
2023,REG,LAC,11,00-0030279,WR,Keenan Allen,Keenan,Allen,Shoulder,,Questionable,Shoulder,,Full Participation in Practice,2023-11-17 21:18:27,injury_reports_2023.csv,1.0,WR,LAC,Keenan Allen,LAC,527,13,527,13,40.53846153846154
2023,REG,LAC,12,00-0030279,WR,Keenan Allen,Keenan,Allen,,,,Shoulder,,Full Participation in Practice,2023-11-24 21:13:55,injury_reports_2023.csv,0.0,WR,LAC,Keenan Allen,LAC,527,13,527,13,0.0
2023,REG,LAC,13,00-0030279,WR,Keenan Allen,Keenan,Allen,Quadricep,,Questionable,Quadricep,,Limited Participation in Practice,2023-12-01 22:14:30,injury_reports_2023.csv,1.0,WR,LAC,Keenan Allen,LAC,527,13,527,13,40.53846153846154
2023,REG,LAC,14,00-0030279,WR,Keenan Allen,Keenan,Allen,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-12-06 21:19:24,injury_reports_2023.csv,0.0,WR,LAC,Keenan Allen,LAC,527,13,527,13,0.0
2023,REG,LAC,15,00-0030279,WR,Keenan Allen,Keenan,Allen,Heel,,Out,Heel,,Did Not Participate In Practice,2023-12-13 22:29:21,injury_reports_2023.csv,3.0,WR,LAC,Keenan Allen,LAC,527,13,527,13,121.61538461538461
2023,REG,LAC,16,00-0030279,WR,Keenan Allen,Keenan,Allen,Heel,,Out,Heel,,Did Not Participate In Practice,2023-12-21 20:11:48,injury_reports_2023.csv,3.0,WR,LAC,Keenan Allen,LAC,527,13,527,13,121.61538461538461
2023,REG,LAC,17,00-0030279,WR,Keenan Allen,Keenan,Allen,Heel,,Out,Heel,,Did Not Participate In Practice,2023-12-29 20:23:32,injury_reports_2023.csv,3.0,WR,LAC,Keenan Allen,LAC,527,13,527,13,121.61538461538461
2023,REG,LAC,18,00-0030279,WR,Keenan Allen,Keenan,Allen,Heel,,Out,Heel,,Did Not Participate In Practice,2024-01-05 20:05:06,injury_reports_2023.csv,3.0,WR,LAC,Keenan Allen,LAC,527,13,527,13,121.61538461538461
2023,REG,MIA,4,00-0034054,WR,River Cracraft,River,Cracraft,,,,Shoulder,,Did Not Participate In Practice,2023-09-28 19:33:37,injury_reports_2023.csv,0.0,WR,MIA,River Cracraft,MIA,93,11,93,11,0.0
2023,REG,MIA,8,00-0034054,WR,River Cracraft,River,Cracraft,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2023-10-27 19:54:10,injury_reports_2023.csv,1.0,WR,MIA,River Cracraft,MIA,93,11,93,11,8.454545454545455
2023,REG,MIA,9,00-0034054,WR,River Cracraft,River,Cracraft,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2023-11-03 15:50:51,injury_reports_2023.csv,1.0,WR,MIA,River Cracraft,MIA,93,11,93,11,8.454545454545455
2023,REG,MIA,4,00-0038092,WR,Erik Ezukanma,Erik,Ezukanma,,,,Neck,,Did Not Participate In Practice,2023-09-28 19:33:37,injury_reports_2023.csv,0.0,WR,MIA,Erik Ezukanma,MIA,13,2,13,2,0.0
2023,REG,MIA,4,00-0034798,TE,Durham Smythe,Durham,Smythe,,,,Hamstring,,Full Participation in Practice,2023-09-29 19:55:37,injury_reports_2023.csv,0.0,TE,MIA,Durham Smythe,MIA,433,17,433,17,0.0
2023,REG,MIA,9,00-0034798,TE,Durham Smythe,Durham,Smythe,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2023-11-03 15:50:51,injury_reports_2023.csv,1.0,TE,MIA,Durham Smythe,MIA,433,17,433,17,25.470588235294116
2023,REG,MIA,11,00-0034798,TE,Durham Smythe,Durham,Smythe,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2023-11-17 20:50:13,injury_reports_2023.csv,1.0,TE,MIA,Durham Smythe,MIA,433,17,433,17,25.470588235294116
2023,REG,MIA,12,00-0034798,TE,Durham Smythe,Durham,Smythe,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2023-11-23 16:47:32,injury_reports_2023.csv,1.0,TE,MIA,Durham Smythe,MIA,433,17,433,17,25.470588235294116
2023,REG,MIA,13,00-0034798,TE,Durham Smythe,Durham,Smythe,,,,Ankle,,Limited Participation in Practice,2023-12-01 20:17:58,injury_reports_2023.csv,0.0,TE,MIA,Durham Smythe,MIA,433,17,433,17,0.0
2023,REG,MIA,14,00-0034798,TE,Durham Smythe,Durham,Smythe,,,,Ankle,,Limited Participation in Practice,2023-12-09 21:29:04,injury_reports_2023.csv,0.0,TE,MIA,Durham Smythe,MIA,433,17,433,17,0.0
2023,REG,MIA,16,00-0034798,TE,Durham Smythe,Durham,Smythe,,,,Ankle,,Limited Participation in Practice,2023-12-22 20:56:16,injury_reports_2023.csv,0.0,TE,MIA,Durham Smythe,MIA,433,17,433,17,0.0
2023,REG,NYG,4,00-0038115,TE,Daniel Bellinger,Daniel,Bellinger,,,,Neck,,Full Participation in Practice,2023-09-30 18:03:10,injury_reports_2023.csv,0.0,TE,NYG,Daniel Bellinger,NYG,286,17,286,17,0.0
2023,REG,NYG,5,00-0038115,TE,Daniel Bellinger,Daniel,Bellinger,Knee,,Questionable,Knee,,Limited Participation in Practice,2023-10-06 18:15:15,injury_reports_2023.csv,1.0,TE,NYG,Daniel Bellinger,NYG,286,17,286,17,16.823529411764707
2023,REG,NYG,14,00-0038115,TE,Daniel Bellinger,Daniel,Bellinger,Illness,,Questionable,Illness,,Did Not Participate In Practice,2023-12-09 19:07:02,injury_reports_2023.csv,1.0,TE,NYG,Daniel Bellinger,NYG,286,17,286,17,16.823529411764707
2023,REG,PHI,4,00-0037132,WR,Britain Covey,Britain,Covey,,,,Hamstring,,Full Participation in Practice,2023-09-29 19:36:00,injury_reports_2023.csv,0.0,WR,PHI,Britain Covey,PHI,37,8,37,8,0.0
2023,REG,PHI,5,00-0037132,WR,Britain Covey,Britain,Covey,Concussion,,Questionable,Concussion,,Full Participation in Practice,2023-10-06 19:52:51,injury_reports_2023.csv,1.0,WR,PHI,Britain Covey,PHI,37,8,37,8,4.625
2023,WC,PHI,19,00-0037132,WR,Britain Covey,Britain,Covey,,,,Groin,,Full Participation in Practice,2024-01-13 20:46:09,injury_reports_2023.csv,0.0,WR,PHI,Britain Covey,PHI,37,8,37,8,0.0
2023,REG,PIT,4,00-0037304,TE,Connor Heyward,Connor,Heyward,,,,Ankle,,Full Participation in Practice,2023-09-29 19:16:01,injury_reports_2023.csv,0.0,TE,PIT,Connor Heyward,PIT,207,18,207,18,0.0
2023,REG,SF,4,00-0036259,WR,Jauan Jennings,Jauan,Jennings,Shin,,Doubtful,Shin,,Did Not Participate In Practice,2023-09-29 20:20:52,injury_reports_2023.csv,2.0,WR,SF,Jauan Jennings,SF,303,16,303,16,37.875
2023,REG,SF,5,00-0036259,WR,Jauan Jennings,Jauan,Jennings,,,,Shin,,Full Participation in Practice,2023-10-06 21:20:14,injury_reports_2023.csv,0.0,WR,SF,Jauan Jennings,SF,303,16,303,16,0.0
2023,REG,SF,16,00-0036259,WR,Jauan Jennings,Jauan,Jennings,Concussion,,Out,Concussion,,Did Not Participate In Practice,2023-12-23 21:56:28,injury_reports_2023.csv,3.0,WR,SF,Jauan Jennings,SF,303,16,303,16,56.8125
2023,REG,SF,17,00-0036259,WR,Jauan Jennings,Jauan,Jennings,Concussion,,Out,Concussion,,Did Not Participate In Practice,2023-12-29 20:58:12,injury_reports_2023.csv,3.0,WR,SF,Jauan Jennings,SF,303,16,303,16,56.8125
2023,REG,SF,18,00-0036259,WR,Jauan Jennings,Jauan,Jennings,Concussion,,Questionable,Concussion,,Limited Participation in Practice,2024-01-05 21:45:13,injury_reports_2023.csv,1.0,WR,SF,Jauan Jennings,SF,303,16,303,16,18.9375
2023,REG,SF,4,00-0035719,WR,Deebo Samuel,Deebo,Samuel,Ribs,Knee,Questionable,Ribs,Knee,Limited Participation in Practice,2023-09-29 20:20:35,injury_reports_2023.csv,1.0,WR,SF,Deebo Samuel,SF,459,18,459,18,25.5
2023,REG,SF,5,00-0035719,WR,Deebo Samuel,Deebo,Samuel,,,,Ribs,Knee,Full Participation in Practice,2023-10-06 21:20:20,injury_reports_2023.csv,0.0,WR,SF,Deebo Samuel,SF,459,18,459,18,0.0
2023,REG,SF,7,00-0035719,WR,Deebo Samuel,Deebo,Samuel,Shoulder,,Out,Shoulder,,Did Not Participate In Practice,2023-10-21 21:02:59,injury_reports_2023.csv,3.0,WR,SF,Deebo Samuel,SF,459,18,459,18,76.5
2023,REG,SF,8,00-0035719,WR,Deebo Samuel,Deebo,Samuel,Shoulder,,Out,Shoulder,,Did Not Participate In Practice,2023-10-27 21:09:07,injury_reports_2023.csv,3.0,WR,SF,Deebo Samuel,SF,459,18,459,18,76.5
2023,REG,SF,10,00-0035719,WR,Deebo Samuel,Deebo,Samuel,,,,Shoulder,,Full Participation in Practice,2023-11-10 20:56:43,injury_reports_2023.csv,0.0,WR,SF,Deebo Samuel,SF,459,18,459,18,0.0
2023,REG,SF,17,00-0035719,WR,Deebo Samuel,Deebo,Samuel,,,,Neck,,Full Participation in Practice,2023-12-29 20:56:58,injury_reports_2023.csv,0.0,WR,SF,Deebo Samuel,SF,459,18,459,18,0.0
2023,REG,TEN,4,00-0038589,TE,Josh Whyle,Josh,Whyle,,,,Illness,,Full Participation in Practice,2023-09-29 19:23:37,injury_reports_2023.csv,0.0,TE,TEN,Josh Whyle,TEN,58,11,58,11,0.0
2023,REG,TEN,5,00-0038589,TE,Josh Whyle,Josh,Whyle,,,,Ankle,,Full Participation in Practice,2023-10-06 19:21:01,injury_reports_2023.csv,0.0,TE,TEN,Josh Whyle,TEN,58,11,58,11,0.0
2023,REG,TEN,8,00-0038589,TE,Josh Whyle,Josh,Whyle,Concussion,,Out,Concussion,,Did Not Participate In Practice,2023-10-27 19:44:46,injury_reports_2023.csv,3.0,TE,TEN,Josh Whyle,TEN,58,11,58,11,15.818181818181818
2023,REG,TEN,9,00-0038589,TE,Josh Whyle,Josh,Whyle,,,,Concussion,,Full Participation in Practice,2023-11-01 19:20:05,injury_reports_2023.csv,0.0,TE,TEN,Josh Whyle,TEN,58,11,58,11,0.0
2023,REG,TEN,14,00-0038589,TE,Josh Whyle,Josh,Whyle,Knee,,Out,Knee,,Did Not Participate In Practice,2023-12-09 19:33:34,injury_reports_2023.csv,3.0,TE,TEN,Josh Whyle,TEN,58,11,58,11,15.818181818181818
2023,REG,TEN,15,00-0038589,TE,Josh Whyle,Josh,Whyle,Knee,,Out,Knee,,Did Not Participate In Practice,2023-12-15 19:48:39,injury_reports_2023.csv,3.0,TE,TEN,Josh Whyle,TEN,58,11,58,11,15.818181818181818
2023,REG,TEN,16,00-0038589,TE,Josh Whyle,Josh,Whyle,Knee,,Questionable,Knee,,Full Participation in Practice,2023-12-22 20:25:11,injury_reports_2023.csv,1.0,TE,TEN,Josh Whyle,TEN,58,11,58,11,5.2727272727272725
2023,REG,TEN,17,00-0038589,TE,Josh Whyle,Josh,Whyle,Knee,,Questionable,Knee,,Limited Participation in Practice,2023-12-29 19:57:51,injury_reports_2023.csv,1.0,TE,TEN,Josh Whyle,TEN,58,11,58,11,5.2727272727272725
2023,REG,CAR,5,00-0035956,TE,Giovanni Ricci,Giovanni,Ricci,,,,Shoulder,,Full Participation in Practice,2023-10-06 16:42:08,injury_reports_2023.csv,0.0,TE,CAR,Giovanni Ricci,CAR,5,2,5,2,0.0
2023,REG,CAR,6,00-0035956,TE,Giovanni Ricci,Giovanni,Ricci,Shoulder,,Out,Shoulder,,Did Not Participate In Practice,2023-10-13 16:47:38,injury_reports_2023.csv,3.0,TE,CAR,Giovanni Ricci,CAR,5,2,5,2,7.5
2023,REG,CAR,5,00-0036438,TE,Stephen Sullivan,Stephen,Sullivan,Hip,,Out,Hip,,Full Participation in Practice,2023-10-06 16:43:29,injury_reports_2023.csv,3.0,TE,CAR,Stephen Sullivan,CAR,127,11,127,11,34.63636363636363
2023,REG,CAR,6,00-0036438,TE,Stephen Sullivan,Stephen,Sullivan,Hip,,Questionable,Hip,,Full Participation in Practice,2023-10-13 16:49:37,injury_reports_2023.csv,1.0,TE,CAR,Stephen Sullivan,CAR,127,11,127,11,11.545454545454545
2023,REG,CAR,8,00-0036438,TE,Stephen Sullivan,Stephen,Sullivan,,,,Illness,,Full Participation in Practice,2023-10-27 16:34:00,injury_reports_2023.csv,0.0,TE,CAR,Stephen Sullivan,CAR,127,11,127,11,0.0
2023,REG,CAR,10,00-0036438,TE,Stephen Sullivan,Stephen,Sullivan,Shoulder,,Out,Shoulder,,Did Not Participate In Practice,2023-11-08 17:36:15,injury_reports_2023.csv,3.0,TE,CAR,Stephen Sullivan,CAR,127,11,127,11,34.63636363636363
2023,REG,CAR,11,00-0036438,TE,Stephen Sullivan,Stephen,Sullivan,Shoulder,,Questionable,Shoulder,,Full Participation in Practice,2023-11-17 18:35:21,injury_reports_2023.csv,1.0,TE,CAR,Stephen Sullivan,CAR,127,11,127,11,11.545454545454545
2023,REG,CAR,14,00-0036438,TE,Stephen Sullivan,Stephen,Sullivan,Shoulder,,Questionable,Shoulder,,Full Participation in Practice,2023-12-08 17:27:02,injury_reports_2023.csv,1.0,TE,CAR,Stephen Sullivan,CAR,127,11,127,11,11.545454545454545
2023,REG,CAR,16,00-0036438,TE,Stephen Sullivan,Stephen,Sullivan,,,,Shoulder,,Full Participation in Practice,2023-12-22 17:21:36,injury_reports_2023.csv,0.0,TE,CAR,Stephen Sullivan,CAR,127,11,127,11,0.0
2023,REG,CAR,17,00-0036438,TE,Stephen Sullivan,Stephen,Sullivan,,,,Wrist,,Full Participation in Practice,2023-12-29 18:53:16,injury_reports_2023.csv,0.0,TE,CAR,Stephen Sullivan,CAR,127,11,127,11,0.0
2023,REG,CIN,5,00-0036410,WR,Tee Higgins,Tee,Higgins,Ribs,,Questionable,Ribs,,Limited Participation in Practice,2023-10-06 19:31:17,injury_reports_2023.csv,1.0,WR,CIN,Tee Higgins,CIN,396,12,396,12,33.0
2023,REG,CIN,6,00-0036410,WR,Tee Higgins,Tee,Higgins,Ribs,,Questionable,Ribs,,Full Participation in Practice,2023-10-13 18:28:17,injury_reports_2023.csv,1.0,WR,CIN,Tee Higgins,CIN,396,12,396,12,33.0
2023,REG,CIN,10,00-0036410,WR,Tee Higgins,Tee,Higgins,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-11-10 19:01:11,injury_reports_2023.csv,3.0,WR,CIN,Tee Higgins,CIN,396,12,396,12,99.0
2023,REG,CIN,11,00-0036410,WR,Tee Higgins,Tee,Higgins,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-11-15 18:27:22,injury_reports_2023.csv,3.0,WR,CIN,Tee Higgins,CIN,396,12,396,12,99.0
2023,REG,CIN,12,00-0036410,WR,Tee Higgins,Tee,Higgins,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2023-11-24 19:13:39,injury_reports_2023.csv,3.0,WR,CIN,Tee Higgins,CIN,396,12,396,12,99.0
