season,game_type,team,week,gsis_id,position,full_name,first_name,last_name,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,date_modified,source_file,injury_score,original_position,original_team,player,team_name,attempts,player_game_count
2023,REG,JAX,7,00-0036971,QB,Trevor Lawrence,Trevor,Lawrence,Knee,,Questionable,Knee,,Limited Participation in Practice,2023-10-18 18:49:02,injury_reports_2023.csv,0.0,QB,JAX,Trevor Lawrence,JAX,564,16
2023,REG,JAX,8,00-0036971,QB,Trevor Lawrence,Trevor,Lawrence,Knee,,Questionable,Knee,,Limited Participation in Practice,2023-10-27 18:20:10,injury_reports_2023.csv,0.0,QB,JAX,Trevor Lawrence,JAX,564,16
2023,REG,JAX,11,00-0036971,QB,Trevor Lawrence,Trevor,Lawrence,,,,Knee,,Full Participation in Practice,2023-11-17 18:28:31,injury_reports_2023.csv,0.0,QB,JAX,Trevor Lawrence,JAX,564,16
2023,REG,JAX,14,00-0036971,QB,Trevor Lawrence,Trevor,Lawrence,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2023-12-08 20:14:44,injury_reports_2023.csv,0.0,QB,JAX,Trevor Lawrence,JAX,564,16
2023,REG,JAX,15,00-0036971,QB,Trevor Lawrence,Trevor,Lawrence,,,,Ankle,,Full Participation in Practice,2023-12-15 19:49:11,injury_reports_2023.csv,0.0,QB,JAX,Trevor Lawrence,JAX,564,16
2023,REG,JAX,16,00-0036971,QB,Trevor Lawrence,Trevor,Lawrence,Ankle,Concussion,Questionable,Ankle,Concussion,Limited Participation in Practice,2023-12-22 19:56:39,injury_reports_2023.csv,0.0,QB,JAX,Trevor Lawrence,JAX,564,16
2023,REG,JAX,17,00-0036971,QB,Trevor Lawrence,Trevor,Lawrence,right Shoulder,,Out,right Shoulder,,Did Not Participate In Practice,2023-12-29 19:44:26,injury_reports_2023.csv,3.0,QB,JAX,Trevor Lawrence,JAX,564,16
2023,REG,JAX,18,00-0036971,QB,Trevor Lawrence,Trevor,Lawrence,right Shoulder,left Finger,Questionable,right Shoulder,left Finger,Limited Participation in Practice,2024-01-05 18:54:40,injury_reports_2023.csv,0.0,QB,JAX,Trevor Lawrence,JAX,564,16
2023,REG,TEN,8,00-0029701,QB,Ryan Tannehill,Ryan,Tannehill,Ankle,,Out,Ankle,,Did Not Participate In Practice,2023-10-27 19:44:30,injury_reports_2023.csv,3.0,QB,TEN,Ryan Tannehill,TEN,230,9
2023,REG,TEN,9,00-0029701,QB,Ryan Tannehill,Ryan,Tannehill,Ankle,,Out,Ankle,,Did Not Participate In Practice,2023-11-01 19:22:04,injury_reports_2023.csv,3.0,QB,TEN,Ryan Tannehill,TEN,230,9
2023,REG,TEN,10,00-0029701,QB,Ryan Tannehill,Ryan,Tannehill,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2023-11-10 19:58:39,injury_reports_2023.csv,0.0,QB,TEN,Ryan Tannehill,TEN,230,9
2023,REG,TEN,11,00-0029701,QB,Ryan Tannehill,Ryan,Tannehill,,,,Ankle,,Full Participation in Practice,2023-11-17 20:16:16,injury_reports_2023.csv,0.0,QB,TEN,Ryan Tannehill,TEN,230,9
2023,REG,TEN,12,00-0029701,QB,Ryan Tannehill,Ryan,Tannehill,,,,Ankle,,Full Participation in Practice,2023-11-24 20:12:37,injury_reports_2023.csv,0.0,QB,TEN,Ryan Tannehill,TEN,230,9
2023,REG,TEN,13,00-0029701,QB,Ryan Tannehill,Ryan,Tannehill,,,,Ankle,,Full Participation in Practice,2023-12-01 20:15:11,injury_reports_2023.csv,0.0,QB,TEN,Ryan Tannehill,TEN,230,9
2023,REG,ATL,9,00-0038122,QB,Desmond Ridder,Desmond,Ridder,,,,gameday concussion protocol evaluation,,Full Participation in Practice,2023-11-01 20:28:53,injury_reports_2023.csv,0.0,QB,ATL,Desmond Ridder,ATL,388,15
2023,REG,NYG,9,00-0028118,QB,Tyrod Taylor,Tyrod,Taylor,Ribs,,Out,Ribs,,Did Not Participate In Practice,2023-11-03 18:23:39,injury_reports_2023.csv,3.0,QB,NYG,Tyrod Taylor,NYG,180,10
2023,REG,NYG,14,00-0028118,QB,Tyrod Taylor,Tyrod,Taylor,,,,Ribs,,Full Participation in Practice,2023-12-09 19:06:20,injury_reports_2023.csv,0.0,QB,NYG,Tyrod Taylor,NYG,180,10
2023,REG,NYG,18,00-0028118,QB,Tyrod Taylor,Tyrod,Taylor,,,,Back,,Limited Participation in Practice,2024-01-05 19:17:39,injury_reports_2023.csv,0.0,QB,NYG,Tyrod Taylor,NYG,180,10
2023,REG,LV,10,00-0026625,QB,Brian Hoyer,Brian,Hoyer,,,,Knee,,Limited Participation in Practice,2023-11-10 21:39:51,injury_reports_2023.csv,0.0,QB,LV,Brian Hoyer,LV,42,2
2023,REG,MIN,11,00-0033949,QB,Joshua Dobbs,Joshua,Dobbs,,,,Ankle,,Full Participation in Practice,2023-11-17 20:05:10,injury_reports_2023.csv,0.0,QB,MIN,Joshua Dobbs,MIN,417,13
2023,REG,NYG,11,00-0038476,QB,Tommy DeVito,Tommy,DeVito,,,,left Shoulder,Knee,Full Participation in Practice,2023-11-17 20:47:06,injury_reports_2023.csv,0.0,QB,NYG,Tommy DeVito,NYG,178,9
2023,REG,ATL,12,00-0031800,QB,Taylor Heinicke,Taylor,Heinicke,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-11-24 18:24:28,injury_reports_2023.csv,0.0,QB,ATL,Taylor Heinicke,ATL,136,5
2023,REG,ATL,17,00-0031800,QB,Taylor Heinicke,Taylor,Heinicke,,,,Ankle,,Full Participation in Practice,2023-12-29 18:24:06,injury_reports_2023.csv,0.0,QB,ATL,Taylor Heinicke,ATL,136,5
2023,REG,ATL,18,00-0031800,QB,Taylor Heinicke,Taylor,Heinicke,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2024-01-05 18:49:25,injury_reports_2023.csv,0.0,QB,ATL,Taylor Heinicke,ATL,136,5
2023,REG,HST,12,00-0028986,QB,Case Keenum,Case,Keenum,Calf,,Questionable,Calf,,Did Not Participate In Practice,2023-11-24 20:22:08,injury_reports_2023.csv,0.0,QB,HOU,Case Keenum,HST,53,2
2023,REG,KC,12,00-0027948,QB,Blaine Gabbert,Blaine,Gabbert,,,,Not injury related - personal matter,,Did Not Participate In Practice,2023-11-24 19:42:36,injury_reports_2023.csv,0.0,QB,KC,Blaine Gabbert,KC,35,2
2023,REG,CIN,13,00-0035100,QB,Jake Browning,Jake,Browning,,,,right Wrist,,Full Participation in Practice,2023-12-02 19:23:55,injury_reports_2023.csv,0.0,QB,CIN,Jake Browning,CIN,243,9
2023,REG,CIN,15,00-0035100,QB,Jake Browning,Jake,Browning,,,,right Forearm,,Full Participation in Practice,2023-12-14 19:16:03,injury_reports_2023.csv,0.0,QB,CIN,Jake Browning,CIN,243,9
2023,REG,CIN,16,00-0035100,QB,Jake Browning,Jake,Browning,,,,right Forearm,,Full Participation in Practice,2023-12-21 18:03:39,injury_reports_2023.csv,0.0,QB,CIN,Jake Browning,CIN,243,9
2023,REG,CIN,18,00-0035100,QB,Jake Browning,Jake,Browning,,,,Foot,,Full Participation in Practice,2024-01-05 19:30:39,injury_reports_2023.csv,0.0,QB,CIN,Jake Browning,CIN,243,9
2023,REG,CLV,13,00-0038583,QB,Dorian Thompson-Robinson,Dorian,Thompson-Robinson,Concussion,,Out,Concussion,,Did Not Participate In Practice,2023-12-01 21:33:42,injury_reports_2023.csv,3.0,QB,CLE,Dorian Thompson-Robinson,CLV,112,6
2023,REG,CLV,14,00-0038583,QB,Dorian Thompson-Robinson,Dorian,Thompson-Robinson,,,,Concussion,,Full Participation in Practice,2023-12-08 19:48:19,injury_reports_2023.csv,0.0,QB,CLE,Dorian Thompson-Robinson,CLV,112,6
2023,REG,CLV,17,00-0038583,QB,Dorian Thompson-Robinson,Dorian,Thompson-Robinson,,,,Hip,,Did Not Participate In Practice,2023-12-25 21:36:34,injury_reports_2023.csv,0.0,QB,CLE,Dorian Thompson-Robinson,CLV,112,6
2023,REG,MIA,13,00-0036212,QB,Tua Tagovailoa,Tua,Tagovailoa,,,,Right Arm (Laceration),,Full Participation in Practice,2023-12-01 20:17:58,injury_reports_2023.csv,0.0,QB,MIA,Tua Tagovailoa,MIA,600,18
2023,REG,MIA,17,00-0036212,QB,Tua Tagovailoa,Tua,Tagovailoa,,,,left Thumb,Quadricep,Full Participation in Practice,2023-12-29 20:54:06,injury_reports_2023.csv,0.0,QB,MIA,Tua Tagovailoa,MIA,600,18
2023,REG,MIA,18,00-0036212,QB,Tua Tagovailoa,Tua,Tagovailoa,,,,left Shoulder,Quadricep,Full Participation in Practice,2024-01-05 20:48:00,injury_reports_2023.csv,0.0,QB,MIA,Tua Tagovailoa,MIA,600,18
2023,REG,NYJ,13,00-0023459,QB,Aaron Rodgers,Aaron,Rodgers,Achilles,,Out,Achilles,,Limited Participation in Practice,2023-12-01 19:49:37,injury_reports_2023.csv,3.0,QB,NYJ,Aaron Rodgers,NYJ,1,1
2023,REG,NYJ,14,00-0023459,QB,Aaron Rodgers,Aaron,Rodgers,Achilles,,Out,Achilles,,Limited Participation in Practice,2023-12-08 20:54:27,injury_reports_2023.csv,3.0,QB,NYJ,Aaron Rodgers,NYJ,1,1
2023,REG,NYJ,15,00-0023459,QB,Aaron Rodgers,Aaron,Rodgers,Achilles,,Out,Achilles,,Limited Participation in Practice,2023-12-15 20:53:22,injury_reports_2023.csv,3.0,QB,NYJ,Aaron Rodgers,NYJ,1,1
2023,REG,NYJ,16,00-0023459,QB,Aaron Rodgers,Aaron,Rodgers,Achilles,,Out,Achilles,,Limited Participation in Practice,2023-12-22 19:41:04,injury_reports_2023.csv,3.0,QB,NYJ,Aaron Rodgers,NYJ,1,1
2023,REG,NYJ,17,00-0023459,QB,Aaron Rodgers,Aaron,Rodgers,Achilles,,Out,Achilles,,Did Not Participate In Practice,2023-12-27 20:29:28,injury_reports_2023.csv,3.0,QB,NYJ,Aaron Rodgers,NYJ,1,1
2023,REG,NYJ,18,00-0023459,QB,Aaron Rodgers,Aaron,Rodgers,Achilles,,Out,Achilles,,Limited Participation in Practice,2024-01-05 19:50:37,injury_reports_2023.csv,3.0,QB,NYJ,Aaron Rodgers,NYJ,1,1
2023,REG,BLT,14,00-0034796,QB,Lamar Jackson,Lamar,Jackson,,,,Illness,,Full Participation in Practice,2023-12-08 20:45:33,injury_reports_2023.csv,0.0,QB,BAL,Lamar Jackson,BLT,516,18
2023,REG,BLT,18,00-0034796,QB,Lamar Jackson,Lamar,Jackson,Not injury related - resting player,coach decision,Out,Not injury related - resting player,coach decision,Limited Participation in Practice,2024-01-04 23:53:39,injury_reports_2023.csv,3.0,QB,BAL,Lamar Jackson,BLT,516,18
2023,REG,JAX,14,00-0033936,QB,C.J. Beathard,C.J.,Beathard,,,,left Shoulder,,Full Participation in Practice,2023-12-08 20:08:19,injury_reports_2023.csv,0.0,QB,JAX,C.J. Beathard,JAX,53,5
2023,REG,JAX,15,00-0033936,QB,C.J. Beathard,C.J.,Beathard,,,,left Shoulder,,Full Participation in Practice,2023-12-15 19:49:11,injury_reports_2023.csv,0.0,QB,JAX,C.J. Beathard,JAX,53,5
2023,REG,JAX,16,00-0033936,QB,C.J. Beathard,C.J.,Beathard,,,,left Shoulder,,Full Participation in Practice,2023-12-22 19:53:30,injury_reports_2023.csv,0.0,QB,JAX,C.J. Beathard,JAX,53,5
2023,REG,JAX,17,00-0033936,QB,C.J. Beathard,C.J.,Beathard,,,,left Shoulder,,Full Participation in Practice,2023-12-29 19:43:57,injury_reports_2023.csv,0.0,QB,JAX,C.J. Beathard,JAX,53,5
2023,REG,JAX,18,00-0033936,QB,C.J. Beathard,C.J.,Beathard,,,,left Shoulder,,Full Participation in Practice,2024-01-05 18:47:50,injury_reports_2023.csv,0.0,QB,JAX,C.J. Beathard,JAX,53,5
2023,REG,BLT,15,00-0035993,QB,Tyler Huntley,Tyler,Huntley,,,,Not injury related - personal matter,,Did Not Participate In Practice,2023-12-14 21:28:45,injury_reports_2023.csv,0.0,QB,BAL,Tyler Huntley,BLT,37,5
2023,REG,NYJ,15,00-0037013,QB,Zach Wilson,Zach,Wilson,,,,Knee,,Full Participation in Practice,2023-12-15 20:51:43,injury_reports_2023.csv,0.0,QB,NYJ,Zach Wilson,NYJ,368,12
2023,REG,NYJ,16,00-0037013,QB,Zach Wilson,Zach,Wilson,Concussion,,Out,Concussion,,Did Not Participate In Practice,2023-12-22 19:41:15,injury_reports_2023.csv,3.0,QB,NYJ,Zach Wilson,NYJ,368,12
2023,REG,NYJ,17,00-0037013,QB,Zach Wilson,Zach,Wilson,Concussion,,Out,Concussion,,Did Not Participate In Practice,2023-12-27 20:29:59,injury_reports_2023.csv,3.0,QB,NYJ,Zach Wilson,NYJ,368,12
2023,REG,NYJ,18,00-0037013,QB,Zach Wilson,Zach,Wilson,Concussion,,Out,Concussion,,Did Not Participate In Practice,2024-01-05 19:50:57,injury_reports_2023.csv,3.0,QB,NYJ,Zach Wilson,NYJ,368,12
2023,REG,PHI,15,00-0036389,QB,Jalen Hurts,Jalen,Hurts,,,,Illness,,Did Not Participate In Practice,2023-12-16 20:47:26,injury_reports_2023.csv,0.0,QB,PHI,Jalen Hurts,PHI,573,18
2023,WC,PHI,19,00-0036389,QB,Jalen Hurts,Jalen,Hurts,,,,right Finger,,Full Participation in Practice,2024-01-13 20:45:59,injury_reports_2023.csv,0.0,QB,PHI,Jalen Hurts,PHI,573,18
2023,REG,CAR,16,00-0027973,QB,Andy Dalton,Andy,Dalton,,,,Illness,,Full Participation in Practice,2023-12-22 17:20:44,injury_reports_2023.csv,0.0,QB,CAR,Andy Dalton,CAR,58,1
2023,REG,CLV,16,00-0026158,QB,Joe Flacco,Joe,Flacco,,,,Calf,,Full Participation in Practice,2023-12-22 20:49:04,injury_reports_2023.csv,0.0,QB,CLE,Joe Flacco,CLV,250,6
2023,REG,CLV,17,00-0026158,QB,Joe Flacco,Joe,Flacco,,,,Calf,,Full Participation in Practice,2023-12-27 20:24:36,injury_reports_2023.csv,0.0,QB,CLE,Joe Flacco,CLV,250,6
2023,REG,CLV,18,00-0026158,QB,Joe Flacco,Joe,Flacco,,,,Calf,,Full Participation in Practice,2024-01-05 19:53:21,injury_reports_2023.csv,0.0,QB,CLE,Joe Flacco,CLV,250,6
2023,WC,CLV,19,00-0026158,QB,Joe Flacco,Joe,Flacco,,,,Calf,,Full Participation in Practice,2024-01-11 20:11:52,injury_reports_2023.csv,0.0,QB,CLE,Joe Flacco,CLV,250,6
2023,REG,NYJ,17,00-0032156,QB,Trevor Siemian,Trevor,Siemian,,,,right Elbow,,Full Participation in Practice,2023-12-27 20:20:12,injury_reports_2023.csv,0.0,QB,NYJ,Trevor Siemian,NYJ,153,5
2023,REG,WAS,17,00-0033119,QB,Jacoby Brissett,Jacoby,Brissett,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2023-12-29 19:12:43,injury_reports_2023.csv,0.0,QB,WAS,Jacoby Brissett,WAS,23,2
2023,REG,WAS,18,00-0033119,QB,Jacoby Brissett,Jacoby,Brissett,,,,Hamstring,,Full Participation in Practice,2024-01-05 19:57:51,injury_reports_2023.csv,0.0,QB,WAS,Jacoby Brissett,WAS,23,2
2023,REG,CHI,18,00-0038416,QB,Tyson Bagent,Tyson,Bagent,,,,Illness,,Full Participation in Practice,2024-01-05 19:55:25,injury_reports_2023.csv,0.0,QB,CHI,Tyson Bagent,CHI,143,5
2023,REG,MIA,18,00-0034401,QB,Mike White,Mike,White,,,,right Shoulder,,Full Participation in Practice,2024-01-05 20:48:00,injury_reports_2023.csv,0.0,QB,MIA,Mike White,MIA,6,4
2023,WC,DAL,19,00-0033662,QB,Cooper Rush,Cooper,Rush,Illness,,Questionable,Illness,,Did Not Participate In Practice,2024-01-12 19:29:40,injury_reports_2023.csv,0.0,QB,DAL,Cooper Rush,DAL,24,7
