year,snap_counts_coverage,snap_counts_run_defense,player_game_count,snap_counts_dl_over_t,snap_counts_fs,snap_counts_pass_rush,grades_defense,grades_run_defense,grades_pass_rush_defense,grades_tackle,snap_counts_defense,snap_counts_dl_outside_t,snap_counts_slot,player,team_name,grades_coverage_defense,grades_defense_penalty,snap_counts_dl_a_gap,player_id,snap_counts_offball,position,snap_counts_dl,snap_counts_dl_b_gap,snap_counts_box,snap_counts_corner
2023,1,9,1,0,0,0,41.8,43.9,,,10,1,1,Sam Webb,CAR,60.0,68.4,0,134606,9,CB,1,0,5,3
2023,18,166,13,4,0,408,39.9,37.7,47.6,28.9,592,586,0,Yannick Ngakoue,CHI,52.6,70.8,0,10703,2,ED,590,0,1,1
2023,2,239,17,19,0,265,66.3,55.3,75.2,41.2,506,0,0,Andrew Billings,CHI,73.8,61.9,306,10756,1,DI,505,180,1,0
2023,10,229,17,169,0,475,59.1,57.9,64.0,55.5,714,469,0,DeMarcus Walker,CHI,52.3,72.0,6,11806,2,ED,712,68,2,0
2023,417,227,12,0,494,2,58.6,55.3,58.9,60.9,646,8,70,Eddie Jackson,CHI,60.0,55.4,0,11867,638,S,8,0,64,10
2023,1,2,2,0,0,0,50.1,60.0,,,3,1,1,Dylan Cole,CHI,60.5,68.9,0,24304,2,LB,1,0,0,1
2023,11,235,17,9,0,518,74.8,72.9,70.6,75.1,764,751,0,Montez Sweat,CHI,51.9,75.6,0,27271,1,ED,763,3,0,1
2023,609,356,17,0,8,77,79.6,76.5,74.5,71.8,1042,76,76,T.J. Edwards,CHI,75.4,85.0,0,30737,966,LB,76,0,872,10
2023,1,4,1,3,0,21,67.7,60.3,52.2,69.2,26,22,0,Khalid Kareem,CHI,63.1,78.5,0,42993,0,ED,26,1,0,0
2023,5,155,17,29,0,225,50.6,48.7,52.1,44.9,385,348,0,Rasheem Green,CHI,66.0,73.8,0,48731,1,ED,384,7,1,0
2023,13,240,17,255,0,487,49.3,47.4,52.5,38.2,740,9,0,Justin Jones,CHI,62.8,67.7,16,48940,0,DI,740,460,0,0
2023,102,35,5,0,3,13,66.6,80.3,53.8,70.5,150,0,130,Greg Stroman Jr.,CHI,67.6,0.0,0,49354,150,CB,0,0,14,3
2023,96,49,11,0,2,3,61.8,70.4,70.8,72.4,148,2,31,Jaylon Jones,CHI,61.0,0.0,0,49374,146,CB,2,0,7,106
2023,546,287,15,0,24,43,56.6,57.5,42.5,61.4,876,16,56,Tremaine Edmunds,CHI,58.3,86.3,0,50905,860,LB,16,0,776,4
2023,322,163,14,0,382,2,46.2,67.4,76.5,29.8,487,5,42,Elijah Hicks,CHI,40.2,86.8,0,55584,482,S,5,0,53,5
2023,11,9,3,0,0,1,28.5,84.4,60.3,83.1,21,1,15,Josh Blackwell,CHI,24.8,72.8,0,55589,20,CB,1,0,3,2
2023,530,279,14,0,1,0,90.1,67.2,,46.4,809,29,19,Jaylon Johnson,CHI,90.4,88.8,0,56259,780,CB,29,0,13,747
2023,6,0,1,0,6,0,62.6,,,,6,0,0,A.J. Thomas,CHI,61.8,74.8,0,56309,6,S,0,0,0,0
2023,10,77,11,5,0,155,35.3,33.2,45.5,44.4,242,232,0,Dominique Robinson,CHI,62.9,41.6,0,61436,4,ED,238,1,4,0
2023,23,12,3,0,23,0,57.4,61.9,,78.0,35,1,3,Quindell Johnson,CHI,56.6,77.5,0,76689,34,S,1,0,8,0
2023,192,199,17,0,3,21,67.3,71.1,56.3,51.7,412,48,73,Jack Sanborn,CHI,63.8,46.0,0,82566,364,LB,48,0,288,0
2023,262,115,11,0,0,0,69.6,83.2,,71.6,377,8,6,Terell Smith,CHI,65.4,85.0,0,83302,369,CB,8,0,19,344
2023,427,179,13,0,7,40,65.6,58.3,54.8,70.2,646,18,501,Kyler Gordon,CHI,68.2,55.6,0,83451,628,CB,18,0,98,22
2023,553,277,16,0,0,0,60.2,60.6,,66.4,830,13,23,Tyrique Stevenson,CHI,59.1,87.3,0,97562,817,CB,13,0,82,712
2023,1,115,17,27,0,148,54.9,44.1,62.9,36.7,264,0,0,Zacch Pickens,CHI,74.7,84.1,54,98911,2,DI,262,181,2,0
2023,572,300,15,0,316,24,66.7,71.7,81.8,78.3,896,41,113,Jaquan Brisker,CHI,62.4,41.1,0,101665,855,S,41,0,392,34
2023,2,134,17,71,0,297,50.9,36.2,65.9,38.5,433,8,0,Gervon Dexter Sr.,CHI,55.2,70.4,25,124374,1,DI,432,328,1,0
2023,4,23,5,0,0,0,86.5,74.8,,77.6,27,2,5,Noah Sewell,CHI,78.8,72.0,0,131722,25,LB,2,0,20,0
2023,4,217,14,7,0,314,82.2,75.3,79.1,29.0,535,0,0,DJ Reader,CIN,59.8,59.7,106,10800,1,DI,534,421,1,0
2023,540,285,17,0,34,51,77.4,64.2,61.7,58.7,876,20,678,Mike Hilton,CIN,80.4,63.0,0,10898,856,CB,20,0,125,19
2023,16,9,2,0,0,0,46.8,60.4,,72.5,25,1,2,Sidney Jones IV,CIN,44.6,74.5,0,11798,24,CB,1,0,1,21
2023,446,273,15,0,1,3,62.6,68.0,56.2,72.1,722,5,53,Chidobe Awuzie,CIN,62.3,32.3,0,11815,717,CB,5,0,74,589
2023,30,243,17,10,0,469,82.3,51.0,90.7,60.9,742,721,0,Trey Hendrickson,CIN,47.5,51.6,0,11858,4,ED,738,7,2,2
2023,0,150,14,1,0,137,52.1,50.3,55.7,53.5,287,0,0,Josh Tupou,CIN,60.0,83.9,88,12093,0,DI,287,198,0,0
2023,530,392,17,0,6,53,63.3,57.3,63.5,66.4,975,108,59,Germaine Pratt,CIN,65.3,86.9,0,29407,867,LB,108,0,790,12
2023,611,402,17,0,15,55,62.6,66.5,60.1,76.6,1068,54,74,Logan Wilson,CIN,57.9,86.2,0,29623,1014,LB,54,0,921,4
2023,40,50,11,0,0,8,58.7,57.3,69.8,55.0,98,20,8,Akeem Davis-Gaither,CIN,56.7,78.1,0,34788,78,LB,20,0,70,0
2023,3,2,3,0,0,0,70.0,60.0,,83.6,5,1,0,Devin Harper,CIN,64.1,68.9,0,42494,4,LB,1,0,3,0
2023,4,4,6,0,0,2,55.5,68.3,59.6,73.3,10,4,0,Joe Bachie,CIN,45.6,70.0,0,43250,6,LB,4,0,6,0
2023,54,250,15,19,0,409,61.9,61.1,57.5,60.9,713,672,2,Sam Hubbard,CIN,73.6,62.6,0,48457,14,ED,699,8,12,0
2023,360,181,17,0,247,28,44.0,53.6,75.0,61.0,569,22,86,Nick Scott,CIN,38.8,83.2,0,49012,547,S,22,0,194,20
2023,12,16,8,0,1,1,60.8,73.3,60.0,77.7,29,5,5,Markus Bailey,CIN,49.5,74.4,0,49681,24,LB,5,0,18,0
2023,8,269,17,114,0,499,67.7,63.3,65.8,58.3,776,21,0,B.J. Hill,CIN,67.9,59.9,54,49894,1,DI,775,586,1,0
2023,35,18,12,0,0,0,51.4,72.4,,36.2,53,0,34,Jalen Davis,CIN,46.5,75.5,0,50431,53,CB,0,0,9,10
2023,0,241,17,57,0,259,51.2,49.1,53.9,57.3,500,3,0,Zach Carter,CIN,66.5,71.9,14,56349,0,DI,500,426,0,0
2023,12,155,17,61,0,208,61.6,61.8,62.4,82.2,375,291,0,Cam Sample,CIN,49.8,69.6,0,56462,1,ED,374,22,0,1
2023,0,54,10,6,0,42,47.8,47.2,54.3,56.3,96,0,0,Jay Tufele,CIN,60.0,80.3,4,56913,0,DI,96,86,0,0
2023,14,7,5,0,0,0,86.8,60.2,,72.8,21,0,4,DJ Ivey,CIN,88.5,75.5,0,76670,21,CB,0,0,0,17
2023,8,60,14,40,0,109,68.4,64.2,64.1,31.0,177,126,0,Joseph Ossai,CIN,65.9,82.9,0,77205,2,ED,175,9,1,1
2023,0,22,2,2,0,8,51.9,53.6,54.4,69.5,30,0,0,Travis Bell,CIN,,77.0,12,79253,0,DI,30,16,0,0
2023,420,233,12,0,0,0,64.5,46.7,,49.3,653,3,41,Cam Taylor-Britt,CIN,70.3,5.3,0,83326,650,CB,3,0,64,545
2023,649,413,17,0,605,27,50.9,70.9,67.2,76.6,1089,37,187,Dax Hill,CIN,43.0,29.7,0,97519,1052,S,37,0,230,30
2023,283,219,17,0,250,22,82.5,81.3,69.6,76.7,524,17,44,Jordan Battle,CIN,76.4,82.0,0,98857,507,S,17,0,201,12
2023,518,309,17,0,0,0,51.5,64.4,63.8,68.9,827,1,55,DJ Turner II,CIN,48.4,88.0,0,101376,826,CB,1,0,36,735
2023,14,125,17,12,0,165,58.2,50.3,64.3,51.5,304,288,0,Myles Murphy,CIN,58.6,66.7,0,122154,0,ED,304,4,0,0
2023,169,106,10,0,136,5,54.1,61.3,52.5,50.3,280,15,69,Rodney McLeod,CLV,52.5,83.0,0,7271,265,S,15,0,48,12
2023,139,76,7,0,87,7,60.4,49.9,69.4,89.9,222,6,35,Duron Harmon,CLV,62.3,78.7,0,7872,216,S,6,0,87,7
2023,6,203,18,30,0,253,70.8,68.8,75.3,43.1,462,4,0,Shelby Harris,CLV,59.8,16.9,15,8869,1,DI,461,412,1,0
2023,15,186,17,38,0,402,83.1,59.6,86.8,44.8,603,528,1,Za'Darius Smith,CLV,87.1,29.6,0,9555,24,ED,579,13,23,0
2023,21,301,17,8,0,522,93.9,83.7,94.7,65.7,844,818,0,Myles Garrett,CLV,59.5,7.6,0,11756,16,ED,828,2,16,0
2023,5,239,17,28,0,406,61.2,49.2,72.6,35.8,650,5,0,Dalvin Tomlinson,CLV,60.0,55.6,53,11810,0,DI,650,564,0,0
2023,245,177,12,0,10,32,71.1,59.1,54.9,56.6,454,15,21,Anthony Walker Jr.,CLV,76.8,83.9,0,11916,439,LB,15,0,406,2
2023,321,249,16,0,14,38,70.7,68.2,54.3,58.1,608,16,13,Sione Takitaki,CLV,70.2,83.1,0,12666,592,LB,16,0,564,1
2023,3,26,2,0,0,50,66.0,76.6,57.4,74.2,79,60,0,Sam Kamara,CLV,60.4,26.5,0,24176,0,ED,79,19,0,0
2023,41,46,10,0,0,9,44.2,46.2,73.7,29.5,96,10,10,Matthew Adams,CLV,44.1,78.5,1,38526,83,LB,13,2,72,1
2023,26,30,4,0,1,4,62.1,49.5,51.1,58.8,60,1,0,Jordan Kunaszyk,CLV,73.1,76.4,0,38548,59,LB,1,0,58,0
2023,3,126,13,56,0,173,81.0,76.5,75.9,47.5,302,6,0,Maurice Hurst,CLV,67.5,10.0,4,38563,0,DI,302,236,0,0
2023,419,236,14,0,1,2,69.4,63.1,55.5,56.1,657,1,22,Denzel Ward,CLV,69.4,86.3,0,49558,656,CB,1,0,30,603
2023,15,157,15,6,0,287,65.3,59.3,62.8,82.7,459,441,0,Ogbo Okoronkwo,CLV,75.2,75.4,0,50130,11,ED,448,1,11,0
2023,377,261,12,0,501,5,66.5,72.0,83.8,76.0,643,11,61,Juan Thornhill,CLV,62.6,53.6,0,50426,632,S,11,0,67,3
2023,108,45,12,0,1,6,56.8,29.7,64.7,74.6,159,2,56,Mike Ford,CLV,64.2,0.0,0,50535,157,CB,2,0,9,91
2023,2,224,18,23,0,240,47.3,45.1,63.9,48.7,466,2,0,Jordan Elliott,CLV,65.5,6.6,7,56734,0,DI,466,434,0,0
2023,113,124,17,0,1,16,50.6,50.5,48.2,69.9,253,20,8,Tony Fields II,CLV,55.9,78.7,0,57698,233,LB,20,0,224,0
2023,406,316,17,1,9,80,76.8,66.9,87.4,56.2,802,115,47,Jeremiah Owusu-Koramoah,CLV,73.2,65.4,0,58089,686,LB,116,0,620,10
2023,399,298,13,0,122,41,70.0,53.4,71.5,55.0,738,91,183,Grant Delpit,CLV,75.5,83.9,0,60685,647,S,91,0,327,15
2023,17,0,1,0,0,2,59.3,,55.6,74.8,19,0,17,Tanner McCalister,CLV,60.5,72.8,0,76591,19,CB,0,0,2,0
2023,56,48,7,0,0,0,67.2,53.6,,54.0,104,0,2,Kahlef Hailassie,CLV,69.9,79.1,0,83072,104,CB,0,0,10,92
2023,24,20,1,0,0,0,73.5,34.0,,28.9,44,0,1,Vincent Gray,CLV,85.3,76.5,0,83297,44,CB,0,0,3,40
2023,480,293,15,0,8,22,66.0,48.2,64.4,30.1,795,6,412,Greg Newsome II,CLV,69.9,61.4,0,83341,789,CB,6,0,83,286
2023,209,63,14,0,2,11,58.6,40.0,68.4,42.9,283,6,203,Cameron Mitchell,CLV,60.5,82.4,0,97340,277,CB,6,0,27,45
2023,232,88,11,0,272,2,70.6,61.2,57.4,71.5,322,2,27,Ronnie Hickman Jr.,CLV,70.2,83.7,0,97702,320,S,2,0,20,1
2023,566,331,17,0,1,0,63.2,59.5,,34.4,897,1,18,Martin Emerson Jr.,CLV,63.6,66.3,0,97872,896,CB,1,0,54,823
2023,13,163,17,28,0,231,55.6,52.1,61.6,62.0,407,351,0,Alex Wright,CLV,60.2,44.9,0,98318,1,ED,406,27,1,0
2023,1,47,5,5,0,55,29.0,31.3,51.5,67.3,103,0,0,Siaki Ika,CLV,59.7,0.0,5,98328,0,DI,103,93,0,0
2023,6,18,6,0,0,2,70.3,68.8,57.8,75.7,26,4,1,Mohamoud Diabate,CLV,62.8,70.4,0,98780,22,LB,4,0,21,0
2023,3,34,4,1,0,56,46.9,35.2,64.6,53.5,93,91,0,Isaiah McGuire,CLV,62.0,33.8,0,98948,1,ED,92,0,1,0
2023,159,87,13,0,103,10,76.3,81.7,59.5,77.7,256,17,61,D'Anthony Bell,CLV,69.8,81.0,0,111578,239,S,17,0,74,1
2023,622,433,18,0,2,0,71.2,72.9,,76.2,1055,4,58,Stephon Gilmore,DAL,69.3,88.0,0,7016,1051,CB,4,0,76,915
2023,2,198,15,18,0,187,53.6,52.4,62.0,50.2,387,1,0,Johnathan Hankins,DAL,65.4,34.9,145,7830,0,DI,387,223,0,0
2023,8,238,18,79,0,401,91.0,92.2,79.3,49.7,647,507,0,DeMarcus Lawrence,DAL,64.9,57.8,7,8669,12,ED,635,42,12,0
2023,14,3,2,0,0,0,69.2,60.0,,75.4,17,0,0,C.J. Goodwin,DAL,69.3,82.1,0,9243,17,CB,0,0,0,16
2023,4,65,18,10,0,206,63.8,62.0,69.9,32.0,275,259,0,Dante Fowler Jr.,DAL,64.3,0.0,1,9436,3,ED,272,2,2,0
2023,0,24,3,0,0,6,42.4,44.4,57.3,69.8,30,0,0,Carl Davis Jr.,DAL,,76.3,14,9523,0,DI,30,16,0,0
2023,469,359,17,0,169,32,44.9,54.7,60.7,69.5,860,87,186,Jayron Kearse,DAL,43.6,10.1,0,10878,773,S,87,0,381,37
2023,530,326,17,0,721,6,77.2,88.3,53.1,74.6,862,12,43,Malik Hooker,DAL,71.7,88.5,0,11770,850,S,12,0,82,4
2023,491,273,17,0,3,7,50.1,90.8,48.3,74.4,771,11,635,Jourdan Lewis,DAL,39.5,34.4,0,11846,760,CB,11,0,104,18
2023,1,145,18,45,0,158,59.5,54.6,66.5,65.2,304,2,0,Neville Gallimore,DAL,59.9,59.0,30,28094,1,DI,303,226,1,0
2023,71,30,2,0,0,0,80.7,62.0,,80.7,101,1,6,Trevon Diggs,DAL,82.8,79.1,0,41817,100,CB,1,0,12,82
2023,2,130,18,136,0,190,66.1,49.9,75.0,48.6,322,20,0,Chauncey Golston,DAL,60.6,84.7,2,42718,2,DI,320,162,1,0
2023,1,303,18,174,0,372,77.0,65.1,78.7,40.9,676,10,0,Osa Odighizuwa,DAL,66.8,65.3,20,42754,1,DI,675,471,0,0
2023,2,1,3,0,0,0,75.2,60.0,,,3,0,0,KaVontae Turpin,DAL,76.6,60.0,0,47658,3,WR,0,0,0,0
2023,10,168,18,58,0,290,69.6,58.1,69.7,71.4,468,321,0,Dorance Armstrong,DAL,72.4,74.1,1,48557,33,ED,435,55,31,0
2023,453,303,16,0,296,20,66.2,62.1,80.7,56.8,776,49,92,Donovan Wilson,DAL,66.6,37.3,0,49408,727,S,49,0,321,18
2023,25,39,7,0,0,8,45.8,47.2,50.2,80.2,72,10,4,Rashaan Evans,DAL,54.7,91.3,0,50213,62,LB,10,0,57,0
2023,0,7,1,0,5,0,50.5,53.7,,23.7,7,0,0,Sheldrick Redwine,DAL,,67.2,0,50458,7,S,0,0,2,0
2023,0,6,1,0,0,0,44.1,49.3,,28.8,6,2,0,Malik Jefferson,DAL,,69.4,0,50884,4,LB,2,0,4,0
2023,133,105,5,1,0,31,65.5,70.0,51.0,89.0,269,65,19,Leighton Vander Esch,DAL,62.4,84.3,0,50950,203,LB,66,0,183,1
2023,401,279,18,0,1,21,76.8,62.5,67.8,78.1,701,22,56,Markquese Bell,DAL,83.5,57.7,0,56033,679,LB,22,0,608,12
2023,614,402,18,0,0,4,89.5,90.0,69.6,70.7,1020,5,107,DaRon Bland,DAL,86.4,89.1,0,56158,1015,CB,5,0,77,830
2023,1,1,1,0,0,0,67.4,60.7,,75.8,2,0,1,Buddy Johnson,DAL,62.2,64.4,0,58189,2,LB,0,0,1,0
2023,0,1,2,0,0,1,51.2,60.0,60.0,68.5,2,0,0,Peyton Hendershot,DAL,60.0,60.1,0,60915,2,TE,0,0,0,0
2023,17,8,2,0,0,0,31.9,60.8,,,25,0,1,Noah Igbinoghene,DAL,29.7,74.9,0,61155,25,CB,0,0,1,23
2023,2,0,2,0,0,0,34.0,,,95.4,2,0,0,Jalen Tolbert,DAL,20.4,64.9,0,61637,2,WR,0,0,0,0
2023,0,0,1,0,0,1,60.0,,60.0,,1,0,0,Princeton Fant,DAL,,60.0,0,62982,1,TE,0,0,0,0
2023,110,79,14,0,58,3,81.1,58.3,53.3,47.2,192,3,39,Juanyeh Thomas,DAL,85.9,80.0,0,76655,189,S,3,0,73,16
2023,387,393,18,2,0,54,62.7,56.8,55.5,83.6,834,103,50,Damone Clark,DAL,68.8,65.8,0,81282,729,LB,105,0,674,4
2023,19,359,18,20,0,532,92.4,65.9,93.7,66.7,910,765,1,Micah Parsons,DAL,68.6,37.8,4,81360,109,ED,801,12,108,0
2023,47,30,10,0,33,0,76.3,69.7,,78.8,77,0,5,Israel Mukuamu,DAL,73.3,77.3,0,83377,77,S,0,0,5,32
2023,0,0,1,0,0,1,60.0,,60.0,,1,0,0,Hunter Luepke,DAL,,60.0,0,91319,1,FB,0,0,0,0
2023,8,113,18,36,0,193,68.2,62.2,73.0,68.1,314,267,0,Sam Williams,DAL,58.3,28.2,0,99106,4,ED,310,7,1,0
2023,33,19,8,0,0,0,60.1,64.6,,29.5,52,0,0,Nahshon Wright,DAL,58.2,83.5,0,100412,52,CB,0,0,5,45
2023,0,152,18,39,0,156,47.2,31.8,70.0,74.3,308,0,0,Mazi Smith,DAL,61.1,86.3,48,101419,1,DI,307,220,0,0
2023,10,11,7,0,0,11,40.7,69.6,51.2,24.5,32,19,1,Tyrus Wheat,DAL,30.0,77.8,0,124191,13,ED,19,0,11,0
2023,6,249,16,1,0,208,49.8,50.4,57.8,28.8,463,0,0,Mike Purcell,DEN,45.2,58.8,369,8530,4,DI,459,89,2,0
2023,0,1,1,0,0,0,60.0,60.0,,,1,0,0,Michael Burton,DEN,,60.0,0,9601,1,FB,0,0,0,0
2023,573,433,17,0,2,83,61.2,78.2,75.9,48.4,1089,19,84,Alex Singleton,DEN,42.9,48.0,0,9994,1070,LB,19,0,980,4
2023,597,378,15,0,594,10,67.9,77.6,71.3,72.1,985,13,144,Justin Simmons,DEN,63.4,60.4,0,10732,972,S,13,0,230,3
2023,0,1,1,0,0,0,60.0,60.0,,,1,0,0,Dwayne Washington,DEN,,60.0,0,10870,1,HB,0,0,0,0
2023,465,272,15,0,2,2,62.4,55.5,54.6,64.6,739,2,33,Fabian Moreau,DEN,62.9,87.0,0,11836,737,CB,2,0,62,640
2023,2,236,16,49,0,330,56.2,49.0,58.5,27.2,568,3,0,D.J. Jones,DEN,76.2,87.5,95,11953,2,DI,566,419,2,0
2023,1,3,3,0,0,0,69.8,60.0,,,4,0,0,Tremon Smith,DEN,60.0,79.9,0,28196,4,CB,0,0,1,0
2023,0,3,3,0,0,0,60.0,60.0,,,3,0,0,Justin Strnad,DEN,,99.9,0,42659,3,LB,0,0,0,0
2023,82,333,17,0,0,421,65.2,65.7,71.0,61.9,836,819,4,Jonathon Cooper,DEN,36.0,61.3,0,43021,15,ED,821,2,9,1
2023,0,17,3,11,0,14,44.4,37.7,67.7,69.2,31,0,0,Elijah Garcia,DEN,,75.5,1,44498,0,DI,31,19,0,0
2023,1,21,3,6,0,20,29.8,29.7,51.5,66.8,42,2,0,Tyler Lancaster,DEN,60.0,77.9,12,48604,0,DI,42,22,0,0
2023,4,349,17,489,0,560,71.9,66.6,68.8,42.5,913,123,0,Zach Allen,DEN,63.4,71.8,15,49605,4,DI,909,282,2,0
2023,404,320,16,0,0,72,67.2,63.1,71.6,75.5,796,6,59,Josey Jewell,DEN,64.2,85.2,0,50720,790,LB,6,0,729,1
2023,0,1,1,0,0,0,60.0,60.0,,,1,0,0,Ben Niemann,DEN,,60.5,0,51099,1,LB,0,0,0,0
2023,334,193,12,0,317,11,64.0,74.8,93.3,59.1,538,7,79,P.J. Locke,DEN,55.2,18.7,0,51189,531,S,7,0,132,3
2023,253,184,12,0,0,3,35.2,34.2,53.4,29.5,440,0,12,Damarri Mathis,DEN,36.7,84.8,0,56143,440,CB,0,0,39,387
2023,0,114,17,76,0,112,46.6,46.1,54.2,29.6,226,15,0,Matt Henningsen,DEN,58.9,83.7,13,56484,2,DI,224,120,0,0
2023,35,164,10,0,0,246,74.5,80.7,74.7,53.8,445,439,5,Baron Browning,DEN,46.4,22.8,0,58095,6,ED,439,0,1,0
2023,1,1,1,0,0,0,62.5,60.0,,,2,0,0,Caden Sterns,DEN,60.0,62.6,0,76725,2,S,0,0,2,0
2023,19,65,7,0,0,65,38.9,40.3,52.4,29.2,149,146,2,Ronnie Perkins,DEN,44.8,53.8,0,76830,3,ED,146,0,0,1
2023,50,198,15,0,0,276,64.0,53.9,69.5,28.1,524,510,2,Nik Bonitto,DEN,56.4,72.8,0,77196,14,ED,510,0,11,1
2023,105,104,10,0,147,3,40.9,33.1,81.8,46.0,212,3,15,Delarrin Turner-Yell,DEN,48.3,83.3,0,77836,209,S,3,0,44,1
2023,669,446,17,0,0,6,69.0,78.7,74.0,84.4,1121,0,29,Pat Surtain II,DEN,64.7,89.4,0,83119,1121,CB,0,0,92,999
2023,21,3,8,0,0,1,66.5,60.0,59.1,84.2,25,0,12,Riley Moss,DEN,65.0,80.5,0,83259,25,CB,0,0,8,3
2023,0,2,2,0,0,0,60.0,60.0,,,2,0,0,Nate Adkins,DEN,,60.0,0,87625,2,TE,0,0,0,0
2023,0,1,1,0,0,0,60.0,60.0,,,1,0,0,Michael Bandy,DEN,,60.0,0,91824,1,WR,0,0,0,0
2023,2,232,17,194,0,295,52.0,52.8,51.3,58.2,529,22,0,Jonathan Harris,DEN,60.5,86.2,1,94361,1,DI,528,311,0,0
2023,439,209,15,0,0,21,68.4,84.9,67.7,55.0,669,5,605,Ja'Quan McMillian,DEN,62.1,85.5,0,100931,664,CB,5,0,41,17
2023,0,0,1,0,0,1,59.1,,58.5,,1,1,0,JL Skinner,DEN,,65.0,0,101311,0,S,1,0,0,0
2023,0,1,1,0,0,0,60.0,60.0,,,1,0,0,Marvin Mims Jr.,DEN,,60.0,0,122937,1,WR,0,0,0,0
2023,74,113,15,0,0,73,37.2,46.0,52.3,30.0,260,126,19,Drew Sanders,DEN,37.0,44.5,0,123933,134,LB,126,0,110,3
2023,0,11,4,0,0,9,31.2,48.6,51.5,27.7,20,20,0,Thomas Incoom,DEN,,0.0,0,145694,0,ED,20,0,0,0
2023,0,66,5,32,0,86,50.3,48.1,52.3,73.5,152,1,0,Tyson Alualu,DET,61.3,81.7,6,5535,0,DI,152,113,0,0
2023,23,110,19,14,0,197,66.8,63.1,63.8,28.0,330,307,0,Romeo Okwara,DET,59.9,88.4,0,11250,0,ED,330,9,0,0
2023,24,68,13,1,0,199,55.9,64.8,53.7,69.4,291,278,1,Charles Harris,DET,64.6,42.8,0,11777,12,ED,279,0,10,1
2023,690,395,19,0,3,104,69.8,70.4,72.6,41.5,1189,52,122,Alex Anzalone,DET,66.1,36.1,0,11831,1137,LB,52,0,993,19
2023,826,427,20,0,7,8,52.3,67.2,61.5,55.8,1261,22,48,Cameron Sutton,DET,49.0,72.6,0,11850,1239,CB,22,0,84,1100
2023,85,14,13,0,5,22,88.6,93.6,76.3,66.6,121,7,18,Jalen Reeves-Maybin,DET,73.5,77.4,0,11879,114,LB,7,0,84,7
2023,50,29,4,0,0,1,52.4,56.8,60.0,78.0,80,0,3,Khalil Dorsey,DET,51.9,77.7,0,27819,80,CB,0,0,10,67
2023,1,57,13,29,0,106,68.5,58.3,68.7,37.6,164,2,0,Levi Onwuzurike,DET,62.4,82.0,0,43679,0,DI,164,133,0,0
2023,4,271,20,25,0,327,39.1,32.3,56.4,31.7,602,2,0,Benito Jones,DET,55.5,75.4,124,44035,0,DI,602,451,0,0
2023,19,19,9,0,0,82,60.2,72.7,62.5,75.7,120,118,1,Julian Okwara,DET,47.3,41.0,0,44152,2,ED,118,0,1,0
2023,271,115,9,0,1,2,49.0,63.6,74.9,76.4,388,2,12,Kindle Vildor,DET,45.5,84.0,0,49346,386,CB,2,0,27,346
2023,197,84,6,0,153,10,61.7,65.5,50.7,39.8,291,9,35,C.J. Gardner-Johnson,DET,64.2,0.0,0,49371,282,S,9,0,83,11
2023,1,1,1,0,0,0,60.6,60.0,,,2,0,0,Emmanuel Moseley,DET,60.0,64.3,0,50430,2,CB,0,0,1,1
2023,360,172,12,0,274,9,62.8,67.7,84.3,69.2,541,19,114,Tracy Walker III,DET,57.8,84.0,0,51266,522,S,19,0,127,7
2023,126,61,14,0,0,8,43.0,57.1,46.4,58.6,195,1,115,Will Harris,DET,41.4,80.1,0,51336,194,CB,1,0,25,54
2023,356,159,14,0,233,20,82.1,74.4,90.4,54.4,535,10,113,Ifeatu Melifonwu,DET,75.8,84.3,0,56203,525,S,10,0,168,11
2023,1,110,10,25,0,144,62.3,58.5,59.5,49.1,255,3,0,Isaiah Buggs,DET,63.3,84.5,70,56503,0,DI,255,157,0,0
2023,9,9,3,0,0,24,45.2,45.9,57.8,73.0,42,39,3,James Houston,DET,44.1,77.5,0,57810,3,ED,39,0,0,0
2023,6,173,15,150,0,331,59.1,62.1,52.3,42.1,510,282,0,Josh Paschal,DET,64.1,88.8,4,57908,0,ED,510,74,0,0
2023,374,293,19,0,0,124,60.7,69.0,55.9,62.2,791,195,51,Derrick Barnes,DET,53.2,89.4,1,58120,595,LB,196,0,539,5
2023,81,62,14,0,1,19,57.4,62.0,55.0,46.0,162,6,4,Malcolm Rodriguez,DET,55.8,79.3,0,60731,156,LB,6,0,151,0
2023,2,251,16,74,0,429,86.8,76.9,78.6,36.8,682,1,0,Alim McNeill,DET,64.6,88.0,49,76996,0,DI,682,558,0,0
2023,47,381,20,70,0,718,91.0,63.7,91.4,40.9,1146,1053,2,Aidan Hutchinson,DET,85.2,73.0,0,82330,16,ED,1130,7,13,1
2023,479,260,13,0,6,4,57.1,70.8,73.3,48.6,743,5,17,Jerry Jacobs,DET,54.5,34.2,0,83025,738,CB,5,0,77,638
2023,669,369,18,0,525,5,56.5,72.6,80.6,54.5,1043,8,238,Kerby Joseph,DET,50.9,46.4,0,83239,1035,S,8,0,264,8
2023,1,1,1,0,0,0,61.8,60.0,,,2,0,0,Steven Gilmore,DET,60.0,66.3,0,83286,2,CB,0,0,0,2
2023,6,223,19,352,0,434,58.9,65.7,52.3,52.4,663,170,0,John Cominsky,DET,53.1,87.9,37,88313,2,DI,661,102,2,0
2023,0,15,3,0,0,13,57.1,59.8,53.4,71.1,28,0,0,Brodric Martin,DET,,75.3,13,91288,0,DI,28,15,0,0
