season,game_type,team,week,gsis_id,position,full_name,first_name,last_name,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,date_modified,source_file,injury_score,original_position,original_team,player,team_name,routes,player_game_count,total_position_snaps,snap_share,player_weighted_score
2023,REG,KC,9,00-0034286,WR,Richie James,Richie,James,Knee,,Questionable,Knee,,Full Participation in Practice,2023-11-03 21:29:51,injury_reports_2023.csv,0.0,WR,KC,Richie James,KC,130,13,10395,0.012506012506012507,0.0
2023,REG,KC,11,00-0034286,WR,Richie James,Richie,James,Knee,,Questionable,Knee,,Full Participation in Practice,2023-11-18 19:25:20,injury_reports_2023.csv,0.0,WR,KC,Richie James,KC,130,13,10395,0.012506012506012507,0.0
2023,REG,KC,1,00-0036913,WR,Kadarius Toney,Kadarius,Toney,,,,Knee,,Full Participation in Practice,2023-09-06 19:50:17,injury_reports_2023.csv,0.0,WR,KC,Kadarius Toney,KC,152,13,10395,0.014622414622414622,0.0
2023,REG,KC,2,00-0036913,WR,Kadarius Toney,Kadarius,Toney,,,,Knee,,Full Participation in Practice,2023-09-15 19:06:40,injury_reports_2023.csv,0.0,WR,KC,Kadarius Toney,KC,152,13,10395,0.014622414622414622,0.0
2023,REG,KC,3,00-0036913,WR,Kadarius Toney,Kadarius,Toney,Toe,,Questionable,Toe,,Limited Participation in Practice,2023-09-22 19:33:32,injury_reports_2023.csv,0.0,WR,KC,Kadarius Toney,KC,152,13,10395,0.014622414622414622,0.0
2023,REG,KC,4,00-0036913,WR,Kadarius Toney,Kadarius,Toney,,,,Toe,,Limited Participation in Practice,2023-09-29 18:50:13,injury_reports_2023.csv,0.0,WR,KC,Kadarius Toney,KC,152,13,10395,0.014622414622414622,0.0
2023,REG,KC,5,00-0036913,WR,Kadarius Toney,Kadarius,Toney,,,,Toe,,Full Participation in Practice,2023-10-06 19:08:56,injury_reports_2023.csv,0.0,WR,KC,Kadarius Toney,KC,152,13,10395,0.014622414622414622,0.0
2023,REG,KC,6,00-0036913,WR,Kadarius Toney,Kadarius,Toney,,,,Toe,,Full Participation in Practice,2023-10-11 19:07:47,injury_reports_2023.csv,0.0,WR,KC,Kadarius Toney,KC,152,13,10395,0.014622414622414622,0.0
2023,REG,KC,7,00-0036913,WR,Kadarius Toney,Kadarius,Toney,,,,Toe,,Full Participation in Practice,2023-10-20 20:10:29,injury_reports_2023.csv,0.0,WR,KC,Kadarius Toney,KC,152,13,10395,0.014622414622414622,0.0
2023,REG,KC,9,00-0036913,WR,Kadarius Toney,Kadarius,Toney,,,,Ankle,,Full Participation in Practice,2023-11-03 21:29:44,injury_reports_2023.csv,0.0,WR,KC,Kadarius Toney,KC,152,13,10395,0.014622414622414622,0.0
2023,REG,KC,11,00-0036913,WR,Kadarius Toney,Kadarius,Toney,,,,Ankle,,Full Participation in Practice,2023-11-18 19:23:44,injury_reports_2023.csv,0.0,WR,KC,Kadarius Toney,KC,152,13,10395,0.014622414622414622,0.0
2023,REG,KC,12,00-0036913,WR,Kadarius Toney,Kadarius,Toney,Ankle,Hip,Out,Knee,,Full Participation in Practice,2023-11-25 21:28:44,injury_reports_2023.csv,3.0,WR,KC,Kadarius Toney,KC,152,13,10395,0.014622414622414622,0.04386724386724387
2023,REG,KC,13,00-0036913,WR,Kadarius Toney,Kadarius,Toney,,,,Ankle,Hip,Full Participation in Practice,2023-12-01 19:40:03,injury_reports_2023.csv,0.0,WR,KC,Kadarius Toney,KC,152,13,10395,0.014622414622414622,0.0
2023,REG,KC,14,00-0036913,WR,Kadarius Toney,Kadarius,Toney,,,,Hip,,Full Participation in Practice,2023-12-08 20:00:40,injury_reports_2023.csv,0.0,WR,KC,Kadarius Toney,KC,152,13,10395,0.014622414622414622,0.0
2023,REG,KC,15,00-0036913,WR,Kadarius Toney,Kadarius,Toney,,,,Hip,,Full Participation in Practice,2023-12-15 19:48:03,injury_reports_2023.csv,0.0,WR,KC,Kadarius Toney,KC,152,13,10395,0.014622414622414622,0.0
2023,REG,KC,16,00-0036913,WR,Kadarius Toney,Kadarius,Toney,Hip,,Out,Hip,,Did Not Participate In Practice,2023-12-23 19:59:15,injury_reports_2023.csv,3.0,WR,KC,Kadarius Toney,KC,152,13,10395,0.014622414622414622,0.04386724386724387
2023,REG,KC,17,00-0036913,WR,Kadarius Toney,Kadarius,Toney,Hip,,Out,Hip,,Did Not Participate In Practice,2023-12-29 20:47:21,injury_reports_2023.csv,3.0,WR,KC,Kadarius Toney,KC,152,13,10395,0.014622414622414622,0.04386724386724387
2023,REG,KC,18,00-0036913,WR,Kadarius Toney,Kadarius,Toney,Hip,Ankle,Out,Hip,Ankle,Did Not Participate In Practice,2024-01-05 21:05:42,injury_reports_2023.csv,3.0,WR,KC,Kadarius Toney,KC,152,13,10395,0.014622414622414622,0.04386724386724387
2023,WC,KC,19,00-0036913,WR,Kadarius Toney,Kadarius,Toney,Hip,Ankle,Questionable,Hip,Ankle,Limited Participation in Practice,2024-01-11 20:28:17,injury_reports_2023.csv,0.0,WR,KC,Kadarius Toney,KC,152,13,10395,0.014622414622414622,0.0
2023,REG,KC,3,00-0034386,WR,Justin Watson,Justin,Watson,,,,Ankle,,Full Participation in Practice,2023-09-22 19:28:21,injury_reports_2023.csv,0.0,WR,KC,Justin Watson,KC,463,20,10395,0.04454064454064454,0.0
2023,REG,KC,4,00-0034386,WR,Justin Watson,Justin,Watson,,,,Ankle,,Full Participation in Practice,2023-09-29 18:50:13,injury_reports_2023.csv,0.0,WR,KC,Justin Watson,KC,463,20,10395,0.04454064454064454,0.0
2023,REG,KC,7,00-0034386,WR,Justin Watson,Justin,Watson,Elbow,,Out,Elbow,,Did Not Participate In Practice,2023-10-20 20:12:11,injury_reports_2023.csv,3.0,WR,KC,Justin Watson,KC,463,20,10395,0.04454064454064454,0.13362193362193361
2023,REG,KC,8,00-0034386,WR,Justin Watson,Justin,Watson,,,,Elbow,,Full Participation in Practice,2023-10-27 18:53:18,injury_reports_2023.csv,0.0,WR,KC,Justin Watson,KC,463,20,10395,0.04454064454064454,0.0
2023,REG,KC,9,00-0034386,WR,Justin Watson,Justin,Watson,,,,Elbow,,Full Participation in Practice,2023-11-03 21:29:44,injury_reports_2023.csv,0.0,WR,KC,Justin Watson,KC,463,20,10395,0.04454064454064454,0.0
2023,REG,KC,11,00-0034386,WR,Justin Watson,Justin,Watson,,,,Elbow,,Full Participation in Practice,2023-11-18 19:23:44,injury_reports_2023.csv,0.0,WR,KC,Justin Watson,KC,463,20,10395,0.04454064454064454,0.0
2023,REG,KC,9,00-0038090,WR,Skyy Moore,Skyy,Moore,,,,Heel,,Full Participation in Practice,2023-11-03 21:29:44,injury_reports_2023.csv,0.0,WR,KC,Skyy Moore,KC,289,14,10395,0.027801827801827803,0.0
2023,REG,KC,13,00-0038090,WR,Skyy Moore,Skyy,Moore,,,,Knee,,Full Participation in Practice,2023-12-01 19:40:03,injury_reports_2023.csv,0.0,WR,KC,Skyy Moore,KC,289,14,10395,0.027801827801827803,0.0
2023,REG,KC,14,00-0038090,WR,Skyy Moore,Skyy,Moore,,,,Knee,,Full Participation in Practice,2023-12-08 20:00:40,injury_reports_2023.csv,0.0,WR,KC,Skyy Moore,KC,289,14,10395,0.027801827801827803,0.0
2023,REG,KC,13,00-0039067,WR,Rashee Rice,Rashee,Rice,,,,Foot,,Full Participation in Practice,2023-12-01 19:40:03,injury_reports_2023.csv,0.0,WR,KC,Rashee Rice,KC,542,20,10395,0.05214045214045214,0.0
2023,REG,KC,14,00-0039067,WR,Rashee Rice,Rashee,Rice,,,,Foot,,Full Participation in Practice,2023-12-08 20:01:41,injury_reports_2023.csv,0.0,WR,KC,Rashee Rice,KC,542,20,10395,0.05214045214045214,0.0
2023,REG,KC,16,00-0039067,WR,Rashee Rice,Rashee,Rice,,,,Hamstring,,Full Participation in Practice,2023-12-23 19:57:57,injury_reports_2023.csv,0.0,WR,KC,Rashee Rice,KC,542,20,10395,0.05214045214045214,0.0
2023,REG,KC,18,00-0039067,WR,Rashee Rice,Rashee,Rice,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2024-01-05 21:05:32,injury_reports_2023.csv,3.0,WR,KC,Rashee Rice,KC,542,20,10395,0.05214045214045214,0.1564213564213564
2023,WC,KC,19,00-0039067,WR,Rashee Rice,Rashee,Rice,,,,Hamstring,,Full Participation in Practice,2024-01-11 20:19:40,injury_reports_2023.csv,0.0,WR,KC,Rashee Rice,KC,542,20,10395,0.05214045214045214,0.0
2023,REG,KC,15,00-0037216,WR,Justyn Ross,Justyn,Ross,Returning from Suspension,,Doubtful,Returning from Suspension,,Full Participation in Practice,2023-12-15 19:49:00,injury_reports_2023.csv,0.0,WR,KC,Justyn Ross,KC,79,10,10395,0.0075998075998075995,0.0
2023,REG,KC,18,00-0037216,WR,Justyn Ross,Justyn,Ross,,,,Illness,,Full Participation in Practice,2024-01-04 23:47:54,injury_reports_2023.csv,0.0,WR,KC,Justyn Ross,KC,79,10,10395,0.0075998075998075995,0.0
2023,WC,KC,19,00-0037216,WR,Justyn Ross,Justyn,Ross,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2024-01-11 20:20:00,injury_reports_2023.csv,0.0,WR,KC,Justyn Ross,KC,79,10,10395,0.0075998075998075995,0.0
2023,WC,KC,19,00-0034272,WR,Marquez Valdes-Scantling,Marquez,Valdes-Scantling,,,,Oblique,,Full Participation in Practice,2024-01-11 20:19:40,injury_reports_2023.csv,0.0,WR,KC,Marquez Valdes-Scantling,KC,569,20,10395,0.05473785473785474,0.0
2023,REG,KC,1,00-0030506,TE,Travis Kelce,Travis,Kelce,Knee,,Questionable,Knee,,Did Not Participate In Practice,2023-09-06 19:50:22,injury_reports_2023.csv,0.0,TE,KC,Travis Kelce,KC,662,19,5198,0.12735667564447864,0.0
2023,REG,KC,2,00-0030506,TE,Travis Kelce,Travis,Kelce,Knee,,Questionable,Knee,,Limited Participation in Practice,2023-09-15 19:08:03,injury_reports_2023.csv,0.0,TE,KC,Travis Kelce,KC,662,19,5198,0.12735667564447864,0.0
2023,REG,KC,6,00-0030506,TE,Travis Kelce,Travis,Kelce,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2023-10-11 19:08:30,injury_reports_2023.csv,0.0,TE,KC,Travis Kelce,KC,662,19,5198,0.12735667564447864,0.0
2023,REG,KC,7,00-0030506,TE,Travis Kelce,Travis,Kelce,,,,Ankle,,Full Participation in Practice,2023-10-20 20:10:29,injury_reports_2023.csv,0.0,TE,KC,Travis Kelce,KC,662,19,5198,0.12735667564447864,0.0
2023,REG,KC,16,00-0030506,TE,Travis Kelce,Travis,Kelce,,,,Neck,,Full Participation in Practice,2023-12-23 19:57:57,injury_reports_2023.csv,0.0,TE,KC,Travis Kelce,KC,662,19,5198,0.12735667564447864,0.0
2023,REG,KC,18,00-0030506,TE,Travis Kelce,Travis,Kelce,,,,Neck,,Limited Participation in Practice,2024-01-05 21:00:51,injury_reports_2023.csv,0.0,TE,KC,Travis Kelce,KC,662,19,5198,0.12735667564447864,0.0
2023,REG,KC,4,00-0036637,TE,Noah Gray,Noah,Gray,,,,Illness,,Full Participation in Practice,2023-09-29 18:50:21,injury_reports_2023.csv,0.0,TE,KC,Noah Gray,KC,379,21,5198,0.07291265871489035,0.0
2023,REG,KC,18,00-0036637,TE,Noah Gray,Noah,Gray,,,,Ribs,,Full Participation in Practice,2024-01-05 21:00:51,injury_reports_2023.csv,0.0,TE,KC,Noah Gray,KC,379,21,5198,0.07291265871489035,0.0
2023,WC,KC,19,00-0036637,TE,Noah Gray,Noah,Gray,,,,Elbow,,Full Participation in Practice,2024-01-11 20:19:40,injury_reports_2023.csv,0.0,TE,KC,Noah Gray,KC,379,21,5198,0.07291265871489035,0.0
2023,REG,KC,18,00-0032062,TE,Blake Bell,Blake,Bell,,,,Finger,,Full Participation in Practice,2024-01-05 21:00:51,injury_reports_2023.csv,0.0,TE,KC,Blake Bell,KC,89,21,5198,0.017121969988457098,0.0
2023,REG,LA,1,00-0033908,WR,Cooper Kupp,Cooper,Kupp,Hamstring,,Questionable,Hamstring,,Did Not Participate In Practice,2023-09-08 19:53:13,injury_reports_2023.csv,0.0,WR,LA,Cooper Kupp,LA,432,13,9090,0.047524752475247525,0.0
2023,REG,LA,5,00-0033908,WR,Cooper Kupp,Cooper,Kupp,,,,Hamstring,,Full Participation in Practice,2023-10-06 19:45:00,injury_reports_2023.csv,0.0,WR,LA,Cooper Kupp,LA,432,13,9090,0.047524752475247525,0.0
2023,REG,LA,11,00-0033908,WR,Cooper Kupp,Cooper,Kupp,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-11-17 20:48:28,injury_reports_2023.csv,0.0,WR,LA,Cooper Kupp,LA,432,13,9090,0.047524752475247525,0.0
2023,REG,LA,12,00-0033908,WR,Cooper Kupp,Cooper,Kupp,,,,Ankle,,Full Participation in Practice,2023-11-24 21:49:15,injury_reports_2023.csv,0.0,WR,LA,Cooper Kupp,LA,432,13,9090,0.047524752475247525,0.0
2023,REG,LA,13,00-0033908,WR,Cooper Kupp,Cooper,Kupp,,,,Ankle,,Full Participation in Practice,2023-12-01 20:38:37,injury_reports_2023.csv,0.0,WR,LA,Cooper Kupp,LA,432,13,9090,0.047524752475247525,0.0
2023,REG,LA,18,00-0033908,WR,Cooper Kupp,Cooper,Kupp,Coach's decision,,Doubtful,Coach's decision,,Full Participation in Practice,2024-01-05 20:40:13,injury_reports_2023.csv,0.0,WR,LA,Cooper Kupp,LA,432,13,9090,0.047524752475247525,0.0
2023,REG,LA,2,00-0039075,WR,Puka Nacua,Puka,Nacua,Oblique,,Questionable,Oblique,,Limited Participation in Practice,2023-09-15 20:01:18,injury_reports_2023.csv,0.0,WR,LA,Puka Nacua,LA,607,18,9090,0.06677667766776678,0.0
2023,REG,LA,3,00-0039075,WR,Puka Nacua,Puka,Nacua,Oblique,,Questionable,Oblique,,Limited Participation in Practice,2023-09-23 19:40:19,injury_reports_2023.csv,0.0,WR,LA,Puka Nacua,LA,607,18,9090,0.06677667766776678,0.0
2023,REG,LA,4,00-0039075,WR,Puka Nacua,Puka,Nacua,,,,Oblique,,Full Participation in Practice,2023-09-29 19:41:58,injury_reports_2023.csv,0.0,WR,LA,Puka Nacua,LA,607,18,9090,0.06677667766776678,0.0
2023,REG,LA,9,00-0039075,WR,Puka Nacua,Puka,Nacua,Knee,,Questionable,Knee,,Limited Participation in Practice,2023-11-03 21:41:00,injury_reports_2023.csv,0.0,WR,LA,Puka Nacua,LA,607,18,9090,0.06677667766776678,0.0
2023,REG,LA,11,00-0039075,WR,Puka Nacua,Puka,Nacua,,,,Knee,,Full Participation in Practice,2023-11-17 20:46:39,injury_reports_2023.csv,0.0,WR,LA,Puka Nacua,LA,607,18,9090,0.06677667766776678,0.0
2023,REG,LA,12,00-0039075,WR,Puka Nacua,Puka,Nacua,,,,Shoulder,,Full Participation in Practice,2023-11-24 21:47:26,injury_reports_2023.csv,0.0,WR,LA,Puka Nacua,LA,607,18,9090,0.06677667766776678,0.0
2023,REG,LA,14,00-0039075,WR,Puka Nacua,Puka,Nacua,,,,Shoulder,,Full Participation in Practice,2023-12-08 20:50:59,injury_reports_2023.csv,0.0,WR,LA,Puka Nacua,LA,607,18,9090,0.06677667766776678,0.0
2023,REG,LA,17,00-0039075,WR,Puka Nacua,Puka,Nacua,Hip,,Questionable,Hip,,Did Not Participate In Practice,2023-12-29 20:39:57,injury_reports_2023.csv,0.0,WR,LA,Puka Nacua,LA,607,18,9090,0.06677667766776678,0.0
2023,REG,LA,4,00-0036862,WR,Ben Skowronek,Ben,Skowronek,Achilles,,Questionable,Achilles,,Limited Participation in Practice,2023-09-29 19:51:53,injury_reports_2023.csv,0.0,WR,LA,Ben Skowronek,LA,88,15,9090,0.009680968096809682,0.0
2023,REG,LA,5,00-0036862,WR,Ben Skowronek,Ben,Skowronek,,,,Achilles,,Full Participation in Practice,2023-10-06 19:45:00,injury_reports_2023.csv,0.0,WR,LA,Ben Skowronek,LA,88,15,9090,0.009680968096809682,0.0
2023,REG,LA,6,00-0036862,WR,Ben Skowronek,Ben,Skowronek,,,,Achilles,,Full Participation in Practice,2023-10-13 19:56:17,injury_reports_2023.csv,0.0,WR,LA,Ben Skowronek,LA,88,15,9090,0.009680968096809682,0.0
2023,REG,LA,7,00-0036862,WR,Ben Skowronek,Ben,Skowronek,Achilles,,Questionable,Ankle,,Limited Participation in Practice,2023-10-20 19:56:14,injury_reports_2023.csv,0.0,WR,LA,Ben Skowronek,LA,88,15,9090,0.009680968096809682,0.0
2023,REG,LA,8,00-0036862,WR,Ben Skowronek,Ben,Skowronek,Achilles,,Questionable,Achilles,,Limited Participation in Practice,2023-10-27 19:46:45,injury_reports_2023.csv,0.0,WR,LA,Ben Skowronek,LA,88,15,9090,0.009680968096809682,0.0
2023,REG,LA,9,00-0036862,WR,Ben Skowronek,Ben,Skowronek,,,,Achilles,,Full Participation in Practice,2023-11-03 19:42:22,injury_reports_2023.csv,0.0,WR,LA,Ben Skowronek,LA,88,15,9090,0.009680968096809682,0.0
2023,REG,LA,12,00-0036862,WR,Ben Skowronek,Ben,Skowronek,Hip,,Questionable,Hip,,Limited Participation in Practice,2023-11-24 21:53:49,injury_reports_2023.csv,0.0,WR,LA,Ben Skowronek,LA,88,15,9090,0.009680968096809682,0.0
2023,REG,LA,13,00-0036862,WR,Ben Skowronek,Ben,Skowronek,,,,Hip,,Full Participation in Practice,2023-12-01 20:38:37,injury_reports_2023.csv,0.0,WR,LA,Ben Skowronek,LA,88,15,9090,0.009680968096809682,0.0
2023,REG,LA,15,00-0036862,WR,Ben Skowronek,Ben,Skowronek,,,,Ankle,,Full Participation in Practice,2023-12-15 20:05:19,injury_reports_2023.csv,0.0,WR,LA,Ben Skowronek,LA,88,15,9090,0.009680968096809682,0.0
2023,REG,LA,9,00-0036841,WR,Austin Trammell,Austin,Trammell,,,,Hip,,Full Participation in Practice,2023-11-03 19:42:22,injury_reports_2023.csv,0.0,WR,LA,Austin Trammell,LA,34,9,9090,0.0037403740374037406,0.0
2023,REG,LA,15,00-0036849,WR,Tutu Atwell,Tutu,Atwell,Concussion,,Questionable,Concussion,,Full Participation in Practice,2023-12-15 20:06:36,injury_reports_2023.csv,0.0,WR,LA,Tutu Atwell,LA,408,17,9090,0.044884488448844885,0.0
2023,REG,LA,16,00-0036849,WR,Tutu Atwell,Tutu,Atwell,,,,Concussion,,Full Participation in Practice,2023-12-20 20:14:26,injury_reports_2023.csv,0.0,WR,LA,Tutu Atwell,LA,408,17,9090,0.044884488448844885,0.0
2023,REG,LV,1,00-0031763,WR,DeAndre Carter,DeAndre,Carter,Knee,,Questionable,Knee,,Limited Participation in Practice,2023-09-08 20:24:05,injury_reports_2023.csv,0.0,WR,LV,DeAndre Carter,LV,49,15,6571,0.007457008065743418,0.0
2023,REG,LV,2,00-0031763,WR,DeAndre Carter,DeAndre,Carter,,,,Knee,,Full Participation in Practice,2023-09-15 20:15:24,injury_reports_2023.csv,0.0,WR,LV,DeAndre Carter,LV,49,15,6571,0.007457008065743418,0.0
2023,REG,LV,2,00-0031381,WR,Davante Adams,Davante,Adams,,,,Foot,,Full Participation in Practice,2023-09-15 20:14:40,injury_reports_2023.csv,0.0,WR,LV,Davante Adams,LV,582,17,6571,0.08857099376046264,0.0
2023,REG,LV,3,00-0031381,WR,Davante Adams,Davante,Adams,,,,gameday concussion protocol evaluation,,Full Participation in Practice,2023-09-20 22:14:35,injury_reports_2023.csv,0.0,WR,LV,Davante Adams,LV,582,17,6571,0.08857099376046264,0.0
2023,REG,LV,5,00-0031381,WR,Davante Adams,Davante,Adams,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2023-10-07 20:35:44,injury_reports_2023.csv,0.0,WR,LV,Davante Adams,LV,582,17,6571,0.08857099376046264,0.0
2023,REG,LV,6,00-0031381,WR,Davante Adams,Davante,Adams,,,,Shoulder,,Full Participation in Practice,2023-10-13 20:51:50,injury_reports_2023.csv,0.0,WR,LV,Davante Adams,LV,582,17,6571,0.08857099376046264,0.0
2023,REG,LV,7,00-0031381,WR,Davante Adams,Davante,Adams,,,,Shoulder,,Full Participation in Practice,2023-10-20 20:23:43,injury_reports_2023.csv,0.0,WR,LV,Davante Adams,LV,582,17,6571,0.08857099376046264,0.0
2023,REG,LV,8,00-0031381,WR,Davante Adams,Davante,Adams,,,,Shoulder,,Full Participation in Practice,2023-10-28 20:24:22,injury_reports_2023.csv,0.0,WR,LV,Davante Adams,LV,582,17,6571,0.08857099376046264,0.0
2023,REG,LV,10,00-0031381,WR,Davante Adams,Davante,Adams,,,,Not injury related - resting player,,Did Not Participate In Practice,2023-11-10 21:40:48,injury_reports_2023.csv,0.0,WR,LV,Davante Adams,LV,582,17,6571,0.08857099376046264,0.0
2023,REG,LV,15,00-0031381,WR,Davante Adams,Davante,Adams,Illness,,Questionable,Illness,,Did Not Participate In Practice,2023-12-13 21:30:30,injury_reports_2023.csv,0.0,WR,LV,Davante Adams,LV,582,17,6571,0.08857099376046264,0.0
2023,REG,LV,2,00-0034960,WR,Jakobi Meyers,Jakobi,Meyers,Concussion,,Out,Concussion,,Did Not Participate In Practice,2023-09-15 20:21:13,injury_reports_2023.csv,3.0,WR,LV,Jakobi Meyers,LV,531,16,6571,0.08080961801856643,0.24242885405569928
2023,REG,LV,3,00-0034960,WR,Jakobi Meyers,Jakobi,Meyers,,,,Concussion,,Full Participation in Practice,2023-09-22 20:42:12,injury_reports_2023.csv,0.0,WR,LV,Jakobi Meyers,LV,531,16,6571,0.08080961801856643,0.0
2023,REG,LV,6,00-0034960,WR,Jakobi Meyers,Jakobi,Meyers,,,,Wrist,,Full Participation in Practice,2023-10-13 20:51:45,injury_reports_2023.csv,0.0,WR,LV,Jakobi Meyers,LV,531,16,6571,0.08080961801856643,0.0
2023,REG,LV,6,00-0038563,WR,Tre Tucker,Tre,Tucker,,,,Knee,,Full Participation in Practice,2023-10-13 20:51:54,injury_reports_2023.csv,0.0,WR,LV,Tre Tucker,LV,224,16,6571,0.03408917972911277,0.0
2023,REG,MIA,1,00-0036613,WR,Jaylen Waddle,Jaylen,Waddle,,,,Oblique,,Full Participation in Practice,2023-09-08 19:44:37,injury_reports_2023.csv,0.0,WR,MIA,Jaylen Waddle,MIA,415,15,12985,0.03195995379283789,0.0
2023,REG,MIA,2,00-0036613,WR,Jaylen Waddle,Jaylen,Waddle,,,,Oblique,,Full Participation in Practice,2023-09-15 19:57:20,injury_reports_2023.csv,0.0,WR,MIA,Jaylen Waddle,MIA,415,15,12985,0.03195995379283789,0.0
2023,REG,MIA,3,00-0036613,WR,Jaylen Waddle,Jaylen,Waddle,Concussion,,Questionable,Concussion,,Limited Participation in Practice,2023-09-22 19:54:04,injury_reports_2023.csv,0.0,WR,MIA,Jaylen Waddle,MIA,415,15,12985,0.03195995379283789,0.0
2023,REG,MIA,4,00-0036613,WR,Jaylen Waddle,Jaylen,Waddle,,,,Concussion,,Full Participation in Practice,2023-09-27 20:12:08,injury_reports_2023.csv,0.0,WR,MIA,Jaylen Waddle,MIA,415,15,12985,0.03195995379283789,0.0
2023,REG,MIA,8,00-0036613,WR,Jaylen Waddle,Jaylen,Waddle,,,,Back,,Limited Participation in Practice,2023-10-27 19:53:45,injury_reports_2023.csv,0.0,WR,MIA,Jaylen Waddle,MIA,415,15,12985,0.03195995379283789,0.0
2023,REG,MIA,9,00-0036613,WR,Jaylen Waddle,Jaylen,Waddle,,,,Back,,Full Participation in Practice,2023-11-03 15:49:29,injury_reports_2023.csv,0.0,WR,MIA,Jaylen Waddle,MIA,415,15,12985,0.03195995379283789,0.0
2023,REG,MIA,11,00-0036613,WR,Jaylen Waddle,Jaylen,Waddle,,,,Knee,,Full Participation in Practice,2023-11-15 21:35:24,injury_reports_2023.csv,0.0,WR,MIA,Jaylen Waddle,MIA,415,15,12985,0.03195995379283789,0.0
2023,REG,MIA,17,00-0036613,WR,Jaylen Waddle,Jaylen,Waddle,Ankle,,Out,Ankle,,Did Not Participate In Practice,2023-12-29 20:56:30,injury_reports_2023.csv,3.0,WR,MIA,Jaylen Waddle,MIA,415,15,12985,0.03195995379283789,0.09587986137851368
2023,REG,MIA,18,00-0036613,WR,Jaylen Waddle,Jaylen,Waddle,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2024-01-05 20:51:16,injury_reports_2023.csv,0.0,WR,MIA,Jaylen Waddle,MIA,415,15,12985,0.03195995379283789,0.0
2023,WC,MIA,19,00-0036613,WR,Jaylen Waddle,Jaylen,Waddle,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2024-01-11 20:57:10,injury_reports_2023.csv,0.0,WR,MIA,Jaylen Waddle,MIA,415,15,12985,0.03195995379283789,0.0
2023,REG,MIA,3,00-0033040,WR,Tyreek Hill,Tyreek,Hill,,,,Ankle,,Full Participation in Practice,2023-09-22 19:50:47,injury_reports_2023.csv,0.0,WR,MIA,Tyreek Hill,MIA,500,17,12985,0.03850596842510589,0.0
2023,REG,MIA,6,00-0033040,WR,Tyreek Hill,Tyreek,Hill,,,,Not injury related - resting player,,Limited Participation in Practice,2023-10-11 20:27:24,injury_reports_2023.csv,0.0,WR,MIA,Tyreek Hill,MIA,500,17,12985,0.03850596842510589,0.0
2023,REG,MIA,8,00-0033040,WR,Tyreek Hill,Tyreek,Hill,,,,Hip,,Limited Participation in Practice,2023-10-27 19:53:45,injury_reports_2023.csv,0.0,WR,MIA,Tyreek Hill,MIA,500,17,12985,0.03850596842510589,0.0
2023,REG,MIA,11,00-0033040,WR,Tyreek Hill,Tyreek,Hill,,,,Foot,,Limited Participation in Practice,2023-11-17 20:48:27,injury_reports_2023.csv,0.0,WR,MIA,Tyreek Hill,MIA,500,17,12985,0.03850596842510589,0.0
2023,REG,MIA,12,00-0033040,WR,Tyreek Hill,Tyreek,Hill,,,,Hand,,Limited Participation in Practice,2023-11-23 16:47:27,injury_reports_2023.csv,0.0,WR,MIA,Tyreek Hill,MIA,500,17,12985,0.03850596842510589,0.0
2023,REG,MIA,13,00-0033040,WR,Tyreek Hill,Tyreek,Hill,,,,Ankle,,Limited Participation in Practice,2023-12-01 20:17:58,injury_reports_2023.csv,0.0,WR,MIA,Tyreek Hill,MIA,500,17,12985,0.03850596842510589,0.0
2023,REG,MIA,14,00-0033040,WR,Tyreek Hill,Tyreek,Hill,,,,Ankle,Wrist,Limited Participation in Practice,2023-12-09 21:29:04,injury_reports_2023.csv,0.0,WR,MIA,Tyreek Hill,MIA,500,17,12985,0.03850596842510589,0.0
2023,REG,MIA,15,00-0033040,WR,Tyreek Hill,Tyreek,Hill,Ankle,,Questionable,Ankle,,Did Not Participate In Practice,2023-12-15 20:57:32,injury_reports_2023.csv,0.0,WR,MIA,Tyreek Hill,MIA,500,17,12985,0.03850596842510589,0.0
2023,REG,MIA,16,00-0033040,WR,Tyreek Hill,Tyreek,Hill,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2023-12-22 20:57:44,injury_reports_2023.csv,0.0,WR,MIA,Tyreek Hill,MIA,500,17,12985,0.03850596842510589,0.0
2023,REG,MIA,17,00-0033040,WR,Tyreek Hill,Tyreek,Hill,,,,Ankle,,Full Participation in Practice,2023-12-29 20:53:57,injury_reports_2023.csv,0.0,WR,MIA,Tyreek Hill,MIA,500,17,12985,0.03850596842510589,0.0
2023,REG,MIA,18,00-0033040,WR,Tyreek Hill,Tyreek,Hill,,,,Ankle,,Full Participation in Practice,2024-01-05 20:49:08,injury_reports_2023.csv,0.0,WR,MIA,Tyreek Hill,MIA,500,17,12985,0.03850596842510589,0.0
