RUSHING_2023_RUSHING_2023_Rank,RUSHING_2023_RUSHING_2023_Player,RUSHING_2023_RUSHING_2023_JerseyNumber,RUSHING_2023_RUSHING_2023_Position,RUSHING_2023_RUSHING_2023_GamesPlayed,RUSHING_2023_RUSHING_2023_RushingTotalSnaps,RUSHING_2023_RUSHING_2023_RushingAttempts,RUSHING_2023_RUSHING_2023_RushingYards,RUSHING_2023_RUSHING_2023_RushingYardsPerAttempt,RUSHING_2023_RUSHING_2023_RushingTouchdowns,RUSHING_2023_RUSHING_2023_RushingFumbles,RUSHING_2023_RUSHING_2023_RushingOverallGrade,RUSHING_2023_RUSHING_2023_RushingGrade,RUSHING_2023_RUSHING_2023_RushingFumbles.1,RUSHING_2023_RUSHING_2023_RushingRunBlockingGrade,RUSHING_2023_RUSHING_2023_RushingYardsAfterContact,RUSHING_2023_RUSHING_2023_RushingYardsAfterContactPerAttempt,RUSHING_2023_RUSHING_2023_RushingMissedTacklesForced,RUSHING_2023_RUSHING_2023_RushingLongestRush,RUSHING_2023_RUSHING_2023_Rushing10PlusYardRuns,RUSHING_2023_RUSHING_2023_RushingYardsInZoneScheme,RUSHING_2023_RUSHING_2023_RushingYardsInGapScheme,RUSHING_2023_RUSHING_2023_RushingScrambles,RUSHING_2023_RUSHING_2023_RushingScrambleYards,RUSHING_2023_RUSHING_2023_RushingDesignedYards,RUSHING_2023_RUSHING_2023_Rushing15PlusYardRuns,RUSHING_2023_RUSHING_2023_RushingBreakawayYards,RUSHING_2023_RUSHING_2023_RushingBreakawayPercentage,RUSHING_2023_RUSHING_2023_RushingFirstDowns,RUSHING_2023_RUSHING_2023_RushingPenalties,RUSHING_2023_RUSHING_2023_RushingReceivingGrade,RUSHING_2023_RUSHING_2023_RushingPassBlockingGrade,RUSHING_2023_RUSHING_2023_RushingTargets,RUSHING_2023_RUSHING_2023_RushingReceptions,RUSHING_2023_RUSHING_2023_RushingReceivingYards,RUSHING_2023_RUSHING_2023_RushingReceivingSnaps,RUSHING_2023_RUSHING_2023_RushingYardsPerRouteRun,RUSHING_2023_RUSHING_2023_RushingDrops,RUSHING_2023_RUSHING_2023_RushingElusiveRating
1.0,Taysom Hill,#07,TE,16.0,169.0,81.0,401.0,5.0,4.0,1.0,75.3,86.1,67.7,57.3,235.0,2.9,13.0,27.0,12.0,11.0,50.0,3.0,28.0,373.0,4.0,87.0,21.7,26.0,0 (0),66.4,60.1,39.0,33.0,291.0,224.0,1.3,1.0,39.2
2.0,Alvin Kamara,#41,HB,13.0,211.0,180.0,694.0,3.9,5.0,0.0,74.1,77.1,90.8,55.7,452.0,2.51,22.0,17.0,15.0,118.0,58.0,0.0,0.0,694.0,6.0,95.0,13.7,43.0,0 (0),78.4,19.2,86.0,75.0,466.0,269.0,1.73,3.0,34.5
3.0,Kendre Miller,#25,HB,8.0,52.0,41.0,156.0,3.8,1.0,0.0,74.1,74.1,82.5,60.2,128.0,3.12,10.0,18.0,4.0,26.0,13.0,0.0,0.0,156.0,1.0,18.0,11.5,10.0,0 (0),72.7,27.4,11.0,10.0,117.0,54.0,2.17,1.0,67.3
4.0,Rashid Shaheed,#22,WR,15.0,158.0,7.0,37.0,5.3,0.0,0.0,69.0,71.6,71.6,52.0,27.0,3.86,3.0,12.0,1.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,1.0,3 (0),69.4,-,71.0,46.0,719.0,431.0,1.67,2.0,50.9
5.0,Tony Jones Jr.,#34,HB,4.0,28.0,21.0,70.0,3.3,2.0,0.0,64.1,66.4,78.2,60.2,30.0,1.43,1.0,19.0,1.0,14.0,6.0,0.0,0.0,70.0,1.0,19.0,27.1,6.0,0 (0),56.6,59.8,5.0,4.0,21.0,44.0,0.48,0.0,5.7
6.0,Jameis Winston,#02,QB,7.0,24.0,5.0,-6.0,-1.2,0.0,0.0,56.3,61.3,81.5,60.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,1 (0),-,-,0.0,0.0,0.0,0.0,,0.0,0.0
7.0,Jamaal Williams,#21,HB,13.0,145.0,106.0,306.0,2.9,1.0,1.0,59.4,60.3,68.2,72.9,239.0,2.25,13.0,17.0,5.0,55.0,50.0,0.0,0.0,306.0,1.0,17.0,5.6,18.0,0 (0),61.5,38.0,19.0,18.0,62.0,120.0,0.52,0.0,23.6
8.0,Adam Prentice,#46,FB,13.0,79.0,2.0,12.0,6.0,0.0,1.0,38.1,48.5,15.3,43.1,5.0,2.5,0.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,1 (1),37.9,33.9,3.0,2.0,12.0,37.0,0.32,1.0,0.0
9.0,Derek Carr,#04,QB,17.0,369.0,32.0,40.0,1.3,0.0,7.0,77.2,46.6,61.9,61.0,35.0,1.09,1.0,10.0,2.0,0.0,1.0,9.0,51.0,-11.0,0.0,0.0,0.0,3.0,4 (0),-,-,0.0,0.0,0.0,0.0,,0.0,0.0
10.0,Lynn Bowden,#05,WR,15.0,192.0,5.0,32.0,6.4,0.0,1.0,50.3,44.0,28.3,57.8,18.0,3.6,1.0,29.0,2.0,0.0,0.0,0.0,0.0,32.0,1.0,29.0,90.6,3.0,0 (0),50.6,65.6,15.0,11.0,83.0,127.0,0.65,2.0,157.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
