RUSHING_2023_RUSHING_2023_Rank,RUSHING_2023_RUSHING_2023_Player,RUSHING_2023_RUSHING_2023_JerseyNumber,RUSHING_2023_RUSHING_2023_Position,RUSHING_2023_RUSHING_2023_GamesPlayed,RUSHING_2023_RUSHING_2023_RushingTotalSnaps,RUSHING_2023_RUSHING_2023_RushingAttempts,RUSHING_2023_RUSHING_2023_RushingYards,RUSHING_2023_RUSHING_2023_RushingYardsPerAttempt,RUSHING_2023_RUSHING_2023_RushingTouchdowns,RUSHING_2023_RUSHING_2023_RushingFumbles,RUSHING_2023_RUSHING_2023_RushingOverallGrade,RUSHING_2023_RUSHING_2023_RushingGrade,RUSHING_2023_RUSHING_2023_RushingFumbles.1,RUSHING_2023_RUSHING_2023_RushingRunBlockingGrade,RUSHING_2023_RUSHING_2023_RushingYardsAfterContact,RUSHING_2023_RUSHING_2023_RushingYardsAfterContactPerAttempt,RUSHING_2023_RUSHING_2023_RushingMissedTacklesForced,RUSHING_2023_RUSHING_2023_RushingLongestRush,RUSHING_2023_RUSHING_2023_Rushing10PlusYardRuns,RUSHING_2023_RUSHING_2023_RushingYardsInZoneScheme,RUSHING_2023_RUSHING_2023_RushingYardsInGapScheme,RUSHING_2023_RUSHING_2023_RushingScrambles,RUSHING_2023_RUSHING_2023_RushingScrambleYards,RUSHING_2023_RUSHING_2023_RushingDesignedYards,RUSHING_2023_RUSHING_2023_Rushing15PlusYardRuns,RUSHING_2023_RUSHING_2023_RushingBreakawayYards,RUSHING_2023_RUSHING_2023_RushingBreakawayPercentage,RUSHING_2023_RUSHING_2023_RushingFirstDowns,RUSHING_2023_RUSHING_2023_RushingPenalties,RUSHING_2023_RUSHING_2023_RushingReceivingGrade,RUSHING_2023_RUSHING_2023_RushingPassBlockingGrade,RUSHING_2023_RUSHING_2023_RushingTargets,RUSHING_2023_RUSHING_2023_RushingReceptions,RUSHING_2023_RUSHING_2023_RushingReceivingYards,RUSHING_2023_RUSHING_2023_RushingReceivingSnaps,RUSHING_2023_RUSHING_2023_RushingYardsPerRouteRun,RUSHING_2023_RUSHING_2023_RushingDrops,RUSHING_2023_RUSHING_2023_RushingElusiveRating
1.0,Easton Stick,#02,QB,5.0,112.0,27.0,144.0,5.3,1.0,5.0,66.8,79.9,29.2,60.2,95.0,3.52,4.0,21.0,3.0,4.0,8.0,9.0,71.0,73.0,1.0,21.0,14.6,11.0,1 (0),-,-,0.0,0.0,-5,0.0,,0.0,29.6
2.0,Justin Herbert,#10,QB,13.0,280.0,52.0,228.0,4.4,3.0,4.0,85.5,73.2,66.7,60.3,149.0,2.87,9.0,35.0,9.0,1.0,0.0,32.0,244.0,-16.0,0.0,0.0,0.0,16.0,5 (1),55.2,-,1.0,1.0,10,2.0,5.0,0.0,0.0
3.0,Austin Ekeler,#30,HB,14.0,210.0,179.0,632.0,3.5,5.0,5.0,60.2,65.1,29.6,36.6,473.0,2.64,31.0,55.0,7.0,109.0,68.0,0.0,0.0,632.0,4.0,129.0,20.4,34.0,0 (0),57.4,29.3,69.0,51.0,436,349.0,1.25,4.0,49.4
4.0,Derius Davis,#12,WR,16.0,69.0,14.0,101.0,7.2,0.0,0.0,60.5,63.5,69.1,43.0,51.0,3.64,2.0,51.0,4.0,1.0,3.0,0.0,0.0,101.0,2.0,69.0,68.3,5.0,1 (0),61.0,-,17.0,15.0,66,73.0,0.9,1.0,62.8
5.0,Quentin Johnston,#01,WR,17.0,232.0,3.0,9.0,3.0,0.0,0.0,58.9,63.4,78.6,52.7,2.0,0.67,1.0,6.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1 (0),58.7,-,65.0,38.0,431,488.0,0.88,2.0,9.8
5.0,Isaiah Spiller,#28,HB,9.0,41.0,37.0,96.0,2.6,0.0,0.0,58.8,63.4,81.3,60.0,82.0,2.22,6.0,8.0,0.0,18.0,17.0,0.0,0.0,96.0,0.0,0.0,0.0,1.0,1 (0),61.0,29.0,6.0,6.0,34,49.0,0.69,0.0,41.2
7.0,Gerald Everett,#07,TE,15.0,197.0,3.0,10.0,3.3,0.0,3.0,65.6,60.6,25.2,51.3,5.0,1.67,0.0,6.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2 (1),68.1,67.5,70.0,51.0,411,326.0,1.26,2.0,49.4
8.0,Joshua Kelley,#25,HB,17.0,128.0,107.0,405.0,3.8,2.0,1.0,52.0,60.5,67.4,58.3,305.0,2.85,11.0,49.0,10.0,58.0,46.0,0.0,0.0,405.0,3.0,86.0,21.2,21.0,0 (0),36.4,42.4,11.0,8.0,32,173.0,0.18,2.0,27.3
9.0,Mike Williams,#81,WR,3.0,54.0,1.0,3.0,3.0,0.0,0.0,74.6,56.6,74.5,75.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0 (0),73.5,-,25.0,19.0,249,107.0,2.33,0.0,40.0
10.0,Elijah Dotson,#42,HB,3.0,10.0,4.0,6.0,1.5,0.0,0.0,54.8,53.2,70.0,60.0,4.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0 (0),62.7,-,2.0,2.0,13,5.0,2.6,0.0,0.0
11.0,Nick Niemann,#31,LB,1.0,1.0,1.0,0.0,0.0,0.0,1.0,43.9,44.7,16.2,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0 (0),-,-,0.0,0.0,0,0.0,,0.0,0.0
