OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Rank,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Player,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_JerseyNumber,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Position,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_GamesPlayed,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_OffenseTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_BlockingTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_BlockingTotalSnapsPercentage,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_RunBlockingSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PassBlockingSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_OffenseOverallGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_RunBlockingGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PassBlockingGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotalSnapsPercentage,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedSacks,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedHits,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedHurries,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotal,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedEfficiency,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Penalties,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtLeftTackle,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtLeftGuard,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtCenter,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtRightGuard,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtRightTackle,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtInlineTightEnd
1.0,Rashawn Slater,#70,T,17.0,"1,154","1,154",100.0,392.0,762.0,76.6,59.5,84.7,719.0,100.0,3.0,7.0,28.0,38.0,97.1,8 (1),"1,153",0,0.0,0,0,0.0
2.0,Donald Parham Jr.,#89,TE,14.0,458,189,41.3,158.0,31.0,59.7,45.4,78.3,29.0,10.4,0.0,1.0,0.0,1.0,98.3,2 (0),0,0,0.0,0,0,301.0
3.0,Keenan Allen,#13,WR,13.0,777,219,28.2,216.0,3.0,86.3,39.1,77.5,3.0,0.6,0.0,0.0,0.0,0.0,100.0,1 (0),0,0,0.0,0,0,1.0
4.0,Nick Vannett,#83,TE,8.0,125,94,75.2,80.0,14.0,42.9,44.4,73.8,14.0,31.8,0.0,0.0,0.0,0.0,100.0,0 (0),0,0,0.0,0,0,102.0
5.0,Brenden Jaimes,#64,C,4.0,241,241,100.0,86.0,155.0,49.8,39.8,71.1,146.0,100.0,1.0,0.0,3.0,4.0,98.3,1 (0),0,0,241.0,0,0,0.0
6.0,Alex Erickson,#82,WR,8.0,328,99,30.2,97.0,2.0,62.6,45.3,67.9,2.0,0.9,0.0,0.0,0.0,0.0,100.0,1 (0),0,0,0.0,0,0,6.0
7.0,Gerald Everett,#07,TE,15.0,570,221,38.8,194.0,27.0,65.6,51.3,67.5,26.0,7.4,0.0,0.0,1.0,1.0,98.1,2 (1),0,0,0.0,0,0,307.0
8.0,Trey Pipkins III,#79,T,17.0,"1,116","1,115",99.9,379.0,736.0,62.8,50.3,67.3,694.0,100.0,9.0,8.0,32.0,49.0,95.8,7 (2),0,0,0.0,0,"1,115",0.0
9.0,Stephen Anderson,#40,TE,2.0,4,4,100.0,3.0,1.0,58.8,59.3,66.3,1.0,100.0,0.0,0.0,0.0,0.0,100.0,0 (0),0,0,0.0,0,0,3.0
10.0,Simi Fehoko,#87,WR,4.0,23,14,60.9,13.0,1.0,60.4,40.8,66.2,1.0,10.0,0.0,0.0,0.0,0.0,100.0,0 (0),0,0,0.0,0,0,2.0
11.0,Jamaree Salyer,#68,G,17.0,"1,144","1,144",100.0,390.0,754.0,54.2,49.4,61.2,711.0,100.0,8.0,8.0,25.0,41.0,96.6,3 (0),0,0,0.0,"1,144",0,0.0
12.0,Zion Johnson,#77,G,15.0,"1,006","1,006",100.0,345.0,661.0,57.6,57.2,58.8,623.0,100.0,4.0,7.0,22.0,33.0,97.0,6 (0),0,"1,006",0.0,0,0,0.0
13.0,Tre' McKitty,#88,TE,6.0,65,54,83.1,42.0,12.0,30.4,39.1,57.2,11.0,55.0,0.0,0.0,0.0,0.0,100.0,2 (1),0,0,0.0,0,0,50.0
