Player,JerseyNumber,Position,GamesPlayed,KickReturnsTotal,KickReturnsTotalGrade,KickoffReturnsTotal,KickoffReturnsTotalYards,KickoffReturnsTotalYards.1,KickoffReturnsLongestReturn,KickoffReturnsYardsPerAttempt,KickoffReturnsTouchdowns,KickoffReturnsFairCatches,KickoffReturnsMuffed,PuntReturnsTotal,PuntReturnsTotalReturns,PuntReturnsTotalYards,PuntReturnsTotalFairCatches,PuntReturnsTotalLongestReturn,PuntReturnsTotalYardsPerAttempt,PuntReturnsTotalTouchdowns,PuntReturnsTotalMuffed
Derius Davis,#12,WR,17.0,65.0,41.0,49.8,17.0,374.0,46.0,22.0,0.0,1.0,0.0,81.0,24.0,385.0,29.0,87.0,16.0,1.0,2.0
Dean Marlowe,#20,S,16.0,61.2,1.0,61.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Joshua Kelley,#25,HB,17.0,59.9,1.0,59.9,1.0,16.0,16.0,16.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Alex Erickson,#82,WR,8.0,59.4,0.0,59.5,0.0,0.0,0.0,,0.0,1.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,
