Player,JerseyNumber,Position,GamesPlayed,PuntingGrade,PuntingTotalPunts,PuntingTotalYards,PuntingYardsPerAttempt,PuntingNetYardsPerAttempt,PuntingLongestPunt,PuntingInsideThe20,PuntingBlocked,PuntingReturnPercentage,PuntingReturned,PuntingYardsAllowed,PuntingYardsPerReturnAllowed,PuntingTouchbacks,PuntingOutOfBounds,PuntingDowned,PuntingFairCatches,PuntingHangtimeAverage,PuntingHangtimeAverage.1
Ryan Wright,#14,P,17.0,68.3,59.0,"2,873",48.7,41.9,68.0,20.0,0.0,47.5,28.0,260.0,9.3,7.0,7.0,2.0,15.0,59.0,4.36
Greg Joseph,#01,K,1.0,60.0,1.0,14,14.0,-3.0,14.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,1.0,2.96
,,,,,,,,,,,,,,,,,,,,,
