RUSHING_2023_RUSHING_2023_Rank,RUSHING_2023_RUSHING_2023_Player,RUSHING_2023_RUSHING_2023_JerseyNumber,RUSHING_2023_RUSHING_2023_Position,RUSHING_2023_RUSHING_2023_GamesPlayed,RUSHING_2023_RUSHING_2023_RushingTotalSnaps,RUSHING_2023_RUSHING_2023_RushingAttempts,RUSHING_2023_RUSHING_2023_RushingYards,RUSHING_2023_RUSHING_2023_RushingYardsPerAttempt,RUSHING_2023_RUSHING_2023_RushingTouchdowns,RUSHING_2023_RUSHING_2023_RushingFumbles,RUSHING_2023_RUSHING_2023_RushingOverallGrade,RUSHING_2023_RUSHING_2023_RushingGrade,RUSHING_2023_RUSHING_2023_RushingFumbles.1,RUSHING_2023_RUSHING_2023_RushingRunBlockingGrade,RUSHING_2023_RUSHING_2023_RushingYardsAfterContact,RUSHING_2023_RUSHING_2023_RushingYardsAfterContactPerAttempt,RUSHING_2023_RUSHING_2023_RushingMissedTacklesForced,RUSHING_2023_RUSHING_2023_RushingLongestRush,RUSHING_2023_RUSHING_2023_Rushing10PlusYardRuns,RUSHING_2023_RUSHING_2023_RushingYardsInZoneScheme,RUSHING_2023_RUSHING_2023_RushingYardsInGapScheme,RUSHING_2023_RUSHING_2023_RushingScrambles,RUSHING_2023_RUSHING_2023_RushingScrambleYards,RUSHING_2023_RUSHING_2023_RushingDesignedYards,RUSHING_2023_RUSHING_2023_Rushing15PlusYardRuns,RUSHING_2023_RUSHING_2023_RushingBreakawayYards,RUSHING_2023_RUSHING_2023_RushingBreakawayPercentage,RUSHING_2023_RUSHING_2023_RushingFirstDowns,RUSHING_2023_RUSHING_2023_RushingPenalties,RUSHING_2023_RUSHING_2023_RushingReceivingGrade,RUSHING_2023_RUSHING_2023_RushingPassBlockingGrade,RUSHING_2023_RUSHING_2023_RushingTargets,RUSHING_2023_RUSHING_2023_RushingReceptions,RUSHING_2023_RUSHING_2023_RushingReceivingYards,RUSHING_2023_RUSHING_2023_RushingReceivingSnaps,RUSHING_2023_RUSHING_2023_RushingYardsPerRouteRun,RUSHING_2023_RUSHING_2023_RushingDrops,RUSHING_2023_RUSHING_2023_RushingElusiveRating
1.0,Patrick Mahomes,#15,QB,20.0,436.0,98.0,530,5.4,0.0,8.0,90.5,88.4,81.9,60.9,187.0,1.91,15.0,28.0,21.0,3.0,2.0,64.0,533.0,-3,1.0,22.0,4.2,35.0,7 (1),59.9,60.9,0.0,0.0,0,1.0,0.0,0.0,0.0
2.0,Isiah Pacheco,#10,HB,18.0,321.0,286.0,"1,248",4.4,10.0,3.0,79.9,80.2,78.0,59.3,828.0,2.9,47.0,48.0,28.0,158.0,120.0,0.0,0.0,"1,248",13.0,337.0,27.0,68.0,1 (0),69.9,67.4,62.0,56.0,304,365.0,0.83,1.0,47.4
3.0,Blaine Gabbert,#09,QB,2.0,38.0,7.0,45,6.4,0.0,0.0,60.7,74.8,79.8,60.0,21.0,3.0,1.0,25.0,2.0,0.0,0.0,4.0,47.0,-2,0.0,0.0,0.0,2.0,0 (0),-,-,0.0,0.0,0,0.0,,0.0,0.0
4.0,La'Mical Perine,#29,HB,5.0,25.0,22.0,77,3.5,0.0,0.0,64.4,65.8,78.1,72.8,49.0,2.23,2.0,10.0,1.0,16.0,5.0,0.0,0.0,77,0.0,0.0,0.0,3.0,0 (0),48.3,79.2,4.0,3.0,33,31.0,1.06,1.0,17.8
5.0,Clyde Edwards-Helaire,#25,HB,19.0,88.0,81.0,276,3.4,1.0,1.0,65.5,64.6,63.4,60.0,206.0,2.54,13.0,28.0,6.0,52.0,27.0,0.0,0.0,276,3.0,64.0,23.2,15.0,0 (0),65.9,59.1,26.0,21.0,195,155.0,1.26,1.0,54.9
6.0,Kadarius Toney,#19,WR,13.0,68.0,11.0,31,2.8,0.0,1.0,62.5,62.3,38.3,62.9,37.0,3.36,1.0,14.0,2.0,3.0,3.0,0.0,0.0,31,0.0,0.0,0.0,2.0,1 (0),62.9,-,37.0,27.0,169,152.0,1.11,4.0,115.1
7.0,Jerick McKinnon,#01,HB,13.0,37.0,21.0,60,2.9,1.0,0.0,63.1,60.6,80.9,43.8,38.0,1.81,0.0,10.0,1.0,13.0,5.0,0.0,0.0,60,0.0,0.0,0.0,7.0,0 (0),69.1,58.1,34.0,27.0,207,190.0,1.09,2.0,26.4
8.0,Noah Gray,#83,TE,21.0,307.0,1.0,1,1.0,0.0,0.0,62.9,60.0,77.8,56.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0 (0),63.7,47.6,50.0,36.0,371,379.0,0.98,1.0,0.0
9.0,Skyy Moore,#24,WR,14.0,189.0,3.0,23,7.7,0.0,0.0,54.8,55.1,26.3,53.6,18.0,6.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0.0,1.0,0 (0),54.9,-,36.0,21.0,244,289.0,0.84,1.0,125.0
10.0,Rashee Rice,#04,WR,20.0,273.0,3.0,2,0.7,0.0,4.0,84.9,35.3,23.6,59.8,4.0,1.33,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,2 (0),86.1,71.7,131.0,105.0,"1,200",542.0,2.21,3.0,19.8
11.0,Mecole Hardman Jr.,#12,WR,10.0,60.0,3.0,-2,-0.7,0.0,2.0,56.4,28.5,21.8,59.2,1.0,0.33,0.0,3.0,0.0,1.0,1.0,0.0,0.0,-2,0.0,0.0,0.0,0.0,1 (0),62.3,-,27.0,19.0,180,121.0,1.49,2.0,4.5
