Player,JerseyNumber,Position,GamesPlayed,KickReturnsTotal,KickReturnsTotalGrade,KickoffReturnsTotal,KickoffReturnsTotalYards,KickoffReturnsTotalYards.1,KickoffReturnsLongestReturn,KickoffReturnsYardsPerAttempt,KickoffReturnsTouchdowns,KickoffReturnsFairCatches,KickoffReturnsMuffed,PuntReturnsTotal,PuntReturnsTotalReturns,PuntReturnsTotalYards,PuntReturnsTotalFairCatches,PuntReturnsTotalLongestReturn,PuntReturnsTotalYardsPerAttempt,PuntReturnsTotalTouchdowns,PuntReturnsTotalMuffed
Kadarius Toney,#19,WR,13.0,62.9,6.0,-,0.0,0.0,0.0,,0.0,0.0,0.0,63.8,6.0,56.0,0.0,21.0,9.3,0.0,0.0
Jerick McKinnon,#01,HB,13.0,59.9,1.0,59.9,1.0,20.0,20.0,20.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Leo Chenal,#54,LB,21.0,59.6,2.0,59.7,2.0,27.0,16.0,13.5,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,,0.0,0.0
Mecole Hardman Jr.,#12,WR,10.0,51.6,8.0,55.8,1.0,14.0,14.0,14.0,0.0,0.0,0.0,51.4,7.0,61.0,5.0,50.0,8.7,0.0,1.0
Richie James,#17,WR,13.0,51.5,38.0,57.3,10.0,210.0,31.0,21.0,0.0,6.0,0.0,49.9,28.0,248.0,10.0,27.0,8.9,0.0,2.0
Montrell Washington,#80,WR,6.0,48.4,9.0,55.8,1.0,20.0,20.0,20.0,0.0,0.0,0.0,46.4,8.0,61.0,4.0,23.0,7.6,0.0,1.0
,,,,,,,,,,,,,,,,,,,,,
