OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Rank,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Player,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_JerseyNumber,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Position,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_GamesPlayed,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_OffenseTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_BlockingTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_BlockingTotalSnapsPercentage,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_RunBlockingSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PassBlockingSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_OffenseOverallGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_RunBlockingGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PassBlockingGrade,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotalSnaps,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotalSnapsPercentage,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedSacks,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedHits,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedHurries,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedTotal,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_PressuresAllowedEfficiency,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_Penalties,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtLeftTackle,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtLeftGuard,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtCenter,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtRightGuard,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtRightTackle,OFFENSE-BLOCKING_2023_OFFENSE-BLOCKING_2023_SnapsAtInlineTightEnd
1.0,Joe Thuney,#62,G,19.0,"1,212","1,212",100.0,403.0,809.0,74.9,65.8,84.5,759.0,100.0,2.0,6.0,27.0,35.0,97.6,2 (0),25,"1,186",1,0,0,0.0
2.0,La'Mical Perine,#29,HB,5.0,61,8,13.1,3.0,5.0,64.4,72.8,79.2,5.0,13.9,0.0,0.0,0.0,0.0,100.0,0 (0),0,0,0,0,0,0.0
3.0,Travis Kelce,#87,TE,19.0,"1,015",312,30.7,289.0,23.0,82.6,46.9,77.9,22.0,3.2,0.0,0.0,1.0,1.0,97.7,10 (3),0,0,0,0,1,360.0
4.0,Creed Humphrey,#52,C,21.0,"1,380","1,380",100.0,457.0,923.0,81.4,84.1,74.3,866.0,100.0,4.0,4.0,10.0,18.0,98.7,6 (0),0,2,"1,351",26,0,0.0
5.0,Nick Allegretti,#73,G,11.0,253,253,100.0,93.0,160.0,65.8,59.6,73.7,153.0,100.0,2.0,1.0,9.0,12.0,95.4,0 (0),0,172,65,11,0,4.0
6.0,Rashee Rice,#04,WR,20.0,852,274,32.2,270.0,4.0,84.9,59.8,71.7,4.0,0.7,0.0,0.0,0.0,0.0,100.0,2 (0),0,0,0,0,0,5.0
7.0,Matt Bushman,#89,TE,1.0,7,4,57.1,3.0,1.0,54.6,57.1,70.6,1.0,33.3,0.0,0.0,0.0,0.0,100.0,0 (0),0,0,0,0,0,5.0
8.0,Trey Smith,#65,G,21.0,"1,374","1,374",100.0,462.0,912.0,74.6,76.2,68.1,855.0,100.0,2.0,5.0,36.0,43.0,97.4,11 (2),0,0,0,"1,373",0,0.0
9.0,Isiah Pacheco,#10,HB,18.0,781,104,13.3,30.0,74.0,79.9,59.3,67.4,69.0,15.9,0.0,1.0,5.0,6.0,95.7,1 (0),0,0,0,0,0,6.0
10.0,Justin Watson,#84,WR,20.0,693,202,29.1,201.0,1.0,61.7,56.7,66.3,1.0,0.2,0.0,0.0,0.0,0.0,100.0,1 (0),0,0,0,0,0,6.0
11.0,Jawaan Taylor,#74,T,21.0,"1,364","1,363",99.9,454.0,909.0,49.8,42.6,64.6,852.0,99.9,5.0,12.0,42.0,59.0,96.2,24 (3),16,0,0,0,"1,338",9.0
12.0,Wanya Morris,#64,T,9.0,340,340,100.0,105.0,235.0,55.6,47.1,63.4,223.0,100.0,2.0,7.0,15.0,24.0,94.2,3 (1),339,0,0,0,0,0.0
13.0,Donovan Smith,#79,T,16.0,"1,037","1,037",100.0,349.0,688.0,57.8,48.0,62.2,643.0,100.0,3.0,9.0,41.0,53.0,95.6,10 (4),"1,035",0,0,0,0,1.0
14.0,Deon Bush,#26,S,2.0,2,2,100.0,1.0,1.0,60.0,60.0,60.9,1.0,100.0,0.0,0.0,0.0,0.0,100.0,0 (0),0,0,0,0,0,0.0
14.0,Chamarri Conner,#27,S,2.0,2,2,100.0,1.0,1.0,60.0,60.0,60.9,1.0,100.0,0.0,0.0,0.0,0.0,100.0,0 (0),0,0,0,0,0,0.0
14.0,Patrick Mahomes,#15,QB,20.0,"1,338",403,30.1,402.0,1.0,90.5,60.9,60.9,1.0,0.1,0.0,0.0,0.0,0.0,100.0,7 (1),0,0,0,0,0,0.0
17.0,Jack Cochrane,#43,LB,2.0,2,2,100.0,1.0,1.0,60.0,60.0,60.6,1.0,100.0,0.0,0.0,0.0,0.0,100.0,0 (0),0,0,0,0,0,0.0
17.0,Leo Chenal,#54,LB,2.0,2,2,100.0,1.0,1.0,60.0,60.0,60.6,1.0,100.0,0.0,0.0,0.0,0.0,100.0,0 (0),0,0,0,0,0,0.0
17.0,Cam Jones,#44,LB,2.0,2,2,100.0,1.0,1.0,60.0,60.0,60.6,1.0,100.0,0.0,0.0,0.0,0.0,100.0,0 (0),0,0,0,0,0,0.0
20.0,James Winchester,#41,LS,3.0,3,3,100.0,2.0,1.0,60.0,60.0,60.3,1.0,100.0,0.0,0.0,0.0,0.0,100.0,0 (0),0,0,0,0,0,0.0
21.0,Clyde Edwards-Helaire,#25,HB,19.0,283,38,13.4,5.0,33.0,65.5,60.0,59.1,30.0,16.2,0.0,0.0,2.0,2.0,96.7,0 (0),0,0,0,0,0,6.0
22.0,Jerick McKinnon,#01,HB,13.0,281,55,19.6,16.0,39.0,63.1,43.8,58.1,35.0,15.6,0.0,0.0,4.0,4.0,94.3,0 (0),0,0,0,0,0,17.0
23.0,Lucas Niang,#77,T,3.0,59,59,100.0,23.0,36.0,47.4,48.4,56.5,35.0,100.0,0.0,1.0,3.0,4.0,94.3,1 (1),0,0,0,0,57,1.0
24.0,Noah Gray,#83,TE,21.0,748,345,46.1,306.0,39.0,62.9,56.6,47.6,37.0,8.9,0.0,2.0,3.0,5.0,93.2,0 (0),0,0,0,0,5,416.0
25.0,Blake Bell,#81,TE,21.0,312,215,68.9,196.0,19.0,43.0,57.1,46.5,18.0,17.0,0.0,1.0,2.0,3.0,91.7,1 (1),1,0,0,0,1,259.0
26.0,Mike Caliendo,#66,G,2.0,64,64,100.0,29.0,35.0,45.1,51.3,28.1,35.0,100.0,1.0,0.0,3.0,4.0,92.9,0 (0),0,57,0,7,0,0.0
27.0,Prince Tega Wanogho,#76,T,2.0,16,16,100.0,7.0,9.0,60.6,81.0,21.1,9.0,100.0,0.0,2.0,0.0,2.0,88.9,0 (0),1,0,0,0,15,0.0
28.0,Nic Jones,#31,CB,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0,0,0,0,0,0.0
28.0,Harrison Butker,#07,K,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0,0,0,0,0,0.0
28.0,Ekow Boye-Doe,#40,CB,1.0,1,1,100.0,1.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0,0,0,0,0,0.0
28.0,Montrell Washington,#80,WR,1.0,2,2,100.0,2.0,0.0,60.0,60.0,-,0.0,,0.0,0.0,0.0,0.0,,0 (0),0,0,0,0,0,0.0
28.0,Tommy Townsend,#05,P,3.0,3,2,66.7,2.0,0.0,74.7,60.0,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0,0,0,0,0,0.0
28.0,Blaine Gabbert,#09,QB,2.0,79,35,44.3,35.0,0.0,60.7,60.0,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0,0,0,0,0,0.0
28.0,Justyn Ross,#08,WR,11.0,139,54,38.8,54.0,0.0,48.7,36.5,-,0.0,0.0,0.0,0.0,0.0,0.0,,1 (0),0,0,0,0,0,0.0
28.0,Kadarius Toney,#19,WR,13.0,229,56,24.5,56.0,0.0,62.5,62.9,-,0.0,0.0,0.0,0.0,0.0,0.0,,1 (0),0,0,0,0,0,1.0
28.0,Mecole Hardman Jr.,#12,WR,10.0,190,57,30.0,57.0,0.0,56.4,59.2,-,0.0,0.0,0.0,0.0,0.0,0.0,,1 (0),0,0,0,0,0,3.0
28.0,Richie James,#17,WR,13.0,193,61,31.6,61.0,0.0,56.3,56.5,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0,0,0,0,0,2.0
28.0,Skyy Moore,#24,WR,14.0,496,186,37.5,186.0,0.0,54.8,53.6,-,0.0,0.0,0.0,0.0,0.0,0.0,,0 (0),0,0,0,0,0,6.0
28.0,Marquez Valdes-Scantling,#11,WR,20.0,802,194,24.2,194.0,0.0,52.1,49.5,-,0.0,0.0,0.0,0.0,0.0,0.0,,3 (1),0,0,0,0,0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,
