Player,JerseyNumber,Position,GamesPlayed,PassingDropbacks,PassingAttempts,PassingCompletions,PassingCompletionPercentage,PassingYards,PassingYardsPerAttempt,PassingTouchdowns,PassingInterceptions,PassingOverallGrade,PassingGrade,PassingRushingGrade,PassingFumbles,PassingBigTimeThrows,PassingBigTimeThrowPercentage,PassingTurnoverWorthyPlays,PassingTurnoverWorthyPlayPercentage,PassingAverageDepthOfTarget,PassingAdjustedCompletionPercentage,PassingDrops,PassingDropPercentage,PassingBattedPasses,PassingHitAsThrown,PassingThrowaways,PassingDepthPercentage,PassingSacks,PassingPressureToSackPercentage,PassingAverageTimeToThrow,PassingScrambles,PassingFirstDowns,PassingPasserRating,PassingPenalties
Jared Goff,#16,QB,20.0,761.0,716.0,484.0,67.6,"5,411",7.6,34.0,12.0,85.7,85.2,51.9,60.3,25.0,3.3,19.0,2.4,7.3,77.9,32.0,6.2,10.0,8.0,32.0,266.0,37.0,13.9,2.58,8.0,278.0,98.7,10 (0)
Jalen Reeves-Maybin,#42,LB,1.0,1.0,1.0,1.0,100.0,31,31.0,0.0,0.0,71.2,70.7,59.8,66.7,0.0,0.0,0.0,0.0,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.1,0.0,1.0,118.8,0 (0)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
