Player,JerseyNumber,Position,GamesPlayed,SpecialTeamsTotalSnaps,SpecialTeamsKickReturnSnaps,SpecialTeamsKickCoverageSnaps,SpecialTeamsPuntReturnSnaps,SpecialTeamsPuntCoverageSnaps,SpecialTeamsFieldGoalBlockSnaps,SpecialTeamsFieldGoalKickSnaps,SpecialTeamsOverallGrade,SpecialTeamsKickoffGrade,SpecialTeamsPuntGrade,SpecialTeamsFieldGoalGrade,SpecialTeamsPenalties,SpecialTeamsTackles,SpecialTeamsAssists,SpecialTeamsMissedTackles
Malcolm Rodriguez,#44,LB,20.0,354.0,105.0,109.0,64.0,68.0,8.0,0.0,80.5,61.2,-,-,0 (0),4.0,2.0,2.0
Romeo Okwara,#95,ED,18.0,95.0,0.0,0.0,22.0,0.0,73.0,0.0,80.1,-,-,-,0 (0),0.0,0.0,0.0
Jalen Reeves-Maybin,#42,LB,20.0,426.0,103.0,109.0,63.0,67.0,84.0,0.0,79.2,-,-,-,1 (0),10.0,3.0,3.0
Khalil Dorsey,#30,CB,16.0,295.0,61.0,72.0,43.0,54.0,65.0,0.0,77.0,59.9,-,-,0 (0),5.0,3.0,1.0
Julian Okwara,#99,ED,8.0,51.0,14.0,11.0,20.0,0.0,6.0,0.0,74.4,-,-,-,0 (0),1.0,0.0,0.0
Derrick Barnes,#55,LB,16.0,97.0,1.0,62.0,34.0,0.0,0.0,0.0,73.7,-,-,-,0 (0),2.0,0.0,0.0
Jack Campbell,#46,LB,20.0,214.0,78.0,31.0,7.0,68.0,30.0,0.0,72.8,-,-,-,0 (0),3.0,2.0,0.0
Craig Reynolds,#13,HB,20.0,245.0,82.0,65.0,35.0,63.0,0.0,0.0,71.7,45.9,-,-,1 (0),3.0,1.0,0.0
Jason Cabinda,#45,FB,7.0,137.0,35.0,38.0,18.0,27.0,0.0,19.0,71.0,-,-,-,0 (0),4.0,0.0,0.0
Darrell Daniels,#86,FB,3.0,70.0,10.0,19.0,13.0,10.0,0.0,18.0,70.9,-,-,-,0 (0),0.0,1.0,0.0
Ifeatu Melifonwu,#06,S,20.0,220.0,47.0,53.0,39.0,4.0,77.0,0.0,68.0,-,-,-,1 (0),1.0,2.0,0.0
Trevor Nowaske,#59,LB,2.0,35.0,9.0,13.0,5.0,4.0,4.0,0.0,67.5,-,-,-,1 (0),1.0,0.0,0.0
Jake McQuaide,#43,LS,12.0,92.0,0.0,0.0,0.0,41.0,0.0,51.0,66.8,-,-,-,0 (0),0.0,0.0,0.0
Anthony Pittman,#57,ED,20.0,425.0,97.0,110.0,63.0,68.0,87.0,0.0,66.5,-,-,-,1 (0),2.0,0.0,1.0
Steven Gilmore,#24,CB,2.0,12.0,0.0,5.0,7.0,0.0,0.0,0.0,65.9,-,-,-,0 (0),0.0,0.0,0.0
Alex Anzalone,#34,LB,10.0,12.0,0.0,0.0,9.0,0.0,3.0,0.0,64.9,-,-,-,0 (0),0.0,0.0,0.0
Kayode Awosika,#74,G,18.0,79.0,0.0,0.0,0.0,0.0,0.0,79.0,64.6,-,-,-,0 (0),0.0,0.0,0.0
Aidan Hutchinson,#97,ED,10.0,12.0,0.0,0.0,9.0,0.0,3.0,0.0,64.3,-,-,-,0 (0),0.0,0.0,0.0
