Player,JerseyNumber,Position,GamesPlayed,SpecialTeamsTotalSnaps,SpecialTeamsKickReturnSnaps,SpecialTeamsKickCoverageSnaps,SpecialTeamsPuntReturnSnaps,SpecialTeamsPuntCoverageSnaps,SpecialTeamsFieldGoalBlockSnaps,SpecialTeamsFieldGoalKickSnaps,SpecialTeamsOverallGrade,SpecialTeamsKickoffGrade,SpecialTeamsPuntGrade,SpecialTeamsFieldGoalGrade,SpecialTeamsPenalties,SpecialTeamsTackles,SpecialTeamsAssists,SpecialTeamsMissedTackles
Jack Fox,#03,P,20.0,257.0,0.0,101.0,0.0,68.0,0.0,88.0,64.0,78.6,70.7,-,0 (0),1.0,0.0,0.0
Penei Sewell,#58,T,19.0,88.0,0.0,0.0,0.0,0.0,0.0,88.0,63.6,-,-,-,0 (0),0.0,0.0,0.0
Graham Glasgow,#60,G,19.0,88.0,0.0,0.0,0.0,0.0,0.0,88.0,63.4,-,-,-,0 (0),0.0,0.0,0.0
Dan Skipper,#70,G,13.0,54.0,0.0,0.0,0.0,0.0,0.0,54.0,63.2,-,-,-,0 (0),0.0,0.0,0.0
Jonah Jackson,#73,G,6.0,27.0,0.0,0.0,0.0,0.0,0.0,27.0,63.1,-,-,-,0 (0),0.0,0.0,0.0
Charles Harris,#53,ED,11.0,55.0,0.0,0.0,10.0,0.0,45.0,0.0,63.0,-,-,-,0 (0),0.0,0.0,0.0
Kerby Joseph,#31,S,18.0,126.0,2.0,92.0,9.0,0.0,23.0,0.0,62.6,-,-,-,0 (0),2.0,0.0,0.0
Colby Sorsdal,#75,G,19.0,88.0,0.0,0.0,0.0,0.0,0.0,88.0,62.3,-,-,-,0 (0),0.0,0.0,0.0
Halapoulivaati Vaitai,#72,G,5.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,62.2,-,-,-,0 (0),0.0,0.0,0.0
Anthony Firkser,#86,TE,5.0,41.0,28.0,0.0,4.0,0.0,0.0,9.0,62.1,-,-,-,0 (0),0.0,0.0,0.0
Dylan Drummond,#83,WR,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,61.7,-,-,-,0 (0),0.0,0.0,0.0
Brandon Joseph,#40,S,2.0,14.0,2.0,1.0,11.0,0.0,0.0,0.0,61.6,-,-,-,0 (0),0.0,0.0,0.0
Kalif Raymond,#11,WR,17.0,74.0,8.0,0.0,65.0,0.0,1.0,0.0,61.3,58.1,78.4,-,0 (0),0.0,0.0,0.0
Devine Ozigbo,#33,HB,3.0,28.0,12.0,0.0,11.0,5.0,0.0,0.0,61.2,-,-,-,0 (0),0.0,0.0,0.0
C.J. Gardner-Johnson,#02,S,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,61.1,-,-,-,0 (0),0.0,0.0,0.0
Matt Nelson,#67,T,3.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,60.7,-,-,-,0 (0),0.0,0.0,0.0
Michael Schofield III,#71,G,1.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,60.6,-,-,-,0 (0),0.0,0.0,0.0
Connor Galvin,#76,T,1.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,60.5,-,-,-,0 (0),0.0,0.0,0.0
Riley Patterson,#36,K,13.0,62.0,0.0,7.0,0.0,0.0,0.0,55.0,60.4,58.7,-,61.2,0 (0),0.0,0.0,0.0
Michael Badgley,#17,K,7.0,35.0,0.0,2.0,0.0,0.0,0.0,33.0,60.2,60.0,-,69.5,0 (0),0.0,0.0,0.0
Cameron Sutton,#01,CB,9.0,10.0,0.0,0.0,9.0,0.0,1.0,0.0,60.1,-,-,-,0 (0),0.0,0.0,0.0
Isaiah Buggs,#96,DI,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
Josh Reynolds,#08,WR,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
Bruce Irvin,#51,ED,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,-,-,-,0 (0),0.0,0.0,0.0
Brian Branch,#32,CB,12.0,51.0,4.0,0.0,1.0,0.0,46.0,0.0,59.9,-,-,-,0 (0),0.0,0.0,0.0
Levi Onwuzurike,#91,DI,6.0,8.0,0.0,0.0,1.0,0.0,7.0,0.0,59.7,-,-,-,0 (0),0.0,0.0,0.0
John Cominsky,#79,DI,18.0,85.0,0.0,0.0,6.0,0.0,79.0,0.0,59.6,-,-,-,0 (0),0.0,0.0,0.0
Jameson Williams,#09,WR,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,59.5,-,-,-,0 (0),0.0,0.0,0.0
Jahmyr Gibbs,#26,HB,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,59.3,-,-,-,0 (0),0.0,0.0,0.0
Benito Jones,#94,DI,20.0,154.0,0.0,0.0,1.0,0.0,85.0,68.0,58.8,-,-,-,0 (0),0.0,0.0,0.0
Josh Paschal,#93,ED,9.0,25.0,0.0,0.0,3.0,0.0,22.0,0.0,58.7,-,-,-,0 (0),0.0,0.0,0.0
Jerry Jacobs,#23,CB,8.0,61.0,2.0,15.0,17.0,12.0,15.0,0.0,58.6,-,-,-,0 (0),0.0,0.0,0.0
Sam LaPorta,#87,TE,6.0,12.0,8.0,0.0,0.0,0.0,0.0,4.0,58.5,61.2,-,-,0 (0),0.0,0.0,0.0
Tracy Walker III,#21,S,17.0,147.0,30.0,88.0,27.0,0.0,2.0,0.0,58.5,-,-,-,1 (0),0.0,1.0,0.0
Amon-Ra St. Brown,#14,WR,6.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,58.4,61.2,-,-,0 (0),0.0,0.0,0.0
Mohamed Ibrahim,#35,HB,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,58.3,61.2,-,-,0 (0),0.0,0.0,0.0
Antoine Green,#80,WR,12.0,93.0,54.0,2.0,37.0,0.0,0.0,0.0,57.8,-,-,-,0 (0),0.0,0.0,0.0
Kindle Vildor,#29,CB,5.0,16.0,0.0,0.0,11.0,5.0,0.0,0.0,57.4,-,-,-,0 (0),0.0,0.0,0.0
Alim McNeill,#54,DI,16.0,71.0,0.0,0.0,4.0,0.0,67.0,0.0,56.7,-,-,-,0 (0),0.0,0.0,0.0
Brock Wright,#89,TE,16.0,189.0,75.0,5.0,0.0,44.0,0.0,65.0,56.3,-,-,-,0 (0),1.0,0.0,0.0
James Mitchell,#82,TE,15.0,140.0,72.0,5.0,2.0,5.0,0.0,56.0,55.5,-,-,-,0 (0),0.0,0.0,0.0
Chase Lucas,#27,CB,15.0,295.0,63.0,84.0,43.0,45.0,60.0,0.0,55.2,-,-,-,1 (0),2.0,1.0,3.0
Donovan Peoples-Jones,#19,WR,9.0,50.0,42.0,0.0,7.0,1.0,0.0,0.0,54.7,-,62.1,-,0 (0),0.0,0.0,0.0
Scott Daly,#47,LS,8.0,64.0,0.0,0.0,0.0,27.0,0.0,37.0,52.0,-,-,-,1 (0),0.0,0.0,0.0
Will Harris,#25,CB,19.0,357.0,91.0,96.0,52.0,62.0,56.0,0.0,49.1,-,-,-,2 (0),1.0,0.0,0.0
Zonovan Knight,#28,HB,2.0,18.0,5.0,10.0,3.0,0.0,0.0,0.0,36.2,58.1,-,-,0 (0),0.0,0.0,0.0
James Houston,#41,ED,3.0,19.0,8.0,5.0,0.0,0.0,6.0,0.0,34.3,-,-,-,0 (0),0.0,0.0,0.0
