Player,JerseyNumber,Position,GamesPlayed,SpecialTeamsTotalSnaps,SpecialTeamsKickReturnSnaps,SpecialTeamsKickCoverageSnaps,SpecialTeamsPuntReturnSnaps,SpecialTeamsPuntCoverageSnaps,SpecialTeamsFieldGoalBlockSnaps,SpecialTeamsFieldGoalKickSnaps,SpecialTeamsOverallGrade,SpecialTeamsKickoffGrade,SpecialTeamsPuntGrade,SpecialTeamsFieldGoalGrade,SpecialTeamsPenalties,SpecialTeamsTackles,SpecialTeamsAssists,SpecialTeamsMissedTackles,Team
Jake McQuaide,#43,LS,12.0,92.0,0.0,0.0,0.0,41.0,0.0,51.0,66.8,-,-,-,0 (0),0.0,0.0,0.0,detroit-lions
Scott Daly,#47,LS,8.0,64.0,0.0,0.0,0.0,27.0,0.0,37.0,52.0,-,-,-,1 (0),0.0,0.0,0.0,detroit-lions
Jack Fox,#03,P,20.0,257.0,0.0,101.0,0.0,68.0,0.0,88.0,64.0,78.6,70.7,-,0 (0),1.0,0.0,0.0,detroit-lions
