season,player,pfr_id,tm,age,pos,g,gs,att,yds,td,x1d,ybc,ybc_att,yac,yac_att,brk_tkl,att_br,loaded
2024,Kenny McIntosh,McInKe00,SEA,24.0,RB,8.0,0.0,4.0,16.0,0.0,1.0,10.0,2.5,6.0,1.5,0.0,,2024-10-31
2024,DJ Moore,MoorD.00,CHI,27.0,WR,7.0,7.0,4.0,15.0,0.0,1.0,14.0,3.5,1.0,0.3,0.0,,2024-10-31
2024,Calvin Ridley,RidlCa00,TEN,30.0,WR,7.0,6.0,4.0,32.0,1.0,2.0,23.0,5.8,9.0,2.3,1.0,4.0,2024-10-31
2024,Sterling Shepard,ShepSt00,TB,31.0,WR,6.0,1.0,4.0,31.0,0.0,1.0,23.0,5.8,8.0,2.0,0.0,,2024-10-31
2024,Clayton Tune,TuneCl00,ARI,25.0,QB,2.0,0.0,4.0,-4.0,0.0,1.0,-5.0,-1.3,1.0,0.3,0.0,,2024-10-31
2024,Jameson Williams,WillJa11,DET,23.0,WR,6.0,4.0,4.0,32.0,0.0,3.0,19.0,4.8,13.0,3.3,0.0,,2024-10-31
2024,Stefon Diggs,DiggSt00,HOU,31.0,WR,8.0,8.0,3.0,8.0,1.0,1.0,6.0,2.0,2.0,0.7,0.0,,2024-10-31
2024,Devin Duvernay,DuveDe00,JAX,27.0,WR,5.0,0.0,3.0,10.0,0.0,1.0,3.0,1.0,7.0,2.3,0.0,,2024-10-31
2024,Myles Gaskin,GaskMy00,MIN,27.0,RB,5.0,0.0,3.0,-1.0,0.0,,-2.0,-0.7,1.0,0.3,0.0,,2024-10-31
2024,Travis Homer,HomeTr00,CHI,26.0,RB,3.0,0.0,3.0,16.0,0.0,1.0,12.0,4.0,4.0,1.3,0.0,,2024-10-31
2024,Kyle Juszczyk,JuszKy00,SF,33.0,FB,8.0,7.0,3.0,21.0,1.0,1.0,6.0,2.0,15.0,5.0,1.0,3.0,2024-10-31
2024,Malik Nabers,NabeMa00,NYG,21.0,WR,6.0,5.0,3.0,0.0,0.0,1.0,-2.0,-0.7,2.0,0.7,0.0,,2024-10-31
2024,Puka Nacua,NacuPu00,LA,23.0,WR,2.0,2.0,3.0,12.0,0.0,0.0,7.0,2.3,5.0,1.7,0.0,,2024-10-31
2024,Rome Odunze,OdunRo00,CHI,22.0,WR,7.0,5.0,3.0,15.0,0.0,1.0,6.0,2.0,9.0,3.0,0.0,,2024-10-31
2024,Curtis Samuel,SamuCu00,BUF,28.0,WR,7.0,0.0,3.0,6.0,0.0,0.0,2.0,0.7,4.0,1.3,0.0,,2024-10-31
2024,Brian Thomas,ThomBr06,JAX,22.0,WR,8.0,7.0,3.0,15.0,0.0,1.0,10.0,3.3,5.0,1.7,0.0,,2024-10-31
2024,Dorian Thompson-Robinson,ThomDo02,CLE,25.0,QB,1.0,0.0,3.0,44.0,0.0,2.0,36.0,12.0,8.0,2.7,0.0,,2024-10-31
2024,Tim Boyle,BoylTi00,MIA,30.0,QB,2.0,0.0,2.0,10.0,0.0,1.0,9.0,4.5,1.0,0.5,0.0,,2024-10-31
2024,Treylon Burks,BurkTr00,TEN,24.0,WR,5.0,2.0,2.0,1.0,0.0,0.0,-5.0,-2.5,6.0,3.0,1.0,2.0,2024-10-31
2024,Brandin Cooks,CookBr00,DAL,31.0,WR,4.0,4.0,2.0,2.0,0.0,0.0,-3.0,-1.5,5.0,2.5,0.0,,2024-10-31
2024,Ashton Dulin,DuliAs00,IND,27.0,WR,8.0,2.0,2.0,21.0,0.0,1.0,17.0,8.5,4.0,2.0,0.0,,2024-10-31
2024,Troy Franklin,FranTr00,DEN,21.0,WR,7.0,4.0,2.0,8.0,0.0,0.0,6.0,3.0,2.0,1.0,0.0,,2024-10-31
2024,CJ Ham,HamxC.00,MIN,31.0,FB,7.0,2.0,2.0,10.0,1.0,1.0,8.0,4.0,2.0,1.0,0.0,,2024-10-31
2024,Mecole Hardman,HardMe00,KC,26.0,WR,7.0,0.0,2.0,38.0,1.0,2.0,31.0,15.5,7.0,3.5,0.0,,2024-10-31
2024,Diontae Johnson,JohnDi01,CAR,28.0,WR,7.0,7.0,2.0,6.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,,2024-10-31
2024,Quentin Johnston,JohnQu02,LAC,23.0,WR,5.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,2024-10-31
2024,Velus Jones,JoneVe00,CHI,27.0,WR,1.0,0.0,2.0,11.0,0.0,1.0,6.0,3.0,5.0,2.5,0.0,,2024-10-31
2024,Cooper Kupp,KuppCo00,LA,31.0,WR,3.0,3.0,2.0,10.0,0.0,1.0,9.0,4.5,1.0,0.5,0.0,,2024-10-31
2024,Tyreik McAllister,McAlTy00,LV,26.0,WR,3.0,0.0,2.0,11.0,0.0,1.0,9.0,4.5,2.0,1.0,0.0,,2024-10-31
2024,Terry McLaurin,McLaTe00,WAS,29.0,WR,8.0,8.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,2024-10-31
2024,Jalen McMillan,McMiJa01,TB,23.0,WR,6.0,5.0,2.0,28.0,0.0,2.0,14.0,7.0,14.0,7.0,1.0,2.0,2024-10-31
2024,Jonathan Mingo,MingJo00,CAR,23.0,WR,8.0,5.0,2.0,5.0,0.0,0.0,4.0,2.0,1.0,0.5,0.0,,2024-10-31
2024,Adonai Mitchell,MitcAd00,IND,22.0,WR,8.0,4.0,2.0,14.0,0.0,1.0,12.0,6.0,2.0,1.0,0.0,,2024-10-31
2024,Jalen Nailor,NailJa00,MIN,25.0,WR,7.0,3.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,0.5,0.0,,2024-10-31
2024,WanDale Robinson,RobiWa01,NYG,23.0,WR,8.0,3.0,2.0,18.0,0.0,1.0,3.0,1.5,15.0,7.5,0.0,,2024-10-31
2024,Cooper Rush,RushCo00,DAL,31.0,QB,3.0,0.0,2.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,,2024-10-31
2024,Khalil Shakir,ShakKh00,BUF,24.0,WR,7.0,5.0,2.0,4.0,0.0,0.0,1.0,0.5,3.0,1.5,1.0,2.0,2024-10-31
2024,Xavier Smith,SmitXa00,LA,27.0,WR,5.0,0.0,2.0,30.0,0.0,1.0,27.0,13.5,3.0,1.5,0.0,,2024-10-31
2024,Jarrett Stidham,StidJa00,DEN,28.0,QB,1.0,0.0,2.0,-2.0,0.0,,-2.0,-1.0,0.0,0.0,0.0,,2024-10-31
2024,Kyle Trask,TrasKy00,TB,26.0,QB,1.0,0.0,2.0,-2.0,0.0,,-2.0,-1.0,0.0,0.0,0.0,,2024-10-31
2024,Jaylen Waddle,WaddJa00,MIA,26.0,WR,7.0,7.0,2.0,7.0,0.0,0.0,3.0,1.5,4.0,2.0,0.0,,2024-10-31
2024,Jordan Addison,AddiJo00,MIN,22.0,WR,5.0,5.0,1.0,7.0,1.0,1.0,0.0,0.0,7.0,7.0,1.0,1.0,2024-10-31
2024,Brandon Allen,AlleBr00,SF,32.0,QB,1.0,0.0,1.0,-1.0,0.0,,-1.0,-1.0,0.0,0.0,0.0,,2024-10-31
2024,Tutu Atwell,AtweTu00,LA,25.0,WR,7.0,4.0,1.0,7.0,0.0,0.0,6.0,6.0,1.0,1.0,0.0,,2024-10-31
2024,Jake Bailey,BailJa00,MIA,27.0,P,7.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2024-10-31
2024,Brock Bowers,BoweBr01,LV,22.0,TE,8.0,7.0,1.0,12.0,0.0,1.0,0.0,0.0,12.0,12.0,1.0,1.0,2024-10-31
2024,British Brooks,BrooBr01,HOU,25.0,RB,5.0,0.0,1.0,2.0,0.0,,1.0,1.0,1.0,1.0,0.0,,2024-10-31
2024,JaMarr Chase,ChasJa00,CIN,24.0,WR,8.0,8.0,1.0,11.0,0.0,1.0,11.0,11.0,0.0,0.0,0.0,,2024-10-31
2024,Greg Dortch,DortGr01,ARI,26.0,WR,8.0,1.0,1.0,4.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,,2024-10-31
2024,Jahan Dotson,DotsJa00,PHI,24.0,WR,7.0,3.0,1.0,13.0,0.0,1.0,13.0,13.0,0.0,0.0,0.0,,2024-10-31
2024,Demario Douglas,DougDe00,NE,24.0,WR,8.0,2.0,1.0,9.0,0.0,0.0,5.0,5.0,4.0,4.0,0.0,,2024-10-31
2024,Josh Downs,DownJo00,IND,23.0,WR,6.0,2.0,1.0,12.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,,2024-10-31
2024,Chris Godwin,GodwCh00,TB,28.0,WR,7.0,7.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,2024-10-31
2024,Jaden Hicks,HickJa01,KC,22.0,DB,7.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,1.0,0.0,,2024-10-31
2024,Hendon Hooker,HookHe00,DET,26.0,QB,2.0,0.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,,2024-10-31
2024,Justin Jefferson,JeffJu00,MIN,25.0,WR,7.0,7.0,1.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,,2024-10-31
2024,Kameron Johnson,JohnKa01,TB,22.0,WR,4.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2024-10-31
2024,Travis Kelce,KelcTr00,KC,35.0,TE,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,2024-10-31
2024,Charlie Kolar,KolaCh00,BAL,25.0,TE,8.0,3.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,,2024-10-31
2024,Tucker Kraft,KrafTu00,GB,24.0,TE,8.0,8.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,,2024-10-31
2024,Dylan Laube,LaubDy00,LV,25.0,RB,3.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2024-10-31
2024,Drew Lock,LockDr00,NYG,28.0,QB,2.0,0.0,1.0,13.0,0.0,1.0,13.0,13.0,0.0,0.0,0.0,,2024-10-31
2024,Jakobi Meyers,MeyeJa01,LV,28.0,WR,6.0,6.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,,2024-10-31
2024,Marvin Mims,MimsMa00,DEN,22.0,WR,8.0,1.0,1.0,17.0,0.0,1.0,0.0,0.0,17.0,17.0,1.0,1.0,2024-10-31
2024,Nick Mullens,MullNi00,MIN,29.0,QB,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2024-10-31
2024,Chris Olave,OlavCh00,NO,24.0,WR,7.0,7.0,1.0,7.0,0.0,1.0,7.0,7.0,0.0,0.0,0.0,,2024-10-31
2024,Cade Otton,OttoCa00,TB,25.0,TE,8.0,8.0,1.0,-4.0,0.0,0.0,-4.0,-4.0,0.0,0.0,1.0,1.0,2024-10-31
2024,Ricky Pearsall,PearRi00,SF,24.0,WR,2.0,1.0,1.0,39.0,0.0,1.0,39.0,39.0,0.0,0.0,0.0,,2024-10-31
2024,George Pickens,PickGe00,PIT,23.0,WR,8.0,7.0,1.0,-10.0,0.0,0.0,-10.0,-10.0,0.0,0.0,0.0,,2024-10-31
2024,JaLynn Polk,PolkJa00,NE,22.0,WR,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2024-10-31
2024,Kalif Raymond,RaymKa00,DET,30.0,WR,7.0,0.0,1.0,12.0,0.0,1.0,9.0,9.0,3.0,3.0,0.0,,2024-10-31
2024,Jalen Reagor,ReagJa00,LAC,25.0,WR,2.0,0.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,,2024-10-31
2024,Jalen Reeves-Maybin,ReevJa00,DET,29.0,LB,7.0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,,2024-10-31
2024,Rashee Rice,RiceRa01,KC,24.0,WR,4.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,2024-10-31
2024,JK Scott,ScotJK00,LAC,29.0,P,7.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2024-10-31
2024,Laviska Shenault,ShenLa00,SEA,26.0,WR,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,2024-10-31
2024,Steven Sims,SimsSt00,HOU,27.0,WR,5.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2024-10-31
2024,Jonnu Smith,SmitJo01,MIA,29.0,TE,7.0,1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,,2024-10-31
2024,Tyrod Taylor,TaylTy00,NYJ,35.0,QB,1.0,0.0,1.0,7.0,0.0,0.0,5.0,5.0,2.0,2.0,0.0,,2024-10-31
2024,Tavierre Thomas,ThomTa01,TB,28.0,CB,8.0,0.0,1.0,-2.0,0.0,,-2.0,-2.0,0.0,0.0,0.0,,2024-10-31
2024,Skylar Thompson,ThomSk00,MIA,27.0,QB,2.0,1.0,1.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,,2024-10-31
2024,Cedric Tillman,TillCe01,CLE,24.0,WR,8.0,3.0,1.0,-5.0,0.0,0.0,-5.0,-5.0,0.0,0.0,0.0,,2024-10-31
2024,Sione Vaki,VakiSi00,DET,23.0,RB,7.0,0.0,1.0,5.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,,2024-10-31
2024,Christian Watson,WatsCh00,GB,25.0,WR,7.0,7.0,1.0,-4.0,0.0,0.0,-4.0,-4.0,0.0,0.0,0.0,,2024-10-31
2024,Garrett Wilson,WilsGa00,NYJ,24.0,WR,8.0,8.0,1.0,5.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,1.0,2024-10-31
