season,player,pfr_id,tm,age,pos,g,gs,tgt,rec,yds,td,x1d,ybc,ybc_r,yac,yac_r,adot,brk_tkl,rec_br,drop,drop_percent,int,rat,loaded
2024,Najee Harris,HarrNa00,PIT,26.0,RB,8.0,8.0,24.0,17.0,152.0,0.0,6.0,4.0,0.2,148.0,8.7,-0.6,2.0,8.5,2.0,0.083,0.0,87.5,2024-10-31
2024,DeAndre Hopkins,HopkDe00,2TM,32.0,,7.0,3.0,24.0,17.0,202.0,1.0,12.0,199.0,11.7,3.0,0.2,11.0,2.0,8.5,1.0,0.042,2.0,75.3,2024-10-31
2024,Josh Jacobs,JacoJo01,GB,26.0,RB,8.0,8.0,21.0,17.0,115.0,1.0,6.0,-35.0,-2.1,150.0,8.8,-0.1,5.0,3.4,0.0,0.0,0.0,105.4,2024-10-31
2024,Chigoziem Okonkwo,OkonCh00,TEN,25.0,TE,7.0,3.0,22.0,17.0,121.0,1.0,5.0,66.0,3.9,55.0,3.2,4.9,0.0,,0.0,0.0,1.0,85.6,2024-10-31
2024,Jameson Williams,WillJa11,DET,23.0,WR,6.0,4.0,30.0,17.0,361.0,3.0,11.0,175.0,10.3,186.0,10.9,13.5,2.0,8.5,1.0,0.033,1.0,118.9,2024-10-31
2024,Jordan Akins,AkinJo00,CLE,32.0,TE,8.0,2.0,22.0,16.0,140.0,1.0,7.0,74.0,4.6,66.0,4.1,4.9,1.0,16.0,0.0,0.0,0.0,104.4,2024-10-31
2024,Chase Brown,BrowCh10,CIN,24.0,RB,8.0,2.0,21.0,16.0,61.0,1.0,3.0,-9.0,-0.6,70.0,4.4,-0.4,0.0,,1.0,0.048,0.0,93.9,2024-10-31
2024,James Conner,ConnJa00,ARI,29.0,RB,8.0,8.0,22.0,16.0,155.0,0.0,5.0,-31.0,-1.9,186.0,11.6,-2.0,8.0,2.0,1.0,0.045,2.0,54.2,2024-10-31
2024,Rico Dowdle,DowdRi01,DAL,26.0,RB,6.0,5.0,20.0,16.0,131.0,2.0,6.0,26.0,1.6,105.0,6.6,2.6,1.0,16.0,0.0,0.0,0.0,127.3,2024-10-31
2024,Travis Etienne,EtieTr00,JAX,25.0,RB,6.0,6.0,23.0,16.0,91.0,0.0,6.0,-15.0,-0.9,106.0,6.6,1.2,2.0,8.0,2.0,0.087,0.0,76.5,2024-10-31
2024,Alec Pierce,PierAl00,IND,24.0,WR,8.0,8.0,30.0,16.0,394.0,3.0,12.0,325.0,20.3,69.0,4.3,23.3,0.0,,2.0,0.067,1.0,118.1,2024-10-31
2024,Tyrone Tracy,TracTy00,NYG,25.0,RB,8.0,4.0,20.0,16.0,113.0,0.0,4.0,-14.0,-0.9,127.0,7.9,-1.1,2.0,8.0,2.0,0.1,0.0,90.2,2024-10-31
2024,Devaughn Vele,VeleDe00,DEN,27.0,WR,4.0,2.0,20.0,16.0,165.0,0.0,7.0,105.0,6.6,60.0,3.8,7.6,0.0,,2.0,0.1,0.0,101.0,2024-10-31
2024,Dontayvion Wicks,WickDo00,GB,23.0,WR,8.0,1.0,40.0,16.0,192.0,4.0,12.0,131.0,8.2,61.0,3.8,11.7,1.0,16.0,5.0,0.125,2.0,67.9,2024-10-31
2024,Austin Hooper,HoopAu00,NE,30.0,TE,8.0,5.0,25.0,15.0,129.0,1.0,9.0,28.0,1.9,101.0,6.7,3.7,3.0,5.0,1.0,0.04,0.0,86.9,2024-10-31
2024,Tyler Johnson,JohnTy00,LA,26.0,WR,7.0,2.0,23.0,15.0,182.0,0.0,4.0,61.0,4.1,121.0,8.1,5.7,0.0,,1.0,0.043,1.0,71.3,2024-10-31
2024,Dare Ogunbowale,OgunDa00,HOU,30.0,RB,8.0,1.0,18.0,15.0,155.0,1.0,7.0,20.0,1.3,135.0,9.0,1.3,0.0,,2.0,0.111,0.0,121.1,2024-10-31
2024,Josh Palmer,PalmJo00,LAC,25.0,WR,6.0,3.0,22.0,15.0,243.0,0.0,11.0,194.0,12.9,49.0,3.3,11.7,0.0,,3.0,0.136,0.0,104.9,2024-10-31
2024,Demarcus Robinson,RobiDe01,LA,30.0,WR,7.0,7.0,29.0,15.0,233.0,3.0,13.0,213.0,14.2,20.0,1.3,16.3,1.0,15.0,0.0,0.0,2.0,84.4,2024-10-31
2024,Jordan Addison,AddiJo00,MIN,22.0,WR,5.0,5.0,23.0,14.0,231.0,1.0,9.0,219.0,15.6,12.0,0.9,17.4,0.0,,0.0,0.0,2.0,72.9,2024-10-31
2024,Calvin Austin,AustCa00,PIT,25.0,WR,8.0,2.0,25.0,14.0,257.0,2.0,10.0,156.0,11.1,101.0,7.2,11.1,0.0,,1.0,0.04,0.0,118.2,2024-10-31
2024,James Cook,CookJa01,BUF,25.0,RB,7.0,7.0,16.0,14.0,145.0,1.0,8.0,11.0,0.8,134.0,9.6,2.9,0.0,,1.0,0.063,0.0,125.3,2024-10-31
2024,Andrei Iosivas,IosiAn00,CIN,25.0,WR,8.0,5.0,27.0,14.0,189.0,3.0,11.0,174.0,12.4,15.0,1.1,12.0,0.0,,3.0,0.111,0.0,111.5,2024-10-31
2024,Van Jefferson,JeffVa00,PIT,28.0,WR,8.0,7.0,21.0,14.0,139.0,1.0,7.0,94.0,6.7,45.0,3.2,11.2,0.0,,0.0,0.0,0.0,101.1,2024-10-31
2024,Theo Johnson,JohnTh00,NYG,23.0,TE,8.0,7.0,20.0,14.0,150.0,0.0,6.0,80.0,5.7,70.0,5.0,6.0,0.0,,3.0,0.15,0.0,91.7,2024-10-31
2024,Quentin Johnston,JohnQu02,LAC,23.0,WR,5.0,4.0,22.0,14.0,164.0,3.0,8.0,79.0,5.6,85.0,6.1,10.1,3.0,4.7,2.0,0.091,0.0,125.8,2024-10-31
2024,Joe Mixon,MixoJo00,HOU,28.0,RB,5.0,5.0,20.0,14.0,115.0,1.0,6.0,-18.0,-1.3,133.0,9.5,-0.8,2.0,7.0,1.0,0.05,0.0,101.0,2024-10-31
2024,David Montgomery,MontDa01,DET,27.0,RB,7.0,7.0,15.0,14.0,138.0,0.0,4.0,1.0,0.1,137.0,9.8,0.3,4.0,3.5,0.0,0.0,0.0,105.0,2024-10-31
2024,Johnny Mundt,MundJo00,MIN,30.0,TE,7.0,3.0,20.0,14.0,93.0,1.0,4.0,53.0,3.8,40.0,2.9,4.8,1.0,14.0,1.0,0.05,0.0,96.5,2024-10-31
2024,Jalen Nailor,NailJa00,MIN,25.0,WR,7.0,3.0,20.0,14.0,229.0,3.0,11.0,175.0,12.5,54.0,3.9,10.5,0.0,,1.0,0.05,0.0,147.7,2024-10-31
2024,Mason Tipton,TiptMa00,NO,24.0,WR,8.0,1.0,22.0,14.0,99.0,0.0,2.0,72.0,5.1,27.0,1.9,12.5,1.0,14.0,1.0,0.045,0.0,73.9,2024-10-31
2024,KaVontae Turpin,TurpKa00,DAL,28.0,WR,7.0,1.0,24.0,14.0,145.0,1.0,7.0,85.0,6.1,60.0,4.3,10.0,2.0,7.0,2.0,0.083,2.0,55.0,2024-10-31
2024,Troy Franklin,FranTr00,DEN,21.0,WR,7.0,4.0,23.0,13.0,116.0,1.0,5.0,66.0,5.1,50.0,3.8,13.1,0.0,,1.0,0.043,0.0,84.7,2024-10-31
2024,Jaleel McLaughlin,McLaJa00,DEN,24.0,RB,8.0,0.0,14.0,13.0,37.0,2.0,3.0,-51.0,-3.9,88.0,6.8,-4.1,1.0,13.0,0.0,0.0,0.0,118.7,2024-10-31
2024,Kalif Raymond,RaymKa00,DET,30.0,WR,7.0,0.0,17.0,13.0,162.0,2.0,8.0,55.0,4.2,107.0,8.2,8.1,0.0,,0.0,0.0,0.0,144.7,2024-10-31
2024,Devin Singletary,SingDe00,NYG,27.0,RB,6.0,4.0,15.0,13.0,87.0,0.0,3.0,-50.0,-3.8,137.0,10.5,-2.8,1.0,13.0,1.0,0.067,1.0,63.1,2024-10-31
2024,Christian Watson,WatsCh00,GB,25.0,WR,7.0,7.0,20.0,13.0,196.0,2.0,9.0,148.0,11.4,48.0,3.7,14.0,0.0,,0.0,0.0,2.0,90.8,2024-10-31
2024,Josh Whyle,WhylJo01,TEN,25.0,TE,7.0,4.0,15.0,13.0,130.0,0.0,9.0,56.0,4.3,74.0,5.7,4.4,1.0,13.0,1.0,0.067,0.0,102.8,2024-10-31
2024,Grant Calcaterra,CalcGr00,PHI,26.0,TE,7.0,5.0,13.0,12.0,186.0,0.0,10.0,92.0,7.7,94.0,7.8,9.1,0.0,,0.0,0.0,0.0,118.7,2024-10-31
2024,Jalen Coker,CokeJa01,CAR,23.0,WR,5.0,0.0,15.0,12.0,186.0,1.0,11.0,133.0,11.1,53.0,4.4,13.3,1.0,12.0,0.0,0.0,1.0,112.8,2024-10-31
2024,Antonio Gibson,GibsAn00,NE,26.0,RB,8.0,2.0,14.0,12.0,119.0,0.0,6.0,-2.0,-0.2,121.0,10.1,0.2,0.0,,1.0,0.071,1.0,72.3,2024-10-31
2024,Luke McCaffrey,McCaLu00,WAS,23.0,WR,8.0,4.0,13.0,12.0,111.0,0.0,5.0,53.0,4.4,58.0,4.8,4.7,1.0,12.0,0.0,0.0,0.0,102.2,2024-10-31
2024,Jonathan Mingo,MingJo00,CAR,23.0,WR,8.0,5.0,25.0,12.0,121.0,0.0,4.0,57.0,4.8,64.0,5.3,8.4,1.0,12.0,2.0,0.08,1.0,45.6,2024-10-31
2024,Josh Reynolds,ReynJo00,DEN,29.0,WR,5.0,1.0,19.0,12.0,183.0,1.0,8.0,148.0,12.3,35.0,2.9,11.4,0.0,,0.0,0.0,0.0,112.4,2024-10-31
2024,Curtis Samuel,SamuCu00,BUF,28.0,WR,7.0,0.0,18.0,12.0,92.0,0.0,2.0,46.0,3.8,46.0,3.8,6.2,1.0,12.0,1.0,0.055999999999999994,0.0,78.9,2024-10-31
2024,Tyjae Spears,SpeaTy00,TEN,23.0,RB,5.0,0.0,12.0,12.0,76.0,0.0,3.0,-20.0,-1.7,96.0,8.0,-1.7,1.0,12.0,0.0,0.0,0.0,93.1,2024-10-31
2024,Jaylen Warren,WarrJa01,PIT,26.0,RB,6.0,0.0,14.0,12.0,67.0,0.0,2.0,-5.0,-0.4,72.0,6.0,0.7,2.0,6.0,0.0,0.0,0.0,86.6,2024-10-31
2024,Ameer Abdullah,AbduAm00,LV,31.0,RB,8.0,0.0,14.0,11.0,46.0,0.0,3.0,-34.0,-3.1,80.0,7.3,-1.9,1.0,11.0,0.0,0.0,0.0,80.4,2024-10-31
2024,Nelson Agholor,AghoNe00,BAL,31.0,WR,8.0,4.0,22.0,11.0,170.0,1.0,7.0,92.0,8.4,78.0,7.1,12.4,1.0,11.0,3.0,0.136,0.0,91.1,2024-10-31
2024,Kayshon Boutte,BoutKa00,NE,22.0,WR,6.0,4.0,16.0,11.0,185.0,1.0,8.0,169.0,15.4,16.0,1.5,13.7,0.0,,2.0,0.125,0.0,128.4,2024-10-31
2024,Kyle Juszczyk,JuszKy00,SF,33.0,FB,8.0,7.0,18.0,11.0,93.0,0.0,3.0,62.0,5.6,31.0,2.8,5.3,0.0,,1.0,0.055999999999999994,1.0,51.4,2024-10-31
2024,Adonai Mitchell,MitcAd00,IND,22.0,WR,8.0,4.0,31.0,11.0,118.0,0.0,6.0,95.0,8.6,23.0,2.1,15.7,0.0,,3.0,0.09699999999999999,0.0,47.5,2024-10-31
2024,Foster Moreau,MoreFo00,NO,27.0,TE,8.0,8.0,13.0,11.0,150.0,2.0,8.0,98.0,8.9,52.0,4.7,7.9,1.0,11.0,0.0,0.0,0.0,154.3,2024-10-31
2024,Puka Nacua,NacuPu00,LA,23.0,WR,2.0,2.0,13.0,11.0,141.0,0.0,7.0,72.0,6.5,69.0,6.3,8.7,1.0,11.0,1.0,0.077,0.0,111.9,2024-10-31
2024,Sterling Shepard,ShepSt00,TB,31.0,WR,6.0,1.0,17.0,11.0,111.0,1.0,5.0,88.0,8.0,23.0,2.1,11.9,0.0,,0.0,0.0,0.0,102.8,2024-10-31
2024,Darnell Washington,WashDa03,PIT,23.0,TE,8.0,4.0,12.0,11.0,120.0,1.0,6.0,44.0,4.0,76.0,6.9,5.8,1.0,11.0,0.0,0.0,0.0,136.1,2024-10-31
2024,Mike Williams,WillMi07,NYJ,30.0,WR,8.0,2.0,19.0,11.0,160.0,0.0,8.0,137.0,12.5,23.0,2.1,14.6,0.0,,1.0,0.053,2.0,45.8,2024-10-31
2024,AJ Barner,BarnAJ00,SEA,22.0,TE,8.0,2.0,10.0,10.0,105.0,1.0,8.0,50.0,5.0,55.0,5.5,5.0,0.0,,0.0,0.0,0.0,143.7,2024-10-31
2024,Dyami Brown,BrowDy00,WAS,25.0,WR,8.0,1.0,14.0,10.0,134.0,1.0,6.0,60.0,6.0,74.0,7.4,8.6,2.0,5.0,0.0,0.0,0.0,125.3,2024-10-31
2024,Elijah Higgins,HiggEl00,ARI,24.0,TE,8.0,4.0,11.0,10.0,69.0,2.0,4.0,29.0,2.9,40.0,4.0,3.2,0.0,,1.0,0.091,0.0,132.4,2024-10-31
2024,Jordan Mason,MasoJo00,SF,25.0,RB,8.0,6.0,12.0,10.0,86.0,0.0,5.0,29.0,2.9,57.0,5.7,4.1,1.0,10.0,0.0,0.0,0.0,96.5,2024-10-31
2024,Jalen McMillan,McMiJa01,TB,23.0,WR,6.0,5.0,22.0,10.0,109.0,1.0,6.0,77.0,7.7,32.0,3.2,13.7,0.0,,3.0,0.136,3.0,36.2,2024-10-31
2024,Tim Patrick,PatrTi00,DET,31.0,WR,6.0,2.0,13.0,10.0,165.0,0.0,6.0,109.0,10.9,56.0,5.6,13.1,0.0,,0.0,0.0,1.0,86.2,2024-10-31
2024,JaLynn Polk,PolkJa00,NE,22.0,WR,7.0,5.0,26.0,10.0,78.0,1.0,3.0,75.0,7.5,3.0,0.3,12.4,0.0,,3.0,0.115,0.0,59.5,2024-10-31
2024,DJ Turner,TurnDJ00,LV,27.0,WR,8.0,4.0,21.0,10.0,99.0,1.0,5.0,64.0,6.4,35.0,3.5,11.8,2.0,5.0,1.0,0.048,2.0,37.7,2024-10-31
2024,Justin Watson,WatsJu01,KC,29.0,WR,7.0,4.0,12.0,10.0,128.0,0.0,5.0,89.0,8.9,39.0,3.9,9.5,0.0,,0.0,0.0,0.0,111.1,2024-10-31
2024,Braelon Allen,AlleBr05,NYJ,20.0,RB,8.0,0.0,14.0,9.0,74.0,1.0,4.0,-5.0,-0.6,79.0,8.8,0.0,1.0,9.0,2.0,0.14300000000000002,0.0,101.5,2024-10-31
2024,Jake Bobo,BoboJa00,SEA,26.0,WR,8.0,1.0,12.0,9.0,81.0,0.0,5.0,60.0,6.7,21.0,2.3,8.6,0.0,,1.0,0.083,0.0,92.7,2024-10-31
2024,Brandin Cooks,CookBr00,DAL,31.0,WR,4.0,4.0,19.0,9.0,91.0,1.0,6.0,75.0,8.3,16.0,1.8,12.8,0.0,,0.0,0.0,0.0,79.1,2024-10-31
2024,Emari Demercado,DemeEm00,ARI,25.0,RB,8.0,0.0,12.0,9.0,65.0,0.0,1.0,22.0,2.4,43.0,4.8,3.8,0.0,,0.0,0.0,0.0,87.2,2024-10-31
2024,Bub Means,MeanBu00,NO,23.0,WR,7.0,1.0,15.0,9.0,118.0,1.0,7.0,98.0,10.9,20.0,2.2,11.3,0.0,,1.0,0.067,0.0,107.1,2024-10-31
2024,David Moore,MoorDa03,CAR,29.0,WR,8.0,1.0,14.0,9.0,83.0,0.0,3.0,66.0,7.3,17.0,1.9,6.6,0.0,,0.0,0.0,0.0,80.4,2024-10-31
2024,Samaje Perine,PeriSa00,KC,29.0,RB,7.0,0.0,12.0,9.0,104.0,0.0,4.0,3.0,0.3,101.0,11.2,0.8,1.0,9.0,0.0,0.0,0.0,100.7,2024-10-31
2024,Brian Robinson,RobiBr01,WAS,25.0,RB,7.0,6.0,12.0,9.0,79.0,0.0,2.0,-23.0,-2.6,102.0,11.3,-2.2,1.0,9.0,0.0,0.0,0.0,92.0,2024-10-31
2024,Jeremy Ruckert,RuckJe00,NYJ,24.0,TE,8.0,5.0,13.0,9.0,46.0,0.0,3.0,-9.0,-1.0,55.0,6.1,1.5,0.0,,0.0,0.0,0.0,74.5,2024-10-31
2024,Trey Sermon,SermTr00,IND,25.0,RB,8.0,3.0,9.0,9.0,59.0,0.0,3.0,-12.0,-1.3,71.0,7.9,-1.3,0.0,,0.0,0.0,0.0,94.0,2024-10-31
2024,JuJu Smith-Schuster,SmitJu00,KC,28.0,WR,6.0,3.0,12.0,9.0,147.0,1.0,5.0,56.0,6.2,91.0,10.1,6.5,2.0,4.5,1.0,0.083,1.0,108.7,2024-10-31
2024,Tommy Tremble,TremTo00,CAR,24.0,TE,5.0,5.0,12.0,9.0,72.0,0.0,3.0,34.0,3.8,38.0,4.2,5.3,0.0,,0.0,0.0,1.0,54.9,2024-10-31
2024,Cedrick Wilson,WilsCe01,NO,29.0,WR,7.0,0.0,11.0,9.0,88.0,1.0,4.0,48.0,5.3,40.0,4.4,5.8,0.0,,2.0,0.182,0.0,130.3,2024-10-31
2024,Tyler Allgeier,AllgTy00,ATL,24.0,RB,8.0,0.0,8.0,8.0,57.0,0.0,2.0,4.0,0.5,53.0,6.6,0.5,1.0,8.0,0.0,0.0,0.0,96.4,2024-10-31
2024,DeAndre Carter,CartDe02,CHI,31.0,WR,7.0,0.0,13.0,8.0,67.0,0.0,3.0,35.0,4.4,32.0,4.0,11.5,2.0,4.0,0.0,0.0,1.0,42.8,2024-10-31
2024,Ray Davis,DaviRa04,BUF,25.0,RB,8.0,0.0,9.0,8.0,79.0,0.0,2.0,25.0,3.1,54.0,6.8,2.1,0.0,,0.0,0.0,0.0,103.2,2024-10-31
2024,Tyler Goodson,GoodTy00,IND,24.0,RB,7.0,0.0,10.0,8.0,47.0,0.0,2.0,-14.0,-1.8,61.0,7.6,0.7,2.0,4.0,1.0,0.1,0.0,86.2,2024-10-31
2024,Derrick Henry,HenrDe00,BAL,30.0,RB,8.0,8.0,10.0,8.0,66.0,2.0,4.0,-11.0,-1.4,77.0,9.6,-2.1,2.0,4.0,0.0,0.0,0.0,133.7,2024-10-31
2024,DErnest Johnson,JohnDE04,JAX,28.0,RB,8.0,1.0,12.0,8.0,77.0,0.0,3.0,-5.0,-0.6,82.0,10.3,-0.8,0.0,,0.0,0.0,0.0,84.4,2024-10-31
2024,Lucas Krull,KrulLu00,DEN,26.0,TE,4.0,1.0,11.0,8.0,75.0,0.0,3.0,45.0,5.6,30.0,3.8,6.7,1.0,8.0,0.0,0.0,0.0,91.1,2024-10-31
2024,Luke Schoonmaker,SchoLu00,DAL,26.0,TE,7.0,1.0,10.0,8.0,56.0,0.0,3.0,28.0,3.5,28.0,3.5,4.3,0.0,,0.0,0.0,0.0,90.0,2024-10-31
2024,Adam Thielen,ThieAd00,CAR,34.0,WR,3.0,3.0,12.0,8.0,109.0,1.0,5.0,84.0,10.5,25.0,3.1,10.5,0.0,,1.0,0.083,1.0,88.5,2024-10-31
2024,Nick Vannett,VannNi00,TEN,31.0,TE,7.0,4.0,9.0,8.0,45.0,1.0,2.0,3.0,0.4,42.0,5.3,0.2,0.0,,0.0,0.0,1.0,85.0,2024-10-31
2024,Emanuel Wilson,WilsEm00,GB,25.0,RB,8.0,0.0,11.0,8.0,45.0,1.0,3.0,-35.0,-4.4,80.0,10.0,-4.3,1.0,8.0,0.0,0.0,0.0,110.0,2024-10-31
2024,Brock Wright,WrigBr01,DET,26.0,TE,7.0,4.0,10.0,8.0,57.0,1.0,4.0,26.0,3.3,31.0,3.9,5.7,0.0,,0.0,0.0,1.0,84.2,2024-10-31
2024,Mo Alie-Cox,AlieMo00,IND,31.0,TE,8.0,6.0,13.0,7.0,100.0,1.0,4.0,68.0,9.7,32.0,4.6,10.0,0.0,,0.0,0.0,0.0,104.6,2024-10-31
2024,Harrison Bryant,BryaHa00,LV,26.0,TE,7.0,2.0,10.0,7.0,64.0,0.0,4.0,11.0,1.6,53.0,7.6,3.7,2.0,3.5,0.0,0.0,1.0,47.5,2024-10-31
2024,Britain Covey,CoveBr00,PHI,27.0,WR,3.0,0.0,7.0,7.0,34.0,0.0,2.0,6.0,0.9,28.0,4.0,0.9,0.0,,0.0,0.0,0.0,86.9,2024-10-31
2024,Ezekiel Elliott,ElliEz00,DAL,29.0,RB,7.0,2.0,10.0,7.0,40.0,0.0,2.0,-23.0,-3.3,63.0,9.0,-2.2,1.0,7.0,0.0,0.0,0.0,77.1,2024-10-31
2024,Julian Hill,HillJu02,MIA,24.0,TE,7.0,5.0,10.0,7.0,45.0,0.0,2.0,19.0,2.7,26.0,3.7,6.9,2.0,3.5,1.0,0.1,0.0,79.2,2024-10-31
2024,Mack Hollins,HollMa00,BUF,31.0,WR,8.0,6.0,20.0,7.0,81.0,2.0,6.0,54.0,7.7,27.0,3.9,14.8,0.0,,3.0,0.15,0.0,81.5,2024-10-31
2024,Alec Ingold,IngoAl01,MIA,28.0,FB,7.0,4.0,8.0,7.0,60.0,0.0,2.0,24.0,3.4,36.0,5.1,3.6,0.0,,0.0,0.0,0.0,97.9,2024-10-31
2024,Dawson Knox,KnoxDa00,BUF,28.0,TE,8.0,6.0,11.0,7.0,97.0,1.0,4.0,68.0,9.7,29.0,4.1,9.7,0.0,,0.0,0.0,0.0,122.2,2024-10-31
2024,Charlie Kolar,KolaCh00,BAL,25.0,TE,8.0,3.0,9.0,7.0,121.0,1.0,4.0,48.0,6.9,73.0,10.4,6.6,0.0,,0.0,0.0,0.0,155.8,2024-10-31
2024,Hunter Luepke,LuepHu00,DAL,24.0,RB,7.0,2.0,8.0,7.0,91.0,0.0,5.0,22.0,3.1,69.0,9.9,3.1,0.0,,0.0,0.0,0.0,114.1,2024-10-31
2024,Josh Oliver,OlivJo00,MIN,27.0,TE,7.0,7.0,8.0,7.0,72.0,2.0,4.0,37.0,5.3,35.0,5.0,8.5,0.0,,0.0,0.0,0.0,143.7,2024-10-31
2024,KJ Osborn,OsboKJ00,NE,27.0,WR,6.0,4.0,17.0,7.0,57.0,1.0,2.0,41.0,5.9,16.0,2.3,5.6,0.0,,1.0,0.059000000000000004,0.0,70.0,2024-10-31
2024,Isiah Pacheco,PachIs00,KC,25.0,RB,2.0,2.0,8.0,7.0,54.0,0.0,3.0,-28.0,-4.0,82.0,11.7,-2.1,1.0,7.0,1.0,0.125,0.0,94.8,2024-10-31
2024,Trey Palmer,PalmTr00,TB,23.0,WR,6.0,2.0,11.0,7.0,90.0,1.0,4.0,66.0,9.4,24.0,3.4,9.8,0.0,,0.0,0.0,0.0,119.5,2024-10-31
2024,Ricky Pearsall,PearRi00,SF,24.0,WR,2.0,1.0,9.0,7.0,59.0,0.0,2.0,45.0,6.4,14.0,2.0,8.2,0.0,,0.0,0.0,0.0,94.0,2024-10-31
2024,Cade Stover,StovCa00,HOU,24.0,TE,8.0,5.0,9.0,7.0,85.0,0.0,3.0,25.0,3.6,60.0,8.6,5.7,2.0,3.5,1.0,0.111,0.0,106.0,2024-10-31
2024,Pierre Strong,StroPi00,CLE,26.0,RB,6.0,0.0,13.0,7.0,77.0,0.0,3.0,-18.0,-2.6,95.0,13.6,-0.2,2.0,3.5,2.0,0.154,0.0,71.6,2024-10-31
2024,Jonathan Taylor,TaylJo02,IND,25.0,RB,5.0,5.0,11.0,7.0,89.0,0.0,5.0,-5.0,-0.7,94.0,13.4,-0.3,2.0,3.5,1.0,0.091,0.0,88.8,2024-10-31
2024,Parris Campbell,CampPa00,PHI,27.0,WR,4.0,0.0,7.0,6.0,30.0,1.0,1.0,21.0,3.5,9.0,1.5,3.7,0.0,,0.0,0.0,0.0,124.1,2024-10-31
2024,Ty Chandler,ChanTy01,MIN,26.0,RB,7.0,0.0,6.0,6.0,42.0,0.0,2.0,-11.0,-1.8,53.0,8.8,-1.8,0.0,,0.0,0.0,0.0,95.8,2024-10-31
2024,Jahan Dotson,DotsJa00,PHI,24.0,WR,7.0,3.0,13.0,6.0,35.0,0.0,3.0,11.0,1.8,24.0,4.0,9.2,0.0,,0.0,0.0,0.0,53.0,2024-10-31
2024,Gerald Everett,EverGe00,CHI,30.0,TE,7.0,3.0,10.0,6.0,25.0,0.0,1.0,-3.0,-0.5,28.0,4.7,2.1,1.0,6.0,1.0,0.1,0.0,64.6,2024-10-31
2024,Simi Fehoko,FehoSi00,LAC,27.0,WR,7.0,2.0,15.0,6.0,106.0,0.0,6.0,90.0,15.0,16.0,2.7,15.5,0.0,,2.0,0.133,0.0,64.9,2024-10-31
2024,Eric Gray,GrayEr01,NYG,25.0,RB,8.0,0.0,7.0,6.0,69.0,0.0,3.0,-23.0,-3.8,92.0,15.3,-3.4,1.0,6.0,1.0,0.14300000000000002,0.0,107.7,2024-10-31
2024,Mecole Hardman,HardMe00,KC,26.0,WR,7.0,0.0,7.0,6.0,58.0,0.0,3.0,-3.0,-0.5,61.0,10.2,-0.4,0.0,,0.0,0.0,0.0,101.2,2024-10-31
2024,JaMycal Hasty,HastJa02,NE,28.0,RB,8.0,0.0,8.0,6.0,58.0,1.0,2.0,-8.0,-1.3,66.0,11.0,-1.4,1.0,6.0,0.0,0.0,0.0,134.4,2024-10-31
2024,Kareem Hunt,HuntKa00,KC,29.0,RB,4.0,3.0,7.0,6.0,40.0,0.0,4.0,-13.0,-2.2,53.0,8.8,-3.0,0.0,,0.0,0.0,0.0,90.5,2024-10-31
2024,Hayden Hurst,HursHa00,LAC,31.0,TE,5.0,2.0,10.0,6.0,59.0,0.0,1.0,42.0,7.0,17.0,2.8,5.2,0.0,,1.0,0.1,0.0,76.7,2024-10-31
2024,Roschon Johnson,JohnRo07,CHI,23.0,RB,6.0,0.0,8.0,6.0,57.0,0.0,3.0,10.0,1.7,47.0,7.8,0.5,2.0,3.0,0.0,0.0,0.0,94.3,2024-10-31
2024,Marvin Mims,MimsMa00,DEN,22.0,WR,8.0,1.0,13.0,6.0,52.0,0.0,1.0,6.0,1.0,46.0,7.7,17.2,0.0,,1.0,0.077,1.0,25.2,2024-10-31
2024,Adam Trautman,TrauAd00,DEN,27.0,TE,8.0,7.0,10.0,6.0,117.0,1.0,6.0,60.0,10.0,57.0,9.5,6.5,0.0,,1.0,0.1,0.0,134.2,2024-10-31
2024,Sean Tucker,TuckSe00,TB,23.0,RB,8.0,0.0,7.0,6.0,91.0,1.0,6.0,3.0,0.5,88.0,14.7,1.1,1.0,6.0,0.0,0.0,0.0,158.3,2024-10-31
2024,Parker Washington,WashPa01,JAX,22.0,WR,8.0,0.0,9.0,6.0,67.0,0.0,3.0,59.0,9.8,8.0,1.3,8.8,1.0,6.0,1.0,0.111,0.0,88.7,2024-10-31
2024,Zamir White,WhitZa01,LV,25.0,RB,6.0,4.0,8.0,6.0,30.0,0.0,2.0,-20.0,-3.3,50.0,8.3,-3.1,2.0,3.0,1.0,0.125,0.0,80.2,2024-10-31
2024,Nate Adkins,AdkiNa00,DEN,25.0,TE,8.0,4.0,6.0,5.0,22.0,1.0,1.0,15.0,3.0,7.0,1.4,6.3,0.0,,0.0,0.0,0.0,121.5,2024-10-31
2024,Jalen Brooks,BrooJa03,DAL,24.0,WR,7.0,0.0,15.0,5.0,77.0,0.0,4.0,43.0,8.6,34.0,6.8,12.6,1.0,5.0,0.0,0.0,2.0,11.7,2024-10-31
2024,Michael Burton,BurtMi00,DEN,32.0,FB,8.0,1.0,5.0,5.0,40.0,0.0,1.0,23.0,4.6,17.0,3.4,4.6,0.0,,0.0,0.0,0.0,100.0,2024-10-31
2024,Greg Dulcich,DulcGr00,DEN,24.0,TE,4.0,3.0,12.0,5.0,28.0,0.0,,13.0,2.6,15.0,3.0,5.9,0.0,,2.0,0.16699999999999998,0.0,49.3,2024-10-31
